,what,museum,in,newcastle,is,dedicated,to,children,'s,books,?
there,0.35085538029670715,0.17758283019065857,0.5361666083335876,0.1536160409450531,0.3904260993003845,0.23588113486766815,0.40669289231300354,0.2248833328485489,-0.04860968142747879,0.23248212039470673,0.29405656456947327
are,0.29724663496017456,0.12469582259654999,0.3841303884983063,0.1428472399711609,0.5330929756164551,0.1942363679409027,0.3504326641559601,0.22232650220394135,-0.008927806280553341,0.2374548763036728,0.24591213464736938
several,0.22446060180664062,0.101572684943676,0.39405709505081177,0.14987647533416748,0.20361857116222382,0.19791430234909058,0.36196985840797424,0.11146051436662674,-0.012985157780349255,0.24429231882095337,0.15595775842666626
museums,0.18489275872707367,0.766154408454895,0.2833188474178314,0.22817452251911163,0.19032974541187286,0.3413301110267639,0.21569155156612396,0.21361495554447174,-0.033785928040742874,0.2988140881061554,0.1374243199825287
and,0.31309178471565247,0.21554097533226013,0.4954058527946472,0.20204751193523407,0.3859752118587494,0.24898341298103333,0.48971283435821533,0.2624970078468323,0.06895173341035843,0.3090738356113434,0.20544172823429108
galleries,0.17793069779872894,0.54404217004776,0.2712664008140564,0.23953042924404144,0.16632306575775146,0.27985256910324097,0.2089657187461853,0.15618930757045746,-0.07497011125087738,0.33694788813591003,0.1957392692565918
in,0.30808621644973755,0.2407650351524353,1.0,0.19270820915699005,0.5394441485404968,0.20924530923366547,0.45010748505592346,0.2065156251192093,-0.037580832839012146,0.250139981508255,0.20430970191955566
newcastle,0.16276082396507263,0.17209672927856445,0.19270820915699005,1.0000001192092896,0.1841045320034027,0.06701260060071945,0.23559264838695526,0.0826583206653595,-0.017262522131204605,0.13684840500354767,0.0902252271771431
",",0.3087472915649414,0.20741747319698334,0.5201468467712402,0.251589834690094,0.4691906273365021,0.25714829564094543,0.44245919585227966,0.28531143069267273,-0.0016132977325469255,0.258169561624527,0.31091248989105225
including,0.18328791856765747,0.21556918323040009,0.35857823491096497,0.1550157517194748,0.25093933939933777,0.23217891156673431,0.24006329476833344,0.20345422625541687,0.0074059427715837955,0.30063125491142273,0.1633303165435791
the,0.42745697498321533,0.24861779808998108,0.6662389636039734,0.2253497689962387,0.5823672413825989,0.2320098578929901,0.535392165184021,0.15654058754444122,-0.01540423184633255,0.23187310993671417,0.22068053483963013
centre,0.12324132025241852,0.33308082818984985,0.2765078544616699,0.24609284102916718,0.29804176092147827,0.19302158057689667,0.18141506612300873,0.12369988113641739,0.045265499502420425,0.09394878149032593,0.019365152344107628
for,0.3017193675041199,0.15718214213848114,0.4322226941585541,0.2425866425037384,0.43268078565597534,0.25574013590812683,0.4451248347759247,0.19934585690498352,-0.07241261005401611,0.2456149458885193,0.264628142118454
life,0.24693015217781067,0.16360214352607727,0.27054134011268616,0.1739582121372223,0.2110576033592224,0.2533547282218933,0.24560359120368958,0.21863682568073273,0.03983813151717186,0.2514861822128296,0.21677987277507782
with,0.2464839518070221,0.08185859024524689,0.4080928862094879,0.1710812896490097,0.3250955045223236,0.2172909677028656,0.4239959120750427,0.1656617969274521,-0.04624466598033905,0.12987132370471954,0.2433311939239502
its,0.30393704771995544,0.18129056692123413,0.3793783485889435,0.19941815733909607,0.4447362422943115,0.2007751762866974,0.3691340684890747,0.05150403454899788,0.03202139586210251,0.16470786929130554,0.15103481709957123
science,0.2612018585205078,0.3210817575454712,0.269875705242157,0.1316245049238205,0.2747138440608978,0.2582075595855713,0.2226530760526657,0.22299771010875702,0.03909866884350777,0.38310372829437256,0.17974960803985596
village,0.20210839807987213,0.24108175933361053,0.3014387786388397,0.24168774485588074,0.2555927336215973,0.26602742075920105,0.18001757562160492,0.1689208447933197,-0.006751830689609051,0.14600421488285065,0.040922991931438446
;,0.10986888408660889,0.11569859832525253,0.092739537358284,0.10598292201757431,0.05324986204504967,0.057038042694330215,0.0979827418923378,-0.00616856524720788,0.006909397430717945,0.011492862366139889,0.10349778085947037
the,0.42745697498321533,0.24861779808998108,0.6662389636039734,0.2253497689962387,0.5823672413825989,0.2320098578929901,0.535392165184021,0.15654058754444122,-0.01540423184633255,0.23187310993671417,0.22068053483963013
discovery,0.16559629142284393,0.15984536707401276,0.23947767913341522,0.12061125785112381,0.17897257208824158,0.1661587506532669,0.17063306272029877,0.1593364030122757,-0.09045044332742691,0.16943907737731934,0.11594310402870178
museum,0.1771627515554428,1.0000001192092896,0.2407650351524353,0.17209672927856445,0.18299639225006104,0.32114019989967346,0.1640389859676361,0.16168901324272156,-0.011753248050808907,0.19210147857666016,0.14128351211547852
a,0.3320399522781372,0.14725451171398163,0.539380669593811,0.21405641734600067,0.658733606338501,0.2610207796096802,0.45503583550453186,0.12013130635023117,0.04866964742541313,0.16057591140270233,0.23916715383529663
