,what,is,it,called,when,there,is,an,active,attempt,to,overthrow,a,government,or,belief,system,?
non-revolutionary,0.21013399958610535,0.1980559229850769,0.21492920815944672,0.22419194877147675,0.1949496865272522,0.20344901084899902,0.1980559229850769,0.22371943295001984,0.19500717520713806,0.18455366790294647,0.22298185527324677,0.368385910987854,0.29217514395713806,0.3535582721233368,0.1729162633419037,0.2696644067764282,0.14513377845287323,0.19538861513137817
civil,0.15091551840305328,0.16941262781620026,0.17707513272762299,0.1720334142446518,0.14899945259094238,0.2768925428390503,0.16941262781620026,0.15803322196006775,0.18092523515224457,0.19944994151592255,0.2019355595111847,0.2636413276195526,0.21693918108940125,0.30626749992370605,0.12588919699192047,0.20378170907497406,0.12898217141628265,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.2648297846317291,0.2320696860551834,0.2761690020561218,0.23306922614574432,0.21453623473644257,0.24747906625270844,0.16785737872123718,0.3402946889400482,0.30665844678878784,0.3877458870410919,0.25352153182029724,0.39617401361465454,0.2553665041923523,0.429622620344162,0.16900348663330078,0.19890835881233215
is,0.28837618231773376,1.0,0.6328473687171936,0.430266410112381,0.3471449911594391,0.3904260993003845,1.0,0.4654068350791931,0.2193424552679062,0.15496763586997986,0.42745086550712585,0.11017176508903503,0.658733606338501,0.20343491435050964,0.41870999336242676,0.2438696175813675,0.2282046526670456,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5452592968940735,0.4868806302547455,0.44397395849227905,0.4214206337928772,0.658733606338501,0.44552403688430786,0.2637912929058075,0.2390216588973999,0.45503583550453186,0.1779453009366989,1.0,0.25158295035362244,0.48853766918182373,0.23425845801830292,0.2589043080806732,0.23916715383529663
simple,0.4218197166919708,0.29377081990242004,0.33236920833587646,0.2437335103750229,0.2846766412258148,0.3695017397403717,0.29377081990242004,0.25539350509643555,0.3463873267173767,0.22445951402187347,0.38820502161979675,0.15167252719402313,0.34160614013671875,0.157544806599617,0.31794559955596924,0.19374923408031464,0.201027050614357,0.4614735543727875
disobedience,0.3298627436161041,0.21453623473644257,0.2648297846317291,0.2320696860551834,0.2761690020561218,0.23306922614574432,0.21453623473644257,0.24747906625270844,0.16785737872123718,0.3402946889400482,0.30665844678878784,0.3877458870410919,0.25352153182029724,0.39617401361465454,0.2553665041923523,0.429622620344162,0.16900348663330078,0.19890835881233215
of,0.33290785551071167,0.4854315221309662,0.38761502504348755,0.4222904443740845,0.3757161796092987,0.44397735595703125,0.4854315221309662,0.32280945777893066,0.23132829368114471,0.21525268256664276,0.41548454761505127,0.24111637473106384,0.5052502155303955,0.3475167155265808,0.3792596757411957,0.2605385482311249,0.25597915053367615,0.1826142966747284
laws,0.29636016488075256,0.17527072131633759,0.24084556102752686,0.2729472815990448,0.24706986546516418,0.2051847130060196,0.17527072131633759,0.17227743566036224,0.07317841053009033,0.23164312541484833,0.2910608649253845,0.26768743991851807,0.1722979098558426,0.41622602939605713,0.2778708338737488,0.35243895649909973,0.31344908475875854,0.17911791801452637
on,0.34226128458976746,0.3635730445384979,0.4529881477355957,0.25462663173675537,0.37706470489501953,0.3521401882171631,0.3635730445384979,0.3192969560623169,0.20644070208072662,0.20310603082180023,0.41031414270401,0.09483321011066437,0.3848365545272827,0.19216017425060272,0.2897229492664337,0.20553164184093475,0.21675898134708405,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,0.6251175999641418,0.489897221326828,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.4207492768764496,0.2376219779253006,0.2614527940750122,0.535392165184021,0.198907732963562,0.5829201340675354,0.31798112392425537,0.4174870550632477,0.22474968433380127,0.3233085572719574,0.22068053483963013
grounds,0.2024700939655304,0.25419503450393677,0.2369726598262787,0.17901602387428284,0.24754607677459717,0.32677769660949707,0.25419503450393677,0.2285809963941574,0.20327265560626984,0.24159786105155945,0.23550471663475037,0.12131913006305695,0.26895850896835327,0.1723640412092209,0.25539135932922363,0.20757609605789185,0.16540971398353577,0.1594391018152237
that,0.6297725439071655,0.3995479643344879,0.5921133160591125,0.41604554653167725,0.5860282182693481,0.6006520986557007,0.3995479643344879,0.365763783454895,0.2937624454498291,0.26043540239334106,0.5436353087425232,0.2384261041879654,0.47537946701049805,0.29558056592941284,0.4729836881160736,0.42884793877601624,0.3088737428188324,0.32716336846351624
they,0.4431931674480438,0.330102801322937,0.44394949078559875,0.45046308636665344,0.5090266466140747,0.4573625922203064,0.330102801322937,0.2435421496629715,0.30162522196769714,0.21205325424671173,0.5452046394348145,0.20246921479701996,0.3528250455856323,0.27497777342796326,0.4633304476737976,0.23077410459518433,0.24734781682491302,0.2753053903579712
are,0.29724663496017456,0.5330929756164551,0.3617996573448181,0.3676711618900299,0.29873907566070557,0.5433560013771057,0.5330929756164551,0.1556541919708252,0.3039647042751312,0.10020501911640167,0.3504326641559601,0.07327300310134888,0.265255331993103,0.20126859843730927,0.5374364256858826,0.22965355217456818,0.21917270123958588,0.24591213464736938
judged,0.3315237760543823,0.15107382833957672,0.18505075573921204,0.16932834684848785,0.20893213152885437,0.23214779794216156,0.15107382833957672,0.14333589375019073,0.23451292514801025,0.14490365982055664,0.25258225202560425,0.13356831669807434,0.21729488670825958,0.12860943377017975,0.23630237579345703,0.27240273356437683,0.16709016263484955,0.22679932415485382
``,0.008517155423760414,0.058766357600688934,0.035206809639930725,0.00907047651708126,0.07174111902713776,0.0756821483373642,0.058766357600688934,0.03770720958709717,0.11149683594703674,-0.023128414526581764,0.06720756739377975,0.14267398416996002,0.07272057235240936,0.09259884804487228,0.1197475790977478,0.025099093094468117,0.07236211001873016,0.0685480609536171
wrong,0.5828129053115845,0.22142094373703003,0.34120240807533264,0.24723276495933533,0.3717942237854004,0.30742061138153076,0.22142094373703003,0.2008880376815796,0.17879866063594818,0.2320093810558319,0.3418787121772766,0.2075267881155014,0.31342315673828125,0.26449301838874817,0.29828834533691406,0.3713526725769043,0.17930462956428528,0.4657740890979767
'',0.08143015950918198,0.0793738141655922,-0.016964951530098915,0.021102847531437874,-0.07688097655773163,0.03646579384803772,0.0793738141655922,0.09471100568771362,0.007139512803405523,-0.04173562303185463,-0.009905828163027763,0.021826595067977905,0.04890415817499161,0.01981239765882492,0.04548122361302376,-0.09213719516992569,-0.018831472843885422,0.018684765323996544
by,0.2455483376979828,0.3899846076965332,0.40926623344421387,0.3092815577983856,0.4376842677593231,0.20383623242378235,0.3899846076965332,0.2719563841819763,0.11178559809923172,0.19630108773708344,0.33534231781959534,0.20517034828662872,0.32094135880470276,0.24235671758651733,0.30274316668510437,0.21221508085727692,0.23017624020576477,0.17966607213020325
an,0.2821882665157318,0.4654068350791931,0.39472338557243347,0.2858632802963257,0.33026179671287537,0.22476400434970856,0.4654068350791931,1.0,0.22605904936790466,0.20525622367858887,0.3138085603713989,0.13503789901733398,0.44552403688430786,0.15164874494075775,0.3096676766872406,0.18476150929927826,0.17536801099777222,0.19793890416622162
individual,0.34021541476249695,0.21069909632205963,0.23296359181404114,0.22228318452835083,0.24198006093502045,0.3130461275577545,0.21069909632205963,0.2758936285972595,0.21689370274543762,0.22231382131576538,0.3278317153453827,0.05157138407230377,0.34062352776527405,0.21475544571876526,0.44471120834350586,0.2850954234600067,0.237809956073761,0.2058374285697937
conscience,0.33264052867889404,0.21721133589744568,0.25644543766975403,0.13311871886253357,0.16114524006843567,0.14081576466560364,0.21721133589744568,0.13085684180259705,0.20160523056983948,0.2896331250667572,0.28249964118003845,0.31333741545677185,0.23108726739883423,0.3213323652744293,0.17793068289756775,0.46011242270469666,0.14798466861248016,0.23370258510112762
",",0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.36674630641937256,0.4587128460407257,0.4691906273365021,0.3581022024154663,0.2681531608104706,0.19646479189395905,0.44245919585227966,0.1673116236925125,0.427140474319458,0.27344048023223877,0.3769497275352478,0.2058863788843155,0.18439900875091553,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.36389440298080444,0.4293559193611145,0.417120099067688,0.4594070315361023,0.41870999336242676,0.3096676766872406,0.1998855471611023,0.2602231502532959,0.38921234011650085,0.10899893194437027,0.48853766918182373,0.2456667572259903,1.0000001192092896,0.2609670162200928,0.32710888981819153,0.32389625906944275
as,0.31749409437179565,0.43216490745544434,0.4461488723754883,0.2827680706977844,0.4437963366508484,0.33535557985305786,0.43216490745544434,0.37218472361564636,0.22280307114124298,0.20922428369522095,0.42092081904411316,0.159354105591774,0.39550232887268066,0.1883569210767746,0.4400654137134552,0.20016999542713165,0.1973835676908493,0.27043893933296204
part,0.3476244807243347,0.4582172930240631,0.4648587107658386,0.4405199885368347,0.35435768961906433,0.32553666830062866,0.4582172930240631,0.3128427565097809,0.25679832696914673,0.16099031269550323,0.2875264883041382,0.16234718263149261,0.3994528353214264,0.20592926442623138,0.28093159198760986,0.22004158794879913,0.2814725935459137,0.08557961881160736
of,0.33290785551071167,0.4854315221309662,0.38761502504348755,0.4222904443740845,0.3757161796092987,0.44397735595703125,0.4854315221309662,0.32280945777893066,0.23132829368114471,0.21525268256664276,0.41548454761505127,0.24111637473106384,0.5052502155303955,0.3475167155265808,0.3792596757411957,0.2605385482311249,0.25597915053367615,0.1826142966747284
an,0.2821882665157318,0.4654068350791931,0.39472338557243347,0.2858632802963257,0.33026179671287537,0.22476400434970856,0.4654068350791931,1.0,0.22605904936790466,0.20525622367858887,0.3138085603713989,0.13503789901733398,0.44552403688430786,0.15164874494075775,0.3096676766872406,0.18476150929927826,0.17536801099777222,0.19793890416622162
effort,0.2810528576374054,0.17625613510608673,0.26101890206336975,0.06065342575311661,0.24761083722114563,0.20159129798412323,0.17625613510608673,0.20829463005065918,0.23902985453605652,0.47868096828460693,0.39937761425971985,0.26857325434684753,0.2670682966709137,0.28007572889328003,0.23014995455741882,0.29055580496788025,0.17692191898822784,0.27546563744544983
to,0.455847829580307,0.42745086550712585,0.513711154460907,0.2987143397331238,0.5423505902290344,0.40669289231300354,0.42745086550712585,0.3138085603713989,0.24291767179965973,0.4458620846271515,1.0,0.27134451270103455,0.45503583550453186,0.28343796730041504,0.38921234011650085,0.28712236881256104,0.26662686467170715,0.29463258385658264
render,0.18214485049247742,0.21666109561920166,0.2329712063074112,0.1077200174331665,0.16636967658996582,0.10848338901996613,0.21666109561920166,0.1734044849872589,0.1685999482870102,0.13408571481704712,0.18411995470523834,0.06562530994415283,0.2365315854549408,0.12259887158870697,0.2962251901626587,0.1995149850845337,0.166103795170784,0.17435836791992188
certain,0.4561643898487091,0.28826433420181274,0.3337479829788208,0.33835312724113464,0.36699241399765015,0.40079766511917114,0.28826433420181274,0.2510054409503937,0.22823520004749298,0.19740165770053864,0.4444960355758667,0.13370457291603088,0.369277685880661,0.2880367934703827,0.49912479519844055,0.30849185585975647,0.3593358099460602,0.2516106069087982
laws,0.29636016488075256,0.17527072131633759,0.24084556102752686,0.2729472815990448,0.24706986546516418,0.2051847130060196,0.17527072131633759,0.17227743566036224,0.07317841053009033,0.23164312541484833,0.2910608649253845,0.26768743991851807,0.1722979098558426,0.41622602939605713,0.2778708338737488,0.35243895649909973,0.31344908475875854,0.17911791801452637
ineffective,0.31523796916007996,0.21267010271549225,0.24883969128131866,0.16895060241222382,0.3493061363697052,0.2551702857017517,0.21267010271549225,0.26215511560440063,0.3235527575016022,0.3392290472984314,0.31965452432632446,0.32840800285339355,0.2918623983860016,0.34616798162460327,0.33056414127349854,0.22015166282653809,0.1803237497806549,0.2654919922351837
",",0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.36674630641937256,0.4587128460407257,0.4691906273365021,0.3581022024154663,0.2681531608104706,0.19646479189395905,0.44245919585227966,0.1673116236925125,0.427140474319458,0.27344048023223877,0.3769497275352478,0.2058863788843155,0.18439900875091553,0.31091248989105225
to,0.455847829580307,0.42745086550712585,0.513711154460907,0.2987143397331238,0.5423505902290344,0.40669289231300354,0.42745086550712585,0.3138085603713989,0.24291767179965973,0.4458620846271515,1.0,0.27134451270103455,0.45503583550453186,0.28343796730041504,0.38921234011650085,0.28712236881256104,0.26662686467170715,0.29463258385658264
cause,0.24883218109607697,0.218277707695961,0.26461511850357056,0.24858735501766205,0.36268818378448486,0.3022115230560303,0.218277707695961,0.22220543026924133,0.1425050050020218,0.24572844803333282,0.3172815442085266,0.2339397370815277,0.2715701162815094,0.13627474009990692,0.4080146849155426,0.3089626729488373,0.2261597067117691,0.240532785654068
their,0.35142919421195984,0.2101074606180191,0.3067983090877533,0.33472323417663574,0.3682888448238373,0.3165968358516693,0.2101074606180191,0.19624626636505127,0.20165523886680603,0.21348460018634796,0.44619059562683105,0.15596245229244232,0.29698723554611206,0.2597605884075165,0.42146000266075134,0.23326465487480164,0.22435083985328674,0.1898253709077835
repeal,0.2908228039741516,0.14658638834953308,0.25237298011779785,0.2128838449716568,0.2805047333240509,0.2050287127494812,0.14658638834953308,0.20976433157920837,0.19531185925006866,0.28073450922966003,0.2935402989387512,0.3355472981929779,0.22735407948493958,0.4075635075569153,0.28076601028442383,0.3553963005542755,0.22153057157993317,0.17696918547153473
",",0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.36674630641937256,0.4587128460407257,0.4691906273365021,0.3581022024154663,0.2681531608104706,0.19646479189395905,0.44245919585227966,0.1673116236925125,0.427140474319458,0.27344048023223877,0.3769497275352478,0.2058863788843155,0.18439900875091553,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.36389440298080444,0.4293559193611145,0.417120099067688,0.4594070315361023,0.41870999336242676,0.3096676766872406,0.1998855471611023,0.2602231502532959,0.38921234011650085,0.10899893194437027,0.48853766918182373,0.2456667572259903,1.0000001192092896,0.2609670162200928,0.32710888981819153,0.32389625906944275
to,0.455847829580307,0.42745086550712585,0.513711154460907,0.2987143397331238,0.5423505902290344,0.40669289231300354,0.42745086550712585,0.3138085603713989,0.24291767179965973,0.4458620846271515,1.0,0.27134451270103455,0.45503583550453186,0.28343796730041504,0.38921234011650085,0.28712236881256104,0.26662686467170715,0.29463258385658264
exert,0.3460860252380371,0.18991988897323608,0.261463463306427,0.15432506799697876,0.2891825735569,0.24464347958564758,0.18991988897323608,0.2697717547416687,0.31722328066825867,0.18389733135700226,0.27705830335617065,0.20101581513881683,0.27772554755210876,0.2179107666015625,0.27576130628585815,0.2625422775745392,0.200871542096138,0.27298665046691895
