,what,is,sometimes,more,effective,than,civil,disobedience,at,times,?
if,0.5277165174484253,0.30927813053131104,0.40168219804763794,0.3938486874103546,0.3104296326637268,0.387159138917923,0.12512178719043732,0.20446431636810303,0.21405546367168427,0.2506367266178131,0.4441644251346588
a,0.3320399522781372,0.658733606338501,0.3788676857948303,0.3452818691730499,0.2041732668876648,0.3126874566078186,0.21693918108940125,0.25352153182029724,0.3095070421695709,0.2745400369167328,0.23916715383529663
lawyer,0.20519520342350006,0.22524599730968475,0.16173923015594482,0.15269523859024048,0.14941656589508057,0.08100979030132294,0.34783414006233215,0.355996698141098,0.13981127738952637,0.15932732820510864,0.23041324317455292
wishes,0.36962834000587463,0.23820608854293823,0.14463937282562256,0.23117829859256744,0.14854659140110016,0.22605229914188385,0.18018674850463867,0.32393571734428406,0.11699017137289047,0.25594937801361084,0.30480876564979553
to,0.455847829580307,0.42745086550712585,0.4055429697036743,0.47084665298461914,0.27306854724884033,0.3192550539970398,0.2019355595111847,0.30665844678878784,0.36524343490600586,0.32875269651412964,0.29463258385658264
help,0.3728281855583191,0.152378648519516,0.24269463121891022,0.33843889832496643,0.3053716719150543,0.20787295699119568,0.14946909248828888,0.25521233677864075,0.16180181503295898,0.1328185349702835,0.28403452038764954
a,0.3320399522781372,0.658733606338501,0.3788676857948303,0.3452818691730499,0.2041732668876648,0.3126874566078186,0.21693918108940125,0.25352153182029724,0.3095070421695709,0.2745400369167328,0.23916715383529663
client,0.2853679358959198,0.2141798436641693,0.1400357484817505,0.19246619939804077,0.21531358361244202,0.14485059678554535,0.21538402140140533,0.21224749088287354,0.13296490907669067,0.10439885407686234,0.20958182215690613
overcome,0.20512010157108307,0.12381982058286667,0.23981152474880219,0.3235602080821991,0.35833972692489624,0.20186810195446014,0.18271951377391815,0.3458350598812103,0.13067437708377838,0.1685703843832016,0.17361730337142944
legal,0.26388198137283325,0.20037926733493805,0.24059797823429108,0.26066985726356506,0.23119811713695526,0.1906154602766037,0.34212639927864075,0.37078002095222473,0.1669524908065796,0.12899836897850037,0.2143220454454422
obstacles,0.19146393239498138,0.13567005097866058,0.28268522024154663,0.2220279574394226,0.2810845375061035,0.2156444936990738,0.13657526671886444,0.2696346938610077,0.14423751831054688,0.16714344918727875,0.16890949010849
to,0.455847829580307,0.42745086550712585,0.4055429697036743,0.47084665298461914,0.27306854724884033,0.3192550539970398,0.2019355595111847,0.30665844678878784,0.36524343490600586,0.32875269651412964,0.29463258385658264
securing,0.15035171806812286,0.19463099539279938,0.257181316614151,0.19486036896705627,0.2841556966304779,0.17727603018283844,0.24836498498916626,0.25280746817588806,0.22845548391342163,0.16324976086616516,0.05854082852602005
her,0.2733216881752014,0.22762010991573334,0.2256564199924469,0.230000838637352,0.11791280657052994,0.17321129143238068,0.17531102895736694,0.32259857654571533,0.2608611583709717,0.18447846174240112,0.20310723781585693
or,0.33867141604423523,0.41870999336242676,0.5977028608322144,0.41612157225608826,0.277005136013031,0.5002588033676147,0.12588919699192047,0.2553665041923523,0.21026140451431274,0.21247214078903198,0.32389625906944275
his,0.26976513862609863,0.24372583627700806,0.1898796707391739,0.23633438348770142,0.17747922241687775,0.18405678868293762,0.18942002952098846,0.3585605025291443,0.27659502625465393,0.24570761620998383,0.18075084686279297
natural,0.15666867792606354,0.24589021503925323,0.2011541873216629,0.19589680433273315,0.19076652824878693,0.20237292349338531,0.2199091613292694,0.17915691435337067,0.15606315433979034,0.08684639632701874,0.16155436635017395
rights,0.2386135458946228,0.1619914323091507,0.10887029021978378,0.1977432519197464,0.18972718715667725,0.1327776163816452,0.4687685966491699,0.4210108518600464,0.18650774657726288,0.16136237978935242,0.21814769506454468
",",0.3087472915649414,0.4691906273365021,0.26600122451782227,0.3696524500846863,0.2531147599220276,0.3371901512145996,0.24795588850975037,0.2878543734550476,0.38314947485923767,0.2897866368293762,0.31091248989105225
he,0.3114890456199646,0.36230841279029846,0.23116429150104523,0.25741079449653625,0.16113200783729553,0.16873370110988617,0.2002398669719696,0.3186313509941101,0.3280475437641144,0.307947039604187,0.2089974731206894
might,0.4838182032108307,0.37027186155319214,0.4859981834888458,0.4014604389667511,0.3017834722995758,0.3881576955318451,0.13299930095672607,0.2514820396900177,0.23020967841148376,0.22991079092025757,0.41058459877967834
",",0.3087472915649414,0.4691906273365021,0.26600122451782227,0.3696524500846863,0.2531147599220276,0.3371901512145996,0.24795588850975037,0.2878543734550476,0.38314947485923767,0.2897866368293762,0.31091248989105225
for,0.3017193675041199,0.43268078565597534,0.28293126821517944,0.3891189992427826,0.2914128005504608,0.30793827772140503,0.1685788929462433,0.23370130360126495,0.34237727522850037,0.2999500632286072,0.264628142118454
instance,0.3862040638923645,0.33154773712158203,0.3466057777404785,0.36294814944267273,0.3164623975753784,0.3124333620071411,0.12078451365232468,0.25085586309432983,0.16425691545009613,0.28404495120048523,0.30205854773521423
",",0.3087472915649414,0.4691906273365021,0.26600122451782227,0.3696524500846863,0.2531147599220276,0.3371901512145996,0.24795588850975037,0.2878543734550476,0.38314947485923767,0.2897866368293762,0.31091248989105225
