,who,backed,policies,that,have,solutions,that,sound,good,but,have,poor,prospects,?
instead,0.2789587676525116,0.2087964117527008,0.2170659750699997,0.43556153774261475,0.3414740264415741,0.2609221041202545,0.43556153774261475,0.2550669014453888,0.30675798654556274,0.44999611377716064,0.3414740264415741,0.2587243616580963,0.18123102188110352,0.2942638397216797
of,0.2827862501144409,0.2071143537759781,0.210641011595726,0.41498205065727234,0.3802283704280853,0.20114821195602417,0.41498205065727234,0.18393617868423462,0.2696770131587982,0.39942997694015503,0.3802283704280853,0.23458099365234375,0.23235951364040375,0.1826142966747284
providing,0.22912809252738953,0.22631560266017914,0.2634541392326355,0.30122050642967224,0.3537960350513458,0.3424960672855377,0.30122050642967224,0.12989293038845062,0.3422488570213318,0.31025004386901855,0.3537960350513458,0.31557291746139526,0.33301785588264465,0.1936793476343155
stable,0.14339421689510345,0.19169285893440247,0.22408799827098846,0.3130505681037903,0.2834215462207794,0.3026157021522522,0.3130505681037903,0.08416934311389923,0.31605902314186096,0.3219395875930786,0.2834215462207794,0.22764429450035095,0.177956685423851,0.11452282965183258
rules,0.31580042839050293,0.1251966804265976,0.4760725796222687,0.3367280662059784,0.29424744844436646,0.24270226061344147,0.3367280662059784,0.11024615913629532,0.2490723729133606,0.30552366375923157,0.29424744844436646,0.20592275261878967,0.2157781571149826,0.22111085057258606
that,0.45444270968437195,0.3059925138950348,0.3485647439956665,1.0,0.6182622313499451,0.2931564450263977,1.0,0.2970429062843323,0.44230329990386963,0.7244205474853516,0.6182622313499451,0.29014962911605835,0.21533438563346863,0.32716336846351624
support,0.21206305921077728,0.3423597812652588,0.40628618001937866,0.3622364103794098,0.34420934319496155,0.2794409692287445,0.3622364103794098,0.10454771667718887,0.3637376129627228,0.3470376431941986,0.34420934319496155,0.29461732506752014,0.16448545455932617,0.22626608610153198
basic,0.1761942356824875,0.16435861587524414,0.2521383762359619,0.38648462295532227,0.330486923456192,0.3281919062137604,0.38648462295532227,0.15028922259807587,0.36916032433509827,0.31688934564590454,0.330486923456192,0.2609404921531677,0.10887213051319122,0.26534420251846313
research,0.17335498332977295,0.24571679532527924,0.27935561537742615,0.3083151876926422,0.29737016558647156,0.27897870540618896,0.3083151876926422,0.17441491782665253,0.21553178131580353,0.23472213745117188,0.29737016558647156,0.16634654998779297,0.2962498664855957,0.13481977581977844
while,0.4068111777305603,0.2919587790966034,0.28206270933151245,0.43523597717285156,0.3577405512332916,0.16639208793640137,0.43523597717285156,0.23330490291118622,0.3178679049015045,0.5242466330528259,0.3577405512332916,0.2782413959503174,0.22162580490112305,0.21076419949531555
leaving,0.26084476709365845,0.18926726281642914,0.171410471200943,0.33599653840065,0.24758340418338776,0.23449493944644928,0.33599653840065,0.1757897585630417,0.21857203543186188,0.34413808584213257,0.24758340418338776,0.27658116817474365,0.26477956771850586,0.11571593582630157
plenty,0.20877578854560852,0.1882210671901703,0.3070129454135895,0.35861894488334656,0.34959176182746887,0.20278948545455933,0.35861894488334656,0.23788224160671234,0.49445435404777527,0.3435971140861511,0.34959176182746887,0.3085196912288666,0.2669854164123535,0.28090494871139526
of,0.2827862501144409,0.2071143537759781,0.210641011595726,0.41498205065727234,0.3802283704280853,0.20114821195602417,0.41498205065727234,0.18393617868423462,0.2696770131587982,0.39942997694015503,0.3802283704280853,0.23458099365234375,0.23235951364040375,0.1826142966747284
scope,0.09346988052129745,0.1640576720237732,0.2572869062423706,0.2559049129486084,0.19466090202331543,0.11778063327074051,0.2559049129486084,0.11112106591463089,0.11600170284509659,0.17339594662189484,0.19466090202331543,0.13775351643562317,0.1394737958908081,0.21740633249282837
for,0.37110671401023865,0.17177510261535645,0.2570570409297943,0.4137635827064514,0.41175219416618347,0.28041526675224304,0.4137635827064514,0.217193141579628,0.39067649841308594,0.45162561535835266,0.41175219416618347,0.2900572121143341,0.3116774260997772,0.264628142118454
entrepreneurship,0.3264739215373993,0.1750633269548416,0.2718088924884796,0.23802974820137024,0.19375963509082794,0.29610416293144226,0.23802974820137024,0.1149689257144928,0.21689748764038086,0.16923607885837555,0.19375963509082794,0.2061125487089157,0.3716481924057007,0.20703251659870148
