,what,could,inverted,repeats,help,do,?
it,0.45803478360176086,0.329755574464798,0.20126058161258698,0.2831423580646515,0.23227837681770325,0.337066113948822,0.25732165575027466
is,0.28837618231773376,0.2763098180294037,0.18620237708091736,0.2547619938850403,0.152378648519516,0.30895981192588806,0.22961433231830597
possible,0.3281886577606201,0.5036788582801819,0.21251477301120758,0.2660875916481018,0.3461916446685791,0.3172827661037445,0.3059970438480377
that,0.6297725439071655,0.5584503412246704,0.282792866230011,0.32414132356643677,0.34615394473075867,0.44533252716064453,0.32716336846351624
the,0.42745697498321533,0.35393214225769043,0.2235686480998993,0.3083247244358063,0.30064165592193604,0.30239659547805786,0.22068053483963013
inverted,0.162471204996109,0.20120897889137268,1.0,0.37857580184936523,0.10566935688257217,0.16039888560771942,0.11465871334075928
repeats,0.2841259837150574,0.1582767814397812,0.37857580184936523,1.0000001192092896,0.11587490886449814,0.19872601330280304,0.19185885787010193
help,0.3728281855583191,0.4435492753982544,0.10566935688257217,0.11587490886449814,0.9999999403953552,0.40743157267570496,0.28403452038764954
stabilize,0.2059498429298401,0.23108267784118652,0.3041519522666931,0.2117711454629898,0.38296517729759216,0.24869541823863983,0.13379572331905365
the,0.42745697498321533,0.35393214225769043,0.2235686480998993,0.3083247244358063,0.30064165592193604,0.30239659547805786,0.22068053483963013
rest,0.35225364565849304,0.3188154399394989,0.17931754887104034,0.25578200817108154,0.3198860287666321,0.25314250588417053,0.1725541204214096
of,0.33290785551071167,0.29043012857437134,0.24731801450252533,0.22872205078601837,0.22745388746261597,0.26150479912757874,0.1826142966747284
the,0.42745697498321533,0.35393214225769043,0.2235686480998993,0.3083247244358063,0.30064165592193604,0.30239659547805786,0.22068053483963013
chloroplast,0.23505516350269318,0.1978125274181366,0.25266140699386597,0.29046353697776794,0.16202904284000397,0.2310386300086975,0.12532055377960205
genome,0.15202009677886963,0.17577101290225983,0.15188732743263245,0.27164551615715027,0.1435936540365219,0.18131811916828156,0.1776634305715561
",",0.3087472915649414,0.27399855852127075,0.17237678170204163,0.19478721916675568,0.2855570912361145,0.3283645510673523,0.31091248989105225
as,0.31749409437179565,0.32771480083465576,0.21084842085838318,0.2412218302488327,0.2739662528038025,0.38329678773880005,0.27043893933296204
chloroplast,0.23505516350269318,0.1978125274181366,0.25266140699386597,0.29046353697776794,0.16202904284000397,0.2310386300086975,0.12532055377960205
dnas,0.2006167471408844,0.21673665940761566,0.17506083846092224,0.23102305829524994,0.23541562259197235,0.36712026596069336,0.19131095707416534
which,0.5261979103088379,0.3928161859512329,0.3399925231933594,0.3983655571937561,0.2722613513469696,0.31153854727745056,0.25814583897590637
have,0.39808809757232666,0.4896247088909149,0.2157500833272934,0.284203439950943,0.3824627101421356,0.49831271171569824,0.32991164922714233
lost,0.198215052485466,0.2597891688346863,0.18532274663448334,0.1813141256570816,0.1835666000843048,0.18240030109882355,0.15261413156986237
some,0.4491020441055298,0.46296966075897217,0.22458821535110474,0.24179284274578094,0.3635297417640686,0.4725562036037445,0.2562315762042999
of,0.33290785551071167,0.29043012857437134,0.24731801450252533,0.22872205078601837,0.22745388746261597,0.26150479912757874,0.1826142966747284
the,0.42745697498321533,0.35393214225769043,0.2235686480998993,0.3083247244358063,0.30064165592193604,0.30239659547805786,0.22068053483963013
inverted,0.162471204996109,0.20120897889137268,1.0,0.37857580184936523,0.10566935688257217,0.16039888560771942,0.11465871334075928
repeat,0.32753127813339233,0.22508062422275543,0.28852835297584534,0.8235769271850586,0.21001750230789185,0.35330507159233093,0.28224727511405945
segments,0.16873468458652496,0.23582823574543,0.2863381803035736,0.39402759075164795,0.18927693367004395,0.19944888353347778,0.12596890330314636
tend,0.27988895773887634,0.4232197403907776,0.14230062067508698,0.23608990013599396,0.34598439931869507,0.37835952639579773,0.19330444931983948
to,0.455847829580307,0.5461788773536682,0.18334177136421204,0.24163347482681274,0.46191298961639404,0.38876664638519287,0.29463258385658264
get,0.3490515947341919,0.40917348861694336,0.12708903849124908,0.20845752954483032,0.4565459191799164,0.46355509757995605,0.3499825894832611
rearranged,0.268887996673584,0.28815701603889465,0.2864904999732971,0.3888866603374481,0.16958071291446686,0.3171459436416626,0.19186823070049286
more,0.3484537899494171,0.4129549562931061,0.119277223944664,0.20347394049167633,0.33843889832496643,0.3514035940170288,0.27894994616508484
.,0.3567904531955719,0.3200591504573822,0.22157037258148193,0.23417867720127106,0.32205137610435486,0.3613996207714081,0.4130953550338745
