,what,is,the,world,'s,busiest,general,aviation,airport,?
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.1967684030532837,0.02131068892776966,0.28491127490997314,0.12598155438899994,0.18042267858982086,0.1950697898864746,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.22895459830760956,-0.0475497767329216,0.20019985735416412,0.13552212715148926,0.21064075827598572,0.16243690252304077,0.1409905105829239
is,0.28837618231773376,1.0,0.5823672413825989,0.24458536505699158,0.02396530658006668,0.2508534789085388,0.20144300162792206,0.15025636553764343,0.22916455566883087,0.22961433231830597
home,0.1608789712190628,0.22316986322402954,0.28978195786476135,0.18891756236553192,0.07170099765062332,0.20688223838806152,0.0894777700304985,0.12948724627494812,0.2079487293958664,0.0757145956158638
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.26213452219963074,0.03782717138528824,0.19131967425346375,0.24755197763442993,0.18106655776500702,0.2481278032064438,0.29463258385658264
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.20903149247169495,-0.017344538122415543,0.23854897916316986,0.16898763179779053,0.18268351256847382,0.24956868588924408,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.20479753613471985,-0.008012785576283932,0.24279502034187317,0.12215160578489304,0.19240319728851318,0.2300548404455185,0.16139166057109833
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.3401140570640564,-0.021212328225374222,0.361261785030365,0.14942900836467743,0.3105347752571106,0.5339593887329102,0.15335838496685028
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.12566566467285156,-0.04957332834601402,0.5352697968482971,0.1885322779417038,0.3925395607948303,0.9999998807907104,0.13105051219463348
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.26035505533218384,0.3022127151489258,0.24886073172092438,0.2669869363307953,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.33604270219802856,-0.01540423184633255,0.30110985040664673,0.28634732961654663,0.2703816592693329,0.2293178290128708,0.22068053483963013
second-busiest,0.2516663670539856,0.3198900818824768,0.3870893716812134,0.36748918890953064,-0.02573508583009243,0.8840478658676147,0.26664137840270996,0.37877845764160156,0.5036026239395142,0.27712950110435486
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.12566566467285156,-0.04957332834601402,0.5352697968482971,0.1885322779417038,0.3925395607948303,0.9999998807907104,0.13105051219463348
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.29075419902801514,0.259066641330719,0.2580392062664032,0.2244764268398285,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.33604270219802856,-0.01540423184633255,0.30110985040664673,0.28634732961654663,0.2703816592693329,0.2293178290128708,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.3110230267047882,-0.03853745758533478,0.33785855770111084,0.2596476078033447,0.29017433524131775,0.25466209650039673,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.2862738072872162,-0.004298824816942215,0.2944924831390381,0.2560601532459259,0.2738320827484131,0.20607154071331024,0.16272737085819244
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.22306372225284576,-0.010884488001465797,0.16051147878170013,0.2654627859592438,0.1727583110332489,0.1477898210287094,0.17966607213020325
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.1418527513742447,-0.030799752101302147,0.5038601160049438,0.17819161713123322,0.4006142318248749,0.49021145701408386,0.13056927919387817
volume,0.18066860735416412,0.20146408677101135,0.2396446168422699,0.15030896663665771,-0.07127277553081512,0.16659106314182281,0.11922125518321991,0.17720946669578552,0.06744072586297989,0.1651400327682495
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22099611163139343,0.0012731997994706035,0.16551408171653748,0.23743551969528198,0.2387719303369522,0.1530347615480423,0.40561532974243164
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.15985669195652008,-0.010140474885702133,0.22207392752170563,0.1584801971912384,0.18082739412784576,0.16312170028686523,0.42005208134651184
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.3097776174545288,0.1344487965106964,0.1904575675725937,0.12566566467285156,0.17579582333564758
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.11877062171697617,0.9999999403953552,0.006174842361360788,-0.0757286474108696,-0.027523839846253395,-0.04957332834601402,-0.023395681753754616
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3097776174545288,0.006174842361360788,1.0000001192092896,0.18606281280517578,0.3498811721801758,0.5352697968482971,0.15537287294864655
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.20704953372478485,-0.009622735902667046,0.5866501927375793,0.25152403116226196,0.4406811594963074,0.8551590442657471,0.14285726845264435
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.22306372225284576,-0.010884488001465797,0.16051147878170013,0.2654627859592438,0.1727583110332489,0.1477898210287094,0.17966607213020325
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.1418527513742447,-0.030799752101302147,0.5038601160049438,0.17819161713123322,0.4006142318248749,0.49021145701408386,0.13056927919387817
traffic,0.145517036318779,0.23107631504535675,0.2208961844444275,0.14892107248306274,0.012575896456837654,0.43630659580230713,0.1753755360841751,0.3501187860965729,0.4167071282863617,0.19721992313861847
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.22386978566646576,0.021107977256178856,0.17511434853076935,0.22449038922786713,0.22206692397594452,0.1706002801656723,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.21225601434707642,0.25860127806663513,0.2400548756122589,0.1870041936635971,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.33604270219802856,-0.01540423184633255,0.30110985040664673,0.28634732961654663,0.2703816592693329,0.2293178290128708,0.22068053483963013
third,0.2033906877040863,0.31551501154899597,0.4229298532009125,0.2525123655796051,-0.00712791969999671,0.3105515241622925,0.1595807671546936,0.07960369437932968,0.1335296779870987,0.15394791960716248
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.22306372225284576,-0.010884488001465797,0.16051147878170013,0.2654627859592438,0.1727583110332489,0.1477898210287094,0.17966607213020325
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.3401140570640564,-0.021212328225374222,0.361261785030365,0.14942900836467743,0.3105347752571106,0.5339593887329102,0.15335838496685028
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.1418527513742447,-0.030799752101302147,0.5038601160049438,0.17819161713123322,0.4006142318248749,0.49021145701408386,0.13056927919387817
volume,0.18066860735416412,0.20146408677101135,0.2396446168422699,0.15030896663665771,-0.07127277553081512,0.16659106314182281,0.11922125518321991,0.17720946669578552,0.06744072586297989,0.1651400327682495
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22099611163139343,0.0012731997994706035,0.16551408171653748,0.23743551969528198,0.2387719303369522,0.1530347615480423,0.40561532974243164
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.15985669195652008,-0.010140474885702133,0.22207392752170563,0.1584801971912384,0.18082739412784576,0.16312170028686523,0.42005208134651184
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3097776174545288,0.006174842361360788,1.0000001192092896,0.18606281280517578,0.3498811721801758,0.5352697968482971,0.15537287294864655
airports,0.14664587378501892,0.24539045989513397,0.297902911901474,0.20704953372478485,-0.009622735902667046,0.5866501927375793,0.25152403116226196,0.4406811594963074,0.8551590442657471,0.14285726845264435
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.29075419902801514,0.259066641330719,0.2580392062664032,0.2244764268398285,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.33604270219802856,-0.01540423184633255,0.30110985040664673,0.28634732961654663,0.2703816592693329,0.2293178290128708,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.3110230267047882,-0.03853745758533478,0.33785855770111084,0.2596476078033447,0.29017433524131775,0.25466209650039673,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.2862738072872162,-0.004298824816942215,0.2944924831390381,0.2560601532459259,0.2738320827484131,0.20607154071331024,0.16272737085819244
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.22306372225284576,-0.010884488001465797,0.16051147878170013,0.2654627859592438,0.1727583110332489,0.1477898210287094,0.17966607213020325
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.3401140570640564,-0.021212328225374222,0.361261785030365,0.14942900836467743,0.3105347752571106,0.5339593887329102,0.15335838496685028
passenger,0.1339142620563507,0.19047372043132782,0.22676396369934082,0.1418527513742447,-0.030799752101302147,0.5038601160049438,0.17819161713123322,0.4006142318248749,0.49021145701408386,0.13056927919387817
traffic,0.145517036318779,0.23107631504535675,0.2208961844444275,0.14892107248306274,0.012575896456837654,0.43630659580230713,0.1753755360841751,0.3501187860965729,0.4167071282863617,0.19721992313861847
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.22386978566646576,0.021107977256178856,0.17511434853076935,0.22449038922786713,0.22206692397594452,0.1706002801656723,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.09254426509141922,0.006909397430717945,0.18399204313755035,-0.01976725645363331,-0.004993885289877653,0.02678789384663105,0.10349778085947037
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.1822192370891571,-0.022058377042412758,0.20352785289287567,0.1646939367055893,0.16321313381195068,0.21227765083312988,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.2056870311498642,-0.02298388071358204,0.16080978512763977,0.19122333824634552,0.17980581521987915,0.22032442688941956,0.11438121646642685
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.3401140570640564,-0.021212328225374222,0.361261785030365,0.14942900836467743,0.3105347752571106,0.5339593887329102,0.15335838496685028
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.12566566467285156,-0.04957332834601402,0.5352697968482971,0.1885322779417038,0.3925395607948303,0.9999998807907104,0.13105051219463348
the,0.42745697498321533,0.5823672413825989,1.0,0.33604270219802856,-0.01540423184633255,0.30110985040664673,0.28634732961654663,0.2703816592693329,0.2293178290128708,0.22068053483963013
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3097776174545288,0.006174842361360788,1.0000001192092896,0.18606281280517578,0.3498811721801758,0.5352697968482971,0.15537287294864655
single,0.24458327889442444,0.27151715755462646,0.29338565468788147,0.15475274622440338,0.02529025822877884,0.3078021705150604,0.1963840126991272,0.12426190823316574,0.09284281730651855,0.2151121199131012
runway,0.146897092461586,0.16376128792762756,0.20204009115695953,0.15578758716583252,0.007952469401061535,0.3921981155872345,0.12771229445934296,0.35340946912765503,0.6041969656944275,0.10900069773197174
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.12566566467285156,-0.04957332834601402,0.5352697968482971,0.1885322779417038,0.3925395607948303,0.9999998807907104,0.13105051219463348
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.29075419902801514,0.259066641330719,0.2580392062664032,0.2244764268398285,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.33604270219802856,-0.01540423184633255,0.30110985040664673,0.28634732961654663,0.2703816592693329,0.2293178290128708,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.3097776174545288,0.1344487965106964,0.1904575675725937,0.12566566467285156,0.17579582333564758
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.09254426509141922,0.006909397430717945,0.18399204313755035,-0.01976725645363331,-0.004993885289877653,0.02678789384663105,0.10349778085947037
van,0.1477201133966446,0.13741689920425415,0.13541297614574432,0.12287960201501846,0.007803897839039564,0.13809889554977417,0.18330654501914978,0.1515146791934967,0.0892050713300705,0.15528257191181183
nuys,0.2026393711566925,0.2384500801563263,0.28316059708595276,0.2416074573993683,-0.019509293138980865,0.2490479201078415,0.20531773567199707,0.260206937789917,0.2530364692211151,0.20751376450061798
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.12566566467285156,-0.04957332834601402,0.5352697968482971,0.1885322779417038,0.3925395607948303,0.9999998807907104,0.13105051219463348
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.26035505533218384,0.3022127151489258,0.24886073172092438,0.2669869363307953,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.33604270219802856,-0.01540423184633255,0.30110985040664673,0.28634732961654663,0.2703816592693329,0.2293178290128708,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.3097776174545288,0.1344487965106964,0.1904575675725937,0.12566566467285156,0.17579582333564758
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.11877062171697617,0.9999999403953552,0.006174842361360788,-0.0757286474108696,-0.027523839846253395,-0.04957332834601402,-0.023395681753754616
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.3097776174545288,0.006174842361360788,1.0000001192092896,0.18606281280517578,0.3498811721801758,0.5352697968482971,0.15537287294864655
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.1344487965106964,-0.0757286474108696,0.18606281280517578,1.0000001192092896,0.2192421406507492,0.1885322779417038,0.1972234547138214
aviation,0.1700924187898636,0.15025636553764343,0.2703816592693329,0.1904575675725937,-0.027523839846253395,0.3498811721801758,0.2192421406507492,1.0,0.3925395607948303,0.1517462134361267
