,what,peanuts,special,is,halloween-themed,?
since,0.29783400893211365,0.13412298262119293,0.22352218627929688,0.3567592203617096,0.17656274139881134,0.2876587212085724
2000,-0.10562582314014435,0.04932166635990143,0.024820426478981972,-0.07182633876800537,0.09638645499944687,-0.0824366956949234
",",0.3087472915649414,0.2771347761154175,0.23880577087402344,0.4691906273365021,0.2775624096393585,0.31091248989105225
abc,0.1317344456911087,0.209342822432518,0.16786715388298035,0.16037321090698242,0.3003559112548828,0.19065172970294952
has,0.20338068902492523,0.20313183963298798,0.2109246850013733,0.5668748617172241,0.20372436940670013,0.15994466841220856
also,0.42747777700424194,0.2623431086540222,0.34527871012687683,0.5012649297714233,0.2712893486022949,0.21848613023757935
owned,0.12432919442653656,0.19372344017028809,0.08345519006252289,0.20921923220157623,0.18282414972782135,0.1288648396730423
the,0.42745697498321533,0.22230561077594757,0.3027077615261078,0.5823672413825989,0.24792417883872986,0.22068053483963013
television,0.19838058948516846,0.25370827317237854,0.2078455537557602,0.21374565362930298,0.39203688502311707,0.16825827956199646
rights,0.2386135458946228,0.07693827897310257,0.23696692287921906,0.1619914323091507,0.18004217743873596,0.21814769506454468
to,0.455847829580307,0.2116386890411377,0.28623831272125244,0.42745086550712585,0.28193235397338867,0.29463258385658264
most,0.3219912350177765,0.22135385870933533,0.1966545283794403,0.41165053844451904,0.17928755283355713,0.2107497900724411
of,0.33290785551071167,0.20723660290241241,0.27998968958854675,0.4854315221309662,0.14251084625720978,0.1826142966747284
the,0.42745697498321533,0.22230561077594757,0.3027077615261078,0.5823672413825989,0.24792417883872986,0.22068053483963013
peanuts,0.19573861360549927,0.9999999403953552,0.1653681844472885,0.22809737920761108,0.3607308864593506,0.21211108565330505
television,0.19838058948516846,0.25370827317237854,0.2078455537557602,0.21374565362930298,0.39203688502311707,0.16825827956199646
specials,0.21306368708610535,0.378319650888443,0.6538421511650085,0.1923791468143463,0.4635621905326843,0.2582153379917145
",",0.3087472915649414,0.2771347761154175,0.23880577087402344,0.4691906273365021,0.2775624096393585,0.31091248989105225
having,0.34064167737960815,0.1728336662054062,0.1542012244462967,0.29556408524513245,0.2389308661222458,0.22418256103992462
acquired,0.15010768175125122,0.16374675929546356,0.10440023243427277,0.10823270678520203,0.130784273147583,0.09366346150636673
the,0.42745697498321533,0.22230561077594757,0.3027077615261078,0.5823672413825989,0.24792417883872986,0.22068053483963013
broadcast,0.17857211828231812,0.16934099793434143,0.23063459992408752,0.1702820062637329,0.2685508131980896,0.15760008990764618
rights,0.2386135458946228,0.07693827897310257,0.23696692287921906,0.1619914323091507,0.18004217743873596,0.21814769506454468
from,0.2737620174884796,0.2165481597185135,0.17036697268486023,0.27355384826660156,0.1378481686115265,0.19969791173934937
cbs,0.1950361132621765,0.22564080357551575,0.161833718419075,0.14535778760910034,0.2785800099372864,0.14594407379627228
",",0.3087472915649414,0.2771347761154175,0.23880577087402344,0.4691906273365021,0.2775624096393585,0.31091248989105225
which,0.5261979103088379,0.22041821479797363,0.3709421753883362,0.4457404911518097,0.2508423626422882,0.25814583897590637
originated,0.17986609041690826,0.21724790334701538,0.17850060760974884,0.27118435502052307,0.22078026831150055,0.11205674707889557
the,0.42745697498321533,0.22230561077594757,0.3027077615261078,0.5823672413825989,0.24792417883872986,0.22068053483963013
specials,0.21306368708610535,0.378319650888443,0.6538421511650085,0.1923791468143463,0.4635621905326843,0.2582153379917145
in,0.30808621644973755,0.25007686018943787,0.2897285223007202,0.5394441485404968,0.272799551486969,0.20430970191955566
1965,0.15314841270446777,-0.05331698805093765,0.018147431313991547,0.0023629211355000734,0.0534251444041729,0.26302391290664673
with,0.2464839518070221,0.1728488653898239,0.21461334824562073,0.3250955045223236,0.16362158954143524,0.2433311939239502
the,0.42745697498321533,0.22230561077594757,0.3027077615261078,0.5823672413825989,0.24792417883872986,0.22068053483963013
debut,0.12330318242311478,0.14773407578468323,0.14761006832122803,0.1765563189983368,0.2319858819246292,0.10726679861545563
of,0.33290785551071167,0.20723660290241241,0.27998968958854675,0.4854315221309662,0.14251084625720978,0.1826142966747284
a,0.3320399522781372,0.23368777334690094,0.31333932280540466,0.658733606338501,0.27563783526420593,0.23916715383529663
charlie,0.13311828672885895,0.25971606373786926,0.1361183077096939,0.11076866090297699,0.30459296703338623,0.1200689822435379
brown,0.14282190799713135,0.2541823387145996,0.19643105566501617,0.20123673975467682,0.20426435768604279,0.18920691311359406
christmas,0.2578675448894501,0.20399655401706696,0.3012330234050751,0.17130117118358612,0.5086122155189514,0.23817040026187897
(,0.2411840260028839,0.19232764840126038,0.1810780167579651,0.35393038392066956,0.23266685009002686,0.40561532974243164
other,0.341873437166214,0.2436334192752838,0.31906658411026,0.25895947217941284,0.21266886591911316,0.24682199954986572
peanuts,0.19573861360549927,0.9999999403953552,0.1653681844472885,0.22809737920761108,0.3607308864593506,0.21211108565330505
specials,0.21306368708610535,0.378319650888443,0.6538421511650085,0.1923791468143463,0.4635621905326843,0.2582153379917145
broadcast,0.17857211828231812,0.16934099793434143,0.23063459992408752,0.1702820062637329,0.2685508131980896,0.15760008990764618
annually,0.13421958684921265,0.24545642733573914,0.18885238468647003,0.23383666574954987,0.3201931416988373,0.1364409476518631
by,0.2455483376979828,0.20928749442100525,0.2578898072242737,0.3899846076965332,0.2001269906759262,0.17966607213020325
abc,0.1317344456911087,0.209342822432518,0.16786715388298035,0.16037321090698242,0.3003559112548828,0.19065172970294952
",",0.3087472915649414,0.2771347761154175,0.23880577087402344,0.4691906273365021,0.2775624096393585,0.31091248989105225
including,0.18328791856765747,0.22959016263484955,0.2586021423339844,0.25093933939933777,0.23891401290893555,0.1633303165435791
a,0.3320399522781372,0.23368777334690094,0.31333932280540466,0.658733606338501,0.27563783526420593,0.23916715383529663
charlie,0.13311828672885895,0.25971606373786926,0.1361183077096939,0.11076866090297699,0.30459296703338623,0.1200689822435379
brown,0.14282190799713135,0.2541823387145996,0.19643105566501617,0.20123673975467682,0.20426435768604279,0.18920691311359406
christmas,0.2578675448894501,0.20399655401706696,0.3012330234050751,0.17130117118358612,0.5086122155189514,0.23817040026187897
",",0.3087472915649414,0.2771347761154175,0.23880577087402344,0.4691906273365021,0.2775624096393585,0.31091248989105225
include,0.1535889357328415,0.2227141410112381,0.2184864729642868,0.28863582015037537,0.20722946524620056,0.14925788342952728
it,0.45803478360176086,0.21544218063354492,0.2483513355255127,0.6328473687171936,0.2677339017391205,0.25732165575027466
's,0.02692362666130066,0.08624621480703354,-0.03405539691448212,0.02396530658006668,0.006397631485015154,-0.023395681753754616
the,0.42745697498321533,0.22230561077594757,0.3027077615261078,0.5823672413825989,0.24792417883872986,0.22068053483963013
great,0.2562883198261261,0.07854040712118149,0.13827045261859894,0.1345067322254181,0.1288488507270813,0.13135133683681488
pumpkin,0.18761463463306427,0.41918331384658813,0.2355303168296814,0.22485297918319702,0.4186176061630249,0.22393999993801117
",",0.3087472915649414,0.2771347761154175,0.23880577087402344,0.4691906273365021,0.2775624096393585,0.31091248989105225
charlie,0.13311828672885895,0.25971606373786926,0.1361183077096939,0.11076866090297699,0.30459296703338623,0.1200689822435379
brown,0.14282190799713135,0.2541823387145996,0.19643105566501617,0.20123673975467682,0.20426435768604279,0.18920691311359406
and,0.31309178471565247,0.2744903862476349,0.22352655231952667,0.3859752118587494,0.23605066537857056,0.20544172823429108
a,0.3320399522781372,0.23368777334690094,0.31333932280540466,0.658733606338501,0.27563783526420593,0.23916715383529663
charlie,0.13311828672885895,0.25971606373786926,0.1361183077096939,0.11076866090297699,0.30459296703338623,0.1200689822435379
brown,0.14282190799713135,0.2541823387145996,0.19643105566501617,0.20123673975467682,0.20426435768604279,0.18920691311359406
thanksgiving,0.3412812650203705,0.2460799664258957,0.3264223039150238,0.1928044706583023,0.5541000962257385,0.30316072702407837
),0.26259949803352356,0.193938747048378,0.207723930478096,0.37732169032096863,0.24010255932807922,0.42300865054130554
.,0.3567904531955719,0.2430313378572464,0.26337340474128723,0.4569662809371948,0.26243647933006287,0.4130953550338745
