,what,district,of,warsaw,chose,the,president,between,1994,and,1999,?
in,0.30808621644973755,0.30883273482322693,0.5696388483047485,0.22642600536346436,0.2265765517950058,0.6662389636039734,0.18811661005020142,0.41100412607192993,0.007567534223198891,0.4954058527946472,-0.0026030326262116432,0.20430970191955566
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
years,0.1981470286846161,0.17785067856311798,0.2904134690761566,0.16184662282466888,0.16838037967681885,0.2912273406982422,0.21169443428516388,0.2583497166633606,0.06628183275461197,0.300204873085022,0.09446202963590622,0.1914375126361847
of,0.33290785551071167,0.2673880457878113,1.0,0.19253842532634735,0.2676139771938324,0.733189046382904,0.21610750257968903,0.3737983703613281,-0.07057395577430725,0.5116966962814331,0.06211002916097641,0.1826142966747284
1994–1999,0.13441026210784912,-0.20221780240535736,-0.14160162210464478,0.03810752183198929,0.09269951283931732,-0.1561809778213501,0.02608850970864296,-0.07351892441511154,0.6900620460510254,-0.14793738722801208,0.6930895447731018,0.14951077103614807
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
mayor,0.10301359742879868,0.359032541513443,0.17262716591358185,0.20052993297576904,0.23654915392398834,0.21459873020648956,0.44243842363357544,0.06884044408798218,0.0754680410027504,0.1739593893289566,0.10945168137550354,0.10846361517906189
of,0.33290785551071167,0.2673880457878113,1.0,0.19253842532634735,0.2676139771938324,0.733189046382904,0.21610750257968903,0.3737983703613281,-0.07057395577430725,0.5116966962814331,0.06211002916097641,0.1826142966747284
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
district,0.13126243650913239,1.0,0.2673880457878113,0.10380628705024719,0.06661175936460495,0.2690705955028534,0.199284628033638,0.14430877566337585,-0.10891197621822357,0.23884956538677216,0.01862533763051033,0.06725285202264786
centrum,0.16890443861484528,0.27101314067840576,0.2658676207065582,0.26861944794654846,0.10357571393251419,0.2809106409549713,0.19812487065792084,0.19565317034721375,-0.053144779056310654,0.24635566771030426,0.132808119058609,0.16000936925411224
automatically,0.30652377009391785,0.14943566918373108,0.23222213983535767,0.16616037487983704,0.12246895581483841,0.3352123200893402,0.1708693653345108,0.1401393860578537,-0.07208642363548279,0.23826371133327484,-0.06617208570241928,0.3093365430831909
was,0.22111038863658905,0.20266084372997284,0.4069072902202606,0.2614976763725281,0.37049561738967896,0.48711544275283813,0.2505730390548706,0.24048170447349548,0.1360125094652176,0.3740963041782379,0.08547663688659668,0.18412111699581146
designated,0.06610333919525146,0.24591076374053955,0.22357919812202454,0.15790772438049316,0.19931024312973022,0.23178240656852722,0.15679924190044403,0.1628541499376297,-0.08884242177009583,0.14898179471492767,0.06307456642389297,0.1318070888519287
as,0.31749409437179565,0.17043891549110413,0.3886612355709076,0.14492812752723694,0.24650342762470245,0.48381632566452026,0.2031671553850174,0.22009976208209991,0.010747266933321953,0.49487000703811646,0.02227885089814663,0.27043893933296204
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
president,0.1870913952589035,0.199284628033638,0.21610750257968903,0.18283961713314056,0.2844618856906891,0.24330610036849976,1.0000001192092896,0.11276297271251678,0.16682320833206177,0.23286236822605133,0.1869497448205948,0.14148259162902832
of,0.33290785551071167,0.2673880457878113,1.0,0.19253842532634735,0.2676139771938324,0.733189046382904,0.21610750257968903,0.3737983703613281,-0.07057395577430725,0.5116966962814331,0.06211002916097641,0.1826142966747284
warsaw,0.10373849421739578,0.10380628705024719,0.19253842532634735,1.0,0.09914151579141617,0.23137180507183075,0.18283961713314056,0.15869276225566864,0.10351357609033585,0.2083624005317688,0.018181253224611282,0.09769917279481888
:,-0.12022944539785385,0.014708591625094414,-0.08807745575904846,0.07365122437477112,-0.022603804245591164,-0.03403344005346298,0.06327061355113983,-0.06276274472475052,0.1541808545589447,-0.04625999182462692,0.05602061375975609,-0.07156077772378922
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
mayor,0.10301359742879868,0.359032541513443,0.17262716591358185,0.20052993297576904,0.23654915392398834,0.21459873020648956,0.44243842363357544,0.06884044408798218,0.0754680410027504,0.1739593893289566,0.10945168137550354,0.10846361517906189
of,0.33290785551071167,0.2673880457878113,1.0,0.19253842532634735,0.2676139771938324,0.733189046382904,0.21610750257968903,0.3737983703613281,-0.07057395577430725,0.5116966962814331,0.06211002916097641,0.1826142966747284
centrum,0.16890443861484528,0.27101314067840576,0.2658676207065582,0.26861944794654846,0.10357571393251419,0.2809106409549713,0.19812487065792084,0.19565317034721375,-0.053144779056310654,0.24635566771030426,0.132808119058609,0.16000936925411224
was,0.22111038863658905,0.20266084372997284,0.4069072902202606,0.2614976763725281,0.37049561738967896,0.48711544275283813,0.2505730390548706,0.24048170447349548,0.1360125094652176,0.3740963041782379,0.08547663688659668,0.18412111699581146
elected,0.16005432605743408,0.22171010076999664,0.2767166793346405,0.16583745181560516,0.3886180818080902,0.23167964816093445,0.5661197304725647,0.1588638722896576,0.183492049574852,0.19514460861682892,0.26271483302116394,0.1966295689344406
by,0.2455483376979828,0.14779841899871826,0.3646814823150635,0.15291538834571838,0.2341146618127823,0.4408751428127289,0.18304786086082458,0.28115302324295044,-0.017818160355091095,0.4289871156215668,0.0028676956426352262,0.17966607213020325
the,0.42745697498321533,0.2690705955028534,0.733189046382904,0.23137180507183075,0.3029356896877289,1.0,0.24330610036849976,0.39067012071609497,-0.03378653898835182,0.5171257257461548,0.06755080074071884,0.22068053483963013
district,0.13126243650913239,1.0,0.2673880457878113,0.10380628705024719,0.06661175936460495,0.2690705955028534,0.199284628033638,0.14430877566337585,-0.10891197621822357,0.23884956538677216,0.01862533763051033,0.06725285202264786
council,0.16933071613311768,0.29577717185020447,0.2972237169742584,0.15685740113258362,0.28948044776916504,0.2829204201698303,0.2747114896774292,0.2095205932855606,0.12254608422517776,0.25117602944374084,0.21113184094429016,0.1160062924027443
