,what,is,a,recent,civil,disobedience,done,in,a,group,form,?
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.2857761085033417,0.26466667652130127,0.3054615259170532,0.22165289521217346,1.0,0.539380669593811,0.2304753065109253,0.2815987169742584,0.20430970191955566
modern,0.2655639946460724,0.24170172214508057,0.24361324310302734,0.29634445905685425,0.15365588665008545,0.17687927186489105,0.21935559809207916,0.29808807373046875,0.24361324310302734,0.17026177048683167,0.16122189164161682,0.12475407868623734
times,0.21414996683597565,0.21773184835910797,0.2745400369167328,0.29673510789871216,0.11522168666124344,0.14712707698345184,0.25838375091552734,0.2427823841571808,0.2745400369167328,0.08049073070287704,0.10354568064212799,0.18880689144134521
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.26883119344711304,0.24795588850975037,0.2878543734550476,0.32079052925109863,0.5201468467712402,0.427140474319458,0.2809832692146301,0.21805599331855774,0.31091248989105225
some,0.4491020441055298,0.3038453459739685,0.34539633989334106,0.40007346868515015,0.1851816177368164,0.28606411814689636,0.4054286479949951,0.4010399878025055,0.34539633989334106,0.34515711665153503,0.33171209692955017,0.2562315762042999
activists,0.1816670447587967,0.14298729598522186,0.16165311634540558,0.1715448796749115,0.47229599952697754,0.45648565888404846,0.1937950849533081,0.196849524974823,0.16165311634540558,0.23441535234451294,0.12886132299900055,0.16656693816184998
who,0.40942975878715515,0.24293622374534607,0.36608949303627014,0.22189895808696747,0.14972704648971558,0.34217217564582825,0.26768290996551514,0.2792111933231354,0.36608949303627014,0.33690139651298523,0.137381911277771,0.26220351457595825
commit,0.31416571140289307,0.16407126188278198,0.2070140689611435,0.1522715538740158,0.22258321940898895,0.4233427345752716,0.25711992383003235,0.17741988599300385,0.2070140689611435,0.2639383375644684,0.17251236736774445,0.25227099657058716
civil,0.15091551840305328,0.16941262781620026,0.21693918108940125,0.20549947023391724,1.0,0.5442691445350647,0.15913797914981842,0.26466667652130127,0.21693918108940125,0.07985135167837143,0.0937703400850296,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.25352153182029724,0.1859210729598999,0.5442691445350647,1.0,0.2158847451210022,0.3054615259170532,0.25352153182029724,0.2244253009557724,0.2092548906803131,0.19890835881233215
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.2755057215690613,0.18100082874298096,0.25773370265960693,0.28695398569107056,0.3887844979763031,0.39550232887268066,0.2519444227218628,0.24710296094417572,0.27043893933296204
a,0.3320399522781372,0.658733606338501,1.0,0.2685950994491577,0.21693918108940125,0.25352153182029724,0.2800007462501526,0.539380669593811,1.0,0.2594761848449707,0.3088195323944092,0.23916715383529663
group,0.2114069163799286,0.22153858840465546,0.2594761848449707,0.18942813575267792,0.07985135167837143,0.2244253009557724,0.15599262714385986,0.2304753065109253,0.2594761848449707,0.9999999403953552,0.29579412937164307,0.13827809691429138
collectively,0.25480562448501587,0.2689826488494873,0.2783690392971039,0.23311173915863037,0.16229090094566345,0.23409365117549896,0.20874810218811035,0.274368554353714,0.2783690392971039,0.3240918219089508,0.29435551166534424,0.16343672573566437
refuse,0.3386227488517761,0.20586010813713074,0.2521035671234131,0.14397485554218292,0.20696480572223663,0.46560195088386536,0.21125252544879913,0.2069590985774994,0.2521035671234131,0.16165532171726227,0.1904849410057068,0.24834518134593964
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.31205716729164124,0.2019355595111847,0.30665844678878784,0.2647212743759155,0.45010748505592346,0.45503583550453186,0.2672896385192871,0.2772196829319,0.29463258385658264
sign,0.2690769135951996,0.18462404608726501,0.22598892450332642,0.09634304791688919,0.12505625188350677,0.2151365727186203,0.14593036472797394,0.1645301878452301,0.22598892450332642,0.13278645277023315,0.15918834507465363,0.21454890072345734
bail,0.21004360914230347,0.20501065254211426,0.2633639872074127,0.1843632608652115,0.23865677416324615,0.34898999333381653,0.17663945257663727,0.20104843378067017,0.2633639872074127,0.10442686825990677,0.1809169054031372,0.17371472716331482
until,0.2693650424480438,0.23065046966075897,0.2314814180135727,0.23208270967006683,0.17206454277038574,0.18666291236877441,0.21298377215862274,0.38338494300842285,0.2314814180135727,0.1112019345164299,0.153712660074234,0.20304496586322784
certain,0.4561643898487091,0.28826433420181274,0.369277685880661,0.22577451169490814,0.15305054187774658,0.31397029757499695,0.36366215348243713,0.2942397892475128,0.369277685880661,0.27946823835372925,0.2941373586654663,0.2516106069087982
demands,0.1837000846862793,0.1976715475320816,0.23722945153713226,0.1517040729522705,0.1564427614212036,0.3968372642993927,0.10136684775352478,0.2259538322687149,0.23722945153713226,0.09643430262804031,0.15114019811153412,0.11488337814807892
are,0.29724663496017456,0.5330929756164551,0.265255331993103,0.2818499803543091,0.12244163453578949,0.19937367737293243,0.31359028816223145,0.3841303884983063,0.265255331993103,0.35980498790740967,0.29983413219451904,0.24591213464736938
met,0.2157946228981018,0.10734891891479492,0.15796485543251038,0.08479908853769302,0.1539156287908554,0.21307982504367828,0.17762842774391174,0.23768870532512665,0.15796485543251038,0.20112086832523346,0.15586037933826447,0.13848096132278442
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.26883119344711304,0.24795588850975037,0.2878543734550476,0.32079052925109863,0.5201468467712402,0.427140474319458,0.2809832692146301,0.21805599331855774,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.2706976532936096,0.31087812781333923,0.09689128398895264,0.20085255801677704,0.3031674325466156,0.2704046070575714,0.2706976532936096,0.23581965267658234,0.2648303806781769,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.2755057215690613,0.18100082874298096,0.25773370265960693,0.28695398569107056,0.3887844979763031,0.39550232887268066,0.2519444227218628,0.24710296094417572,0.27043893933296204
favorable,0.2557618319988251,0.15019169449806213,0.2458888590335846,0.20719115436077118,0.14785687625408173,0.2532811164855957,0.13615190982818604,0.16976967453956604,0.2458888590335846,0.09586289525032043,0.21450646221637726,0.1794821172952652
bail,0.21004360914230347,0.20501065254211426,0.2633639872074127,0.1843632608652115,0.23865677416324615,0.34898999333381653,0.17663945257663727,0.20104843378067017,0.2633639872074127,0.10442686825990677,0.1809169054031372,0.17371472716331482
conditions,0.27960067987442017,0.22178798913955688,0.24847128987312317,0.19922225177288055,0.12414819002151489,0.3095857799053192,0.21198776364326477,0.2580132484436035,0.24847128987312317,0.16041253507137299,0.27280333638191223,0.17021824419498444
