,how,many,tree,species,were,found,in,one,square,kilometer,of,ecuadorian,rainforest,in,2001,?
the,0.33890387415885925,0.4335206151008606,0.2565799951553345,0.2522439956665039,0.3906462490558624,0.3452354073524475,0.6662389636039734,0.5514441132545471,0.2809545397758484,0.30453208088874817,0.733189046382904,0.1928035467863083,0.2571161389350891,0.6662389636039734,-0.07246288657188416,0.22068053483963013
biodiversity,0.233132466673851,0.31531819701194763,0.29574641585350037,0.5203632116317749,0.10044983774423599,0.22241060435771942,0.24094471335411072,0.22562527656555176,0.15969599783420563,0.19631867110729218,0.3051343262195587,0.2519761025905609,0.48838141560554504,0.24094471335411072,-0.05891716107726097,0.12075836956501007
of,0.2480744868516922,0.37253960967063904,0.23309285938739777,0.23307405412197113,0.34038281440734863,0.2982911467552185,0.5696388483047485,0.4999135136604309,0.2585134208202362,0.24783381819725037,1.0,0.21076057851314545,0.22522282600402832,0.5696388483047485,-0.08535187691450119,0.1826142966747284
plant,0.24431802332401276,0.2707696259021759,0.3990977704524994,0.47544243931770325,0.1605641394853592,0.2388850301504135,0.2597269117832184,0.19794133305549622,0.18254885077476501,0.15590542554855347,0.26645857095718384,0.13898997008800507,0.3484148681163788,0.2597269117832184,0.01226962823420763,0.16613075137138367
species,0.20142129063606262,0.25436872243881226,0.37880218029022217,0.9999999403953552,0.1773861199617386,0.31353896856307983,0.2179255336523056,0.23823657631874084,0.1513279378414154,0.14315535128116608,0.23307405412197113,0.16879527270793915,0.477342426776886,0.2179255336523056,-0.01348665077239275,0.1957087516784668
is,0.22544461488723755,0.2649032473564148,0.2044319063425064,0.2673557698726654,0.29386836290359497,0.3526395261287689,0.5394441485404968,0.4544198513031006,0.2405121773481369,0.2718218266963959,0.4854315221309662,0.18410202860832214,0.2674187123775482,0.5394441485404968,-0.2021532505750656,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.2565799951553345,0.2522439956665039,0.3906462490558624,0.3452354073524475,0.6662389636039734,0.5514441132545471,0.2809545397758484,0.30453208088874817,0.733189046382904,0.1928035467863083,0.2571161389350891,0.6662389636039734,-0.07246288657188416,0.22068053483963013
highest,0.09736836701631546,0.18659456074237823,0.16154155135154724,0.12341240793466568,0.13684317469596863,0.15878430008888245,0.3400614559650421,0.26147523522377014,0.15436428785324097,0.1870240569114685,0.3223685622215271,0.20370854437351227,0.2163309007883072,0.3400614559650421,-0.06099891662597656,0.11527936160564423
on,0.32655060291290283,0.32520127296447754,0.17386440932750702,0.17463403940200806,0.2774328887462616,0.2337699830532074,0.46853652596473694,0.3601475656032562,0.17756907641887665,0.15009160339832306,0.3966929316520691,0.15015608072280884,0.24735786020755768,0.46853652596473694,-0.08765829354524612,0.2714994251728058
earth,0.2756480276584625,0.22623728215694427,0.224104642868042,0.21207286417484283,0.1662740856409073,0.19437134265899658,0.18566735088825226,0.2661198675632477,0.1516212522983551,0.3053037226200104,0.2329314798116684,0.15099328756332397,0.3454352021217346,0.18566735088825226,-0.08731929957866669,0.17717236280441284
with,0.3525622487068176,0.35744401812553406,0.15443067252635956,0.1754012405872345,0.3179011940956116,0.2364431470632553,0.4080928862094879,0.3855307400226593,0.13722623884677887,0.14922411739826202,0.41827285289764404,0.10203403234481812,0.19804547727108002,0.4080928862094879,-0.08751817047595978,0.2433311939239502
one,0.3213292360305786,0.4223630726337433,0.23422329127788544,0.23823657631874084,0.3453167676925659,0.21342429518699646,0.4129433035850525,1.0000001192092896,0.2554338574409485,0.3159986138343811,0.4999135136604309,0.18944372236728668,0.2546979784965515,0.4129433035850525,-0.15634922683238983,0.2673267424106598
2001,-0.07048824429512024,-0.12044508010149002,-0.023858489468693733,-0.01348665077239275,-0.18997378647327423,-0.0768943801522255,-0.10387769341468811,-0.15634922683238983,-0.1483694165945053,-0.09627678245306015,-0.08535187691450119,0.10111934691667557,-0.041004765778779984,-0.10387769341468811,1.0,-0.08740651607513428
study,0.2640102803707123,0.30255988240242004,0.11971882730722427,0.19973009824752808,0.20556800067424774,0.27707019448280334,0.2875489294528961,0.23404832184314728,0.11602164059877396,0.18317854404449463,0.29377859830856323,0.16213130950927734,0.21322646737098694,0.2875489294528961,0.052347179502248764,0.15902167558670044
finding,0.32565203309059143,0.2804713845252991,0.243593230843544,0.1864115297794342,0.17150162160396576,0.3964114785194397,0.24054329097270966,0.290819376707077,0.1526804119348526,0.11333563178777695,0.2712748050689697,0.11329048871994019,0.24242228269577026,0.24054329097270966,-0.039539139717817307,0.18021653592586517
a,0.29312583804130554,0.2872205972671509,0.20696568489074707,0.22986134886741638,0.17203083634376526,0.2869448959827423,0.539380669593811,0.4910551905632019,0.22548454999923706,0.28992143273353577,0.5052502155303955,0.196293905377388,0.2497720569372177,0.539380669593811,-0.14780431985855103,0.23916715383529663
quarter,0.16386651992797852,0.17006465792655945,0.1631671041250229,0.1607659012079239,0.24414455890655518,0.11699337512254715,0.2899305522441864,0.3398086130619049,0.29015958309173584,0.25736677646636963,0.30494412779808044,0.13863980770111084,0.17036989331245422,0.2899305522441864,-0.05849712714552879,0.1356993168592453
square,0.0836852416396141,0.2124457061290741,0.14703604578971863,0.1513279378414154,0.15575926005840302,0.11326401680707932,0.2193731665611267,0.2554338574409485,1.0,0.5010955929756165,0.2585134208202362,0.14666885137557983,0.23421312868595123,0.2193731665611267,-0.1483694165945053,0.1201515942811966
