,which,doctor,was,the,current,doctor,during,the,50th,anniversary,special,?
the,0.6521818041801453,0.2820442318916321,0.48711544275283813,1.0,0.3314409554004669,0.2820442318916321,0.4838213622570038,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
original,0.3607312738895416,0.13737785816192627,0.32203906774520874,0.4037000238895416,0.2608323097229004,0.13737785816192627,0.17226530611515045,0.4037000238895416,0.11442358791828156,0.2255104035139084,0.20277589559555054,0.17256900668144226
logo,0.25611594319343567,0.12991586327552795,0.17813098430633545,0.2806010842323303,0.24321462213993073,0.12991586327552795,0.07960591465234756,0.2806010842323303,0.08900174498558044,0.26765260100364685,0.20293471217155457,0.23347119987010956
used,0.414506196975708,0.15671396255493164,0.23679393529891968,0.3718377649784088,0.16809694468975067,0.15671396255493164,0.2677379846572876,0.3718377649784088,0.08311188220977783,0.15952607989311218,0.3315860331058502,0.22430120408535004
for,0.44095608592033386,0.1556548923254013,0.3863949179649353,0.4739971458911896,0.27481377124786377,0.1556548923254013,0.3448435664176941,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.6521818041801453,0.2820442318916321,0.48711544275283813,1.0,0.3314409554004669,0.2820442318916321,0.4838213622570038,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
first,0.3828166127204895,0.27244147658348083,0.5022147297859192,0.49448907375335693,0.23634201288223267,0.27244147658348083,0.45377472043037415,0.49448907375335693,0.22508347034454346,0.3821796178817749,0.26929977536201477,0.18701928853988647
doctor,0.19030126929283142,0.9999999403953552,0.19672659039497375,0.2820442318916321,0.11677069962024689,0.9999999403953552,0.19493472576141357,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
(,0.2589828372001648,0.1570640504360199,0.2980341613292694,0.33289089798927307,0.25988274812698364,0.1570640504360199,0.2139192670583725,0.33289089798927307,0.08695647865533829,0.17414133250713348,0.1810780167579651,0.40561532974243164
and,0.506277859210968,0.21673844754695892,0.3740963041782379,0.5171257257461548,0.23919939994812012,0.21673844754695892,0.36462149024009705,0.5171257257461548,0.1709929257631302,0.13314463198184967,0.22352655231952667,0.20544172823429108
briefly,0.2718057334423065,0.18991680443286896,0.3670034408569336,0.3548050820827484,0.18734507262706757,0.18991680443286896,0.35500502586364746,0.3548050820827484,0.1058446615934372,0.16057252883911133,0.17057135701179504,0.04666464775800705
for,0.44095608592033386,0.1556548923254013,0.3863949179649353,0.4739971458911896,0.27481377124786377,0.1556548923254013,0.3448435664176941,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.6521818041801453,0.2820442318916321,0.48711544275283813,1.0,0.3314409554004669,0.2820442318916321,0.4838213622570038,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
second,0.336174339056015,0.20181342959403992,0.3858029544353485,0.4620301127433777,0.19387789070606232,0.20181342959403992,0.3398754596710205,0.4620301127433777,0.3489943742752075,0.3291182816028595,0.19803936779499054,0.17239587008953094
doctor,0.19030126929283142,0.9999999403953552,0.19672659039497375,0.2820442318916321,0.11677069962024689,0.9999999403953552,0.19493472576141357,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.16843044757843018,0.1462511420249939
),0.2758678197860718,0.1509941965341568,0.3267642855644226,0.3456730246543884,0.2365816831588745,0.1509941965341568,0.23182427883148193,0.3456730246543884,0.10305318236351013,0.17845061421394348,0.207723930478096,0.42300865054130554
was,0.2830964922904968,0.19672659039497375,1.0000001192092896,0.48711544275283813,0.20140352845191956,0.19672659039497375,0.4470829963684082,0.48711544275283813,0.17689552903175354,0.28924626111984253,0.1585642695426941,0.18412111699581146
reused,0.3570989966392517,0.1370408833026886,0.2695874273777008,0.28882327675819397,0.1576703041791916,0.1370408833026886,0.2575641870498657,0.28882327675819397,0.08721138536930084,0.1771089732646942,0.26193690299987793,0.21022720634937286
in,0.4840516746044159,0.25567495822906494,0.45514053106307983,0.6662389636039734,0.1955713927745819,0.25567495822906494,0.4627237319946289,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.2897285223007202,0.20430970191955566
a,0.56894451379776,0.22883038222789764,0.4508470594882965,0.5829201340675354,0.1987239569425583,0.22883038222789764,0.30341604351997375,0.5829201340675354,0.12353889644145966,0.1787421703338623,0.31333932280540466,0.23916715383529663
slightly,0.4176540970802307,0.1130976602435112,0.23603187501430511,0.31489381194114685,0.1921762377023697,0.1130976602435112,0.17928199470043182,0.31489381194114685,0.19014452397823334,0.11175970733165741,0.14040815830230713,0.15424269437789917
modified,0.3546275198459625,0.10834024846553802,0.20167496800422668,0.25787946581840515,0.14988133311271667,0.10834024846553802,0.1244296208024025,0.25787946581840515,0.06191396713256836,0.10333579033613205,0.2502140998840332,0.2008686512708664
format,0.22834402322769165,0.05393149331212044,0.1396103948354721,0.21678368747234344,0.1819366216659546,0.05393149331212044,0.06612476706504822,0.21678368747234344,0.09957370162010193,0.16947348415851593,0.15448489785194397,0.2222042977809906
for,0.44095608592033386,0.1556548923254013,0.3863949179649353,0.4739971458911896,0.27481377124786377,0.1556548923254013,0.3448435664176941,0.4739971458911896,0.07924925535917282,0.24768374860286713,0.311454176902771,0.264628142118454
the,0.6521818041801453,0.2820442318916321,0.48711544275283813,1.0,0.3314409554004669,0.2820442318916321,0.4838213622570038,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
50th,0.12141840904951096,0.19160239398479462,0.17689552903175354,0.19595111906528473,0.1547347903251648,0.19160239398479462,0.1219218447804451,0.19595111906528473,1.0000001192092896,0.26162034273147583,0.050610799342393875,0.004919986240565777
anniversary,0.23320475220680237,0.17330653965473175,0.28924626111984253,0.29318708181381226,0.07860556989908218,0.17330653965473175,0.36299774050712585,0.29318708181381226,0.26162034273147583,1.0,0.3297252953052521,0.1981802135705948
special,0.3709421753883362,0.16843044757843018,0.1585642695426941,0.3027077615261078,0.173665851354599,0.16843044757843018,0.18424199521541595,0.3027077615261078,0.050610799342393875,0.3297252953052521,1.0000001192092896,0.29623302817344666
``,0.05178012326359749,0.03718610852956772,-0.012679691426455975,0.029072100296616554,0.029208213090896606,0.03718610852956772,0.007871326059103012,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,0.013431590981781483,0.0685480609536171
the,0.6521818041801453,0.2820442318916321,0.48711544275283813,1.0,0.3314409554004669,0.2820442318916321,0.4838213622570038,1.0,0.19595111906528473,0.29318708181381226,0.3027077615261078,0.22068053483963013
day,0.2760511040687561,0.1563597172498703,0.24314451217651367,0.3062323033809662,0.14509005844593048,0.1563597172498703,0.3424895405769348,0.3062323033809662,0.16363441944122314,0.4596174657344818,0.18585629761219025,0.2141837179660797
of,0.5011631846427917,0.16895952820777893,0.4069072902202606,0.733189046382904,0.31470298767089844,0.16895952820777893,0.3869180977344513,0.733189046382904,0.11716882884502411,0.2393128126859665,0.27998968958854675,0.1826142966747284
