,what,rive,joins,the,rhine,in,duisburg,?
the,0.42745697498321533,0.2688671350479126,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
ruhr,0.18594931066036224,0.1927025020122528,0.14962385594844818,0.27070897817611694,0.6006484031677246,0.29504457116127014,0.5074257850646973,0.15307492017745972
",",0.3087472915649414,0.2675742208957672,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
which,0.5261979103088379,0.2112729698419571,0.24883420765399933,0.6521818041801453,0.18744276463985443,0.4840516746044159,0.24764001369476318,0.25814583897590637
joins,0.12164728343486786,0.34935033321380615,1.0000001192092896,0.32788392901420593,0.2973044514656067,0.2446955144405365,0.18604664504528046,0.08120901137590408
the,0.42745697498321533,0.2688671350479126,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
rhine,0.16475653648376465,0.30243462324142456,0.2973044514656067,0.30735138058662415,1.0,0.24648422002792358,0.5019469261169434,0.13754533231258392
in,0.30808621644973755,0.19170118868350983,0.2446955144405365,0.6662389636039734,0.24648422002792358,1.0,0.254626601934433,0.20430970191955566
duisburg,0.144659623503685,0.18104836344718933,0.18604664504528046,0.2369861900806427,0.5019469261169434,0.254626601934433,1.0,0.18542204797267914
",",0.3087472915649414,0.2675742208957672,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
is,0.28837618231773376,0.2111901044845581,0.2670769691467285,0.5823672413825989,0.15617261826992035,0.5394441485404968,0.14250098168849945,0.22961433231830597
nowadays,0.2424694150686264,0.13081753253936768,0.1275794953107834,0.26677215099334717,0.1835879236459732,0.25212863087654114,0.1430501639842987,0.05864164978265762
a,0.3320399522781372,0.21279200911521912,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
clean,0.2535739839076996,0.12413046509027481,0.06297697871923447,0.16315147280693054,0.11174207925796509,0.17172656953334808,0.0494755282998085,0.2847605347633362
river,0.13815869390964508,0.629338800907135,0.41946011781692505,0.2894456386566162,0.3672541379928589,0.2149806171655655,0.26888468861579895,0.15390869975090027
",",0.3087472915649414,0.2675742208957672,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
thanks,0.38777562975883484,0.1624395102262497,0.12974046170711517,0.22702956199645996,0.15625527501106262,0.18913887441158295,0.14618994295597076,0.5687435865402222
to,0.455847829580307,0.18287357687950134,0.21936190128326416,0.535392165184021,0.1736302673816681,0.45010748505592346,0.14863340556621552,0.29463258385658264
a,0.3320399522781372,0.21279200911521912,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
combination,0.2204057276248932,0.08299548178911209,0.14458101987838745,0.2879151701927185,0.11671756953001022,0.2628061771392822,0.14392520487308502,0.1620941311120987
of,0.33290785551071167,0.2673328220844269,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
stricter,0.3493970036506653,0.1873776614665985,0.09807340055704117,0.2692496180534363,0.0805770605802536,0.22230689227581024,0.18439655005931854,0.26646921038627625
environmental,0.16198831796646118,0.09027692675590515,0.07711926847696304,0.23935803771018982,0.09058479964733124,0.2718023955821991,0.16568684577941895,0.19728143513202667
controls,0.23963390290737152,0.09715906530618668,0.298362672328949,0.33783647418022156,0.1640055924654007,0.20704561471939087,0.057029787451028824,0.11236714571714401
",",0.3087472915649414,0.2675742208957672,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
a,0.3320399522781372,0.21279200911521912,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
transition,0.26982825994491577,0.17381566762924194,0.13397334516048431,0.30452099442481995,0.14687307178974152,0.2444610297679901,0.15125197172164917,0.15479432046413422
from,0.2737620174884796,0.22305405139923096,0.16725565493106842,0.40150508284568787,0.2181936800479889,0.4274188280105591,0.1654239445924759,0.19969791173934937
heavy,0.19175288081169128,0.13282667100429535,0.07604845613241196,0.2532151937484741,0.1553831845521927,0.2047721892595291,0.19321241974830627,0.16717074811458588
industry,0.1966298520565033,0.11020730435848236,0.10467921197414398,0.26942890882492065,0.21157976984977722,0.2675124704837799,0.19165082275867462,0.11813290417194366
to,0.455847829580307,0.18287357687950134,0.21936190128326416,0.535392165184021,0.1736302673816681,0.45010748505592346,0.14863340556621552,0.29463258385658264
light,0.22953972220420837,0.12981903553009033,0.046082280576229095,0.2649136185646057,0.11967036128044128,0.1819845736026764,0.16871173679828644,0.17429810762405396
industry,0.1966298520565033,0.11020730435848236,0.10467921197414398,0.26942890882492065,0.21157976984977722,0.2675124704837799,0.19165082275867462,0.11813290417194366
and,0.31309178471565247,0.1987144649028778,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
cleanup,0.2827259302139282,0.09505791962146759,0.06694001704454422,0.1830567568540573,0.1870909482240677,0.16842064261436462,0.11875666677951813,0.4111309349536896
measures,0.24211709201335907,0.06292693316936493,0.11056648194789886,0.263394296169281,0.14352849125862122,0.1663234680891037,0.08205482363700867,0.18777857720851898
",",0.3087472915649414,0.2675742208957672,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
such,0.23989605903625488,0.09463901817798615,0.08366864174604416,0.3575236201286316,0.12275618314743042,0.2704046070575714,0.10031381249427795,0.17851735651493073
as,0.31749409437179565,0.13359980285167694,0.15010793507099152,0.48381632566452026,0.18380387127399445,0.3887844979763031,0.15960223972797394,0.27043893933296204
the,0.42745697498321533,0.2688671350479126,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
reforestation,0.24759384989738464,0.2400410920381546,0.17721642553806305,0.3662795424461365,0.2741295397281647,0.30997365713119507,0.24575039744377136,0.14372728765010834
of,0.33290785551071167,0.2673328220844269,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
slag,0.22874802350997925,0.16089904308319092,0.18360674381256104,0.24459683895111084,0.2715965509414673,0.1865433305501938,0.24789322912693024,0.2075922191143036
and,0.31309178471565247,0.1987144649028778,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
brownfields,0.18734589219093323,0.1462722271680832,0.14127102494239807,0.27509963512420654,0.28741133213043213,0.33137160539627075,0.3092612326145172,0.2109948694705963
.,0.3567904531955719,0.21869999170303345,0.19692042469978333,0.5934505462646484,0.2089352011680603,0.5591574311256409,0.2685518264770508,0.4130953550338745
,what,rive,joins,the,rhine,in,duisburg,?
duisburg,0.144659623503685,0.18104836344718933,0.18604664504528046,0.2369861900806427,0.5019469261169434,0.254626601934433,1.0,0.18542204797267914
is,0.28837618231773376,0.2111901044845581,0.2670769691467285,0.5823672413825989,0.15617261826992035,0.5394441485404968,0.14250098168849945,0.22961433231830597
the,0.42745697498321533,0.2688671350479126,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
home,0.1608789712190628,0.1523212343454361,0.1229163184762001,0.28978195786476135,0.16701753437519073,0.30467477440834045,0.22207775712013245,0.0757145956158638
of,0.33290785551071167,0.2673328220844269,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
europe,0.17179538309574127,0.06767886877059937,0.10368676483631134,0.34463706612586975,0.3181407153606415,0.33061710000038147,0.24070139229297638,0.18278923630714417
's,0.02692362666130066,0.06369464099407196,0.030087541788816452,-0.01540423184633255,0.0778765007853508,-0.037580832839012146,0.07845679670572281,-0.023395681753754616
largest,0.13463157415390015,0.17946293950080872,0.21341204643249512,0.3757036626338959,0.1578357070684433,0.3017216920852661,0.19579917192459106,0.12401245534420013
inland,0.17397060990333557,0.287433385848999,0.1749555766582489,0.28756555914878845,0.24103295803070068,0.24078893661499023,0.23503151535987854,0.1506642997264862
port,0.1327695995569229,0.23578597605228424,0.18656878173351288,0.2648184895515442,0.15908418595790863,0.20519298315048218,0.21899282932281494,0.06519711017608643
and,0.31309178471565247,0.1987144649028778,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
functions,0.22357098758220673,0.0057227048091590405,0.12694011628627777,0.2567043900489807,0.0797593966126442,0.19547589123249054,0.08377652615308762,0.13745930790901184
as,0.31749409437179565,0.13359980285167694,0.15010793507099152,0.48381632566452026,0.18380387127399445,0.3887844979763031,0.15960223972797394,0.27043893933296204
a,0.3320399522781372,0.21279200911521912,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
hub,0.12371621280908585,0.1306440681219101,0.19651760160923004,0.3125457465648651,0.17601065337657928,0.2530459463596344,0.18994921445846558,0.09806779772043228
to,0.455847829580307,0.18287357687950134,0.21936190128326416,0.535392165184021,0.1736302673816681,0.45010748505592346,0.14863340556621552,0.29463258385658264
the,0.42745697498321533,0.2688671350479126,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
sea,0.19525039196014404,0.2403615266084671,0.2162930816411972,0.30363768339157104,0.17523105442523956,0.2302369773387909,0.17891894280910492,0.15551945567131042
ports,0.10094516724348068,0.16662779450416565,0.28839996457099915,0.3049439787864685,0.21942856907844543,0.21954713761806488,0.18706923723220825,0.038480158895254135
of,0.33290785551071167,0.2673328220844269,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
rotterdam,0.11243750900030136,0.17077378928661346,0.11645668745040894,0.22153283655643463,0.39212653040885925,0.22235716879367828,0.4751220941543579,0.10616995394229889
",",0.3087472915649414,0.2675742208957672,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
antwerp,0.12006431072950363,0.18296848237514496,0.14149965345859528,0.21939463913440704,0.39392584562301636,0.210985466837883,0.44702112674713135,0.1106182113289833
and,0.31309178471565247,0.1987144649028778,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
amsterdam,0.09970812499523163,0.1304854303598404,0.10046600550413132,0.18500292301177979,0.32562342286109924,0.20347608625888824,0.37824901938438416,0.1401052325963974
.,0.3567904531955719,0.21869999170303345,0.19692042469978333,0.5934505462646484,0.2089352011680603,0.5591574311256409,0.2685518264770508,0.4130953550338745
