,how,many,teams,up,to,super,bowl,50,have,been,to,the,championship,game,eight,times,?
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.38423117995262146,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.40389683842658997,0.3563927710056305,0.535392165184021,1.0,0.2540402412414551,0.285271555185318,0.34254369139671326,0.29093852639198303,0.22068053483963013
carolina,0.1482512354850769,0.12399670481681824,0.2294551134109497,0.2077687382698059,0.23296888172626495,0.12624233961105347,0.2087959349155426,-0.029075996950268745,0.14125782251358032,0.11642071604728699,0.23296888172626495,0.24749229848384857,0.1809738576412201,0.1679076999425888,0.2023908793926239,0.07134926319122314,0.11847445368766785
panthers,0.1117783859372139,0.14744015038013458,0.41004884243011475,0.22487294673919678,0.2185782641172409,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.2049359530210495,0.19521121680736542,0.2185782641172409,0.2602776288986206,0.40219083428382874,0.26323550939559937,0.1773618459701538,0.23892445862293243,0.16608978807926178
became,0.10954522341489792,0.25642040371894836,0.16736291348934174,0.08214906603097916,0.20401327311992645,0.15664279460906982,0.1635434478521347,0.026260828599333763,0.16746708750724792,0.3113580644130707,0.20401327311992645,0.36325156688690186,0.17890167236328125,0.18330547213554382,0.23878255486488342,0.161031574010849,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.30488982796669006,0.4025384783744812,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.4507926106452942,0.3407197892665863,0.4025384783744812,0.5514441132545471,0.26185142993927,0.2554377615451813,0.5235236287117004,0.3664974272251129,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.32945773005485535,0.41548454761505127,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.3802283704280853,0.31685134768486023,0.41548454761505127,0.733189046382904,0.1809549629688263,0.2298848181962967,0.3220755457878113,0.24352745711803436,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.2170780897140503,0.2975640594959259,0.5096819996833801,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.5199421048164368,0.41269755363464355,0.5096819996833801,0.5497692227363586,0.23029707372188568,0.2288096845149994,0.4187207520008087,0.28596800565719604,0.2767370045185089
ten,0.26821833848953247,0.340677946805954,0.22380289435386658,0.21467433869838715,0.2618066668510437,0.14616072177886963,0.23895440995693207,-0.10965850949287415,0.28732630610466003,0.2641831934452057,0.2618066668510437,0.3256247341632843,0.176823690533638,0.23632903397083282,0.6214321255683899,0.2359192818403244,0.14471080899238586
teams,0.11085164546966553,0.1992911547422409,1.0,0.24863573908805847,0.2634691894054413,0.26333683729171753,0.2752957046031952,0.09035295248031616,0.27656877040863037,0.21128539741039276,0.2634691894054413,0.3164927661418915,0.4881533980369568,0.368670254945755,0.28549376130104065,0.20071087777614594,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.40375280380249023,1.0,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.4544740617275238,0.34945759177207947,1.0,0.535392165184021,0.18725894391536713,0.2540906071662903,0.22227223217487335,0.32875269651412964,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.27656877040863037,0.34569859504699707,0.4544740617275238,0.19903038442134857,0.19536113739013672,0.10407739877700806,0.9999999403953552,0.6493861675262451,0.4544740617275238,0.40389683842658997,0.14082325994968414,0.2211744487285614,0.31264185905456543,0.3492240011692047,0.32991164922714233
completed,0.2009071707725525,0.13555161654949188,0.2166958600282669,0.22489051520824432,0.2867361009120941,0.09480611234903336,0.12222989648580551,0.02608001045882702,0.16230647265911102,0.287420392036438,0.2867361009120941,0.29278936982154846,0.14848792552947998,0.12844088673591614,0.16456462442874908,0.1522347331047058,0.08272653818130493
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.32523053884506226,0.45503583550453186,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.338716596364975,0.3315402865409851,0.45503583550453186,0.5829201340675354,0.18214380741119385,0.23211604356765747,0.3028070032596588,0.2745400369167328,0.23916715383529663
regular,0.2358456701040268,0.31490984559059143,0.3347216546535492,0.2812991142272949,0.30861178040504456,0.21446830034255981,0.2318909466266632,0.11978074163198471,0.3675557076931,0.26702791452407837,0.30861178040504456,0.3214086890220642,0.22342713177204132,0.24102358520030975,0.2805185616016388,0.27690958976745605,0.18334713578224182
season,0.13036081194877625,0.14251810312271118,0.44570213556289673,0.19640566408634186,0.22382742166519165,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.20235268771648407,0.1832963228225708,0.22382742166519165,0.2507155239582062,0.34766685962677,0.3434298038482666,0.1824951469898224,0.1839992105960846,0.16793298721313477
with,0.3525622487068176,0.35744401812553406,0.20248530805110931,0.38676461577415466,0.4239959120750427,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.48046383261680603,0.2804456949234009,0.4239959120750427,0.4223487675189972,0.21191054582595825,0.19394829869270325,0.21947719156742096,0.3026435673236847,0.2433311939239502
only,0.36590442061424255,0.4670507609844208,0.2170780897140503,0.2975640594959259,0.5096819996833801,0.2209789752960205,0.1793411821126938,0.041510678827762604,0.5199421048164368,0.41269755363464355,0.5096819996833801,0.5497692227363586,0.23029707372188568,0.2288096845149994,0.4187207520008087,0.28596800565719604,0.2767370045185089
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.30488982796669006,0.4025384783744812,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.4507926106452942,0.3407197892665863,0.4025384783744812,0.5514441132545471,0.26185142993927,0.2554377615451813,0.5235236287117004,0.3664974272251129,0.2673267424106598
loss,0.2624443769454956,0.1755927950143814,0.20257067680358887,0.2172776162624359,0.2457711398601532,0.1820397824048996,0.19360493123531342,0.09759803861379623,0.25157350301742554,0.17365768551826477,0.2457711398601532,0.27898719906806946,0.17536011338233948,0.20548824965953827,0.20423349738121033,0.19479158520698547,0.1312553584575653
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.34193792939186096,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3541618287563324,0.34873589873313904,0.44245919585227966,0.4933079481124878,0.256124883890152,0.2653886377811432,0.28017938137054443,0.2897866368293762,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.4032393991947174,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.4711785912513733,0.3424558639526367,0.48971283435821533,0.5171257257461548,0.22004875540733337,0.25192898511886597,0.33608970046043396,0.2611900568008423,0.20544172823429108
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.30488982796669006,0.4025384783744812,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.4507926106452942,0.3407197892665863,0.4025384783744812,0.5514441132545471,0.26185142993927,0.2554377615451813,0.5235236287117004,0.3664974272251129,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.32945773005485535,0.41548454761505127,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.3802283704280853,0.31685134768486023,0.41548454761505127,0.733189046382904,0.1809549629688263,0.2298848181962967,0.3220755457878113,0.24352745711803436,0.1826142966747284
