,who,did,kublai,make,the,ruler,of,korea,?
kublai,0.2874084413051605,0.2875992953777313,0.9999999403953552,0.1556328386068344,0.32886171340942383,0.4527418613433838,0.231930211186409,0.3357400894165039,0.14562560617923737
secured,0.20632870495319366,0.2309812754392624,0.22999607026576996,0.1574489325284958,0.28462934494018555,0.1323820799589157,0.23357412219047546,0.12771882116794586,0.11042704433202744
the,0.3733934462070465,0.34736719727516174,0.32886171340942383,0.3146495521068573,1.0,0.23322275280952454,0.733189046382904,0.2667161226272583,0.22068053483963013
northeast,0.1266448199748993,0.13690578937530518,0.1967705339193344,0.12030471116304398,0.3058204650878906,0.1460716724395752,0.27603718638420105,0.15788589417934418,0.07426474988460541
border,0.11721642315387726,0.1487547904253006,0.21356530487537384,0.15425604581832886,0.2856229841709137,0.16047649085521698,0.24084383249282837,0.18988247215747833,0.1706928312778473
in,0.2792111933231354,0.2593238651752472,0.2070179283618927,0.268858402967453,0.6662389636039734,0.17539414763450623,0.5696388483047485,0.2038920670747757,0.20430970191955566
1259,0.06272010505199432,0.0329873152077198,0.08592613786458969,0.017483403906226158,-0.006471989676356316,0.11893255263566971,0.09943430870771408,0.04585259035229683,0.03581131994724274
by,0.39727845788002014,0.18574509024620056,0.2005719393491745,0.2695997655391693,0.4408751428127289,0.17683714628219604,0.3646814823150635,0.1658070683479309,0.17966607213020325
installing,0.27222323417663574,0.2509656250476837,0.12279393523931503,0.3343888521194458,0.22776414453983307,0.2444542497396469,0.20565339922904968,0.1101498082280159,0.24078048765659332
the,0.3733934462070465,0.34736719727516174,0.32886171340942383,0.3146495521068573,1.0,0.23322275280952454,0.733189046382904,0.2667161226272583,0.22068053483963013
hostage,0.3106709420681,0.17189915478229523,0.27662721276283264,0.16527396440505981,0.2552075684070587,0.16485148668289185,0.18375839293003082,0.20251893997192383,0.1581113487482071
prince,0.19059205055236816,0.1430761069059372,0.32214343547821045,0.11243186891078949,0.24284426867961884,0.33482861518859863,0.23588454723358154,0.1469632238149643,0.15431542694568634
wonjong,0.3275276720523834,0.25469037890434265,0.42092323303222656,0.21245217323303223,0.28472405672073364,0.3405704200267792,0.27663370966911316,0.5222551226615906,0.3091574013233185
as,0.3923053741455078,0.3596470057964325,0.1864137202501297,0.3324085772037506,0.48381632566452026,0.21496784687042236,0.3886612355709076,0.17832045257091522,0.27043893933296204
the,0.3733934462070465,0.34736719727516174,0.32886171340942383,0.3146495521068573,1.0,0.23322275280952454,0.733189046382904,0.2667161226272583,0.22068053483963013
ruler,0.2611336410045624,0.19686377048492432,0.4527418613433838,0.15130582451820374,0.23322275280952454,1.0,0.28001952171325684,0.15951551496982574,0.14533701539039612
of,0.2827862501144409,0.2513895630836487,0.231930211186409,0.2912110388278961,0.733189046382904,0.28001952171325684,1.0,0.2644958198070526,0.1826142966747284
korea,0.13684290647506714,0.19413933157920837,0.3357400894165039,0.1817442774772644,0.2667161226272583,0.15951551496982574,0.2644958198070526,1.0,0.19150957465171814
",",0.3365725874900818,0.3015086054801941,0.2569756805896759,0.324553906917572,0.4933079481124878,0.24077121913433075,0.4946078956127167,0.22335247695446014,0.31091248989105225
making,0.2312910407781601,0.32095879316329956,0.13641664385795593,0.7280876040458679,0.35185980796813965,0.16864536702632904,0.3250596821308136,0.18202272057533264,0.2539324164390564
it,0.2868398427963257,0.2993364930152893,0.19008725881576538,0.40787607431411743,0.6251175999641418,0.21517138183116913,0.38761502504348755,0.22234360873699188,0.25732165575027466
a,0.36608949303627014,0.2552328109741211,0.1659851223230362,0.34303420782089233,0.5829201340675354,0.1922065019607544,0.5052502155303955,0.22571563720703125,0.23916715383529663
mongol,0.22505711019039154,0.17534953355789185,0.633603572845459,0.11574490368366241,0.2924198508262634,0.4110923409461975,0.22712039947509766,0.2969683110713959,0.12849251925945282
tributary,0.09453464299440384,0.0804130956530571,0.255194753408432,0.08495387434959412,0.2506791055202484,0.21531319618225098,0.22086340188980103,0.10772833228111267,0.15467847883701324
state,0.15636613965034485,0.152080237865448,0.1457912027835846,0.2164146602153778,0.3097178041934967,0.26976293325424194,0.34253445267677307,0.15577128529548645,0.1160883978009224
.,0.3541337847709656,0.35288307070732117,0.2311694622039795,0.3547073304653168,0.5934505462646484,0.22083567082881927,0.5352458953857422,0.2509368360042572,0.4130953550338745
