,a,dollar,spent,by,a,poor,person,is,likely,to,provide,what,for,them,?
an,0.44552403688430786,0.09784238040447235,0.17795248329639435,0.2719563841819763,0.44552403688430786,0.18795853853225708,0.27271315455436707,0.4654068350791931,0.2613266706466675,0.3138085603713989,0.24505722522735596,0.2821882665157318,0.3236706852912903,0.20136259496212006,0.19793890416622162
additional,0.21921908855438232,0.158467635512352,0.1303485482931137,0.21923303604125977,0.21921908855438232,0.14964348077774048,0.15245100855827332,0.1715312898159027,0.2037804126739502,0.29850050806999207,0.44725552201271057,0.20172064006328583,0.3404708206653595,0.2738579511642456,0.24309562146663666
dollar,0.21821604669094086,0.9999999403953552,0.1613934487104416,0.16047169268131256,0.21821604669094086,0.15798097848892212,0.18490244448184967,0.20364831387996674,0.12343431264162064,0.21958276629447937,0.07911184430122375,0.18027359247207642,0.21619601547718048,0.19085849821567535,0.17535142600536346
spent,0.22275763750076294,0.1613934487104416,1.0000001192092896,0.13722601532936096,0.22275763750076294,0.2728356719017029,0.17881739139556885,0.20669607818126678,0.11853610724210739,0.16536113619804382,0.1752566248178482,0.17218980193138123,0.3765812814235687,0.2649197578430176,0.09774520993232727
by,0.32094135880470276,0.16047169268131256,0.13722601532936096,1.0000001192092896,0.32094135880470276,0.15843991935253143,0.25616011023521423,0.3899846076965332,0.22235819697380066,0.33534231781959534,0.2001653015613556,0.2455483376979828,0.3248702883720398,0.35830166935920715,0.17966607213020325
a,1.0,0.21821604669094086,0.22275763750076294,0.32094135880470276,1.0,0.24187558889389038,0.4078793525695801,0.658733606338501,0.3132456839084625,0.45503583550453186,0.26036545634269714,0.3320399522781372,0.44038116931915283,0.3151612877845764,0.23916715383529663
poor,0.24187558889389038,0.15798097848892212,0.2728356719017029,0.15843991935253143,0.24187558889389038,1.0,0.19766156375408173,0.18218109011650085,0.23474818468093872,0.2869894206523895,0.3051072657108307,0.2570318877696991,0.2900572121143341,0.2680353820323944,0.12937016785144806
person,0.4078793525695801,0.18490244448184967,0.17881739139556885,0.25616011023521423,0.4078793525695801,0.19766156375408173,0.9999999403953552,0.35233089327812195,0.3907512426376343,0.33486208319664,0.25291895866394043,0.41527870297431946,0.3028412163257599,0.4140796363353729,0.324093222618103
will,0.3401327431201935,0.18816469609737396,0.14456938207149506,0.2520078420639038,0.3401327431201935,0.20035310089588165,0.3251572251319885,0.3723262846469879,0.4655502140522003,0.5091033577919006,0.3355720639228821,0.3510494530200958,0.3647450804710388,0.40494900941848755,0.35046905279159546
go,0.24019409716129303,0.09226855635643005,0.2196969836950302,0.1252865046262741,0.24019409716129303,0.21610145270824432,0.26819539070129395,0.19626101851463318,0.22104959189891815,0.384844571352005,0.24669122695922852,0.35329025983810425,0.2588973641395569,0.42614883184432983,0.25942572951316833
to,0.45503583550453186,0.21958276629447937,0.16536113619804382,0.33534231781959534,0.45503583550453186,0.2869894206523895,0.33486208319664,0.42745086550712585,0.41562584042549133,1.0,0.3479624092578888,0.455847829580307,0.4451248347759247,0.5916602611541748,0.29463258385658264
things,0.33201509714126587,0.16838860511779785,0.20567527413368225,0.25216156244277954,0.33201509714126587,0.28035709261894226,0.4395284950733185,0.27847638726234436,0.32327234745025635,0.3824876844882965,0.2734810709953308,0.5577362775802612,0.35164210200309753,0.6024357676506042,0.36181706190109253
providing,0.2715930938720703,0.13233844935894012,0.21978481113910675,0.26217615604400635,0.2715930938720703,0.31557291746139526,0.25082215666770935,0.27256250381469727,0.2398284375667572,0.3326144516468048,0.7495388984680176,0.21766136586666107,0.44196924567222595,0.363008588552475,0.1936793476343155
a,1.0,0.21821604669094086,0.22275763750076294,0.32094135880470276,1.0,0.24187558889389038,0.4078793525695801,0.658733606338501,0.3132456839084625,0.45503583550453186,0.26036545634269714,0.3320399522781372,0.44038116931915283,0.3151612877845764,0.23916715383529663
great,0.21836373209953308,0.0756332129240036,0.20838865637779236,0.1775381863117218,0.21836373209953308,0.20758919417858124,0.2023809254169464,0.1345067322254181,0.19638177752494812,0.1880372017621994,0.17650707066059113,0.2562883198261261,0.19302397966384888,0.2434324324131012,0.13135133683681488
deal,0.2528302073478699,0.23222675919532776,0.28770655393600464,0.19881702959537506,0.2528302073478699,0.2251061201095581,0.21627891063690186,0.17207108438014984,0.19063684344291687,0.29972702264785767,0.25070714950561523,0.3379717469215393,0.2706057131290436,0.28803640604019165,0.2513751685619354
of,0.5052502155303955,0.1566329300403595,0.28987428545951843,0.3646814823150635,0.5052502155303955,0.23458099365234375,0.27674683928489685,0.4854315221309662,0.2704482078552246,0.41548454761505127,0.27198103070259094,0.33290785551071167,0.4185989499092102,0.34503093361854553,0.1826142966747284
utility,0.25070878863334656,0.1356930136680603,0.13514922559261322,0.1705019325017929,0.25070878863334656,0.2650614380836487,0.21764390170574188,0.18645785748958588,0.20535793900489807,0.19861730933189392,0.3631611764431,0.170489102602005,0.34689897298812866,0.23989218473434448,0.18713216483592987
to,0.45503583550453186,0.21958276629447937,0.16536113619804382,0.33534231781959534,0.45503583550453186,0.2869894206523895,0.33486208319664,0.42745086550712585,0.41562584042549133,1.0,0.3479624092578888,0.455847829580307,0.4451248347759247,0.5916602611541748,0.29463258385658264
that,0.47537946701049805,0.23384758830070496,0.1605866402387619,0.37496164441108704,0.47537946701049805,0.29014962911605835,0.4460006356239319,0.3995479643344879,0.4531876742839813,0.5436353087425232,0.367409884929657,0.6297725439071655,0.4137635827064514,0.5601773262023926,0.32716336846351624
person,0.4078793525695801,0.18490244448184967,0.17881739139556885,0.25616011023521423,0.4078793525695801,0.19766156375408173,0.9999999403953552,0.35233089327812195,0.3907512426376343,0.33486208319664,0.25291895866394043,0.41527870297431946,0.3028412163257599,0.4140796363353729,0.324093222618103
",",0.427140474319458,0.19512790441513062,0.2880055606365204,0.3680937886238098,0.427140474319458,0.24018602073192596,0.2255365252494812,0.4691906273365021,0.22176046669483185,0.44245919585227966,0.20966707170009613,0.3087472915649414,0.4464869201183319,0.3985835015773773,0.31091248989105225
such,0.2706976532936096,0.1605530083179474,0.126325786113739,0.2736194431781769,0.2706976532936096,0.21740345656871796,0.2424953281879425,0.23545363545417786,0.3176654577255249,0.2871878743171692,0.35278838872909546,0.23989605903625488,0.36098620295524597,0.35903200507164,0.17851735651493073
as,0.39550232887268066,0.17578035593032837,0.19822703301906586,0.3815547823905945,0.39550232887268066,0.2257041484117508,0.18760068714618683,0.43216490745544434,0.24862262606620789,0.42092081904411316,0.29995355010032654,0.31749409437179565,0.44774648547172546,0.33716270327568054,0.27043893933296204
basic,0.2517271041870117,0.1371479332447052,0.14341013133525848,0.217438206076622,0.2517271041870117,0.2609404921531677,0.2610931396484375,0.2828887104988098,0.22804662585258484,0.28033503890037537,0.3875716030597687,0.3564627468585968,0.3161620795726776,0.32688531279563904,0.26534420251846313
necessities,0.23786945641040802,0.19451631605625153,0.2111920863389969,0.21210356056690216,0.23786945641040802,0.2695738673210144,0.24237313866615295,0.27488642930984497,0.3821996748447418,0.3337828516960144,0.43888574838638306,0.3082389533519745,0.3610503673553467,0.42306116223335266,0.21119216084480286
like,0.38655611872673035,0.17344889044761658,0.15548644959926605,0.2583819031715393,0.38655611872673035,0.20338048040866852,0.32460951805114746,0.29710376262664795,0.4306478202342987,0.35482415556907654,0.30078303813934326,0.4320242702960968,0.35140180587768555,0.46300578117370605,0.3268813192844391
food,0.24320901930332184,0.20740008354187012,0.1707633137702942,0.18961425125598907,0.24320901930332184,0.2710930109024048,0.2361868917942047,0.20563258230686188,0.2200036197900772,0.2816076874732971,0.2835443615913391,0.23540689051151276,0.3431052565574646,0.3575837314128876,0.15376032888889313
",",0.427140474319458,0.19512790441513062,0.2880055606365204,0.3680937886238098,0.427140474319458,0.24018602073192596,0.2255365252494812,0.4691906273365021,0.22176046669483185,0.44245919585227966,0.20966707170009613,0.3087472915649414,0.4464869201183319,0.3985835015773773,0.31091248989105225
water,0.2979097068309784,0.14140300452709198,0.14263388514518738,0.22562243044376373,0.2979097068309784,0.14710165560245514,0.26306411623954773,0.2879090905189514,0.23160813748836517,0.27858173847198486,0.2511608302593231,0.17456887662410736,0.189085453748703,0.33000800013542175,0.14731885492801666
",",0.427140474319458,0.19512790441513062,0.2880055606365204,0.3680937886238098,0.427140474319458,0.24018602073192596,0.2255365252494812,0.4691906273365021,0.22176046669483185,0.44245919585227966,0.20966707170009613,0.3087472915649414,0.4464869201183319,0.3985835015773773,0.31091248989105225
and,0.3739250600337982,0.17046672105789185,0.2740579843521118,0.4289871156215668,0.3739250600337982,0.31649142503738403,0.27333492040634155,0.3859752118587494,0.3069725036621094,0.48971283435821533,0.32960009574890137,0.31309178471565247,0.5064792633056641,0.48717668652534485,0.20544172823429108
healthcare,0.22066199779510498,0.24948881566524506,0.1997702270746231,0.1492307484149933,0.22066199779510498,0.32523417472839355,0.31570446491241455,0.14671118557453156,0.25318121910095215,0.27710267901420593,0.3929610550403595,0.24760322272777557,0.33919909596443176,0.18754033744335175,0.21651197969913483
