,president,johnson,issued,an,executive,order,to,rename,the,launch,operations,center,after,whom,?
upon,0.0800648108124733,0.13667744398117065,0.24055054783821106,0.1916494220495224,0.09246453642845154,0.18692240118980408,0.2616317570209503,0.20041874051094055,0.28184252977371216,0.1594257354736328,0.16492721438407898,0.03600216284394264,0.30659428238868713,0.19078387320041656,0.13780277967453003
kennedy,0.2599526643753052,0.4465610086917877,0.12669049203395844,0.22649501264095306,0.20911061763763428,0.11654139310121536,0.2569362223148346,0.27388086915016174,0.20303435623645782,0.1755894124507904,0.16969409584999084,0.22134800255298615,0.22713129222393036,0.18041566014289856,0.21965277194976807
's,-0.08566092699766159,-0.001078820670954883,-0.05716991424560547,0.025255560874938965,-0.02472989447414875,-0.07080218195915222,0.03782717138528824,0.015220330096781254,-0.01540423184633255,0.01992534101009369,0.00022089580306783319,-0.006294060964137316,-0.055672239512205124,0.006846526637673378,-0.023395681753754616
death,0.1995781660079956,0.11488500982522964,0.148236483335495,0.16046245396137238,0.1518600732088089,0.08118752390146255,0.19568277895450592,0.11083941906690598,0.21438048779964447,0.1059172973036766,0.033683475106954575,0.12340331822633743,0.2794583737850189,0.2665341794490814,0.21149799227714539
",",0.26552814245224,0.2783930003643036,0.21577242016792297,0.3581022024154663,0.27674952149391174,0.22478096187114716,0.44245919585227966,0.256489634513855,0.4933079481124878,0.19433410465717316,0.28440970182418823,0.1905742734670639,0.38860568404197693,0.25587570667266846,0.31091248989105225
president,1.0000001192092896,0.32405218482017517,0.20173144340515137,0.16313809156417847,0.4584185481071472,0.15093936026096344,0.21247753500938416,0.21646428108215332,0.24330610036849976,0.1623806208372116,0.19781377911567688,0.18408335745334625,0.25286588072776794,0.1878480613231659,0.14148259162902832
johnson,0.32405218482017517,0.9999999403953552,0.1304963231086731,0.12654101848602295,0.26390862464904785,0.1419956535100937,0.18891119956970215,0.07384099811315536,0.2214501053094864,0.12468095123767853,0.18700739741325378,0.1667288839817047,0.1800188422203064,0.19617456197738647,0.1463736891746521
issued,0.20173144340515137,0.1304963231086731,0.9999999403953552,0.0836237221956253,0.22613650560379028,0.23266535997390747,0.1648298054933548,0.16994881629943848,0.22837360203266144,0.21900570392608643,0.22163550555706024,0.11085683852434158,0.18038977682590485,0.12681539356708527,0.169851616024971
an,0.16313809156417847,0.12654101848602295,0.0836237221956253,1.0,0.1932171881198883,0.14927062392234802,0.3138085603713989,0.14048044383525848,0.4207492768764496,0.17669998109340668,0.1916370540857315,0.14463786780834198,0.20180045068264008,0.12124081701040268,0.19793890416622162
executive,0.4584185481071472,0.26390862464904785,0.22613650560379028,0.1932171881198883,1.0,0.16252590715885162,0.20976532995700836,0.1754196435213089,0.2402946650981903,0.14360132813453674,0.3131314218044281,0.1764586865901947,0.14744512736797333,0.1717507243156433,0.12134998291730881
order,0.15093936026096344,0.1419956535100937,0.23266535997390747,0.14927062392234802,0.16252590715885162,1.0000001192092896,0.35544881224632263,0.13009150326251984,0.3284194767475128,0.11577979475259781,0.2652297914028168,0.054771773517131805,0.15841332077980042,0.11469706892967224,0.13725648820400238
on,0.18996542692184448,0.19987176358699799,0.2797412872314453,0.3192969560623169,0.17521819472312927,0.17813007533550262,0.41031414270401,0.12971846759319305,0.5107308030128479,0.2868025302886963,0.27730220556259155,0.23809784650802612,0.39330315589904785,0.14539912343025208,0.2714994251728058
november,0.29883402585983276,0.2292318046092987,0.2682361900806427,0.20648010075092316,0.23379342257976532,0.08607812970876694,0.2179545760154724,0.23950909078121185,0.25734350085258484,0.21116548776626587,0.2008509486913681,0.1422179490327835,0.30227309465408325,0.24907752871513367,0.3159552216529846
29,0.3007926642894745,0.31211912631988525,0.2362797111272812,0.25513577461242676,0.2677757740020752,0.23548556864261627,0.3399474024772644,0.3292909562587738,0.3374987244606018,0.2359967678785324,0.2474241703748703,0.31001967191696167,0.2937862277030945,0.27752920985221863,0.38368016481399536
",",0.26552814245224,0.2783930003643036,0.21577242016792297,0.3581022024154663,0.27674952149391174,0.22478096187114716,0.44245919585227966,0.256489634513855,0.4933079481124878,0.19433410465717316,0.28440970182418823,0.1905742734670639,0.38860568404197693,0.25587570667266846,0.31091248989105225
1963,0.012559103779494762,0.04676627740263939,-0.026185162365436554,0.005012492649257183,0.03869728744029999,-0.030841460451483727,0.07753345370292664,0.07127011567354202,0.03728247061371803,-0.03105425089597702,0.03912488743662834,-0.042891304939985275,-0.03699158504605293,0.017603030428290367,0.03411978855729103
",",0.26552814245224,0.2783930003643036,0.21577242016792297,0.3581022024154663,0.27674952149391174,0.22478096187114716,0.44245919585227966,0.256489634513855,0.4933079481124878,0.19433410465717316,0.28440970182418823,0.1905742734670639,0.38860568404197693,0.25587570667266846,0.31091248989105225
to,0.21247753500938416,0.18891119956970215,0.1648298054933548,0.3138085603713989,0.20976532995700836,0.35544881224632263,1.0,0.274624228477478,0.535392165184021,0.25276505947113037,0.2544249892234802,0.17764393985271454,0.37890323996543884,0.3108522593975067,0.29463258385658264
rename,0.21646428108215332,0.07384099811315536,0.16994881629943848,0.14048044383525848,0.1754196435213089,0.13009150326251984,0.274624228477478,0.9999999403953552,0.19180665910243988,0.17551526427268982,0.2230251580476761,0.06757358461618423,0.29210516810417175,0.13238602876663208,0.3277662694454193
the,0.24330610036849976,0.2214501053094864,0.22837360203266144,0.4207492768764496,0.2402946650981903,0.3284194767475128,0.535392165184021,0.19180665910243988,1.0,0.2628649175167084,0.2928410470485687,0.29064592719078064,0.4565047025680542,0.23752936720848083,0.22068053483963013
loc,0.1880786120891571,0.11340070515871048,0.1096177026629448,0.14246445894241333,0.1526510864496231,0.06505922973155975,0.15617620944976807,0.1879994422197342,0.22099626064300537,0.12815648317337036,0.1932021826505661,0.12761595845222473,0.08054058253765106,0.08334226161241531,0.2697237432003021
and,0.23286236822605133,0.24726895987987518,0.1752057820558548,0.2838519215583801,0.25701579451560974,0.2671266496181488,0.48971283435821533,0.1618354618549347,0.5171257257461548,0.18879936635494232,0.283679723739624,0.28670641779899597,0.3765919506549835,0.3148667514324188,0.20544172823429108
cape,0.14055651426315308,0.14047640562057495,0.2213561087846756,0.17313127219676971,0.012249907478690147,0.04902541637420654,0.1834135204553604,0.09481137245893478,0.2352786809206009,0.2624058723449707,0.13202431797981262,0.18635375797748566,0.1771613359451294,0.11124445497989655,0.10433043539524078
canaveral,0.2417919933795929,0.16849814355373383,0.19470183551311493,0.24901814758777618,0.17452788352966309,0.13604319095611572,0.292542427778244,0.17445909976959229,0.3099747896194458,0.5370319485664368,0.33979105949401855,0.2996538579463959,0.23105470836162567,0.09905350208282471,0.26656633615493774
in,0.18811661005020142,0.20434744656085968,0.17191201448440552,0.2605783939361572,0.1878502070903778,0.24184700846672058,0.45010748505592346,0.1389016956090927,0.6662389636039734,0.19686491787433624,0.2654678225517273,0.27253323793411255,0.44050168991088867,0.20012985169887543,0.20430970191955566
