,in,1984,",",abc,purchased,15,%,of,what,company,'s,shares,in,espn,?
on,0.46853652596473694,0.03983059898018837,0.49057599902153015,0.2862928807735443,0.2339707911014557,-0.025620462372899055,0.12557359039783478,0.3966929316520691,0.34226128458976746,0.23664942383766174,0.0026888418942689896,0.2848438024520874,0.46853652596473694,0.24292799830436707,0.2714994251728058
january,0.28467586636543274,0.1112426295876503,0.4213674068450928,0.1682562232017517,0.14297570288181305,0.06447657197713852,0.12126798182725906,0.19923388957977295,0.19257698953151703,0.17861855030059814,-0.08409902453422546,0.10302993655204773,0.28467586636543274,0.1465654969215393,0.28608936071395874
4,0.08310048282146454,0.23389793932437897,0.15652385354042053,0.05910016968846321,0.12616294622421265,-0.0245077982544899,-0.004937898833304644,0.17227263748645782,-0.04324747622013092,0.17187881469726562,-0.0858617052435875,0.05457912012934685,0.08310048282146454,0.04747460409998894,0.010515431873500347
",",0.5201468467712402,0.1623975932598114,1.0000001192092896,0.2097204476594925,0.2132149636745453,-0.03563398867845535,0.22757403552532196,0.4946078956127167,0.3087472915649414,0.2697763442993164,-0.0016132977325469255,0.29036593437194824,0.5201468467712402,0.18262942135334015,0.31091248989105225
1984,0.006334475241601467,1.0,0.1623975932598114,0.225337415933609,0.08455807715654373,0.03397570922970772,0.07075855135917664,0.018355052918195724,-0.09343484789133072,0.042282331734895706,0.06487888097763062,0.08000221848487854,0.006334475241601467,0.14991100132465363,0.07765956968069077
",",0.5201468467712402,0.1623975932598114,1.0000001192092896,0.2097204476594925,0.2132149636745453,-0.03563398867845535,0.22757403552532196,0.4946078956127167,0.3087472915649414,0.2697763442993164,-0.0016132977325469255,0.29036593437194824,0.5201468467712402,0.18262942135334015,0.31091248989105225
the,0.6662389636039734,-0.007670710328966379,0.4933079481124878,0.2068762183189392,0.21101699769496918,-0.011810222640633583,0.21490740776062012,0.733189046382904,0.42745697498321533,0.26591673493385315,-0.01540423184633255,0.2541813552379608,0.6662389636039734,0.19345609843730927,0.22068053483963013
new,0.3758552670478821,0.0946877971291542,0.36073189973831177,0.20663127303123474,0.2467300444841385,0.022177401930093765,0.12995213270187378,0.343457967042923,0.2130378633737564,0.16146139800548553,-0.008355522528290749,0.19710713624954224,0.3758552670478821,0.11477221548557281,0.14782847464084625
york,0.2961827218532562,0.12547704577445984,0.2926291227340698,0.25457969307899475,0.2539898455142975,0.017087258398532867,0.11752809584140778,0.23040355741977692,0.15652963519096375,0.2139335423707962,-0.02817569300532341,0.172271266579628,0.2961827218532562,0.2554321587085724,0.15262620151042938
times,0.2427823841571808,-0.06268422305583954,0.2897866368293762,0.1631121188402176,0.15189585089683533,0.03218591958284378,0.15805208683013916,0.24352745711803436,0.21414996683597565,0.11368347704410553,-0.048017483204603195,0.17785924673080444,0.2427823841571808,0.177023246884346,0.18880689144134521
reported,0.25024300813674927,0.1443861573934555,0.2771649956703186,0.20084445178508759,0.2634791135787964,-0.061568837612867355,0.2278233766555786,0.23745855689048767,0.16211873292922974,0.14030107855796814,-0.04995298013091087,0.14131374657154083,0.25024300813674927,0.30854472517967224,0.16150116920471191
that,0.435920387506485,-0.13985131680965424,0.4137537479400635,0.17440107464790344,0.2514423727989197,-0.06895352154970169,0.19162102043628693,0.41498205065727234,0.6297725439071655,0.22723333537578583,0.04397977516055107,0.2214786410331726,0.435920387506485,0.20773537456989288,0.32716336846351624
abc,0.1697147786617279,0.225337415933609,0.2097204476594925,1.0000001192092896,0.22144027054309845,-0.008084669709205627,0.061222776770591736,0.14607268571853638,0.1317344456911087,0.16210390627384186,0.06670809537172318,0.1739792674779892,0.1697147786617279,0.42660194635391235,0.19065172970294952
",",0.5201468467712402,0.1623975932598114,1.0000001192092896,0.2097204476594925,0.2132149636745453,-0.03563398867845535,0.22757403552532196,0.4946078956127167,0.3087472915649414,0.2697763442993164,-0.0016132977325469255,0.29036593437194824,0.5201468467712402,0.18262942135334015,0.31091248989105225
through,0.38533157110214233,-0.07126407325267792,0.3060276508331299,0.1861964464187622,0.1611085683107376,0.029217159375548363,0.1264864206314087,0.3647414743900299,0.23167094588279724,0.16661769151687622,-0.020649312064051628,0.1920575052499771,0.38533157110214233,0.12403621524572372,0.16913433372974396
its,0.3793783485889435,0.02381262183189392,0.33157986402511597,0.19045390188694,0.217952162027359,-0.06569269299507141,0.19480687379837036,0.48690423369407654,0.30393704771995544,0.258992999792099,0.03202139586210251,0.313991904258728,0.3793783485889435,0.1886509209871292,0.15103481709957123
subsidiary,0.2031269520521164,0.0898578092455864,0.21156229078769684,0.21595405042171478,0.49513736367225647,0.018315795809030533,0.19933804869651794,0.20548413693904877,0.17018544673919678,0.5609620213508606,0.0004072686715517193,0.301828533411026,0.2031269520521164,0.17854024469852448,0.12890306115150452
abc,0.1697147786617279,0.225337415933609,0.2097204476594925,1.0000001192092896,0.22144027054309845,-0.008084669709205627,0.061222776770591736,0.14607268571853638,0.1317344456911087,0.16210390627384186,0.06670809537172318,0.1739792674779892,0.1697147786617279,0.42660194635391235,0.19065172970294952
video,0.20259293913841248,-0.018288753926753998,0.19700543582439423,0.23562908172607422,0.18770840764045715,0.0024486519396305084,0.09221340715885162,0.20452004671096802,0.1880173683166504,0.23927365243434906,0.1412261724472046,0.14219340682029724,0.20259293913841248,0.23879535496234894,0.22771678864955902
enterprises,0.2199290692806244,0.09558149427175522,0.20471826195716858,0.256512314081192,0.37846073508262634,0.02782433107495308,0.11443588137626648,0.19872236251831055,0.18048794567584991,0.4172589182853699,0.06606440991163254,0.30961719155311584,0.2199290692806244,0.24854983389377594,0.0898420661687851
