,the,v,&,a,library,'s,collection,of,illuminated,manuscripts,are,dated,to,which,centuries,?
illuminated,0.25755834579467773,0.1447104513645172,0.23285849392414093,0.17589955031871796,0.23275749385356903,-0.022152379155158997,0.33425748348236084,0.23423174023628235,1.0,0.4180247485637665,0.18785454332828522,0.2705100476741791,0.19845034182071686,0.2670675814151764,0.3075198829174042,0.14651840925216675
manuscripts,0.2274177074432373,0.14413684606552124,0.058022018522024155,0.12508811056613922,0.47801464796066284,0.01376435812562704,0.50247722864151,0.2439827173948288,0.4180247485637665,0.9999999403953552,0.1881708800792694,0.3442048132419586,0.20922711491584778,0.2114631086587906,0.3704591393470764,0.16131190955638885
in,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.2101847380399704,-0.037580832839012146,0.23004686832427979,0.5696388483047485,0.19316352903842926,0.20494025945663452,0.3841303884983063,0.1982845962047577,0.45010748505592346,0.4840516746044159,0.2558690905570984,0.20430970191955566
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.25755834579467773,0.2274177074432373,0.40399202704429626,0.2046709507703781,0.535392165184021,0.6521818041801453,0.32166481018066406,0.22068053483963013
library,0.19920319318771362,0.16114428639411926,0.1183592677116394,0.13480092585086823,0.9999999403953552,-0.09959429502487183,0.5336686372756958,0.21889357268810272,0.23275749385356903,0.47801464796066284,0.13147571682929993,0.1488611251115799,0.19252733886241913,0.1813201606273651,0.1735212802886963,0.18938742578029633
dating,0.23401090502738953,0.03615359961986542,0.08294995874166489,0.18985961377620697,0.14178980886936188,-0.07326678186655045,0.18527427315711975,0.2134421318769455,0.245219424366951,0.34644025564193726,0.1769600808620453,0.6044269800186157,0.17611581087112427,0.2229909896850586,0.31651684641838074,0.1135709211230278
from,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.21735483407974243,-0.01936490088701248,0.2754948139190674,0.4249346852302551,0.1928398162126541,0.229709193110466,0.2674213647842407,0.22167015075683594,0.4069952368736267,0.38755592703819275,0.2564999461174011,0.19969791173934937
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.25755834579467773,0.2274177074432373,0.40399202704429626,0.2046709507703781,0.535392165184021,0.6521818041801453,0.32166481018066406,0.22068053483963013
12th,0.27435246109962463,0.17841649055480957,0.09368837624788284,0.19884245097637177,0.06257530301809311,0.13892988860607147,0.10043016821146011,0.19726771116256714,0.18148429691791534,0.10479691624641418,0.06578031182289124,0.08917861431837082,0.17596735060214996,0.17575551569461823,0.1720786988735199,0.05097517371177673
to,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.19252733886241913,0.03782717138528824,0.15417452156543732,0.41548454761505127,0.19845034182071686,0.20922711491584778,0.3504326641559601,0.20172762870788574,1.0,0.5345056653022766,0.2275104820728302,0.29463258385658264
16th,0.2201097458600998,0.1764819324016571,0.11967941373586655,0.18024180829524994,0.09076862037181854,0.11839229613542557,0.1372346729040146,0.13910430669784546,0.14314700663089752,0.050644781440496445,0.046213287860155106,0.06927299499511719,0.12478464096784592,0.1372188925743103,0.11773024499416351,0.06695828586816788
centuries,0.32166481018066406,0.10898236930370331,0.08590544015169144,0.12476986646652222,0.1735212802886963,-0.011494642123579979,0.2218795269727707,0.2695758044719696,0.3075198829174042,0.3704591393470764,0.23801273107528687,0.2418300062417984,0.2275104820728302,0.2743915021419525,1.0000001192092896,0.13179439306259155
include,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.1253708004951477,-0.07849370688199997,0.30674809217453003,0.37431180477142334,0.1358003169298172,0.14468839764595032,0.5140694975852966,0.10577660799026489,0.1820748895406723,0.33084139227867126,0.22894451022148132,0.14925788342952728
:,-0.03403344005346298,-0.009624218568205833,-0.03967161104083061,-0.0007584693375974894,-0.1344044804573059,0.07621461898088455,-0.10115766525268555,-0.08807745575904846,-0.042911630123853683,-0.13636644184589386,-0.1189703419804573,0.012629533186554909,-0.09243495017290115,-0.11049769818782806,-0.10330729931592941,-0.07156077772378922
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.25755834579467773,0.2274177074432373,0.40399202704429626,0.2046709507703781,0.535392165184021,0.6521818041801453,0.32166481018066406,0.22068053483963013
eadwine,0.3784645199775696,0.22120167315006256,0.1696675419807434,0.3271927535533905,0.2592359781265259,-0.006592355668544769,0.19985829293727875,0.3703293800354004,0.25566717982292175,0.2798213064670563,0.2081497609615326,0.22529537975788116,0.29967400431632996,0.27567991614341736,0.25770485401153564,0.29207202792167664
psalter,0.25767382979393005,0.14039459824562073,0.16465340554714203,0.2713167071342468,0.2650485336780548,0.034170761704444885,0.2536017596721649,0.23612961173057556,0.38759341835975647,0.44627097249031067,0.18580937385559082,0.23801648616790771,0.18485736846923828,0.254166841506958,0.25409209728240967,0.23865507543087006
[,0.07130392640829086,0.0017519406974315643,0.04638465493917465,0.03893941268324852,0.08612839132547379,0.01083834283053875,0.14076359570026398,0.010817250236868858,0.1288432776927948,0.05508273094892502,0.021565506234765053,-0.05111740157008171,0.07649242132902145,0.07771235704421997,0.004148404113948345,0.011015460826456547
citation,0.2536581754684448,0.22832001745700836,0.10760807991027832,0.24621744453907013,0.275188148021698,-0.10153055191040039,0.19222967326641083,0.22959956526756287,0.09318404644727707,0.2525491416454315,0.19570352137088776,0.20134121179580688,0.2558228075504303,0.26387810707092285,0.1314970701932907,0.3382055461406708
needed,0.3064746856689453,0.18468528985977173,0.07382941246032715,0.2915569543838501,0.12198591977357864,0.00025875959545373917,0.13245922327041626,0.27215874195098877,0.12795312702655792,0.1742815375328064,0.3141024708747864,0.1451687067747116,0.45002421736717224,0.3787943422794342,0.17288312315940857,0.2863257825374603
],-0.04779602214694023,-0.032258953899145126,0.06779602915048599,-0.049516137689352036,0.06032894551753998,-0.10493394732475281,-0.04567176476120949,-0.035044461488723755,0.03620263934135437,-0.04939674213528633,-0.02216748520731926,-0.007712039165198803,-0.04249158129096031,-0.0305959302932024,0.04652521759271622,-0.0022520492784678936
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.24278664588928223,0.19342364370822906,0.4062570035457611,0.2621086835861206,0.44245919585227966,0.3658004403114319,0.1864481121301651,0.31091248989105225
canterbury,0.25006434321403503,0.15426969528198242,0.05550864338874817,0.21998068690299988,0.1921026110649109,-0.05639103427529335,0.19894064962863922,0.26625144481658936,0.18846310675144196,0.31326577067375183,0.14353251457214355,0.24235190451145172,0.18700578808784485,0.20325903594493866,0.16101482510566711,0.19566942751407623
;,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.006909397430717945,0.06335505098104477,0.054534342139959335,0.07383596897125244,0.05355080962181091,0.15315808355808258,0.03063596971333027,0.0979827418923378,-0.01244901679456234,0.13359902799129486,0.10349778085947037
pocket,0.2063775360584259,0.12419223040342331,0.092502661049366,0.25707823038101196,0.15879762172698975,0.034965481609106064,0.20138560235500336,0.17710992693901062,0.12953868508338928,0.13387207686901093,0.14863835275173187,0.07042713463306427,0.23131528496742249,0.21851685643196106,0.08999443054199219,0.10475768893957138
book,0.2652374505996704,0.11204465478658676,0.20326612889766693,0.19186489284038544,0.30117443203926086,0.03493255004286766,0.33368751406669617,0.22602593898773193,0.2760777473449707,0.41239291429519653,0.18403245508670807,0.16270193457603455,0.20275522768497467,0.24807968735694885,0.17758075892925262,0.20572158694267273
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,-0.03817026689648628,0.2915455996990204,1.0,0.23423174023628235,0.2439827173948288,0.39081433415412903,0.210488960146904,0.41548454761505127,0.5011631846427917,0.2695758044719696,0.1826142966747284
hours,0.18919475376605988,0.15015637874603271,0.06077265366911888,0.22820048034191132,0.057453423738479614,0.057343196123838425,0.07299977540969849,0.1357264667749405,0.16476845741271973,0.10230907797813416,0.15928833186626434,0.07819677144289017,0.23638038337230682,0.2136012762784958,0.17373248934745789,0.21755769848823547
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.24278664588928223,0.19342364370822906,0.4062570035457611,0.2621086835861206,0.44245919585227966,0.3658004403114319,0.1864481121301651,0.31091248989105225
reims,0.24280306696891785,0.21115687489509583,0.10048628598451614,0.201993927359581,0.1383626013994217,-0.02402515336871147,0.09716670960187912,0.27321332693099976,0.30490103363990784,0.2887036204338074,0.16817261278629303,0.11302946507930756,0.1665138602256775,0.15096911787986755,0.19951467216014862,0.15498468279838562
;,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.006909397430717945,0.06335505098104477,0.054534342139959335,0.07383596897125244,0.05355080962181091,0.15315808355808258,0.03063596971333027,0.0979827418923378,-0.01244901679456234,0.13359902799129486,0.10349778085947037
missal,0.3095519244670868,0.1845640242099762,0.058375779539346695,0.22591301798820496,0.1874590814113617,0.040391918271780014,0.21166281402111053,0.2863563001155853,0.2430548369884491,0.3423457443714142,0.13417866826057434,0.23016689717769623,0.23453107476234436,0.31971731781959534,0.23545533418655396,0.24140018224716187
from,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.21735483407974243,-0.01936490088701248,0.2754948139190674,0.4249346852302551,0.1928398162126541,0.229709193110466,0.2674213647842407,0.22167015075683594,0.4069952368736267,0.38755592703819275,0.2564999461174011,0.19969791173934937
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.25755834579467773,0.2274177074432373,0.40399202704429626,0.2046709507703781,0.535392165184021,0.6521818041801453,0.32166481018066406,0.22068053483963013
royal,0.2997032403945923,0.12024694681167603,0.08672033250331879,0.19676944613456726,0.16925595700740814,-0.0776824876666069,0.1924148052930832,0.3112924098968506,0.14774629473686218,0.13143247365951538,0.14004361629486084,0.16614118218421936,0.20404569804668427,0.210358664393425,0.24124713242053986,0.11453001946210861
abbey,0.25067803263664246,0.11178632080554962,0.11532298475503922,0.18565058708190918,0.2683490812778473,-0.03158145025372505,0.21855773031711578,0.22414204478263855,0.2544877529144287,0.3178907334804535,0.08898357301950455,0.1845329850912094,0.2061440795660019,0.16412164270877838,0.20737384259700775,0.0857127457857132
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,-0.03817026689648628,0.2915455996990204,1.0,0.23423174023628235,0.2439827173948288,0.39081433415412903,0.210488960146904,0.41548454761505127,0.5011631846427917,0.2695758044719696,0.1826142966747284
saint,0.24700650572776794,0.12702041864395142,0.08271743357181549,0.20984415709972382,0.11618185043334961,0.09386444836854935,0.17587628960609436,0.27986469864845276,0.22865378856658936,0.2483922839164734,0.1345909833908081,0.13021671772003174,0.20921090245246887,0.22118224203586578,0.1656474769115448,0.15690264105796814
denis,0.25394904613494873,0.21022622287273407,0.07744359970092773,0.2223232239484787,0.13378910720348358,-0.010822765529155731,0.14864806830883026,0.20239858329296112,0.1764896810054779,0.13005726039409637,0.056078363209962845,0.10865689069032669,0.18181531131267548,0.13685156404972076,0.19415588676929474,0.1735544502735138
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.24278664588928223,0.19342364370822906,0.4062570035457611,0.2621086835861206,0.44245919585227966,0.3658004403114319,0.1864481121301651,0.31091248989105225
paris,0.24946041405200958,0.11357762664556503,0.12118589133024216,0.2185223400592804,0.12582670152187347,0.07045914977788925,0.1400434374809265,0.19470684230327606,0.2374865710735321,0.19842080771923065,0.12783263623714447,0.10589431971311569,0.20389077067375183,0.17101754248142242,0.15911950170993805,0.1491217315196991
;,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.006909397430717945,0.06335505098104477,0.054534342139959335,0.07383596897125244,0.05355080962181091,0.15315808355808258,0.03063596971333027,0.0979827418923378,-0.01244901679456234,0.13359902799129486,0.10349778085947037
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.25755834579467773,0.2274177074432373,0.40399202704429626,0.2046709507703781,0.535392165184021,0.6521818041801453,0.32166481018066406,0.22068053483963013
simon,0.20363262295722961,0.05789875239133835,0.27606576681137085,0.21660487353801727,0.0985369011759758,-0.08160854876041412,0.168429434299469,0.16661307215690613,0.17427588999271393,0.13176284730434418,0.1350110024213791,0.17709466814994812,0.13985826075077057,0.10912235081195831,0.09032060950994492,0.10385744273662567
