,what,kind,of,deprivation,results,in,diminished,immune,response,and,lower,antibody,production,?
when,0.4700249433517456,0.23813094198703766,0.3757161796092987,0.2732251286506653,0.28323301672935486,0.4431333839893341,0.28478920459747314,0.2670612335205078,0.35236990451812744,0.4716290831565857,0.19194231927394867,0.18883036077022552,0.16593417525291443,0.22841128706932068
suffering,0.2904309332370758,0.21578669548034668,0.25025078654289246,0.47863447666168213,0.21092993021011353,0.266154944896698,0.3377731740474701,0.2882012724876404,0.2656542956829071,0.21953801810741425,0.15411637723445892,0.2045237272977829,0.18496398627758026,0.12642043828964233
from,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.21688300371170044,0.21420656144618988,0.4274188280105591,0.22270706295967102,0.13325795531272888,0.2044307291507721,0.3601827025413513,0.2286408692598343,0.12145325541496277,0.1411544233560562,0.19969791173934937
sleep,0.21082337200641632,0.13378529250621796,0.20480428636074066,0.4012965261936188,0.11161449551582336,0.23918524384498596,0.18166334927082062,0.20580315589904785,0.16268715262413025,0.2224324643611908,0.0889015719294548,0.13099846243858337,0.13449187576770782,0.20425266027450562
deprivation,0.22857558727264404,0.28301557898521423,0.2942136228084564,0.9999999403953552,0.22189411520957947,0.2851453125476837,0.43503251671791077,0.40046626329421997,0.31431812047958374,0.3353666663169861,0.18909180164337158,0.35640957951545715,0.34145593643188477,0.1423202008008957
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2257177084684372,0.17498864233493805,0.5201468467712402,0.25744250416755676,0.15102852880954742,0.24039098620414734,0.6633074283599854,0.236776202917099,0.13419312238693237,0.24176549911499023,0.31091248989105225
active,0.2610722482204437,0.17248696088790894,0.23132829368114471,0.20232994854450226,0.1559625267982483,0.2698204517364502,0.2389315962791443,0.20743826031684875,0.2824365794658661,0.264642596244812,0.15140323340892792,0.13163788616657257,0.11423498392105103,0.20374006032943726
immunizations,0.26030415296554565,0.256527841091156,0.24367032945156097,0.4397956132888794,0.25788143277168274,0.19109809398651123,0.29587453603744507,0.6388091444969177,0.39569804072380066,0.23137126863002777,0.09227664023637772,0.47947579622268677,0.2954777777194977,0.2458270639181137
may,0.25739946961402893,0.21648596227169037,0.26447007060050964,0.31581568717956543,0.23292264342308044,0.3424151837825775,0.19296778738498688,0.23379063606262207,0.20480892062187195,0.34598252177238464,0.15491719543933868,0.15852238237857819,0.17724862694740295,0.2768254578113556
have,0.39808809757232666,0.31829583644866943,0.3802283704280853,0.2793397605419159,0.2911316752433777,0.36843645572662354,0.3006141185760498,0.2992585301399231,0.29600051045417786,0.4711785912513733,0.2959109842777252,0.23942723870277405,0.18069708347320557,0.32991164922714233
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.26385948061943054,0.2899290919303894,0.539380669593811,0.2744115889072418,0.20466765761375427,0.25924429297447205,0.3739250600337982,0.2221667766571045,0.28199008107185364,0.19671310484409332,0.23916715383529663
diminished,0.2555038034915924,0.246171772480011,0.27740272879600525,0.43503251671791077,0.1967158168554306,0.21764640510082245,1.0,0.22255033254623413,0.32072916626930237,0.2901071608066559,0.2578151524066925,0.21588924527168274,0.2864219844341278,0.15964849293231964
effect,0.2546532452106476,0.2990611791610718,0.24129827320575714,0.3586988151073456,0.3757581114768982,0.25150683522224426,0.3315473198890686,0.18128207325935364,0.3407793939113617,0.23508284986019135,0.21439076960086823,0.29141995310783386,0.2580477297306061,0.1783771812915802
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3353666663169861,0.21643486618995667,0.4954058527946472,0.2901071608066559,0.14400269091129303,0.21754570305347443,1.0,0.2802542746067047,0.17645372450351715,0.25569969415664673,0.20544172823429108
may,0.25739946961402893,0.21648596227169037,0.26447007060050964,0.31581568717956543,0.23292264342308044,0.3424151837825775,0.19296778738498688,0.23379063606262207,0.20480892062187195,0.34598252177238464,0.15491719543933868,0.15852238237857819,0.17724862694740295,0.2768254578113556
result,0.19945499300956726,0.23080593347549438,0.231380432844162,0.26257309317588806,0.5997092127799988,0.25670310854911804,0.22813957929611206,0.20555342733860016,0.2916276156902313,0.27436327934265137,0.2211267501115799,0.2333998680114746,0.17223872244358063,0.17218433320522308
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.2851453125476837,0.28880611062049866,1.0,0.21764640510082245,0.14682820439338684,0.20744606852531433,0.4954058527946472,0.27455443143844604,0.1745624542236328,0.22079120576381683,0.20430970191955566
lower,0.20079238712787628,0.11616205424070358,0.31757521629333496,0.18909180164337158,0.19795489311218262,0.27455443143844604,0.2578151524066925,0.08875817060470581,0.11196048557758331,0.2802542746067047,1.0,0.13964131474494934,0.11768495291471481,0.08471795171499252
antibody,0.1906609684228897,0.22122780978679657,0.2244306057691574,0.35640957951545715,0.297983855009079,0.1745624542236328,0.21588924527168274,0.5761290788650513,0.3035257160663605,0.17645372450351715,0.13964131474494934,1.0,0.29505518078804016,0.21013349294662476
production,0.16636081039905548,0.2142661064863205,0.1928233802318573,0.34145593643188477,0.1788169890642166,0.22079120576381683,0.2864219844341278,0.20439130067825317,0.2093132585287094,0.25569969415664673,0.11768495291471481,0.29505518078804016,1.0,0.19318072497844696
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2257177084684372,0.17498864233493805,0.5201468467712402,0.25744250416755676,0.15102852880954742,0.24039098620414734,0.6633074283599854,0.236776202917099,0.13419312238693237,0.24176549911499023,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3353666663169861,0.21643486618995667,0.4954058527946472,0.2901071608066559,0.14400269091129303,0.21754570305347443,1.0,0.2802542746067047,0.17645372450351715,0.25569969415664673,0.20544172823429108
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.26385948061943054,0.2899290919303894,0.539380669593811,0.2744115889072418,0.20466765761375427,0.25924429297447205,0.3739250600337982,0.2221667766571045,0.28199008107185364,0.19671310484409332,0.23916715383529663
lower,0.20079238712787628,0.11616205424070358,0.31757521629333496,0.18909180164337158,0.19795489311218262,0.27455443143844604,0.2578151524066925,0.08875817060470581,0.11196048557758331,0.2802542746067047,1.0,0.13964131474494934,0.11768495291471481,0.08471795171499252
immune,0.2410416603088379,0.2694495916366577,0.16620753705501556,0.40046626329421997,0.16776737570762634,0.14682820439338684,0.22255033254623413,1.0,0.43541768193244934,0.14400269091129303,0.08875817060470581,0.5761290788650513,0.20439130067825317,0.16080476343631744
response,0.3532308340072632,0.22298553586006165,0.21864040195941925,0.31431812047958374,0.3130969703197479,0.20744606852531433,0.32072916626930237,0.43541768193244934,1.0000001192092896,0.21754570305347443,0.11196048557758331,0.3035257160663605,0.2093132585287094,0.2007838636636734
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2257177084684372,0.17498864233493805,0.5201468467712402,0.25744250416755676,0.15102852880954742,0.24039098620414734,0.6633074283599854,0.236776202917099,0.13419312238693237,0.24176549911499023,0.31091248989105225
than,0.29388150572776794,0.22328941524028778,0.33036211133003235,0.237928107380867,0.25106388330459595,0.3270052373409271,0.301951140165329,0.15439429879188538,0.2286817878484726,0.39361441135406494,0.37582775950431824,0.1611069142818451,0.19456620514392853,0.24917294085025787
would,0.45766422152519226,0.2506279945373535,0.3353942930698395,0.25794264674186707,0.30051496624946594,0.30461156368255615,0.3080063760280609,0.22680775821208954,0.2696913182735443,0.34921059012413025,0.20360256731510162,0.19621483981609344,0.224795863032341,0.37178951501846313
be,0.3929833769798279,0.33508673310279846,0.33904364705085754,0.32462653517723083,0.2671050429344177,0.3481820821762085,0.283393532037735,0.24360142648220062,0.290681928396225,0.41766801476478577,0.23055878281593323,0.21770703792572021,0.20240652561187744,0.3324260413646698
noted,0.16981294751167297,0.17201025784015656,0.23399871587753296,0.21089725196361542,0.16746588051319122,0.2277849018573761,0.347509503364563,0.20736195147037506,0.23420441150665283,0.3326333463191986,0.15841886401176453,0.16031047701835632,0.1512264907360077,0.13014346361160278
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.2851453125476837,0.28880611062049866,1.0,0.21764640510082245,0.14682820439338684,0.20744606852531433,0.4954058527946472,0.27455443143844604,0.1745624542236328,0.22079120576381683,0.20430970191955566
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.26385948061943054,0.2899290919303894,0.539380669593811,0.2744115889072418,0.20466765761375427,0.25924429297447205,0.3739250600337982,0.2221667766571045,0.28199008107185364,0.19671310484409332,0.23916715383529663
well-rested,0.20258267223834991,0.15530282258987427,0.3347786068916321,0.23370429873466492,0.12357215583324432,0.3450757563114166,0.3491750657558441,0.17693392932415009,0.16473504900932312,0.41580405831336975,0.16347245872020721,0.1506088525056839,0.22971567511558533,0.20183417201042175
individual,0.34021541476249695,0.261625736951828,0.3372420072555542,0.33712708950042725,0.29755523800849915,0.27755051851272583,0.22996217012405396,0.2616753876209259,0.2560650408267975,0.30311039090156555,0.1843317300081253,0.33403924107551575,0.2159493863582611,0.2058374285697937
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.27604806423187256,0.2516312897205353,0.5591574311256409,0.2805585563182831,0.18267881870269775,0.2878446877002716,0.588965117931366,0.24347278475761414,0.21003389358520508,0.22297915816307068,0.4130953550338745
