,what,alumni,wrote,``,the,closing,of,the,american,mind,'',?
in,0.30808621644973755,0.2126772403717041,0.2898900806903839,0.04765888676047325,0.6662389636039734,0.2585218548774719,0.5696388483047485,0.6662389636039734,0.22871561348438263,0.19911706447601318,0.07432962208986282,0.20430970191955566
literature,0.22505109012126923,0.2678532302379608,0.37204355001449585,0.06339197605848312,0.2611817419528961,0.05655267834663391,0.25150051712989807,0.2611817419528961,0.1635938584804535,0.15145321190357208,0.05799779295921326,0.2043706774711609
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.27284765243530273,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.31329867243766785,-0.037358131259679794,0.31091248989105225
author,0.18480391800403595,0.158415287733078,0.4487803876399994,0.08737552911043167,0.199458509683609,0.18641555309295654,0.18473520874977112,0.199458509683609,0.32354968786239624,0.15355078876018524,0.08537522703409195,0.14162757992744446
of,0.33290785551071167,0.27771928906440735,0.30241408944129944,0.06780257821083069,0.733189046382904,0.18359942734241486,1.0,0.733189046382904,0.22180068492889404,0.17234256863594055,0.13035868108272552,0.1826142966747284
the,0.42745697498321533,0.22524002194404602,0.2426944375038147,0.029072100296616554,1.0,0.29856032133102417,0.733189046382904,1.0,0.24562937021255493,0.16300682723522186,0.041273195296525955,0.22068053483963013
new,0.2130378633737564,0.22630517184734344,0.16065242886543274,-0.03575563058257103,0.3845241069793701,0.1505194753408432,0.343457967042923,0.3845241069793701,0.24982258677482605,0.1505989283323288,-0.021915066987276077,0.14782847464084625
york,0.15652963519096375,0.2654082179069519,0.21811996400356293,-0.0657157376408577,0.3034006953239441,0.1174381747841835,0.23040355741977692,0.3034006953239441,0.40939056873321533,0.1707301288843155,-0.0005157423438504338,0.15262620151042938
times,0.21414996683597565,0.20367132127285004,0.23472610116004944,0.027419542893767357,0.29093852639198303,0.15220999717712402,0.24352745711803436,0.29093852639198303,0.1456955522298813,0.1468363106250763,-0.032459624111652374,0.18880689144134521
bestseller,0.19411920011043549,0.2192545086145401,0.4061700701713562,-0.07138332724571228,0.2600448429584503,0.18038828670978546,0.20081837475299835,0.2600448429584503,0.2571118474006653,0.1961085945367813,-0.0017859510844573379,0.18862217664718628
before,0.3801657259464264,0.1191863939166069,0.1719532161951065,0.0842912346124649,0.45900648832321167,0.33171871304512024,0.3282964527606964,0.45900648832321167,0.14222770929336548,0.20929859578609467,-0.07730459421873093,0.2507109045982361
i,0.4411132335662842,0.13315653800964355,0.2075207233428955,0.050574399530887604,0.26687872409820557,0.35369572043418884,0.25849398970603943,0.26687872409820557,0.12244469672441483,0.26203325390815735,0.06827187538146973,0.4695145785808563
fall,0.26931828260421753,0.14744551479816437,0.17048469185829163,-0.03271329775452614,0.3639753758907318,0.16775614023208618,0.2854328155517578,0.3639753758907318,0.14366751909255981,0.17436127364635468,-0.002057781210169196,0.1656162142753601
lauren,0.16656063497066498,0.14184479415416718,0.19338616728782654,-0.09697829186916351,0.16052700579166412,0.10130526125431061,0.1480988711118698,0.16052700579166412,0.33147937059402466,0.11578785628080368,0.05057104676961899,0.12120736390352249
oliver,0.18301159143447876,0.1249762773513794,0.21638260781764984,-0.01276000589132309,0.24067138135433197,0.06911250203847885,0.09225431829690933,0.24067138135433197,0.27475622296333313,0.14424121379852295,-0.036330994218587875,0.20260699093341827
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.27284765243530273,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.31329867243766785,-0.037358131259679794,0.31091248989105225
pulitzer,0.1705467849969864,0.2789357006549835,0.32838767766952515,-0.0534597747027874,0.23183070123195648,0.13636571168899536,0.20455998182296753,0.23183070123195648,0.3542235195636749,0.1662384420633316,0.006558032240718603,0.16265492141246796
prize,0.1654435694217682,0.2634023427963257,0.23806488513946533,0.05278487503528595,0.18969248235225677,0.05283462256193161,0.2154514491558075,0.18969248235225677,0.25649237632751465,0.18807032704353333,-0.0077080680057406425,0.14158497750759125
winning,0.10492657124996185,0.2483058124780655,0.23563185334205627,0.0526244193315506,0.30045071244239807,0.27550259232521057,0.23572386801242828,0.30045071244239807,0.32968929409980774,0.12462744861841202,0.01768803969025612,0.1251823455095291
novelist,0.16365541517734528,0.1692826747894287,0.42642661929130554,0.13597053289413452,0.15419939160346985,0.07940950989723206,0.1732322722673416,0.15419939160346985,0.36610281467437744,0.1563117653131485,0.013554312288761139,0.16636928915977478
philip,0.11288820952177048,0.18704469501972198,0.26302820444107056,0.043631553649902344,0.21499985456466675,0.11133819818496704,0.24375313520431519,0.21499985456466675,0.27423956990242004,0.14770370721817017,-0.024310098960995674,0.11887923628091812
roth,0.2043270319700241,0.1688149869441986,0.2701927423477173,-0.04652249068021774,0.20418059825897217,0.06498800963163376,0.1791611909866333,0.20418059825897217,0.24407871067523956,0.188689723610878,-0.02551240101456642,0.20758041739463806
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.27284765243530273,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.31329867243766785,-0.037358131259679794,0.31091248989105225
canadian-born,0.21962563693523407,0.1899724304676056,0.17839103937149048,-0.006224439013749361,0.33037427067756653,0.1784408837556839,0.27488142251968384,0.33037427067756653,0.5190368890762329,0.16020718216896057,-0.0016421626787632704,0.17969055473804474
pulitzer,0.1705467849969864,0.2789357006549835,0.32838767766952515,-0.0534597747027874,0.23183070123195648,0.13636571168899536,0.20455998182296753,0.23183070123195648,0.3542235195636749,0.1662384420633316,0.006558032240718603,0.16265492141246796
prize,0.1654435694217682,0.2634023427963257,0.23806488513946533,0.05278487503528595,0.18969248235225677,0.05283462256193161,0.2154514491558075,0.18969248235225677,0.25649237632751465,0.18807032704353333,-0.0077080680057406425,0.14158497750759125
and,0.31309178471565247,0.19591780006885529,0.2975862920284271,0.036644238978624344,0.5171257257461548,0.2008093148469925,0.5116966962814331,0.5171257257461548,0.32290002703666687,0.22276490926742554,0.021612688899040222,0.20544172823429108
nobel,0.20388969779014587,0.27874937653541565,0.21610581874847412,0.07070272415876389,0.1909446120262146,0.06562185287475586,0.20963376760482788,0.1909446120262146,0.235658660531044,0.1906091719865799,0.005061380565166473,0.15008176863193512
prize,0.1654435694217682,0.2634023427963257,0.23806488513946533,0.05278487503528595,0.18969248235225677,0.05283462256193161,0.2154514491558075,0.18969248235225677,0.25649237632751465,0.18807032704353333,-0.0077080680057406425,0.14158497750759125
for,0.3017193675041199,0.21824529767036438,0.3117217421531677,0.01270448137074709,0.4739971458911896,0.2750873267650604,0.4185989499092102,0.4739971458911896,0.2306184321641922,0.22675734758377075,-0.04479556903243065,0.264628142118454
literature,0.22505109012126923,0.2678532302379608,0.37204355001449585,0.06339197605848312,0.2611817419528961,0.05655267834663391,0.25150051712989807,0.2611817419528961,0.1635938584804535,0.15145321190357208,0.05799779295921326,0.2043706774711609
winning,0.10492657124996185,0.2483058124780655,0.23563185334205627,0.0526244193315506,0.30045071244239807,0.27550259232521057,0.23572386801242828,0.30045071244239807,0.32968929409980774,0.12462744861841202,0.01768803969025612,0.1251823455095291
writer,0.16903695464134216,0.17393293976783752,0.5205910801887512,0.0952916145324707,0.1583879292011261,0.08535896986722946,0.14383116364479065,0.1583879292011261,0.3970806896686554,0.11787226796150208,0.02658330462872982,0.1860569268465042
saul,0.2770378589630127,0.18812140822410583,0.20159924030303955,0.03964019566774368,0.2076161801815033,0.07055918127298355,0.146748885512352,0.2076161801815033,0.2065671682357788,0.1737143099308014,0.0160127691924572,0.19444164633750916
bellow,0.1405242383480072,0.10910601168870926,0.23648856580257416,0.03230280801653862,0.1750066578388214,0.1199667751789093,0.1540002077817917,0.1750066578388214,0.2087065428495407,0.2334773689508438,0.022067828103899956,0.15036533772945404
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.27284765243530273,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.31329867243766785,-0.037358131259679794,0.31091248989105225
political,0.21846716105937958,0.15611149370670319,0.27998045086860657,0.13712286949157715,0.20477235317230225,0.1525759994983673,0.27319738268852234,0.20477235317230225,0.2370757758617401,0.17157097160816193,0.030319077894091606,0.17130474746227264
philosopher,0.22530826926231384,0.15640124678611755,0.3876062035560608,0.12558431923389435,0.14052307605743408,0.09631156921386719,0.1313987523317337,0.14052307605743408,0.3011745512485504,0.23911045491695404,-0.03540344536304474,0.1893014907836914
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.27284765243530273,0.4946078956127167,0.4933079481124878,0.3048616647720337,0.31329867243766785,-0.037358131259679794,0.31091248989105225
literary,0.154927596449852,0.24295832216739655,0.3512997329235077,0.025496317073702812,0.20471718907356262,0.10935693234205246,0.2307562679052353,0.20471718907356262,0.16553689539432526,0.14417438209056854,0.07999428361654282,0.14493726193904877
critic,0.19849249720573425,0.21467170119285583,0.427345871925354,0.07058930397033691,0.16926419734954834,0.15624479949474335,0.14776557683944702,0.16926419734954834,0.311344176530838,0.13028742372989655,0.026130935177206993,0.1728995442390442
and,0.31309178471565247,0.19591780006885529,0.2975862920284271,0.036644238978624344,0.5171257257461548,0.2008093148469925,0.5116966962814331,0.5171257257461548,0.32290002703666687,0.22276490926742554,0.021612688899040222,0.20544172823429108
author,0.18480391800403595,0.158415287733078,0.4487803876399994,0.08737552911043167,0.199458509683609,0.18641555309295654,0.18473520874977112,0.199458509683609,0.32354968786239624,0.15355078876018524,0.08537522703409195,0.14162757992744446
of,0.33290785551071167,0.27771928906440735,0.30241408944129944,0.06780257821083069,0.733189046382904,0.18359942734241486,1.0,0.733189046382904,0.22180068492889404,0.17234256863594055,0.13035868108272552,0.1826142966747284
the,0.42745697498321533,0.22524002194404602,0.2426944375038147,0.029072100296616554,1.0,0.29856032133102417,0.733189046382904,1.0,0.24562937021255493,0.16300682723522186,0.041273195296525955,0.22068053483963013
new,0.2130378633737564,0.22630517184734344,0.16065242886543274,-0.03575563058257103,0.3845241069793701,0.1505194753408432,0.343457967042923,0.3845241069793701,0.24982258677482605,0.1505989283323288,-0.021915066987276077,0.14782847464084625
york,0.15652963519096375,0.2654082179069519,0.21811996400356293,-0.0657157376408577,0.3034006953239441,0.1174381747841835,0.23040355741977692,0.3034006953239441,0.40939056873321533,0.1707301288843155,-0.0005157423438504338,0.15262620151042938
