,what,shape,of,space,did,tesla,consider,a,``,false,conception,'',?
tesla,0.23221199214458466,0.1938706338405609,0.18837453424930573,0.19314052164554596,0.09757418930530548,0.9999999403953552,0.13731910288333893,0.2211925983428955,0.04274534806609154,0.1444968730211258,0.18128257989883423,0.048713020980358124,0.10250775516033173
claimed,0.2667301297187805,0.07077698409557343,0.25888603925704956,0.15442486107349396,0.34913167357444763,0.09713935106992722,0.2591700553894043,0.19752803444862366,0.0019830670207738876,0.27878299355506897,0.20470744371414185,0.022320067510008812,0.2083493024110794
to,0.455847829580307,0.2912862002849579,0.41548454761505127,0.22712917625904083,0.4452643394470215,0.17548894882202148,0.3287919759750366,0.45503583550453186,0.06720756739377975,0.17908896505832672,0.23933376371860504,-0.009905828163027763,0.29463258385658264
have,0.39808809757232666,0.3050958514213562,0.3802283704280853,0.22874028980731964,0.3783526122570038,0.12181562930345535,0.3759496510028839,0.338716596364975,0.1022237241268158,0.26823049783706665,0.2959967255592346,0.0312618687748909,0.32991164922714233
developed,0.15555569529533386,0.1823713630437851,0.21960023045539856,0.13798752427101135,0.24445466697216034,0.20067144930362701,0.17594176530838013,0.286296546459198,0.007079461123794317,0.061518918722867966,0.32031020522117615,-0.01097940281033516,0.10763012617826462
his,0.26976513862609863,0.165253683924675,0.38364991545677185,0.14531013369560242,0.3546801507472992,0.1580733060836792,0.23562975227832794,0.3497250974178314,0.008275155909359455,0.14342528581619263,0.22342124581336975,0.016508836299180984,0.18075084686279297
own,0.35062843561172485,0.21069657802581787,0.3269667625427246,0.23278620839118958,0.34475913643836975,0.17710740864276886,0.2952479422092438,0.3093770742416382,0.0022472564596682787,0.15138190984725952,0.22994613647460938,0.007983271963894367,0.1937696635723114
physical,0.27895045280456543,0.2840534448623657,0.3124530017375946,0.28022414445877075,0.20982125401496887,0.20707638561725616,0.22383415699005127,0.2210949957370758,0.015543654561042786,0.14677999913692474,0.3082365095615387,0.03199413791298866,0.11781801283359528
principle,0.3569014072418213,0.3088659644126892,0.2430231273174286,0.16281959414482117,0.2072836458683014,0.26682472229003906,0.31248044967651367,0.1871873140335083,0.066971555352211,0.18780870735645294,0.43408650159835815,0.06804671138525009,0.2002675086259842
regarding,0.36432263255119324,0.13608960807323456,0.2715161442756653,0.17571304738521576,0.2796953320503235,0.18636363744735718,0.513737142086029,0.22400012612342834,-0.06146683171391487,0.2600935697555542,0.3390072286128998,0.023724932223558426,0.36967232823371887
matter,0.41697224974632263,0.24759875237941742,0.2804143726825714,0.29014530777931213,0.2127678096294403,0.17147119343280792,0.40093156695365906,0.25967463850975037,0.05683933198451996,0.21691441535949707,0.295855313539505,0.005456180777400732,0.269619345664978
and,0.31309178471565247,0.2703090310096741,0.5116966962814331,0.22901733219623566,0.34479495882987976,0.19560420513153076,0.3083309531211853,0.3739250600337982,0.036644238978624344,0.17760016024112701,0.247016042470932,0.021612688899040222,0.20544172823429108
energy,0.190252885222435,0.2442571371793747,0.26257598400115967,0.3151380121707916,0.14123573899269104,0.28722304105758667,0.2396370768547058,0.21513298153877258,-0.012139007449150085,0.105629101395607,0.2282932549715042,0.014536253176629543,0.14860127866268158
that,0.6297725439071655,0.32968640327453613,0.41498205065727234,0.2368461638689041,0.47518548369407654,0.22102725505828857,0.41500717401504517,0.47537946701049805,0.05285148695111275,0.30976200103759766,0.334423303604126,0.007880004122853279,0.32716336846351624
he,0.3114890456199646,0.144146129488945,0.38706058263778687,0.1412113457918167,0.3292143940925598,0.12373391538858414,0.18800784647464752,0.4393508732318878,0.05585138872265816,0.1298595666885376,0.21372003853321075,0.039060186594724655,0.2089974731206894
started,0.21609699726104736,0.11004847288131714,0.22928385436534882,0.14305144548416138,0.3904789686203003,0.10913282632827759,0.22145941853523254,0.29961374402046204,-0.05113169550895691,0.024990659207105637,0.11911959946155548,0.03144173324108124,0.19447724521160126
working,0.2846863269805908,0.11194980889558792,0.19986772537231445,0.20385771989822388,0.2788783311843872,0.206875741481781,0.19913551211357117,0.2998538911342621,-0.031726498156785965,0.09731721132993698,0.20734567940235138,-0.02339978888630867,0.17154020071029663
on,0.34226128458976746,0.21743372082710266,0.3966929316520691,0.15890881419181824,0.2670976221561432,0.16159376502037048,0.23537926375865936,0.3848365545272827,-0.03274054825305939,0.1863347738981247,0.2263442426919937,0.04238596186041832,0.2714994251728058
in,0.30808621644973755,0.193584606051445,0.5696388483047485,0.17648501694202423,0.2593238651752472,0.17097744345664978,0.22423222661018372,0.539380669593811,0.04765888676047325,0.09643620252609253,0.28241026401519775,0.07432962208986282,0.20430970191955566
1892,-0.018924584612250328,0.08996729552745819,0.06631195545196533,0.01960405893623829,0.020185532048344612,-0.037353258579969406,-0.02621590904891491,0.034636013209819794,-0.02118184044957161,-0.014330749399960041,0.08018992096185684,0.05117615684866905,-0.03980826586484909
",",0.3087472915649414,0.224068284034729,0.4946078956127167,0.2285580337047577,0.3015086054801941,0.20599327981472015,0.30831751227378845,0.427140474319458,0.09681109338998795,0.16869033873081207,0.26697906851768494,-0.037358131259679794,0.31091248989105225
and,0.31309178471565247,0.2703090310096741,0.5116966962814331,0.22901733219623566,0.34479495882987976,0.19560420513153076,0.3083309531211853,0.3739250600337982,0.036644238978624344,0.17760016024112701,0.247016042470932,0.021612688899040222,0.20544172823429108
in,0.30808621644973755,0.193584606051445,0.5696388483047485,0.17648501694202423,0.2593238651752472,0.17097744345664978,0.22423222661018372,0.539380669593811,0.04765888676047325,0.09643620252609253,0.28241026401519775,0.07432962208986282,0.20430970191955566
1937,0.005233327392488718,0.039815112948417664,0.10678981989622116,0.053866706788539886,-0.06755529344081879,0.009204071946442127,-0.02491191402077675,0.037467315793037415,-0.0321669727563858,-0.05012527108192444,0.06047654524445534,0.012425635941326618,-0.06511971354484558
",",0.3087472915649414,0.224068284034729,0.4946078956127167,0.2285580337047577,0.3015086054801941,0.20599327981472015,0.30831751227378845,0.427140474319458,0.09681109338998795,0.16869033873081207,0.26697906851768494,-0.037358131259679794,0.31091248989105225
at,0.2838611304759979,0.13078007102012634,0.42558613419532776,0.17771656811237335,0.28390252590179443,0.16552478075027466,0.2028014361858368,0.3095070421695709,-0.07642947137355804,0.06490873545408249,0.20348583161830902,0.04379578307271004,0.21978627145290375
age,0.1895245760679245,0.1828620880842209,0.2372717410326004,0.09339068830013275,0.1816447526216507,0.07816897332668304,0.1446649730205536,0.19297243654727936,0.005039058160036802,0.09757839888334274,0.1996295154094696,0.02991303615272045,0.16859300434589386
81,0.015726426616311073,0.016626212745904922,0.03756263107061386,0.005028437357395887,0.01917952299118042,0.01753879338502884,0.05258401110768318,0.04716205969452858,0.05666594207286835,0.12481895089149475,0.008105478249490261,0.05613837391138077,0.0420728474855423
",",0.3087472915649414,0.224068284034729,0.4946078956127167,0.2285580337047577,0.3015086054801941,0.20599327981472015,0.30831751227378845,0.427140474319458,0.09681109338998795,0.16869033873081207,0.26697906851768494,-0.037358131259679794,0.31091248989105225
claimed,0.2667301297187805,0.07077698409557343,0.25888603925704956,0.15442486107349396,0.34913167357444763,0.09713935106992722,0.2591700553894043,0.19752803444862366,0.0019830670207738876,0.27878299355506897,0.20470744371414185,0.022320067510008812,0.2083493024110794
in,0.30808621644973755,0.193584606051445,0.5696388483047485,0.17648501694202423,0.2593238651752472,0.17097744345664978,0.22423222661018372,0.539380669593811,0.04765888676047325,0.09643620252609253,0.28241026401519775,0.07432962208986282,0.20430970191955566
a,0.3320399522781372,0.32737624645233154,0.5052502155303955,0.20296213030815125,0.2552328109741211,0.2211925983428955,0.308129221200943,1.0,0.07272057235240936,0.1682928204536438,0.3090919256210327,0.04890415817499161,0.23916715383529663
letter,0.18726862967014313,0.1826307773590088,0.2327217161655426,0.12563125789165497,0.182692289352417,0.1376257985830307,0.2191549688577652,0.24794182181358337,0.2225748598575592,0.14132854342460632,0.12942400574684143,-0.06489382684230804,0.14808706939220428
to,0.455847829580307,0.2912862002849579,0.41548454761505127,0.22712917625904083,0.4452643394470215,0.17548894882202148,0.3287919759750366,0.45503583550453186,0.06720756739377975,0.17908896505832672,0.23933376371860504,-0.009905828163027763,0.29463258385658264
have,0.39808809757232666,0.3050958514213562,0.3802283704280853,0.22874028980731964,0.3783526122570038,0.12181562930345535,0.3759496510028839,0.338716596364975,0.1022237241268158,0.26823049783706665,0.2959967255592346,0.0312618687748909,0.32991164922714233
completed,0.19063329696655273,0.17888395488262177,0.2491239756345749,0.2090839147567749,0.2574852406978607,0.15516161918640137,0.1410743147134781,0.2692357301712036,-0.08224011957645416,0.10961964726448059,0.26558196544647217,0.0328199528157711,0.08272653818130493
