,where,did,genghis,khan,spend,the,summer,after,taking,deshun,?
genghis,0.1839626133441925,0.18339850008487701,1.0,0.5896923542022705,0.04483650624752045,0.3448939025402069,0.17191438376903534,0.24102559685707092,0.14005066454410553,0.5445758700370789,0.18813461065292358
khan,0.1568954735994339,0.155345618724823,0.5896923542022705,1.0,0.09646182507276535,0.21067845821380615,0.14872489869594574,0.1264270693063736,0.13210369646549225,0.4734211564064026,0.12862591445446014
",",0.3149496018886566,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.2790883779525757,0.4933079481124878,0.269391804933548,0.38860568404197693,0.32216814160346985,0.3535917103290558,0.31091248989105225
after,0.31753596663475037,0.30330467224121094,0.24102559685707092,0.1264270693063736,0.25444483757019043,0.4565047025680542,0.18209341168403625,1.0,0.34106552600860596,0.27400505542755127,0.16608688235282898
conquering,0.1975225806236267,0.23495124280452728,0.4819047152996063,0.29456228017807007,0.1516571044921875,0.37138304114341736,0.20776528120040894,0.2971316874027252,0.3069952726364136,0.3224301040172577,0.16821224987506866
deshun,0.24932703375816345,0.2089070975780487,0.5445758700370789,0.4734211564064026,0.10581003874540329,0.3439965546131134,0.22021907567977905,0.27400505542755127,0.182291179895401,1.0000001192092896,0.18899410963058472
",",0.3149496018886566,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.2790883779525757,0.4933079481124878,0.269391804933548,0.38860568404197693,0.32216814160346985,0.3535917103290558,0.31091248989105225
went,0.34604400396347046,0.4810470640659332,0.22875241935253143,0.1784958690404892,0.2684483826160431,0.3345835506916046,0.16839265823364258,0.3585346043109894,0.23657599091529846,0.20106476545333862,0.12109432369470596
to,0.47735077142715454,0.4452643394470215,0.2294713407754898,0.18221943080425262,0.2814787030220032,0.535392165184021,0.23132751882076263,0.37890323996543884,0.3001216948032379,0.19903798401355743,0.29463258385658264
liupanshan,0.21850937604904175,0.1437823623418808,0.5674088001251221,0.5496238470077515,0.13866297900676727,0.33178192377090454,0.1490100473165512,0.21427801251411438,0.21146734058856964,0.5783277153968811,0.1704327017068863
(,0.1970011591911316,0.18979617953300476,0.2257842868566513,0.1773909628391266,0.18855589628219604,0.33289089798927307,0.1944631189107895,0.2132600098848343,0.1809491515159607,0.25083601474761963,0.40561532974243164
qingshui,0.249525785446167,0.15561069548130035,0.5084409117698669,0.34642353653907776,0.1148378774523735,0.3206603527069092,0.18897289037704468,0.22430585324764252,0.21274200081825256,0.5765745043754578,0.1672028750181198
county,0.18380607664585114,0.16634419560432434,0.16394555568695068,0.04170146584510803,0.07237820327281952,0.21715226769447327,0.1324179768562317,0.14808495342731476,0.1255652904510498,0.3113686144351959,0.07680056244134903
",",0.3149496018886566,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.2790883779525757,0.4933079481124878,0.269391804933548,0.38860568404197693,0.32216814160346985,0.3535917103290558,0.31091248989105225
gansu,0.22378955781459808,0.1249285414814949,0.4574558138847351,0.31985363364219666,0.06577008217573166,0.3247590959072113,0.11764519661664963,0.20819886028766632,0.11606093496084213,0.5346221923828125,0.21449525654315948
province,0.18055514991283417,0.03561999648809433,0.2914329469203949,0.2418007254600525,0.04336012154817581,0.24390551447868347,0.1476384997367859,0.1977704018354416,0.13096125423908234,0.3195943832397461,0.11473246663808823
),0.20711064338684082,0.18584993481636047,0.24887141585350037,0.2105041742324829,0.18727558851242065,0.3456730246543884,0.20887640118598938,0.24162524938583374,0.19092297554016113,0.2706930637359619,0.42300865054130554
to,0.47735077142715454,0.4452643394470215,0.2294713407754898,0.18221943080425262,0.2814787030220032,0.535392165184021,0.23132751882076263,0.37890323996543884,0.3001216948032379,0.19903798401355743,0.29463258385658264
escape,0.26174381375312805,0.20764513313770294,0.21978871524333954,0.15218444168567657,0.21338589489459991,0.23189567029476166,0.1820589303970337,0.22154247760772705,0.2693996727466583,0.15560738742351532,0.11586874723434448
the,0.5003893971443176,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.21215185523033142,1.0,0.2685571610927582,0.4565047025680542,0.32714390754699707,0.3439965546131134,0.22068053483963013
severe,0.23373764753341675,0.19491122663021088,0.22772477567195892,0.12181887775659561,0.15810862183570862,0.2465558648109436,0.19393622875213623,0.26451238989830017,0.24390828609466553,0.18808092176914215,0.19589418172836304
summer,0.2592296600341797,0.2209298312664032,0.17191438376903534,0.14872489869594574,0.26833102107048035,0.2685571610927582,0.9999998807907104,0.18209341168403625,0.1099131628870964,0.22021907567977905,0.11625723540782928
.,0.41390106081962585,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.26459771394729614,0.5934505462646484,0.29990968108177185,0.35870397090911865,0.3233465552330017,0.32315704226493835,0.4130953550338745
