,which,australian,tv,station,has,run,doctor,who,since,1965,?
in,0.4840516746044159,0.1796053647994995,0.17989183962345123,0.21784305572509766,0.4173259735107422,0.26368704438209534,0.25567495822906494,0.2792111933231354,0.4325680434703827,0.006827604491263628,0.20430970191955566
australia,0.24094043672084808,0.7325041890144348,0.185430645942688,0.19397349655628204,0.1780160367488861,0.15204185247421265,0.15429547429084778,0.21276454627513885,0.21897916495800018,-0.00687543535605073,0.15702682733535767
",",0.3658004403114319,0.18606895208358765,0.2778550088405609,0.2482491284608841,0.3734780251979828,0.2309936285018921,0.20407600700855255,0.3365725874900818,0.3991432189941406,0.14418171346187592,0.31091248989105225
the,0.6521818041801453,0.23527215421199799,0.20034731924533844,0.23609806597232819,0.4177538752555847,0.27883726358413696,0.2820442318916321,0.3733934462070465,0.4054957628250122,0.09033208340406418,0.22068053483963013
show,0.32096749544143677,0.1703832745552063,0.42836281657218933,0.22076404094696045,0.2685723900794983,0.17396533489227295,0.2094513326883316,0.2095358669757843,0.2719241678714752,0.07804460823535919,0.2520138621330261
has,0.4350704550743103,0.15521201491355896,0.20458213984966278,0.16654619574546814,1.0,0.20399263501167297,0.1778179407119751,0.2558172643184662,0.5216675996780396,0.08701644837856293,0.15994466841220856
had,0.3188965916633606,0.1991063803434372,0.169364795088768,0.1625390350818634,0.5787927508354187,0.2118133157491684,0.19423192739486694,0.36173108220100403,0.4845401346683502,0.0928993970155716,0.20728366076946259
a,0.56894451379776,0.1949160397052765,0.2169625610113144,0.21760036051273346,0.4670248031616211,0.2607046067714691,0.22883038222789764,0.36608949303627014,0.3303585946559906,0.07501427829265594,0.23916715383529663
strong,0.32346853613853455,0.12864531576633453,0.22521796822547913,0.11525246500968933,0.25538331270217896,0.13763712346553802,0.03966490924358368,0.2281126081943512,0.2024320363998413,0.0086299953982234,0.11990999430418015
fan,0.20600809156894684,0.1312747448682785,0.20634090900421143,0.08937022089958191,0.18500733375549316,0.16199670732021332,0.06731908768415451,0.16957315802574158,0.16803644597530365,0.11205127835273743,0.15863578021526337
base,0.2855173349380493,0.14631256461143494,0.1478438377380371,0.33800938725471497,0.22870168089866638,0.2379104495048523,0.07397611439228058,0.11852284520864487,0.15670205652713776,0.1308063566684723,0.10518061369657516
since,0.3523256182670593,0.19041109085083008,0.16888470947742462,0.21959927678108215,0.5216675996780396,0.2627144455909729,0.10913390666246414,0.27765995264053345,1.0000001192092896,0.2079562097787857,0.2876587212085724
its,0.5154205560684204,0.12150191515684128,0.20492996275424957,0.26112502813339233,0.4627293348312378,0.255632609128952,0.13759362697601318,0.1326070874929428,0.37237873673439026,0.025344140827655792,0.15103481709957123
inception,0.30993369221687317,0.2708907425403595,0.1884116530418396,0.11324025690555573,0.26763826608657837,0.14621074497699738,0.14338350296020508,0.25845974683761597,0.28852933645248413,-0.031022420153021812,0.14288537204265594
",",0.3658004403114319,0.18606895208358765,0.2778550088405609,0.2482491284608841,0.3734780251979828,0.2309936285018921,0.20407600700855255,0.3365725874900818,0.3991432189941406,0.14418171346187592,0.31091248989105225
