,how,much,more,oxygen,dissolves,at,0,degrees,c,than,at,20,degrees,c,?
the,0.33890387415885925,0.35023224353790283,0.39758381247520447,0.20428593456745148,0.2543124258518219,0.457212895154953,0.06647186726331711,0.22473014891147614,0.17891426384449005,0.3227543234825134,0.457212895154953,-0.06418957561254501,0.22473014891147614,0.17891426384449005,0.22068053483963013
solubility,0.25259456038475037,0.24720218777656555,0.2516748905181885,0.4938720762729645,0.4939931333065033,0.10870788991451263,0.02959975227713585,0.33297860622406006,0.24464817345142365,0.21705645322799683,0.10870788991451263,0.015952100977301598,0.33297860622406006,0.24464817345142365,0.21849468350410461
of,0.2480744868516922,0.2671096920967102,0.30478984117507935,0.16848602890968323,0.24542567133903503,0.42558613419532776,0.0813891589641571,0.22668468952178955,0.1682119220495224,0.33036211133003235,0.42558613419532776,-0.0318976491689682,0.22668468952178955,0.1682119220495224,0.1826142966747284
oxygen,0.21928748488426208,0.2913925051689148,0.265546053647995,0.9999999403953552,0.43762800097465515,0.1428557187318802,0.024113092571496964,0.1935189962387085,0.17936676740646362,0.25305241346359253,0.1428557187318802,-0.015366463921964169,0.1935189962387085,0.17936676740646362,0.16786395013332367
in,0.2601168751716614,0.2725222110748291,0.32563260197639465,0.1672476977109909,0.24340365827083588,0.4374977946281433,0.0413811095058918,0.19378258287906647,0.1977744996547699,0.3270052373409271,0.4374977946281433,-0.022708838805556297,0.19378258287906647,0.1977744996547699,0.20430970191955566
water,0.19594718515872955,0.2890187203884125,0.2764609456062317,0.4692627191543579,0.46797436475753784,0.14569826424121857,-0.01281727198511362,0.27086666226387024,0.1535477489233017,0.26151132583618164,0.14569826424121857,-0.04751407727599144,0.27086666226387024,0.1535477489233017,0.14731885492801666
is,0.22544461488723755,0.3156087100505829,0.2946030795574188,0.21825239062309265,0.3059251010417938,0.25906258821487427,-0.013776509091258049,0.1945093870162964,0.21502047777175903,0.2839990258216858,0.25906258821487427,-0.04254214093089104,0.1945093870162964,0.21502047777175903,0.22961433231830597
temperature-dependent,0.3020229637622833,0.2967591881752014,0.31371575593948364,0.3314959406852722,0.32551708817481995,0.22800983488559723,0.02444310672581196,0.4019742012023926,0.20246388018131256,0.27033230662345886,0.22800983488559723,-0.0019362624734640121,0.4019742012023926,0.20246388018131256,0.2021922618150711
",",0.22659391164779663,0.36182254552841187,0.3696524500846863,0.21812842786312103,0.23733851313591003,0.38314947485923767,0.06669995188713074,0.2107638567686081,0.2580876350402832,0.3371901512145996,0.38314947485923767,0.02128993533551693,0.2107638567686081,0.2580876350402832,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.39880692958831787,0.22261030972003937,0.24478760361671448,0.3571503460407257,0.13390682637691498,0.30814552307128906,0.22064751386642456,0.39361441135406494,0.3571503460407257,0.04124240204691887,0.30814552307128906,0.22064751386642456,0.20544172823429108
about,0.44264400005340576,0.42681634426116943,0.4194578528404236,0.1566355675458908,0.104130819439888,0.3110121488571167,-0.030904952436685562,0.22190621495246887,0.15537767112255096,0.40586400032043457,0.3110121488571167,0.002091008936986327,0.22190621495246887,0.15537767112255096,0.302409827709198
twice,0.21883222460746765,0.2936635911464691,0.2989809811115265,0.15423640608787537,0.15580381453037262,0.25746122002601624,-0.0286320298910141,0.19127675890922546,0.14775195717811584,0.2956976592540741,0.25746122002601624,-0.09356886148452759,0.19127675890922546,0.14775195717811584,0.16248004138469696
as,0.33782753348350525,0.36514025926589966,0.42839905619621277,0.16691245138645172,0.22482071816921234,0.28092536330223083,0.13124288618564606,0.21476560831069946,0.1792764812707901,0.40532299876213074,0.28092536330223083,0.021325651556253433,0.21476560831069946,0.1792764812707901,0.27043893933296204
much,0.46556615829467773,0.9999998807907104,0.5936280488967896,0.2913925051689148,0.19576884806156158,0.23158283531665802,-0.015379979275166988,0.25513756275177,0.16804128885269165,0.632695198059082,0.23158283531665802,-0.01254331599920988,0.25513756275177,0.16804128885269165,0.23442231118679047
(,0.1676948219537735,0.21788647770881653,0.20831379294395447,0.189798504114151,0.23739118874073029,0.23315078020095825,0.08290759474039078,0.1431092917919159,0.2724851965904236,0.19419437646865845,0.23315078020095825,-0.053621355444192886,0.1431092917919159,0.2724851965904236,0.40561532974243164
14.6,0.041418544948101044,-0.030028562992811203,-0.027362965047359467,0.09873392432928085,0.07305040955543518,-0.07146485894918442,-0.039629966020584106,-0.034400906413793564,-0.01264258287847042,-0.013749158941209316,-0.07146485894918442,-0.038466211408376694,-0.034400906413793564,-0.01264258287847042,-0.08022011071443558
mg·l−1,0.15842607617378235,0.172946497797966,0.2263406664133072,0.1785852611064911,0.17791947722434998,0.1199670061469078,-0.021264350041747093,0.10386260598897934,0.10147702693939209,0.15288928151130676,0.1199670061469078,-0.07846609503030777,0.10386260598897934,0.10147702693939209,0.1303682178258896
),0.17939934134483337,0.22256317734718323,0.23179085552692413,0.19541971385478973,0.23176482319831848,0.23338089883327484,0.059923917055130005,0.1529214233160019,0.30522993206977844,0.21982109546661377,0.23338089883327484,-0.02411595731973648,0.1529214233160019,0.30522993206977844,0.42300865054130554
