,which,is,more,costly,",",formal,",",or,informal,imperialism,?
this,0.6719430088996887,0.480927973985672,0.5430014133453369,0.3783718943595886,0.4316047728061676,0.34860676527023315,0.4316047728061676,0.4406825602054596,0.28912678360939026,0.2821269631385803,0.3155723512172699
is,0.4457404911518097,1.0,0.2946030795574188,0.21139784157276154,0.4691906273365021,0.21914683282375336,0.4691906273365021,0.41870999336242676,0.23649168014526367,0.13894762098789215,0.22961433231830597
because,0.5717213749885559,0.4047735333442688,0.4338211119174957,0.43079784512519836,0.372031033039093,0.24046030640602112,0.372031033039093,0.46777650713920593,0.2321324646472931,0.17859597504138947,0.2528740465641022
",",0.3658004403114319,0.4691906273365021,0.3696524500846863,0.23188026249408722,1.0000001192092896,0.2519475817680359,1.0000001192092896,0.3769497275352478,0.26789841055870056,0.2420617640018463,0.31091248989105225
with,0.46403205394744873,0.3250955045223236,0.3535402715206146,0.3031597137451172,0.4120737314224243,0.21506358683109283,0.4120737314224243,0.38158315420150757,0.19463445246219635,0.16891896724700928,0.2433311939239502
informal,0.25456732511520386,0.23649168014526367,0.27325111627578735,0.1589239537715912,0.26789841055870056,0.6011091470718384,0.26789841055870056,0.30538684129714966,0.9999998807907104,0.27093014121055603,0.17082542181015015
rule,0.2832747995853424,0.18984714150428772,0.1917392611503601,0.17197895050048828,0.24230371415615082,0.26919689774513245,0.24230371415615082,0.18284539878368378,0.2198389768600464,0.30655044317245483,0.1955260932445526
",",0.3658004403114319,0.4691906273365021,0.3696524500846863,0.23188026249408722,1.0000001192092896,0.2519475817680359,1.0000001192092896,0.3769497275352478,0.26789841055870056,0.2420617640018463,0.31091248989105225
the,0.6521818041801453,0.5823672413825989,0.39758381247520447,0.28278836607933044,0.4933079481124878,0.245810866355896,0.4933079481124878,0.4174870550632477,0.24695700407028198,0.2716025412082672,0.22068053483963013
control,0.31846651434898376,0.17722277343273163,0.23064368963241577,0.23673571646213531,0.20811550319194794,0.11414995044469833,0.20811550319194794,0.21823447942733765,0.19362011551856995,0.16404078900814056,0.1620711386203766
is,0.4457404911518097,1.0,0.2946030795574188,0.21139784157276154,0.4691906273365021,0.21914683282375336,0.4691906273365021,0.41870999336242676,0.23649168014526367,0.13894762098789215,0.22961433231830597
spread,0.31588253378868103,0.17351946234703064,0.29887232184410095,0.16506220400333405,0.24950742721557617,0.08606436103582382,0.24950742721557617,0.28550469875335693,0.16662771999835968,0.2380409836769104,0.16482828557491302
more,0.4639437198638916,0.2946030795574188,1.0,0.3396587371826172,0.3696524500846863,0.2737743854522705,0.3696524500846863,0.41612157225608826,0.27325111627578735,0.16551199555397034,0.27894994616508484
subtly,0.42879465222358704,0.23460233211517334,0.3035222589969635,0.3435768783092499,0.22720308601856232,0.27091559767723083,0.22720308601856232,0.2873820960521698,0.24710093438625336,0.24166934192180634,0.1627347469329834
through,0.40321648120880127,0.27805060148239136,0.2341902107000351,0.16102685034275055,0.3060276508331299,0.15811169147491455,0.3060276508331299,0.26928719878196716,0.11327225714921951,0.13557466864585876,0.16913433372974396
technological,0.29307425022125244,0.2530370056629181,0.31785181164741516,0.271971732378006,0.27014395594596863,0.20880788564682007,0.27014395594596863,0.21268987655639648,0.27447113394737244,0.2896066904067993,0.1312418282032013
superiority,0.304050475358963,0.15922841429710388,0.30583181977272034,0.2565224766731262,0.21279318630695343,0.2808646857738495,0.21279318630695343,0.23725709319114685,0.21139472723007202,0.3151063919067383,0.2002149522304535
