,what,position,does,brandon,marshall,currently,play,?
pro,0.18814358115196228,0.22713883221149445,0.12437982112169266,0.17683395743370056,0.10213661193847656,0.2251398116350174,0.11577048152685165,0.17645101249217987
bowl,0.15942467749118805,0.15528114140033722,0.11175493150949478,0.19992154836654663,0.13542382419109344,0.09355533123016357,0.19427603483200073,0.21118052303791046
linebacker,0.15475627779960632,0.273834228515625,0.1636766493320465,0.3534488081932068,0.29762381315231323,0.20133668184280396,0.309945672750473,0.15540370345115662
von,0.18003655970096588,0.12436593323945999,0.13313022255897522,0.16316905617713928,0.24135027825832367,0.048387106508016586,0.10530675947666168,0.13907472789287567
miller,0.11267764866352081,0.06722284853458405,0.11542541533708572,0.26418566703796387,0.39937856793403625,0.15140442550182343,0.25456202030181885,0.1295081228017807
led,0.12112844735383987,0.22426247596740723,0.163116917014122,0.12523220479488373,0.12600256502628326,0.1288089156150818,0.10894020646810532,0.09273858368396759
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.1588345170021057,0.22928133606910706,0.2945235073566437,0.24793598055839539,0.22068053483963013
team,0.17632107436656952,0.14903536438941956,0.1199060007929802,0.14998823404312134,0.17010095715522766,0.2737255096435547,0.3103903532028198,0.11243411153554916
with,0.2464839518070221,0.16771268844604492,0.26186925172805786,0.22552789747714996,0.17698487639427185,0.2596642076969147,0.2415807843208313,0.2433311939239502
11,0.0032819851767271757,-0.11539451032876968,-0.004570623394101858,0.04363984987139702,0.019534718245267868,-0.00026444628019817173,0.01385832391679287,-0.04295448586344719
sacks,0.0888017937541008,0.16444434225559235,0.09027056396007538,0.2339865118265152,0.18144960701465607,0.06365681439638138,0.17728741466999054,0.0761517658829689
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3757055997848511,0.28719857335090637,0.33041635155677795,0.2231253683567047,0.31091248989105225
forced,0.2257918417453766,0.2000003457069397,0.2517431676387787,0.138288214802742,0.15990959107875824,0.13290473818778992,0.11229157447814941,0.17547516524791718
four,0.18057085573673248,0.1307547390460968,0.14431285858154297,0.1443551629781723,0.18966005742549896,0.20947536826133728,0.24833904206752777,0.14532537758350372
fumbles,0.16688087582588196,0.2518150210380554,0.18650475144386292,0.24494750797748566,0.22598698735237122,0.17076177895069122,0.2667146921157837,0.1826416552066803
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3757055997848511,0.28719857335090637,0.33041635155677795,0.2231253683567047,0.31091248989105225
and,0.31309178471565247,0.22603030502796173,0.3461615741252899,0.2671293616294861,0.2677270174026489,0.2922934591770172,0.25634777545928955,0.20544172823429108
recovered,0.1780729442834854,0.16621355712413788,0.11622012406587601,0.12276885658502579,0.16823415458202362,0.1322392076253891,0.13591600954532623,0.08912046253681183
three,0.24888746440410614,0.14067575335502625,0.1872161626815796,0.16894465684890747,0.15103933215141296,0.23972775042057037,0.2596930265426636,0.20928427577018738
.,0.3567904531955719,0.24342353641986847,0.3022993505001068,0.2766076326370239,0.25722721219062805,0.29744869470596313,0.25552695989608765,0.4130953550338745
,what,position,does,brandon,marshall,currently,play,?
linebacker,0.15475627779960632,0.273834228515625,0.1636766493320465,0.3534488081932068,0.29762381315231323,0.20133668184280396,0.309945672750473,0.15540370345115662
demarcus,0.20839665830135345,0.17426298558712006,0.1448977142572403,0.3667896091938019,0.29535621404647827,0.18601921200752258,0.2465105801820755,0.20002961158752441
ware,0.12185490131378174,0.06102152541279793,0.07079081982374191,0.2562941908836365,0.16950663924217224,0.1322050839662552,0.1700393259525299,0.07426849752664566
was,0.22111038863658905,0.23203803598880768,0.19302551448345184,0.1891031265258789,0.2693496644496918,0.27591681480407715,0.23784595727920532,0.18412111699581146
selected,0.17657704651355743,0.24637635052204132,0.16302518546581268,0.20414482057094574,0.16277830302715302,0.2503132224082947,0.24753111600875854,0.19565007090568542
to,0.455847829580307,0.2374807894229889,0.4391997456550598,0.17842040956020355,0.21343639492988586,0.2719990611076355,0.272149920463562,0.29463258385658264
play,0.2180248498916626,0.1900792121887207,0.20457527041435242,0.25416257977485657,0.21350732445716858,0.24154995381832123,1.0,0.11059518158435822
in,0.30808621644973755,0.20453733205795288,0.214483380317688,0.2295675128698349,0.2483098953962326,0.30261120200157166,0.24321173131465912,0.20430970191955566
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.1588345170021057,0.22928133606910706,0.2945235073566437,0.24793598055839539,0.22068053483963013
pro,0.18814358115196228,0.22713883221149445,0.12437982112169266,0.17683395743370056,0.10213661193847656,0.2251398116350174,0.11577048152685165,0.17645101249217987
bowl,0.15942467749118805,0.15528114140033722,0.11175493150949478,0.19992154836654663,0.13542382419109344,0.09355533123016357,0.19427603483200073,0.21118052303791046
for,0.3017193675041199,0.27123650908470154,0.35159170627593994,0.1954781413078308,0.14276862144470215,0.4316125214099884,0.27811455726623535,0.264628142118454
