,the,v,&,a,is,looking,to,open,a,branded,gallery,in,which,city,in,scotland,?
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.5823672413825989,0.30421850085258484,0.535392165184021,0.2764171361923218,0.5829201340675354,0.21853436529636383,0.19251246750354767,0.6662389636039734,0.6521818041801453,0.35769423842430115,0.6662389636039734,0.23846951127052307,0.22068053483963013
v,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,0.16126930713653564,0.0754636749625206,0.2109750658273697,0.07413283735513687,0.21861357986927032,0.16413676738739014,0.14258474111557007,0.15216681361198425,0.1653934270143509,0.1576935052871704,0.15216681361198425,0.21097208559513092,0.28677162528038025
&,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.08384179323911667,0.12330692261457443,0.1254875510931015,0.0327712744474411,0.07266713678836823,0.12167613953351974,0.21348820626735687,0.1358654648065567,0.16294614970684052,0.132121279835701,0.1358654648065567,0.10694672167301178,0.12596383690834045
a,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.658733606338501,0.28227508068084717,0.45503583550453186,0.21603602170944214,1.0,0.1731652468442917,0.13071094453334808,0.539380669593811,0.56894451379776,0.2349124401807785,0.539380669593811,0.2106660157442093,0.23916715383529663
is,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,1.0,0.19272714853286743,0.42745086550712585,0.1846783459186554,0.658733606338501,0.1278757005929947,0.15374112129211426,0.5394441485404968,0.4457404911518097,0.3186660706996918,0.5394441485404968,0.19796344637870789,0.22961433231830597
in,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.5394441485404968,0.20335233211517334,0.45010748505592346,0.27347445487976074,0.539380669593811,0.22221240401268005,0.21665531396865845,1.0,0.4840516746044159,0.3911624252796173,1.0,0.24716059863567352,0.20430970191955566
discussion,0.2391178160905838,0.1275804489850998,0.06419043987989426,0.20356562733650208,0.20405808091163635,0.2470269799232483,0.32266756892204285,0.1953188180923462,0.20356562733650208,0.08401906490325928,0.1954691857099533,0.1921527087688446,0.20707884430885315,0.1310756802558899,0.1921527087688446,0.1626593917608261,0.3569658696651459
with,0.4223487675189972,0.14314915239810944,0.20013411343097687,0.3783375024795532,0.3250955045223236,0.23909246921539307,0.4239959120750427,0.24389693140983582,0.3783375024795532,0.23233801126480103,0.172745481133461,0.4080928862094879,0.46403205394744873,0.19554263353347778,0.4080928862094879,0.21539276838302612,0.2433311939239502
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.5823672413825989,0.30421850085258484,0.535392165184021,0.2764171361923218,0.5829201340675354,0.21853436529636383,0.19251246750354767,0.6662389636039734,0.6521818041801453,0.35769423842430115,0.6662389636039734,0.23846951127052307,0.22068053483963013
university,0.263973206281662,0.12316475063562393,0.18137070536613464,0.20256656408309937,0.20346471667289734,0.14273138344287872,0.20192374289035797,0.09454534202814102,0.20256656408309937,0.09859516471624374,0.26229676604270935,0.3201795518398285,0.17800195515155792,0.38537919521331787,0.3201795518398285,0.146283358335495,0.11887256056070328
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.4854315221309662,0.23140966892242432,0.41548454761505127,0.17970167100429535,0.5052502155303955,0.17310917377471924,0.1971534639596939,0.5696388483047485,0.5011631846427917,0.32503411173820496,0.5696388483047485,0.2208399921655655,0.1826142966747284
dundee,0.2228047251701355,0.14429038763046265,0.1457192301750183,0.18508514761924744,0.15815377235412598,0.14510470628738403,0.14178185164928436,0.16656270623207092,0.18508514761924744,0.24686549603939056,0.13820381462574005,0.21948131918907166,0.22438976168632507,0.3341968059539795,0.21948131918907166,0.5841018557548523,0.133137047290802
