,when,was,liquid,oxygen,developed,for,commercial,use,?
the,0.5091903209686279,0.48711544275283813,0.25047987699508667,0.20428593456745148,0.24490751326084137,0.4739971458911896,0.23051398992538452,0.34342584013938904,0.22068053483963013
first,0.4282494783401489,0.5022147297859192,0.168231800198555,0.17370176315307617,0.2750127613544464,0.3800288736820221,0.27400627732276917,0.3305151164531708,0.18701928853988647
commercially,0.2720382511615753,0.2954142093658447,0.28203821182250977,0.24462006986141205,0.23435620963573456,0.27190589904785156,0.8290159106254578,0.28425535559654236,0.050892215222120285
viable,0.1887570023536682,0.16888673603534698,0.3232918679714203,0.26282772421836853,0.2805042564868927,0.24709676206111908,0.31816041469573975,0.26770615577697754,0.2591647803783417
process,0.31665828824043274,0.15519841015338898,0.342915803194046,0.3080802857875824,0.1730903536081314,0.3253439664840698,0.19745996594429016,0.3129459619522095,0.2460896074771881
for,0.43402108550071716,0.3863949179649353,0.1839100569486618,0.22718772292137146,0.22294896841049194,0.9999999403953552,0.25690725445747375,0.47655582427978516,0.264628142118454
producing,0.2260659784078598,0.18193523585796356,0.2518993020057678,0.23167835175991058,0.32930508255958557,0.30518653988838196,0.313130646944046,0.29371243715286255,0.1406429558992386
liquid,0.33013051748275757,0.1491771787405014,1.0,0.4322830140590668,0.14257779717445374,0.1839100569486618,0.19621281325817108,0.2779702842235565,0.18412289023399353
oxygen,0.28107690811157227,0.16070082783699036,0.4322830140590668,0.9999999403953552,0.11518274992704391,0.22718772292137146,0.19395092129707336,0.2547725737094879,0.16786395013332367
was,0.37326499819755554,1.0000001192092896,0.1491771787405014,0.16070082783699036,0.3253139555454254,0.3863949179649353,0.22333669662475586,0.17744606733322144,0.18412111699581146
independently,0.33971360325813293,0.2607250213623047,0.24905462563037872,0.1612648069858551,0.3004516065120697,0.2311953455209732,0.23978058993816376,0.23349599540233612,0.1474725753068924
developed,0.19180624186992645,0.3253139555454254,0.14257779717445374,0.11518274992704391,1.0000001192092896,0.22294896841049194,0.1677512228488922,0.3135351538658142,0.10763012617826462
in,0.4431333839893341,0.45514053106307983,0.19967526197433472,0.1672476977109909,0.2498214840888977,0.4322226941585541,0.2615188956260681,0.2715643048286438,0.20430970191955566
1895,0.1537429243326187,0.055660225450992584,-0.07145493477582932,0.014872926287353039,-0.14933353662490845,0.11316334456205368,0.016421154141426086,0.004156847018748522,0.018882837146520615
by,0.4376842677593231,0.4752357602119446,0.1749679148197174,0.1292176991701126,0.2796236276626587,0.3248702883720398,0.16044467687606812,0.21048003435134888,0.17966607213020325
german,0.16090898215770721,0.26016926765441895,0.10205823183059692,0.16147683560848236,0.1518220603466034,0.17564234137535095,0.1806655377149582,0.19428829848766327,0.13978645205497742
engineer,0.15451902151107788,0.2460750937461853,0.12419991195201874,0.12449166178703308,0.20197151601314545,0.15126585960388184,0.2079295963048935,0.11008414626121521,0.12995383143424988
carl,0.18844366073608398,0.21107184886932373,0.05020858347415924,0.18195247650146484,0.1728079468011856,0.15391729772090912,0.03543063998222351,0.13512229919433594,0.1315603405237198
von,0.15501481294631958,0.2042967826128006,0.14958621561527252,0.12253249436616898,0.11282022297382355,0.10186543315649033,0.09116191416978836,0.1262742429971695,0.13907472789287567
linde,0.1345667541027069,0.20512713491916656,0.14476530253887177,0.16696901619434357,0.08284915238618851,0.1504160761833191,0.15557345747947693,0.0820976123213768,0.12663038074970245
and,0.4716290831565857,0.3740963041782379,0.23888376355171204,0.22261030972003937,0.25542938709259033,0.5064792633056641,0.240259051322937,0.34145063161849976,0.20544172823429108
british,0.1642608791589737,0.31934812664985657,0.1564096063375473,0.11007045954465866,0.18277092278003693,0.1970057189464569,0.21576473116874695,0.18554764986038208,0.09711728990077972
engineer,0.15451902151107788,0.2460750937461853,0.12419991195201874,0.12449166178703308,0.20197151601314545,0.15126585960388184,0.2079295963048935,0.11008414626121521,0.12995383143424988
william,0.22232958674430847,0.28444796800613403,0.11478440463542938,0.11146842688322067,0.08916711807250977,0.1626022756099701,0.05080224201083183,0.13590571284294128,0.14462219178676605
hampson,0.18930083513259888,0.2909650206565857,0.07647097110748291,0.12025865167379379,0.16712027788162231,0.2263212502002716,0.16259680688381195,0.10572750866413116,0.1599133461713791
.,0.475719153881073,0.40146201848983765,0.2470431923866272,0.2554275095462799,0.2569568455219269,0.4726039469242096,0.2460125982761383,0.3711656630039215,0.4130953550338745
