,in,what,year,did,pierre,de,fermat,declare,fermat,'s,little,theorem,?
after,0.44050168991088867,0.21973377466201782,0.336445689201355,0.30330467224121094,0.16026276350021362,0.1512669324874878,0.16509877145290375,0.3136748969554901,0.16509877145290375,-0.055672239512205124,0.16603849828243256,0.1039692834019661,0.16608688235282898
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.19442830979824066,0.23491892218589783,0.20773477852344513,0.2523198127746582,0.20773477852344513,-0.01540423184633255,0.2412613034248352,0.18430666625499725,0.22068053483963013
greeks,0.20599527657032013,0.25405770540237427,0.10275305062532425,0.2329968512058258,0.12114916741847992,0.06975918263196945,0.188391774892807,0.15044185519218445,0.188391774892807,0.12978293001651764,0.12359048426151276,0.19980350136756897,0.13888758420944214
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.18441377580165863,0.2882855534553528,0.23757247626781464,0.2672341763973236,0.23757247626781464,-0.0016132977325469255,0.32780832052230835,0.16003508865833282,0.31091248989105225
little,0.22515349090099335,0.2614184617996216,0.15258380770683289,0.19468741118907928,0.11705943197011948,0.08710499852895737,0.18452513217926025,0.09690829366445541,0.18452513217926025,0.022203069180250168,1.0,0.14033669233322144,0.20336517691612244
happened,0.3302023410797119,0.47802624106407166,0.23950308561325073,0.41887062788009644,0.12013333290815353,0.14603570103645325,0.18116989731788635,0.3070383071899414,0.18116989731788635,-0.012165569700300694,0.2329288125038147,0.1241692379117012,0.3097429871559143
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.16710346937179565,0.18490396440029144,0.14123061299324036,0.1942322999238968,0.14123061299324036,-0.04624466598033905,0.22821269929409027,0.1290433555841446,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.19442830979824066,0.23491892218589783,0.20773477852344513,0.2523198127746582,0.20773477852344513,-0.01540423184633255,0.2412613034248352,0.18430666625499725,0.22068053483963013
study,0.2875489294528961,0.3123835027217865,0.13795387744903564,0.21215762197971344,0.1699497103691101,0.10835084319114685,0.2755705714225769,0.13138683140277863,0.2755705714225769,0.03247833624482155,0.15797211229801178,0.29941239953041077,0.15902167558670044
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16238592565059662,0.26292696595191956,0.19480057060718536,0.281587690114975,0.19480057060718536,-0.03817026689648628,0.20116642117500305,0.18068012595176697,0.1826142966747284
prime,0.18097394704818726,0.15586113929748535,0.14562512934207916,0.15196266770362854,0.1996852457523346,0.11181380599737167,0.41659751534461975,0.20432759821414948,0.41659751534461975,-0.0056337774731218815,0.09525225311517715,0.3795034885406494,0.11276303976774216
numbers,0.23087690770626068,0.24586999416351318,0.13826143741607666,0.20272064208984375,0.1373732089996338,0.09773807227611542,0.35297852754592896,0.14972801506519318,0.35297852754592896,0.02789759822189808,0.18736568093299866,0.3407003581523895,0.19297972321510315
until,0.38338494300842285,0.2693650424480438,0.3181511163711548,0.33905428647994995,0.1520467847585678,0.18980556726455688,0.1415078341960907,0.2580125033855438,0.1415078341960907,0.02445155940949917,0.14473336935043335,0.15600711107254028,0.20304496586322784
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.19442830979824066,0.23491892218589783,0.20773477852344513,0.2523198127746582,0.20773477852344513,-0.01540423184633255,0.2412613034248352,0.18430666625499725,0.22068053483963013
17th,0.17784206569194794,0.15649843215942383,0.24079105257987976,0.0865093395113945,0.13814112544059753,0.12177078425884247,0.19040660560131073,0.024029335007071495,0.19040660560131073,0.12547391653060913,0.11427458375692368,0.23971997201442719,0.096589595079422
century,0.3174034655094147,0.20422613620758057,0.3134029805660248,0.2333737462759018,0.22708584368228912,0.20228725671768188,0.25766226649284363,0.12878112494945526,0.25766226649284363,-0.0005286295781843364,0.17709504067897797,0.22408947348594666,0.1026201918721199
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.19523797929286957,0.2525182366371155,0.24373872578144073,0.21022111177444458,0.24373872578144073,-0.003708066651597619,0.24199113249778748,0.19165870547294617,0.4130953550338745
,in,what,year,did,pierre,de,fermat,declare,fermat,'s,little,theorem,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.20307902991771698,0.24818959832191467,0.2418089210987091,0.25520235300064087,0.2418089210987091,-0.037580832839012146,0.22515349090099335,0.12508544325828552,0.20430970191955566
1640,-0.08244453370571136,-0.07978212833404541,-0.12283649295568466,-0.09652841091156006,-0.07554139941930771,-0.013787093572318554,-0.09952991455793381,-0.09063678979873657,-0.09952991455793381,-0.01108649279922247,-0.03652232140302658,-0.09063690900802612,-0.04961010813713074
pierre,0.20307902991771698,0.129045307636261,0.14635951817035675,0.12709440290927887,1.0,0.2909649908542633,0.36802828311920166,0.09115476161241531,0.36802828311920166,-0.005304440390318632,0.11705943197011948,0.23984219133853912,0.16526779532432556
de,0.24818959832191467,0.10476839542388916,0.14729079604148865,0.09745011478662491,0.2909649908542633,1.0,0.24141627550125122,0.1621728241443634,0.24141627550125122,0.018396059051156044,0.08710499852895737,0.13074906170368195,0.11064168810844421
fermat,0.2418089210987091,0.21418137848377228,0.18880176544189453,0.17491422593593597,0.36802828311920166,0.24141627550125122,1.0000001192092896,0.15105654299259186,1.0000001192092896,-0.03172867000102997,0.18452513217926025,0.6126646995544434,0.19266122579574585
stated,0.24313503503799438,0.3668954074382782,0.19521492719650269,0.3936442732810974,0.11207371205091476,0.1347532570362091,0.1996605396270752,0.3481888473033905,0.1996605396270752,0.014573756605386734,0.18438133597373962,0.2725595235824585,0.24280361831188202
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.20098158717155457,0.26744362711906433,0.16979427635669708,0.15798278152942657,0.16979427635669708,0.0012731997994706035,0.23746424913406372,0.16467396914958954,0.40561532974243164
without,0.2553589344024658,0.3181614279747009,0.19260279834270477,0.3172723054885864,0.17822040617465973,0.08677062392234802,0.14259445667266846,0.22169621288776398,0.14259445667266846,-0.0613141804933548,0.25503721833229065,0.1419309824705124,0.2928665280342102
proof,0.16496820747852325,0.2957751154899597,0.1429324448108673,0.278887003660202,0.18177959322929382,0.1160506084561348,0.4413175582885742,0.17889277637004852,0.4413175582885742,0.029912570491433144,0.20035013556480408,0.49355772137641907,0.27836254239082336
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.2041555643081665,0.2729669213294983,0.16817797720432281,0.15867963433265686,0.16817797720432281,0.021107977256178856,0.21618743240833282,0.16883030533790588,0.42300865054130554
fermat,0.2418089210987091,0.21418137848377228,0.18880176544189453,0.17491422593593597,0.36802828311920166,0.24141627550125122,1.0000001192092896,0.15105654299259186,1.0000001192092896,-0.03172867000102997,0.18452513217926025,0.6126646995544434,0.19266122579574585
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.005304440390318632,0.018396059051156044,-0.03172867000102997,0.02499808929860592,-0.03172867000102997,0.9999999403953552,0.022203069180250168,0.006648248061537743,-0.023395681753754616
little,0.22515349090099335,0.2614184617996216,0.15258380770683289,0.19468741118907928,0.11705943197011948,0.08710499852895737,0.18452513217926025,0.09690829366445541,0.18452513217926025,0.022203069180250168,1.0,0.14033669233322144,0.20336517691612244
theorem,0.12508544325828552,0.27076783776283264,0.14335279166698456,0.19141234457492828,0.23984219133853912,0.13074906170368195,0.6126646995544434,0.12011686712503433,0.6126646995544434,0.006648248061537743,0.14033669233322144,1.0,0.18729111552238464
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.20098158717155457,0.26744362711906433,0.16979427635669708,0.15798278152942657,0.16979427635669708,0.0012731997994706035,0.23746424913406372,0.16467396914958954,0.40561532974243164
later,0.40857815742492676,0.2517229914665222,0.27576395869255066,0.38386887311935425,0.16215062141418457,0.22345654666423798,0.14982850849628448,0.22058449685573578,0.14982850849628448,0.05591587722301483,0.20343099534511566,0.13968800008296967,0.1417175978422165
proved,0.2292184680700302,0.23704653978347778,0.17665696144104004,0.34360629320144653,0.15938076376914978,0.1274755746126175,0.3277244567871094,0.2166927009820938,0.3277244567871094,0.02317718043923378,0.11040370166301727,0.42541757225990295,0.1678566187620163
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.18505513668060303,0.1910746693611145,0.17050573229789734,0.17149057984352112,0.17050573229789734,-0.010884488001465797,0.16509714722633362,0.1199604943394661,0.17966607213020325
