,what,is,the,name,of,the,property,where,the,media,event,was,held,for,super,bowl,50,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2061677873134613,0.5003893971443176,1.0,0.19221965968608856,0.2960145175457001,0.48711544275283813,0.32185450196266174,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
event,0.26981404423713684,0.2078172266483307,0.2960145175457001,0.11547470837831497,0.19878064095973969,0.2960145175457001,0.22701776027679443,0.2952560484409332,0.2960145175457001,0.20931358635425568,0.9999998807907104,0.28341150283813477,0.45807647705078125,0.21648059785366058,0.20683135092258453,0.22903870046138763,-0.05163390934467316,0.16076280176639557
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.14319737255573273,0.20731619000434875,0.48711544275283813,0.17841780185699463,0.28341150283813477,1.0000001192092896,0.30231067538261414,0.3863949179649353,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
held,0.0974166989326477,0.19884860515594482,0.32185450196266174,0.0743686631321907,0.28960686922073364,0.32185450196266174,0.1444471776485443,0.27823105454444885,0.32185450196266174,0.16542178392410278,0.45807647705078125,0.30231067538261414,1.0,0.2495253086090088,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.14103956520557404
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.1105850338935852,0.37630224227905273,0.5107308030128479,0.19591841101646423,0.21758322417736053,0.3909217119216919,0.2410694807767868,0.36199691891670227,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
february,0.1913013905286789,0.26240548491477966,0.26483774185180664,0.16029569506645203,0.20366249978542328,0.26483774185180664,0.08894684910774231,0.18131472170352936,0.26483774185180664,0.15828314423561096,0.23116043210029602,0.446986585855484,0.19389818608760834,0.2791854739189148,0.11098520457744598,0.14879822731018066,-0.03776301443576813,0.29594847559928894
1,-0.21266892552375793,-0.12491171807050705,-0.1554475575685501,-0.18995489180088043,-0.09473495930433273,-0.1554475575685501,-0.17054244875907898,-0.12200809270143509,-0.1554475575685501,-0.22595520317554474,-0.11616207659244537,-0.2275921255350113,-0.07817155867815018,-0.31088897585868835,-0.20172525942325592,-0.14906248450279236,-0.07848919183015823,-0.249979168176651
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.19562678039073944,0.3149496018886566,0.4933079481124878,0.23135341703891754,0.22701776027679443,0.45456063747406006,0.2880980372428894,0.4464869201183319,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2016,0.10915659368038177,0.04464074596762657,0.11571308970451355,0.14717449247837067,0.1386374831199646,0.11571308970451355,0.02595388889312744,0.12818120419979095,0.11571308970451355,0.1286695897579193,0.10204517096281052,-0.009529631584882736,0.048715416342020035,0.054391246289014816,-0.016256341710686684,0.014497322961688042,-0.04264228418469429,-0.12147852033376694
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.10673564672470093,0.4402937591075897,0.457212895154953,0.10818776488304138,0.3039053678512573,0.36707764863967896,0.3822793960571289,0.34237727522850037,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
sap,0.18864130973815918,0.15997806191444397,0.20211225748062134,0.2439431995153427,0.16260838508605957,0.20211225748062134,0.19072170555591583,0.20484916865825653,0.20211225748062134,0.10441591590642929,0.08666995167732239,0.16645340621471405,0.1299058347940445,0.1569693386554718,0.16322582960128784,0.2455243170261383,-0.02831096760928631,0.11318067461252213
center,0.1908310204744339,0.24782158434391022,0.29064592719078064,0.1019691452383995,0.24526838958263397,0.29064592719078064,0.16102489829063416,0.2405661791563034,0.29064592719078064,0.2353142648935318,0.2341412752866745,0.19517986476421356,0.2514551877975464,0.1980270892381668,0.10317984968423843,0.10079877823591232,0.03478327393531799,0.12538520991802216
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.19798405468463898,0.5344807505607605,0.6662389636039734,0.19773486256599426,0.27304479479789734,0.45514053106307983,0.3127288818359375,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.176856130361557,0.23934276401996613,0.2858080565929413,0.11130241304636002,0.15872716903686523,0.2675222158432007,0.1226641833782196,0.21004900336265564,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
jose,0.14773352444171906,0.1382024735212326,0.19788163900375366,0.12350311130285263,0.16584184765815735,0.19788163900375366,0.15958157181739807,0.1550377458333969,0.19788163900375366,0.10487508773803711,0.16613297164440155,0.2613803744316101,0.0878242701292038,0.17781013250350952,0.14319683611392975,0.1370301991701126,0.02933165431022644,0.06250977516174316
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22922755777835846,0.41390106081962585,0.5934505462646484,0.2313707321882248,0.2068977802991867,0.40146201848983765,0.2628571093082428,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
