,what,apollo,mission,was,the,sixth,moon,landing,?
apollo,0.13561789691448212,0.9999999403953552,0.4094500243663788,0.2306441366672516,0.2169172167778015,0.13986727595329285,0.512973427772522,0.3499414920806885,0.191528782248497
8,-0.005443718284368515,0.057197246700525284,0.009265366941690445,-0.07426877319812775,0.0063715726137161255,-0.05805473029613495,0.01711699180305004,-0.04964059218764305,-0.04056251794099808
was,0.22111038863658905,0.2306441366672516,0.20951420068740845,1.0000001192092896,0.48711544275283813,0.36271199584007263,0.18183675408363342,0.21103228628635406,0.18412111699581146
the,0.42745697498321533,0.2169172167778015,0.22673439979553223,0.48711544275283813,1.0,0.36289259791374207,0.23613092303276062,0.24055521190166473,0.22068053483963013
first,0.28086137771606445,0.21067003905773163,0.254679799079895,0.5022147297859192,0.49448907375335693,0.4692617356777191,0.2546434998512268,0.24647179245948792,0.18701928853988647
manned,0.16094419360160828,0.5195745825767517,0.496903657913208,0.24339483678340912,0.2392944097518921,0.2042393535375595,0.3893072307109833,0.4160100221633911,0.17514055967330933
spacecraft,0.19567668437957764,0.5222378373146057,0.5174769163131714,0.18611936271190643,0.21476294100284576,0.12868337333202362,0.5240141749382019,0.4569951593875885,0.17708687484264374
to,0.455847829580307,0.23190522193908691,0.26700642704963684,0.3636345863342285,0.535392165184021,0.25924211740493774,0.17707908153533936,0.27316537499427795,0.29463258385658264
orbit,0.19471463561058044,0.4154411554336548,0.3702660799026489,0.1862146407365799,0.1565481424331665,0.1296958178281784,0.5782127380371094,0.34824275970458984,0.16621392965316772
another,0.4190070629119873,0.24549752473831177,0.21508784592151642,0.34961897134780884,0.5019711852073669,0.2723660469055176,0.21898528933525085,0.22206233441829681,0.295511931180954
celestial,0.23505429923534393,0.30431854724884033,0.279283732175827,0.16004420816898346,0.26175692677497864,0.12157223373651505,0.3722997307777405,0.2446225881576538,0.17347528040409088
body,0.2143840193748474,0.14953967928886414,0.11444652825593948,0.19372783601284027,0.31682634353637695,0.1724982112646103,0.23812702298164368,0.1390988677740097,0.20136451721191406
",",0.3087472915649414,0.19808128476142883,0.21226151287555695,0.45456063747406006,0.4933079481124878,0.24747976660728455,0.18567080795764923,0.23283818364143372,0.31091248989105225
while,0.35511791706085205,0.2109583169221878,0.2118077576160431,0.3253832161426544,0.39804592728614807,0.20191502571105957,0.19663068652153015,0.362802654504776,0.21076419949531555
the,0.42745697498321533,0.2169172167778015,0.22673439979553223,0.48711544275283813,1.0,0.36289259791374207,0.23613092303276062,0.24055521190166473,0.22068053483963013
final,0.20972409844398499,0.12176132202148438,0.19100172817707062,0.23547481000423431,0.3543182611465454,0.3948422372341156,0.1337578296661377,0.18264950811862946,0.17315025627613068
apollo,0.13561789691448212,0.9999999403953552,0.4094500243663788,0.2306441366672516,0.2169172167778015,0.13986727595329285,0.512973427772522,0.3499414920806885,0.191528782248497
