,what,protein,does,staphylococcus,aureus,produce,to,make,antibodies,ineffective,?
other,0.341873437166214,0.2542896270751953,0.2947014272212982,0.28909236192703247,0.2509269714355469,0.2801341712474823,0.4193183183670044,0.42062121629714966,0.27050748467445374,0.2770022451877594,0.24682199954986572
bacteria,0.1863701492547989,0.4919112026691437,0.23529788851737976,0.65826815366745,0.47525331377983093,0.346766859292984,0.19413231313228607,0.1896612048149109,0.5659325122833252,0.24398550391197205,0.18786604702472687
generate,0.26186254620552063,0.290026992559433,0.281585693359375,0.27866771817207336,0.19301004707813263,0.49228203296661377,0.33432886004447937,0.39564988017082214,0.36790382862091064,0.22717344760894775,0.28300654888153076
surface,0.23580394685268402,0.352556437253952,0.22910720109939575,0.3077014088630676,0.2765541970729828,0.31089189648628235,0.23727688193321228,0.21150879561901093,0.33485499024391174,0.18553662300109863,0.14613434672355652
proteins,0.21361225843429565,0.9022840261459351,0.2086249589920044,0.4871464669704437,0.36358413100242615,0.36297866702079773,0.24676139652729034,0.28785502910614014,0.6764805316925049,0.2228437215089798,0.18469302356243134
that,0.6297725439071655,0.27116045355796814,0.4764937460422516,0.32370156049728394,0.2474912703037262,0.3393034040927887,0.5436353087425232,0.48783382773399353,0.2984100878238678,0.3901761472225189,0.32716336846351624
bind,0.20024219155311584,0.5694522857666016,0.21534132957458496,0.36673519015312195,0.30591559410095215,0.3148133158683777,0.27997180819511414,0.3627672791481018,0.4846001863479614,0.2425961196422577,0.13327588140964508
to,0.455847829580307,0.18705467879772186,0.4391997456550598,0.22873419523239136,0.21123412251472473,0.30018290877342224,1.0,0.497876912355423,0.2543680965900421,0.31965452432632446,0.29463258385658264
antibodies,0.2190079689025879,0.6007879972457886,0.3093186914920807,0.5250805616378784,0.4302830398082733,0.4169938862323761,0.2543680965900421,0.2947816550731659,1.0000001192092896,0.31590649485588074,0.2315049171447754
",",0.3087472915649414,0.19672410190105438,0.28617382049560547,0.2717042863368988,0.23243755102157593,0.19927625358104706,0.44245919585227966,0.324553906917572,0.16660167276859283,0.2687018811702728,0.31091248989105225
rendering,0.20093783736228943,0.20566236972808838,0.222382053732872,0.23873348534107208,0.23775047063827515,0.24631987512111664,0.2110709547996521,0.2683049738407135,0.22877070307731628,0.279183030128479,0.19410178065299988
them,0.4994642734527588,0.23487183451652527,0.35492652654647827,0.2658717632293701,0.2602527141571045,0.26791003346443176,0.5916602611541748,0.5078237056732178,0.34309640526771545,0.35241571068763733,0.35435691475868225
ineffective,0.31523796916007996,0.19479362666606903,0.22945982217788696,0.35075750946998596,0.23877683281898499,0.2649405002593994,0.31965452432632446,0.2970820963382721,0.31590649485588074,1.0000001192092896,0.2654919922351837
;,0.10986888408660889,0.04238031059503555,0.0650511160492897,-0.014016196131706238,0.009813953191041946,-0.037304967641830444,0.0979827418923378,0.04446669667959213,0.037554483860731125,0.026447059586644173,0.10349778085947037
examples,0.26665759086608887,0.23560059070587158,0.2701253294944763,0.30230221152305603,0.23511596024036407,0.3241589665412903,0.23809245228767395,0.352221816778183,0.25680768489837646,0.23660908639431,0.19976599514484406
include,0.1535889357328415,0.2183622121810913,0.26005542278289795,0.2509117126464844,0.22594936192035675,0.2638784646987915,0.1820748895406723,0.34902921319007874,0.21712736785411835,0.11486421525478363,0.14925788342952728
streptococcus,0.2051999866962433,0.4541715383529663,0.15244698524475098,0.8808000087738037,0.644945502281189,0.3575136661529541,0.15604464709758759,0.2102249711751938,0.5719757080078125,0.3464345335960388,0.2237648069858551
(,0.2411840260028839,0.1818646639585495,0.2728188931941986,0.22148382663726807,0.201681986451149,0.12127719819545746,0.30882009863853455,0.2345844954252243,0.11783351004123688,0.15342752635478973,0.40561532974243164
protein,0.20633074641227722,1.0000001192092896,0.1849752813577652,0.4113498628139496,0.2974298298358917,0.37892481684684753,0.18705467879772186,0.26902565360069275,0.6007879972457886,0.19479362666606903,0.169142946600914
g,0.1146370992064476,0.14348414540290833,0.19039864838123322,0.1480903923511505,0.14300252497196198,0.16108079254627228,0.18563434481620789,0.16495385766029358,0.2026626616716385,0.09021013230085373,0.213205024600029
),0.26259949803352356,0.16921964287757874,0.2575884759426117,0.21879392862319946,0.18729953467845917,0.10806018114089966,0.31236231327056885,0.2487562596797943,0.08581718802452087,0.1656404286623001,0.42300865054130554
",",0.3087472915649414,0.19672410190105438,0.28617382049560547,0.2717042863368988,0.23243755102157593,0.19927625358104706,0.44245919585227966,0.324553906917572,0.16660167276859283,0.2687018811702728,0.31091248989105225
staphylococcus,0.26464974880218506,0.4113498628139496,0.20496013760566711,1.0,0.6747827529907227,0.3610646426677704,0.22873419523239136,0.2557036578655243,0.5250805616378784,0.35075750946998596,0.25338560342788696
aureus,0.2110409140586853,0.2974298298358917,0.15744271874427795,0.6747827529907227,1.0000001192092896,0.2259913980960846,0.21123412251472473,0.18504275381565094,0.4302830398082733,0.23877683281898499,0.18470558524131775
(,0.2411840260028839,0.1818646639585495,0.2728188931941986,0.22148382663726807,0.201681986451149,0.12127719819545746,0.30882009863853455,0.2345844954252243,0.11783351004123688,0.15342752635478973,0.40561532974243164
protein,0.20633074641227722,1.0000001192092896,0.1849752813577652,0.4113498628139496,0.2974298298358917,0.37892481684684753,0.18705467879772186,0.26902565360069275,0.6007879972457886,0.19479362666606903,0.169142946600914
a,0.3320399522781372,0.2357361912727356,0.38201746344566345,0.268650084733963,0.25325116515159607,0.2757846415042877,0.45503583550453186,0.34303420782089233,0.2804163694381714,0.2918623983860016,0.23916715383529663
),0.26259949803352356,0.16921964287757874,0.2575884759426117,0.21879392862319946,0.18729953467845917,0.10806018114089966,0.31236231327056885,0.2487562596797943,0.08581718802452087,0.1656404286623001,0.42300865054130554
",",0.3087472915649414,0.19672410190105438,0.28617382049560547,0.2717042863368988,0.23243755102157593,0.19927625358104706,0.44245919585227966,0.324553906917572,0.16660167276859283,0.2687018811702728,0.31091248989105225
and,0.31309178471565247,0.2513568103313446,0.3461615741252899,0.2232769876718521,0.21032671630382538,0.2701570689678192,0.48971283435821533,0.4160483181476593,0.22919999063014984,0.3018483817577362,0.20544172823429108
peptostreptococcus,0.20104962587356567,0.4948410093784332,0.149872288107872,0.8612008690834045,0.6479352116584778,0.3568445146083832,0.14563262462615967,0.19715218245983124,0.6063258647918701,0.3323501944541931,0.2255682349205017
magnus,0.10859118402004242,0.06736031919717789,0.13835841417312622,0.21782909333705902,0.32362186908721924,0.0654456838965416,0.11699675023555756,0.11718589067459106,0.076518714427948,0.13953913748264313,0.13299310207366943
(,0.2411840260028839,0.1818646639585495,0.2728188931941986,0.22148382663726807,0.201681986451149,0.12127719819545746,0.30882009863853455,0.2345844954252243,0.11783351004123688,0.15342752635478973,0.40561532974243164
protein,0.20633074641227722,1.0000001192092896,0.1849752813577652,0.4113498628139496,0.2974298298358917,0.37892481684684753,0.18705467879772186,0.26902565360069275,0.6007879972457886,0.19479362666606903,0.169142946600914
l,0.053181253373622894,0.1012071892619133,0.04047144576907158,0.16811637580394745,0.22463080286979675,0.16155822575092316,0.13000278174877167,0.154225692152977,0.11451368033885956,0.09108997881412506,0.10803938657045364
),0.26259949803352356,0.16921964287757874,0.2575884759426117,0.21879392862319946,0.18729953467845917,0.10806018114089966,0.31236231327056885,0.2487562596797943,0.08581718802452087,0.1656404286623001,0.42300865054130554
.,0.3567904531955719,0.24917416274547577,0.3022993505001068,0.2664923667907715,0.27866894006729126,0.2587496340274811,0.4645031690597534,0.3547073304653168,0.24115599691867828,0.2838720977306366,0.4130953550338745
