,what,can,sympathetic,jurors,in,cases,with,civil,disobedients,?
over,0.28007611632347107,0.3160167336463928,0.24338561296463013,0.1912776678800583,0.3605569899082184,0.27225106954574585,0.34885337948799133,0.18643444776535034,0.22984735667705536,0.25742942094802856
the,0.42745697498321533,0.312528520822525,0.2595970630645752,0.32346734404563904,0.6662389636039734,0.33415094017982483,0.4223487675189972,0.2477465271949768,0.34096023440361023,0.22068053483963013
years,0.1981470286846161,0.1606326848268509,0.12872551381587982,0.21833455562591553,0.33554986119270325,0.2610724866390228,0.21224987506866455,0.21036121249198914,0.203274205327034,0.1914375126361847
",",0.3087472915649414,0.3139454126358032,0.1723209172487259,0.21968841552734375,0.5201468467712402,0.25102201104164124,0.4120737314224243,0.24795588850975037,0.2989228069782257,0.31091248989105225
this,0.5489566326141357,0.4006461203098297,0.33463940024375916,0.303296834230423,0.45205554366111755,0.392394095659256,0.36358317732810974,0.24196121096611023,0.3849840462207794,0.3155723512172699
has,0.20338068902492523,0.4103628396987915,0.13142088055610657,0.14526763558387756,0.4173259735107422,0.29818248748779297,0.44092974066734314,0.14805923402309418,0.15110613405704498,0.15994466841220856
been,0.2567804455757141,0.3498430848121643,0.21848033368587494,0.2431546300649643,0.3515113592147827,0.3144885301589966,0.2804456949234009,0.16754008829593658,0.21953611075878143,0.24354910850524902
made,0.23419176042079926,0.28097549080848694,0.2166679948568344,0.16839545965194702,0.25271502137184143,0.16795170307159424,0.3459964990615845,0.13227912783622742,0.2221158742904663,0.17218779027462006
more,0.3484537899494171,0.4044358730316162,0.26935330033302307,0.23670810461044312,0.32563260197639465,0.3482900559902191,0.3535402715206146,0.17124666273593903,0.25965648889541626,0.27894994616508484
difficult,0.37928828597068787,0.44322800636291504,0.28326162695884705,0.24665498733520508,0.2128705233335495,0.3242235481739044,0.28730911016464233,0.12648345530033112,0.3091820478439331,0.20408590137958527
by,0.2455483376979828,0.29642900824546814,0.1758648157119751,0.20880980789661407,0.370934396982193,0.20036250352859497,0.39731505513191223,0.15479567646980286,0.26249897480010986,0.17966607213020325
court,0.23440583050251007,0.14211946725845337,0.17796649038791656,0.46302545070648193,0.2793687880039215,0.3908179700374603,0.14494022727012634,0.23601488769054413,0.3559020757675171,0.17100423574447632
decisions,0.3351972997188568,0.3189864754676819,0.3543502688407898,0.4500614106655121,0.20928196609020233,0.4103953242301941,0.22808651626110077,0.24488519132137299,0.3964287340641022,0.29068708419799805
such,0.23989605903625488,0.396209716796875,0.2169729620218277,0.153647780418396,0.2704046070575714,0.3680051267147064,0.3346101939678192,0.09689128398895264,0.29000118374824524,0.17851735651493073
as,0.31749409437179565,0.3245031237602234,0.2159912884235382,0.1675926148891449,0.3887844979763031,0.2877117991447449,0.40387406945228577,0.18100082874298096,0.2719380557537079,0.27043893933296204
sparf,0.25006648898124695,0.3060705065727234,0.26561439037323,0.2383795827627182,0.26415154337882996,0.2118310183286667,0.2885448932647705,0.24094446003437042,0.3124755620956421,0.21544460952281952
v.,0.017213884741067886,0.028068840503692627,0.03215297311544418,-0.08007284253835678,-0.03806581720709801,-0.07332523167133331,-0.03290359675884247,-0.001860413933172822,-0.05375247448682785,0.13179227709770203
united,0.20036718249320984,0.1659262627363205,0.11340994387865067,0.25610944628715515,0.3938477039337158,0.23023490607738495,0.19869105517864227,0.27796563506126404,0.23834025859832764,0.17266890406608582
states,0.21526020765304565,0.18360939621925354,0.15530887246131897,0.313475102186203,0.3977442979812622,0.2828807532787323,0.21424104273319244,0.31344661116600037,0.285790354013443,0.16272737085819244
",",0.3087472915649414,0.3139454126358032,0.1723209172487259,0.21968841552734375,0.5201468467712402,0.25102201104164124,0.4120737314224243,0.24795588850975037,0.2989228069782257,0.31091248989105225
which,0.5261979103088379,0.41132649779319763,0.26208609342575073,0.2184377759695053,0.4840516746044159,0.3922598958015442,0.46403205394744873,0.13459211587905884,0.36296695470809937,0.25814583897590637
held,0.0974166989326477,0.08135905116796494,0.11549361050128937,0.3039896488189697,0.3127288818359375,0.13621698319911957,0.1774713099002838,0.13645535707473755,0.18724894523620605,0.14103956520557404
that,0.6297725439071655,0.4522190988063812,0.3485216498374939,0.3323703706264496,0.435920387506485,0.3740561306476593,0.4154358208179474,0.16867391765117645,0.403700053691864,0.32716336846351624
the,0.42745697498321533,0.312528520822525,0.2595970630645752,0.32346734404563904,0.6662389636039734,0.33415094017982483,0.4223487675189972,0.2477465271949768,0.34096023440361023,0.22068053483963013
judge,0.30616456270217896,0.1231655552983284,0.21695564687252045,0.47978129982948303,0.2260766327381134,0.2518148124217987,0.08674230426549911,0.21366280317306519,0.2861950695514679,0.1870231032371521
need,0.39420950412750244,0.6302253007888794,0.30284765362739563,0.28924599289894104,0.2129468470811844,0.43893513083457947,0.3471839725971222,0.12274336069822311,0.25926673412323,0.40413710474967957
not,0.5449194312095642,0.49270012974739075,0.35368749499320984,0.32410719990730286,0.3403114080429077,0.3814825117588043,0.3409014642238617,0.18740713596343994,0.4254472851753235,0.41942933201789856
inform,0.3817595839500427,0.26434776186943054,0.28525251150131226,0.2827592194080353,0.13917826116085052,0.2171727567911148,0.23534423112869263,0.15276995301246643,0.2572013735771179,0.285096675157547
jurors,0.33011484146118164,0.2614171504974365,0.2867819666862488,1.0,0.22284673154354095,0.37206289172172546,0.14557887613773346,0.2632251977920532,0.46600526571273804,0.2317344844341278
of,0.33290785551071167,0.2603091299533844,0.23468109965324402,0.24754011631011963,0.5696388483047485,0.31000128388404846,0.41827285289764404,0.24698495864868164,0.32510921359062195,0.1826142966747284
their,0.35142919421195984,0.3564860224723816,0.3094756305217743,0.28696736693382263,0.34976133704185486,0.3162762224674225,0.4258328378200531,0.18000862002372742,0.3580276072025299,0.1898253709077835
nullification,0.3933142125606537,0.2768336534500122,0.3753413259983063,0.48330071568489075,0.23725338280200958,0.4148496389389038,0.21450378000736237,0.2823740243911743,0.4774605631828308,0.3247537910938263
prerogative,0.32495298981666565,0.2677874267101288,0.3734278678894043,0.3942507803440094,0.16682223975658417,0.29980039596557617,0.19103848934173584,0.23887945711612701,0.4036486744880676,0.2260187268257141
",",0.3087472915649414,0.3139454126358032,0.1723209172487259,0.21968841552734375,0.5201468467712402,0.25102201104164124,0.4120737314224243,0.24795588850975037,0.2989228069782257,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.23230166733264923,0.19357840716838837,0.4954058527946472,0.31821322441101074,0.5477725267410278,0.25259146094322205,0.32351022958755493,0.20544172823429108
united,0.20036718249320984,0.1659262627363205,0.11340994387865067,0.25610944628715515,0.3938477039337158,0.23023490607738495,0.19869105517864227,0.27796563506126404,0.23834025859832764,0.17266890406608582
states,0.21526020765304565,0.18360939621925354,0.15530887246131897,0.313475102186203,0.3977442979812622,0.2828807532787323,0.21424104273319244,0.31344661116600037,0.285790354013443,0.16272737085819244
v.,0.017213884741067886,0.028068840503692627,0.03215297311544418,-0.08007284253835678,-0.03806581720709801,-0.07332523167133331,-0.03290359675884247,-0.001860413933172822,-0.05375247448682785,0.13179227709770203
dougherty,0.1496409773826599,0.15560662746429443,0.1600344181060791,0.3002830743789673,0.2129829376935959,0.19200247526168823,0.20062333345413208,0.23485912382602692,0.3021499514579773,0.1478593796491623
",",0.3087472915649414,0.3139454126358032,0.1723209172487259,0.21968841552734375,0.5201468467712402,0.25102201104164124,0.4120737314224243,0.24795588850975037,0.2989228069782257,0.31091248989105225
which,0.5261979103088379,0.41132649779319763,0.26208609342575073,0.2184377759695053,0.4840516746044159,0.3922598958015442,0.46403205394744873,0.13459211587905884,0.36296695470809937,0.25814583897590637
held,0.0974166989326477,0.08135905116796494,0.11549361050128937,0.3039896488189697,0.3127288818359375,0.13621698319911957,0.1774713099002838,0.13645535707473755,0.18724894523620605,0.14103956520557404
that,0.6297725439071655,0.4522190988063812,0.3485216498374939,0.3323703706264496,0.435920387506485,0.3740561306476593,0.4154358208179474,0.16867391765117645,0.403700053691864,0.32716336846351624
the,0.42745697498321533,0.312528520822525,0.2595970630645752,0.32346734404563904,0.6662389636039734,0.33415094017982483,0.4223487675189972,0.2477465271949768,0.34096023440361023,0.22068053483963013
judge,0.30616456270217896,0.1231655552983284,0.21695564687252045,0.47978129982948303,0.2260766327381134,0.2518148124217987,0.08674230426549911,0.21366280317306519,0.2861950695514679,0.1870231032371521
need,0.39420950412750244,0.6302253007888794,0.30284765362739563,0.28924599289894104,0.2129468470811844,0.43893513083457947,0.3471839725971222,0.12274336069822311,0.25926673412323,0.40413710474967957
not,0.5449194312095642,0.49270012974739075,0.35368749499320984,0.32410719990730286,0.3403114080429077,0.3814825117588043,0.3409014642238617,0.18740713596343994,0.4254472851753235,0.41942933201789856
allow,0.2883041203022003,0.4867056608200073,0.3031315803527832,0.2417033463716507,0.21222905814647675,0.3216100037097931,0.3086503744125366,0.16982156038284302,0.35449737310409546,0.2042745053768158
