,by,sunlight,",",what,compound,did,priestley,concentrate,on,to,make,the,gas,he,called,``,dephlogisticated,air,'',?
in,0.370934396982193,0.19265112280845642,0.5201468467712402,0.30808621644973755,0.20910684764385223,0.2593238651752472,0.20879624783992767,0.29224032163619995,0.46853652596473694,0.45010748505592346,0.268858402967453,0.6662389636039734,0.20770272612571716,0.41690486669540405,0.40847352147102356,0.04765888676047325,0.303469717502594,0.22172939777374268,0.07432962208986282,0.20430970191955566
the,0.4408751428127289,0.24547719955444336,0.4933079481124878,0.42745697498321533,0.18848907947540283,0.34736719727516174,0.21773852407932281,0.25759652256965637,0.5107308030128479,0.535392165184021,0.3146495521068573,1.0,0.2339978665113449,0.4571082592010498,0.489897221326828,0.029072100296616554,0.332061231136322,0.2877824306488037,0.041273195296525955,0.22068053483963013
meantime,0.3032870590686798,0.3052694499492645,0.3055232763290405,0.3833208978176117,0.20389695465564728,0.3968838155269623,0.18342579901218414,0.32024940848350525,0.29310235381126404,0.47155606746673584,0.3796520531177521,0.3265787363052368,0.2359737604856491,0.2984849810600281,0.14565157890319824,-0.04833371937274933,0.28194567561149597,0.16544164717197418,-0.13039849698543549,0.37067949771881104
",",0.3680937886238098,0.22116537392139435,1.0000001192092896,0.3087472915649414,0.19082562625408173,0.3015086054801941,0.31705740094184875,0.30280089378356934,0.49057599902153015,0.44245919585227966,0.324553906917572,0.4933079481124878,0.22298859059810638,0.40251094102859497,0.26549121737480164,0.09681109338998795,0.30671218037605286,0.24731357395648956,-0.037358131259679794,0.31091248989105225
on,0.33887791633605957,0.19717004895210266,0.49057599902153015,0.34226128458976746,0.15400467813014984,0.2670976221561432,0.16624125838279724,0.26941370964050293,0.9999999403953552,0.41031414270401,0.27031177282333374,0.5107308030128479,0.14262238144874573,0.32403138279914856,0.25462663173675537,-0.03274054825305939,0.20430897176265717,0.20020021498203278,0.04238596186041832,0.2714994251728058
august,0.19738127291202545,0.10326838493347168,0.4532424807548523,0.2305731326341629,0.1302953064441681,0.26378265023231506,0.18892528116703033,0.1423826366662979,0.3564905822277069,0.2269229143857956,0.13613863289356232,0.22689028084278107,0.15002496540546417,0.2793651223182678,0.07613886892795563,0.05432829633355141,0.17820660769939423,0.14640305936336517,-0.1380746066570282,0.3006744682788849
1,-0.2582099735736847,-0.07449357211589813,-0.15742997825145721,-0.21266892552375793,-0.12542805075645447,-0.2815930247306824,-0.26235589385032654,-0.12947818636894226,-0.09574633836746216,-0.2769182622432709,-0.29782211780548096,-0.1554475575685501,-0.08334062993526459,-0.22507114708423615,-0.13961221277713776,-0.10415490716695786,-0.26012539863586426,0.028481636196374893,-0.050646256655454636,-0.249979168176651
",",0.3680937886238098,0.22116537392139435,1.0000001192092896,0.3087472915649414,0.19082562625408173,0.3015086054801941,0.31705740094184875,0.30280089378356934,0.49057599902153015,0.44245919585227966,0.324553906917572,0.4933079481124878,0.22298859059810638,0.40251094102859497,0.26549121737480164,0.09681109338998795,0.30671218037605286,0.24731357395648956,-0.037358131259679794,0.31091248989105225
1774,0.10815524309873581,0.04840023070573807,0.1515154242515564,0.04774466156959534,0.10259155184030533,0.006837746128439903,0.06343577802181244,0.10363580286502838,0.06401868164539337,0.0624525249004364,0.03764882683753967,0.11766370385885239,0.08772944658994675,-0.014464440755546093,0.0738489031791687,0.15886348485946655,0.1355261206626892,0.05016835406422615,0.0008893517078831792,0.07276970893144608
",",0.3680937886238098,0.22116537392139435,1.0000001192092896,0.3087472915649414,0.19082562625408173,0.3015086054801941,0.31705740094184875,0.30280089378356934,0.49057599902153015,0.44245919585227966,0.324553906917572,0.4933079481124878,0.22298859059810638,0.40251094102859497,0.26549121737480164,0.09681109338998795,0.30671218037605286,0.24731357395648956,-0.037358131259679794,0.31091248989105225
an,0.2719563841819763,0.2115602046251297,0.3581022024154663,0.2821882665157318,0.20412981510162354,0.22598257660865784,0.17629167437553406,0.20367808640003204,0.3192969560623169,0.3138085603713989,0.17815372347831726,0.4207492768764496,0.15387937426567078,0.281929612159729,0.2858632802963257,0.03770720958709717,0.25942113995552063,0.18705463409423828,0.09471100568771362,0.19793890416622162
experiment,0.24362899363040924,0.2014525830745697,0.19933569431304932,0.29811543226242065,0.16815917193889618,0.23614230751991272,0.20731225609779358,0.2078055590391159,0.21772995591163635,0.23297391831874847,0.23237401247024536,0.168198361992836,0.1838647872209549,0.21155096590518951,0.21361468732357025,-0.020184343680739403,0.323953777551651,0.18702659010887146,0.03168946132063866,0.14968745410442352
conducted,0.2579965889453888,0.11160354316234589,0.23980332911014557,0.13546347618103027,0.16315187513828278,0.2465403974056244,0.2608822286128998,0.27829334139823914,0.26555413007736206,0.2032870501279831,0.19769923388957977,0.25795331597328186,0.11722707748413086,0.2729664146900177,0.2641182839870453,-0.04848722741007805,0.2927762269973755,0.1868404746055603,-0.021773580461740494,0.1105341762304306
by,1.0000001192092896,0.165273055434227,0.3680937886238098,0.2455483376979828,0.1956915557384491,0.18574509024620056,0.23467956483364105,0.18448981642723083,0.33887791633605957,0.33534231781959534,0.2695997655391693,0.4408751428127289,0.1669413298368454,0.2485479861497879,0.3092815577983856,-0.030704375356435776,0.28373852372169495,0.19110813736915588,-0.010275691747665405,0.17966607213020325
the,0.4408751428127289,0.24547719955444336,0.4933079481124878,0.42745697498321533,0.18848907947540283,0.34736719727516174,0.21773852407932281,0.25759652256965637,0.5107308030128479,0.535392165184021,0.3146495521068573,1.0,0.2339978665113449,0.4571082592010498,0.489897221326828,0.029072100296616554,0.332061231136322,0.2877824306488037,0.041273195296525955,0.22068053483963013
british,0.26707085967063904,0.05331476777791977,0.25734075903892517,0.19255435466766357,0.0880456492304802,0.2039594054222107,0.24694404006004333,0.13571126759052277,0.19917237758636475,0.22690963745117188,0.17258261144161224,0.28973397612571716,0.11553224176168442,0.20335537195205688,0.13953031599521637,0.01002498995512724,0.24077481031417847,0.14075690507888794,0.042234957218170166,0.09711728990077972
clergyman,0.16760072112083435,0.14485788345336914,0.30376023054122925,0.16081534326076508,0.1138312965631485,0.20851480960845947,0.4946554899215698,0.12649595737457275,0.14004415273666382,0.1651139259338379,0.12063203006982803,0.1879919320344925,0.0884111300110817,0.30168959498405457,0.2140262871980667,0.08763624727725983,0.33003610372543335,0.06308648735284805,0.028300290927290916,0.12142539769411087
joseph,0.2003411054611206,0.09175647050142288,0.24271315336227417,0.20494906604290009,0.14227889478206635,0.19009922444820404,0.35218968987464905,0.11240237951278687,0.17754994332790375,0.1829531341791153,0.09115282446146011,0.2251148819923401,0.1297583281993866,0.2306143343448639,0.17150183022022247,0.05290113389492035,0.23692898452281952,0.11184155195951462,0.011200549080967903,0.08421234786510468
priestley,0.23467956483364105,0.17058703303337097,0.31705740094184875,0.20325376093387604,0.2426164448261261,0.2297242283821106,1.0000001192092896,0.14438511431217194,0.16624125838279724,0.2108820527791977,0.22360247373580933,0.21773852407932281,0.26362451910972595,0.266123503446579,0.24181410670280457,0.047525160014629364,0.2309311181306839,0.1520727127790451,-0.0494694858789444,0.13982412219047546
focused,0.2418869286775589,0.2850343883037567,0.25963902473449707,0.2724583148956299,0.12629127502441406,0.2558048367500305,0.18821020424365997,0.40010952949523926,0.36304154992103577,0.26053386926651,0.23010168969631195,0.2969476580619812,0.17419058084487915,0.245497927069664,0.21650922298431396,-0.14692887663841248,0.3619314730167389,0.1975928395986557,0.051164887845516205,0.1578395515680313
sunlight,0.165273055434227,1.0000001192092896,0.22116537392139435,0.21599051356315613,0.3357032239437103,0.1563466340303421,0.17058703303337097,0.3499772250652313,0.19717004895210266,0.2936643958091736,0.31801390647888184,0.24547719955444336,0.3218323588371277,0.15215806663036346,0.16149763762950897,-0.03928320109844208,0.3297722339630127,0.2790217697620392,0.019806625321507454,0.17698515951633453
on,0.33887791633605957,0.19717004895210266,0.49057599902153015,0.34226128458976746,0.15400467813014984,0.2670976221561432,0.16624125838279724,0.26941370964050293,0.9999999403953552,0.41031414270401,0.27031177282333374,0.5107308030128479,0.14262238144874573,0.32403138279914856,0.25462663173675537,-0.03274054825305939,0.20430897176265717,0.20020021498203278,0.04238596186041832,0.2714994251728058
mercuric,0.24212123453617096,0.36703866720199585,0.3303278982639313,0.1748024821281433,0.5029779672622681,0.17944060266017914,0.3097771108150482,0.336353600025177,0.21771953999996185,0.28709545731544495,0.3177850544452667,0.3074982762336731,0.36602815985679626,0.24213597178459167,0.2681576609611511,0.021223971620202065,0.3119611144065857,0.26129594445228577,0.08554250001907349,0.17186656594276428
oxide,0.15789516270160675,0.3955312967300415,0.17490515112876892,0.1961873471736908,0.5958739519119263,0.12213745713233948,0.2743090093135834,0.27478522062301636,0.10933918505907059,0.19843599200248718,0.29058027267456055,0.12591426074504852,0.41569027304649353,0.15376615524291992,0.20159654319286346,0.022367188706994057,0.2807765603065491,0.2597232460975647,-0.011187412776052952,0.20583678781986237
(,0.20696312189102173,0.18280796706676483,0.6363511681556702,0.2411840260028839,0.20945166051387787,0.18979617953300476,0.21553921699523926,0.16743241250514984,0.28656116127967834,0.30882009863853455,0.2345844954252243,0.33289089798927307,0.14316637814044952,0.21137313544750214,0.2546432614326477,0.15585018694400787,0.18931737542152405,0.17194215953350067,-0.022970275953412056,0.40561532974243164
hgo,0.19470933079719543,0.2933584749698639,0.34664222598075867,0.2159062772989273,0.20983798801898956,0.07081476598978043,0.24862678349018097,0.17952421307563782,0.2504955232143402,0.24068468809127808,0.16663740575313568,0.30593323707580566,0.14879757165908813,0.2288714051246643,0.28124621510505676,0.028287695720791817,0.2519506514072418,0.2013980895280838,-0.023987993597984314,0.19563528895378113
),0.2151763141155243,0.16563336551189423,0.63033527135849,0.26259949803352356,0.21834416687488556,0.18584993481636047,0.22483599185943604,0.16280633211135864,0.29937487840652466,0.31236231327056885,0.2487562596797943,0.3456730246543884,0.14129622280597687,0.24215729534626007,0.273923397064209,0.1698397845029831,0.18495267629623413,0.18929895758628845,-0.028269650414586067,0.42300865054130554
inside,0.261824369430542,0.3300832211971283,0.2100258767604828,0.2567365765571594,0.2502359449863434,0.1754753291606903,0.11935155838727951,0.21053817868232727,0.2502138614654541,0.27900636196136475,0.29114478826522827,0.35313180088996887,0.26350149512290955,0.12445629388093948,0.4122542142868042,-0.024800878018140793,0.24788129329681396,0.27223682403564453,-0.03935111314058304,0.14505037665367126
a,0.32094135880470276,0.20111016929149628,0.427140474319458,0.3320399522781372,0.2321223020553589,0.2552328109741211,0.22067803144454956,0.2562330961227417,0.3848365545272827,0.45503583550453186,0.34303420782089233,0.5829201340675354,0.26485589146614075,0.4393508732318878,0.4868806302547455,0.07272057235240936,0.3081231415271759,0.23199330270290375,0.04890415817499161,0.23916715383529663
glass,0.1903875768184662,0.38647904992103577,0.23527590930461884,0.13572539389133453,0.33723968267440796,0.16013789176940918,0.254438191652298,0.2179655283689499,0.13102242350578308,0.2111847698688507,0.30231019854545593,0.20646950602531433,0.26931533217430115,0.22439971566200256,0.19620247185230255,-0.08640371263027191,0.24362671375274658,0.24707545340061188,0.003831360721960664,0.1252557635307312
tube,0.21012599766254425,0.307974636554718,0.17319613695144653,0.19240084290504456,0.30083948373794556,0.1256694346666336,0.2402902990579605,0.17547886073589325,0.22943490743637085,0.25624245405197144,0.2221638411283493,0.222691148519516,0.2959982454776764,0.12815257906913757,0.2441592663526535,-0.03954416140913963,0.22735777497291565,0.2366659790277481,0.03372127190232277,0.13631722331047058
