,what,is,the,daleks,',main,weakness,?
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.2663559913635254,0.20297467708587646,0.19033032655715942,0.3017015755176544,0.1898253709077835
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.17629654705524445,0.22912630438804626,1.0000001192092896,0.2059495747089386,0.1665669083595276
weakness,0.33654487133026123,0.22505609691143036,0.29792749881744385,0.2403566837310791,0.21620218455791473,0.2059495747089386,1.0,0.15925627946853638
is,0.28837618231773376,1.0,0.5823672413825989,0.1489412784576416,0.5508411526679993,0.3009335994720459,0.22505609691143036,0.22961433231830597
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.2663559913635254,0.20297467708587646,0.19033032655715942,0.3017015755176544,0.1898253709077835
eyestalk,0.3230493664741516,0.3144276440143585,0.3233620524406433,0.34738031029701233,0.3134075403213501,0.2285071164369583,0.3117942810058594,0.4165911376476288
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.04037656635046005,0.026434918865561485,0.09533005207777023,0.07405979186296463,0.10349778085947037
attacks,0.19946885108947754,0.23290947079658508,0.2845265567302704,0.226833313703537,0.16837762296199799,0.14121024310588837,0.33660590648651123,0.14532065391540527
upon,0.2878674864768982,0.1675044447183609,0.28184252977371216,0.13863790035247803,0.1009242981672287,0.12916716933250427,0.24595504999160767,0.13780277967453003
them,0.4994642734527588,0.2390832006931305,0.4788833558559418,0.3096380829811096,0.24799776077270508,0.25697624683380127,0.296500027179718,0.35435691475868225
using,0.27984681725502014,0.26543745398521423,0.28364112973213196,0.23851318657398224,0.16344590485095978,0.1544642448425293,0.2546459138393402,0.2804589569568634
various,0.26045072078704834,0.13601526618003845,0.3235042691230774,0.18015171587467194,0.10019896179437637,0.2786034941673279,0.2101268470287323,0.12823495268821716
weapons,0.18805687129497528,0.15002338588237762,0.24496999382972717,0.29376548528671265,0.13401289284229279,0.16943106055259705,0.19211111962795258,0.12573792040348053
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.1892659068107605,0.23672404885292053,0.18884645402431488,0.32678091526031494,0.3226337134838104
blind,0.21692055463790894,0.1695178747177124,0.18614573776721954,0.15209896862506866,0.1918586790561676,0.07690377533435822,0.23637869954109192,0.11960162967443466
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.22038860619068146,0.48837921023368835,0.27217230200767517,0.19860437512397766,0.23916715383529663
dalek,0.18940898776054382,0.14200317859649658,0.2987383306026459,0.8736585378646851,0.11037129908800125,0.17070482671260834,0.19777154922485352,0.17070545256137848
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.14506761729717255,0.5178600549697876,0.2989408075809479,0.2162320762872696,0.31091248989105225
making,0.30777570605278015,0.3214159309864044,0.35185980796813965,0.15990504622459412,0.19916430115699768,0.20107033848762512,0.17578670382499695,0.2539324164390564
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.16997826099395752,0.5141429305076599,0.2827725112438202,0.2751392424106598,0.25732165575027466
go,0.35329025983810425,0.19626101851463318,0.29801803827285767,0.09663083404302597,0.23319031298160553,0.2076222002506256,0.20693422853946686,0.25942572951316833
mad,0.2700570523738861,0.20730574429035187,0.2028617411851883,0.24065999686717987,0.26427099108695984,0.22481417655944824,0.20997923612594604,0.19706392288208008
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23017093539237976,0.4806240200996399,0.31122034788131714,0.19079481065273285,0.4130953550338745
