,how,much,oxygen,is,found,is,a,liter,of,fresh,water,under,normal,conditions,?
at,0.2154216170310974,0.23158283531665802,0.1428557187318802,0.25906258821487427,0.21720094978809357,0.25906258821487427,0.3095070421695709,0.15282584726810455,0.42558613419532776,0.162371426820755,0.14569826424121857,0.2700437307357788,0.25311094522476196,0.19586089253425598,0.21978627145290375
25,0.07429084926843643,0.06316445767879486,0.09609903395175934,-0.0007095441687852144,0.031885452568531036,-0.0007095441687852144,0.12003126740455627,0.08856839686632156,0.13541533052921295,0.06141084432601929,0.013088993728160858,0.18114079535007477,0.1108407974243164,0.12199267745018005,0.09614268690347672
°c,0.1447901725769043,0.19774863123893738,0.361249715089798,0.22964106500148773,0.22959472239017487,0.22964106500148773,0.14231225848197937,0.29289481043815613,0.11791849136352539,0.24431364238262177,0.37177908420562744,0.07343059778213501,0.23837988078594208,0.33351001143455505,0.2095707356929779
and,0.33647966384887695,0.38395699858665466,0.22261030972003937,0.3859752118587494,0.27978911995887756,0.3859752118587494,0.3739250600337982,0.2518082857131958,0.5116966962814331,0.30790069699287415,0.3054247498512268,0.3005301356315613,0.3120298683643341,0.252461701631546,0.20544172823429108
1,-0.28593507409095764,-0.21933172643184662,-0.10033886879682541,-0.12491171807050705,-0.07975441962480545,-0.12491171807050705,-0.20817746222019196,-0.12202110141515732,-0.09473495930433273,-0.07956919819116592,-0.005570153705775738,-0.11805034428834915,-0.1973515897989273,-0.13029837608337402,-0.249979168176651
standard,0.25041645765304565,0.26177510619163513,0.1331353485584259,0.23514990508556366,0.12536361813545227,0.23514990508556366,0.2876655161380768,0.2152264416217804,0.2296806275844574,0.16028323769569397,0.0930653065443039,0.18043994903564453,0.3653278350830078,0.2710188627243042,0.17029257118701935
atmosphere,0.2488957792520523,0.3395298421382904,0.48839667439460754,0.1850086748600006,0.14264117181301117,0.1850086748600006,0.17583811283111572,0.31711024045944214,0.1981431096792221,0.23308925330638885,0.401515930891037,0.10457305610179901,0.22739338874816895,0.3394632041454315,0.15636961162090302
(,0.1676948219537735,0.21788647770881653,0.189798504114151,0.35393038392066956,0.1583331823348999,0.35393038392066956,0.3206180930137634,0.2427196353673935,0.35032153129577637,0.14069759845733643,0.16755586862564087,0.21003201603889465,0.20925313234329224,0.13373951613903046,0.40561532974243164
101.3,-0.039776626974344254,-0.0032895966432988644,0.00897892378270626,0.07976090162992477,-0.07003685086965561,0.07976090162992477,0.08507753908634186,0.07649358361959457,0.16112907230854034,0.023305118083953857,0.06636592000722885,0.07796629518270493,0.09364882111549377,0.021431930363178253,-0.027411790564656258
kpa,0.19806653261184692,0.15727820992469788,0.2132871299982071,0.19405466318130493,0.14483676850795746,0.19405466318130493,0.207414910197258,0.2827592194080353,0.1648968756198883,0.18510231375694275,0.25471919775009155,0.20392607152462006,0.23069944977760315,0.2244538962841034,0.2370387464761734
),0.17939934134483337,0.22256317734718323,0.19541971385478973,0.37732169032096863,0.16750772297382355,0.37732169032096863,0.3640355169773102,0.26110589504241943,0.3680361211299896,0.15163302421569824,0.18243473768234253,0.2076013684272766,0.2275071144104004,0.11595944315195084,0.42300865054130554
of,0.2480744868516922,0.2671096920967102,0.16848602890968323,0.4854315221309662,0.2982911467552185,0.4854315221309662,0.5052502155303955,0.16679181158542633,1.0,0.2500631511211395,0.2741255462169647,0.32766106724739075,0.2300747036933899,0.2074868083000183,0.1826142966747284
air,0.11602716892957687,0.1904066801071167,0.3506372570991516,0.2280944287776947,0.15333212912082672,0.2280944287776947,0.23199330270290375,0.26972514390945435,0.24196814000606537,0.32879796624183655,0.4309055507183075,0.16510221362113953,0.24108846485614777,0.20709046721458435,0.1491677612066269
",",0.22659391164779663,0.36182254552841187,0.21812842786312103,0.4691906273365021,0.27385151386260986,0.4691906273365021,0.427140474319458,0.2502938508987427,0.4946078956127167,0.27130547165870667,0.26706066727638245,0.24875585734844208,0.25911128520965576,0.17239321768283844,0.31091248989105225
freshwater,0.12385495007038116,0.21689510345458984,0.3050868809223175,0.2736130654811859,0.31683149933815,0.2736130654811859,0.23645955324172974,0.205121710896492,0.30244216322898865,0.5681505799293518,0.600524365901947,0.15704073011875153,0.18963102996349335,0.2657244801521301,0.1526603251695633
contains,0.2188502848148346,0.2195214182138443,0.24797163903713226,0.4272567629814148,0.28510087728500366,0.4272567629814148,0.3092464506626129,0.19046644866466522,0.34575599431991577,0.13531221449375153,0.2662709057331085,0.1602296531200409,0.21175874769687653,0.18143092095851898,0.15215006470680237
about,0.44264400005340576,0.42681634426116943,0.1566355675458908,0.3532065451145172,0.2971428334712982,0.3532065451145172,0.34171196818351746,0.15715676546096802,0.40939709544181824,0.1739809215068817,0.24728088080883026,0.1724463254213333,0.2433772087097168,0.21020443737506866,0.302409827709198
6.04,-0.06902202218770981,-0.049723461270332336,-0.0690583884716034,-0.03537150099873543,-0.04020634666085243,-0.03537150099873543,-0.04590991884469986,0.031667210161685944,-0.14193162322044373,-0.06608638912439346,-0.0722215473651886,-0.09298678487539291,-0.05801019072532654,-0.07042209804058075,0.002350542461499572
milliliters,0.2669248580932617,0.37797456979751587,0.38237324357032776,0.2850733995437622,0.14332500100135803,0.2850733995437622,0.33129259943962097,0.5354392528533936,0.25899773836135864,0.297030508518219,0.404888391494751,0.13014698028564453,0.36162111163139343,0.3296455442905426,0.24152451753616333
(,0.1676948219537735,0.21788647770881653,0.189798504114151,0.35393038392066956,0.1583331823348999,0.35393038392066956,0.3206180930137634,0.2427196353673935,0.35032153129577637,0.14069759845733643,0.16755586862564087,0.21003201603889465,0.20925313234329224,0.13373951613903046,0.40561532974243164
