,when,was,there,a,armed,protest,at,ballarat,about,mining,taxes,?
in,0.4431333839893341,0.45514053106307983,0.5361666083335876,0.539380669593811,0.2077496349811554,0.29343265295028687,0.4374977946281433,0.28942209482192993,0.39797019958496094,0.2947709858417511,0.22342120110988617,0.20430970191955566
1854,0.030370894819498062,0.04145553708076477,0.16903440654277802,0.13377833366394043,0.12314365059137344,0.11198767274618149,0.09694350510835648,0.16970209777355194,0.02201034128665924,0.08785859495401382,0.049289051443338394,0.08305927366018295
at,0.38876327872276306,0.36707764863967896,0.37649083137512207,0.3095070421695709,0.16437119245529175,0.21989403665065765,1.0,0.3022187054157257,0.3110121488571167,0.17403572797775269,0.13974453508853912,0.21978627145290375
ballarat,0.2959037125110626,0.30413487553596497,0.2711155116558075,0.26435011625289917,0.28580859303474426,0.3046473562717438,0.3022187054157257,1.0,0.21591012179851532,0.40166085958480835,0.2849757969379425,0.12580890953540802
there,0.34822648763656616,0.24909798800945282,1.0,0.4214206337928772,0.1484816074371338,0.2261025309562683,0.37649083137512207,0.2711155116558075,0.463201105594635,0.27433088421821594,0.244624525308609,0.29405656456947327
was,0.37326499819755554,1.0000001192092896,0.24909798800945282,0.4508470594882965,0.25942692160606384,0.274395227432251,0.36707764863967896,0.30413487553596497,0.2577359974384308,0.2141381800174713,0.20412179827690125,0.18412111699581146
an,0.33026179671287537,0.3694365322589874,0.22476400434970856,0.44552403688430786,0.15052618086338043,0.20804888010025024,0.2446778565645218,0.20407165586948395,0.2700941264629364,0.18327505886554718,0.09877585619688034,0.19793890416622162
armed,0.23181453347206116,0.25942692160606384,0.1484816074371338,0.2291470170021057,1.0000001192092896,0.28632616996765137,0.16437119245529175,0.28580859303474426,0.17340661585330963,0.19762715697288513,0.22465889155864716,0.18816959857940674
rebellion,0.23575051128864288,0.2940196692943573,0.19916994869709015,0.14913007616996765,0.3647110164165497,0.3887439966201782,0.12994684278964996,0.3509855270385742,0.17084139585494995,0.21884356439113617,0.34983113408088684,0.10071789473295212
against,0.32684949040412903,0.22972732782363892,0.21675412356853485,0.2227657586336136,0.3085244596004486,0.41560912132263184,0.183924600481987,0.17579515278339386,0.1949513703584671,0.16490226984024048,0.2823469042778015,0.18095137178897858
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.2418309897184372,0.25126034021377563,0.457212895154953,0.2850953936576843,0.37995871901512146,0.24748016893863678,0.23899468779563904,0.22068053483963013
government,0.23078718781471252,0.2995857298374176,0.27723273634910583,0.25158295035362244,0.3895667493343353,0.3905397355556488,0.1937524825334549,0.30509278178215027,0.2398819625377655,0.3034583032131195,0.5289652347564697,0.18851417303085327
of,0.3757161796092987,0.4069072902202606,0.44397735595703125,0.5052502155303955,0.24764959514141083,0.24564224481582642,0.42558613419532776,0.23833371698856354,0.40939709544181824,0.29953035712242126,0.24622385203838348,0.1826142966747284
