,what,month,",",every,four,years,",",are,the,ordinary,general,elections,held,on,?
under,0.20154598355293274,0.1550494134426117,0.24875585734844208,0.18337099254131317,0.16233988106250763,0.19817161560058594,0.24875585734844208,0.2196284979581833,0.3348022699356079,0.17469854652881622,0.33664318919181824,0.13149313628673553,0.23477822542190552,0.3075410723686218,0.18233340978622437
the,0.42745697498321533,0.2821349799633026,0.4933079481124878,0.4023689329624176,0.40344667434692383,0.2912273406982422,0.4933079481124878,0.40399202704429626,1.0,0.2741096615791321,0.28634732961654663,0.23646192252635956,0.32185450196266174,0.5107308030128479,0.22068053483963013
scotland,0.16722074151039124,0.1362893432378769,0.21124857664108276,0.13711607456207275,0.13860294222831726,0.1745058000087738,0.21124857664108276,0.19172759354114532,0.23846951127052307,0.09121910482645035,0.12829405069351196,0.18858656287193298,0.1419268399477005,0.20660968124866486,0.09160218387842178
act,0.2622668445110321,0.06850920617580414,0.1787904053926468,0.15636864304542542,0.15720167756080627,0.11914454400539398,0.1787904053926468,0.22266654670238495,0.28682878613471985,0.17970769107341766,0.11674930900335312,0.24515046179294586,0.14279377460479736,0.17222115397453308,0.1482519507408142
1998,0.10774625837802887,0.04407590255141258,0.02818203717470169,-0.0713542252779007,-0.1051156297326088,-0.010979687795042992,0.02818203717470169,-0.14606747031211853,-0.047468025237321854,0.046633314341306686,0.17791342735290527,0.24418818950653076,0.0709524005651474,-0.03349076956510544,0.11714459210634232
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.25988471508026123,0.31238991022109985,0.2589467465877533,1.0000001192092896,0.4062570035457611,0.4933079481124878,0.2568533420562744,0.3022127151489258,0.2606843113899231,0.2880980372428894,0.49057599902153015,0.31091248989105225
ordinary,0.29406803846359253,0.11340644210577011,0.2568533420562744,0.3101406991481781,0.19421692192554474,0.1791904866695404,0.2568533420562744,0.2885158956050873,0.2741096615791321,1.0000001192092896,0.23571187257766724,0.12023915350437164,0.12651172280311584,0.2334901988506317,0.22565332055091858
general,0.24928055703639984,0.20777422189712524,0.3022127151489258,0.1451876312494278,0.16116668283939362,0.17239786684513092,0.3022127151489258,0.15219135582447052,0.28634732961654663,0.23571187257766724,1.0000001192092896,0.3004227876663208,0.17221853137016296,0.18019753694534302,0.1972234547138214
elections,0.2432289719581604,0.20734208822250366,0.2606843113899231,0.2575068473815918,0.1744595170021057,0.2703917622566223,0.2606843113899231,0.20126916468143463,0.23646192252635956,0.12023915350437164,0.3004227876663208,1.0,0.380016028881073,0.24783289432525635,0.2319818139076233
for,0.3017193675041199,0.23262934386730194,0.4464869201183319,0.35918429493904114,0.27783235907554626,0.2878222167491913,0.4464869201183319,0.3895993232727051,0.4739971458911896,0.2522071301937103,0.23497237265110016,0.24397696554660797,0.2495253086090088,0.36199691891670227,0.264628142118454
the,0.42745697498321533,0.2821349799633026,0.4933079481124878,0.4023689329624176,0.40344667434692383,0.2912273406982422,0.4933079481124878,0.40399202704429626,1.0,0.2741096615791321,0.28634732961654663,0.23646192252635956,0.32185450196266174,0.5107308030128479,0.22068053483963013
scottish,0.13777151703834534,0.11047440022230148,0.21369139850139618,0.11385199427604675,0.13251341879367828,0.1961713433265686,0.21369139850139618,0.15686963498592377,0.21724988520145416,0.13756714761257172,0.16125184297561646,0.18697185814380646,0.14091922342777252,0.14497309923171997,0.06442669779062271
parliament,0.21650300920009613,0.07615894824266434,0.25442883372306824,0.1874624788761139,0.15248431265354156,0.16476571559906006,0.25442883372306824,0.09480422735214233,0.26521381735801697,0.18677915632724762,0.24502259492874146,0.5661953687667847,0.24202166497707367,0.2047569900751114,0.1586504578590393
are,0.29724663496017456,0.16403718292713165,0.4062570035457611,0.3086106479167938,0.3568944036960602,0.17491404712200165,0.4062570035457611,1.0,0.40399202704429626,0.2885158956050873,0.15219135582447052,0.20126916468143463,0.18270234763622284,0.268924742937088,0.24591213464736938
held,0.0974166989326477,0.18161791563034058,0.2880980372428894,0.36404818296432495,0.24638524651527405,0.21447817981243134,0.2880980372428894,0.18270234763622284,0.32185450196266174,0.12651172280311584,0.17221853137016296,0.380016028881073,1.0,0.2410694807767868,0.14103956520557404
on,0.34226128458976746,0.32571008801460266,0.49057599902153015,0.34571558237075806,0.27816104888916016,0.2152649462223053,0.49057599902153015,0.268924742937088,0.5107308030128479,0.2334901988506317,0.18019753694534302,0.24783289432525635,0.2410694807767868,0.9999999403953552,0.2714994251728058
the,0.42745697498321533,0.2821349799633026,0.4933079481124878,0.4023689329624176,0.40344667434692383,0.2912273406982422,0.4933079481124878,0.40399202704429626,1.0,0.2741096615791321,0.28634732961654663,0.23646192252635956,0.32185450196266174,0.5107308030128479,0.22068053483963013
first,0.28086137771606445,0.20689323544502258,0.34503069519996643,0.41254907846450806,0.3285832405090332,0.2958037853240967,0.34503069519996643,0.20306691527366638,0.49448907375335693,0.2362527698278427,0.23021191358566284,0.2656244933605194,0.2648550271987915,0.3120559751987457,0.18701928853988647
thursday,0.1903308480978012,0.25804847478866577,0.2625715136528015,0.30648425221443176,0.1845039278268814,0.1678304374217987,0.2625715136528015,0.1427752524614334,0.2160235196352005,0.08619437366724014,0.0782262310385704,0.27748560905456543,0.3023136854171753,0.40117037296295166,0.2132832556962967
in,0.30808621644973755,0.2385365217924118,0.5201468467712402,0.31953179836273193,0.3085027039051056,0.33554986119270325,0.5201468467712402,0.3841303884983063,0.6662389636039734,0.2512589395046234,0.259066641330719,0.2604275643825531,0.3127288818359375,0.46853652596473694,0.20430970191955566
may,0.25739946961402893,0.24754159152507782,0.5007920861244202,0.1774040013551712,0.16860944032669067,0.258325457572937,0.5007920861244202,0.3162533640861511,0.2694292366504669,0.22271782159805298,0.22961640357971191,0.22840633988380432,0.16321872174739838,0.3428080081939697,0.2768254578113556
every,0.30284011363983154,0.2995801866054535,0.25988471508026123,1.0,0.3073490560054779,0.28271207213401794,0.25988471508026123,0.3086106479167938,0.4023689329624176,0.3101406991481781,0.1451876312494278,0.2575068473815918,0.36404818296432495,0.34571558237075806,0.24066033959388733
four,0.18057085573673248,0.15835078060626984,0.31238991022109985,0.3073490560054779,1.0,0.3219561278820038,0.31238991022109985,0.3568944036960602,0.40344667434692383,0.19421692192554474,0.16116668283939362,0.1744595170021057,0.24638524651527405,0.27816104888916016,0.14532537758350372
years,0.1981470286846161,0.2997092604637146,0.2589467465877533,0.28271207213401794,0.3219561278820038,1.0,0.2589467465877533,0.17491404712200165,0.2912273406982422,0.1791904866695404,0.17239786684513092,0.2703917622566223,0.21447817981243134,0.2152649462223053,0.1914375126361847
(,0.2411840260028839,0.257026344537735,0.6363511681556702,0.17220409214496613,0.18616169691085815,0.21505801379680634,0.6363511681556702,0.23263892531394958,0.33289089798927307,0.15404224395751953,0.23743551969528198,0.1655852049589157,0.18327336013317108,0.28656116127967834,0.40561532974243164
1999,0.09112130105495453,0.10256282240152359,0.04005637392401695,0.02892136201262474,0.02846693806350231,0.09446202963590622,0.04005637392401695,-0.1512039303779602,0.06755080074071884,0.06057640165090561,0.20054306089878082,0.20175917446613312,0.13943584263324738,0.03319690749049187,0.05416720360517502
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.25988471508026123,0.31238991022109985,0.2589467465877533,1.0000001192092896,0.4062570035457611,0.4933079481124878,0.2568533420562744,0.3022127151489258,0.2606843113899231,0.2880980372428894,0.49057599902153015,0.31091248989105225
2003,-0.17906495928764343,-0.12941066920757294,-0.21511344611644745,-0.11253941804170609,-0.11509665846824646,-0.17835377156734467,-0.21511344611644745,-0.09746265411376953,-0.14761915802955627,-0.08431511372327805,-0.14050264656543732,-0.1589035838842392,-0.18755774199962616,-0.06728295981884003,-0.17560148239135742
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.25988471508026123,0.31238991022109985,0.2589467465877533,1.0000001192092896,0.4062570035457611,0.4933079481124878,0.2568533420562744,0.3022127151489258,0.2606843113899231,0.2880980372428894,0.49057599902153015,0.31091248989105225
2007,-0.15549811720848083,-0.1397063434123993,-0.24049624800682068,-0.14113622903823853,-0.18828009068965912,-0.2884511947631836,-0.24049624800682068,-0.08320420235395432,-0.23657195270061493,-0.07703446596860886,-0.17089565098285675,-0.26696276664733887,-0.2594138979911804,-0.16471703350543976,-0.1664225310087204
and,0.31309178471565247,0.2231980711221695,0.6633074283599854,0.26607486605644226,0.34700489044189453,0.300204873085022,0.6633074283599854,0.48576638102531433,0.5171257257461548,0.2503317594528198,0.25860127806663513,0.21463163197040558,0.22757986187934875,0.4077630043029785,0.20544172823429108
so,0.539469838142395,0.22635863721370697,0.3716299831867218,0.40729793906211853,0.26016369462013245,0.26569798588752747,0.3716299831867218,0.420413613319397,0.4296516180038452,0.35177963972091675,0.1690410077571869,0.2043931931257248,0.19573847949504852,0.31848302483558655,0.43163934350013733
on,0.34226128458976746,0.32571008801460266,0.49057599902153015,0.34571558237075806,0.27816104888916016,0.2152649462223053,0.49057599902153015,0.268924742937088,0.5107308030128479,0.2334901988506317,0.18019753694534302,0.24783289432525635,0.2410694807767868,0.9999999403953552,0.2714994251728058
),0.26259949803352356,0.26084697246551514,0.63033527135849,0.18115901947021484,0.21153751015663147,0.20000751316547394,0.63033527135849,0.2373749315738678,0.3456730246543884,0.19829872250556946,0.22449038922786713,0.15428538620471954,0.1961527168750763,0.29937487840652466,0.42300865054130554
