,where,did,turabi,place,students,sympathetic,to,his,views,?
he,0.3705328106880188,0.3292143940925598,0.19626621901988983,0.24724791944026947,0.27384498715400696,0.2320886105298996,0.385390967130661,0.7171558737754822,0.1885145753622055,0.2089974731206894
also,0.5413004159927368,0.39334940910339355,0.2199629247188568,0.29717394709587097,0.23872198164463043,0.24181124567985535,0.5348826050758362,0.38173818588256836,0.24220360815525055,0.21848613023757935
recruited,0.19832047820091248,0.2740274667739868,0.13748471438884735,0.12125306576490402,0.3865581154823303,0.23409348726272583,0.21089793741703033,0.31796500086784363,0.11017463356256485,0.09634052217006683
and,0.43859338760375977,0.34479495882987976,0.2281530648469925,0.2813849449157715,0.28111961483955383,0.23230166733264923,0.48971283435821533,0.4234102666378021,0.24296055734157562,0.20544172823429108
built,0.23154333233833313,0.2079687863588333,0.14757809042930603,0.257998526096344,0.20938928425312042,0.07278798520565033,0.2183011770248413,0.1934574842453003,0.15340948104858398,0.09449632465839386
a,0.40997210144996643,0.2552328109741211,0.15780171751976013,0.3079278767108917,0.2676560878753662,0.2279207557439804,0.45503583550453186,0.3497250974178314,0.19887466728687286,0.23916715383529663
cadre,0.15477527678012848,0.13537085056304932,0.2398563027381897,0.14201997220516205,0.16670368611812592,0.1886737048625946,0.21113136410713196,0.21290117502212524,0.13619104027748108,0.23688144981861115
of,0.38066378235816956,0.2513895630836487,0.17534534633159637,0.2685627043247223,0.25513339042663574,0.23468109965324402,0.41548454761505127,0.38364991545677185,0.1923438459634781,0.1826142966747284
influential,0.13184277713298798,0.2309054732322693,0.27028751373291016,0.14190438389778137,0.24856723845005035,0.2455219328403473,0.13114871084690094,0.305508553981781,0.27602359652519226,0.1465693712234497
loyalists,0.18814505636692047,0.25030067563056946,0.2122705727815628,0.17410357296466827,0.2883232831954956,0.3399759531021118,0.26371875405311584,0.27120691537857056,0.27711471915245056,0.10581273585557938
by,0.2641284465789795,0.18574509024620056,0.18639639019966125,0.22235022485256195,0.19252489507198334,0.1758648157119751,0.33534231781959534,0.3107621967792511,0.1954949051141739,0.17966607213020325
placing,0.2919910252094269,0.16818954050540924,0.17210619151592255,0.36853963136672974,0.18685531616210938,0.18822135031223297,0.3024216890335083,0.25066882371902466,0.11975259333848953,0.1590770035982132
sympathetic,0.24070052802562714,0.3204728066921234,0.16518588364124298,0.15650436282157898,0.15332907438278198,1.0000001192092896,0.3362877666950226,0.290493369102478,0.2619631886482239,0.18738842010498047
students,0.2588886320590973,0.1996062994003296,0.14908872544765472,0.21916867792606354,1.0,0.15332907438278198,0.2905822694301605,0.23365305364131927,0.24997912347316742,0.18017297983169556
in,0.5344807505607605,0.2593238651752472,0.13889259099960327,0.38128477334976196,0.2676171064376831,0.15270207822322845,0.45010748505592346,0.3598145842552185,0.18003326654434204,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.15623018145561218,0.4179787337779999,0.25268980860710144,0.2595970630645752,0.535392165184021,0.4394008219242096,0.23137402534484863,0.22068053483963013
university,0.26550742983818054,0.15114416182041168,0.17330458760261536,0.1335231363773346,0.4958297908306122,0.12886489927768707,0.20192374289035797,0.22286750376224518,0.1870434582233429,0.11887256056070328
and,0.43859338760375977,0.34479495882987976,0.2281530648469925,0.2813849449157715,0.28111961483955383,0.23230166733264923,0.48971283435821533,0.4234102666378021,0.24296055734157562,0.20544172823429108
military,0.18467973172664642,0.17979979515075684,0.276875764131546,0.1391289085149765,0.21798233687877655,0.20846617221832275,0.2282337248325348,0.2637975513935089,0.1972457617521286,0.1890317052602768
academy,0.14799536764621735,0.16967160999774933,0.15717442333698273,0.13577422499656677,0.32957231998443604,0.1152854859828949,0.17879998683929443,0.21909329295158386,0.12506507337093353,0.1340850442647934
while,0.41293615102767944,0.3330625295639038,0.1805005669593811,0.312160462141037,0.2701949179172516,0.27150797843933105,0.43899232149124146,0.39785656332969666,0.22585201263427734,0.21076419949531555
serving,0.11732333898544312,0.10483568906784058,0.14265011250972748,0.08293737471103668,0.1962921917438507,0.08699848502874374,0.22908350825309753,0.3003758192062378,0.1711614578962326,0.13876403868198395
as,0.35409465432167053,0.3596470057964325,0.2213125079870224,0.24125029146671295,0.2101105898618698,0.2159912884235382,0.42092081904411316,0.3146366477012634,0.20329707860946655,0.27043893933296204
minister,0.10924484580755234,0.16385287046432495,0.25432997941970825,0.1509941667318344,0.18445350229740143,0.0839892327785492,0.17637476325035095,0.2393040806055069,0.1334642916917801,0.10825661569833755
of,0.38066378235816956,0.2513895630836487,0.17534534633159637,0.2685627043247223,0.25513339042663574,0.23468109965324402,0.41548454761505127,0.38364991545677185,0.1923438459634781,0.1826142966747284
education,0.19163627922534943,0.19762296974658966,0.16290508210659027,0.16361483931541443,0.5498206615447998,0.12561090290546417,0.2626708149909973,0.26743069291114807,0.24993272125720978,0.18067774176597595
.,0.41390106081962585,0.35288307070732117,0.17737819254398346,0.2844318151473999,0.2607303857803345,0.22187522053718567,0.4645031690597534,0.3119256794452667,0.2603122889995575,0.4130953550338745
