,the,university,'s,center,in,beijing,is,located,next,to,what,school,'s,campus,?
in,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.27253323793411255,1.0,0.2894909381866455,0.5394441485404968,0.35149815678596497,0.29307645559310913,0.45010748505592346,0.30808621644973755,0.26157811284065247,-0.037580832839012146,0.2525809109210968,0.20430970191955566
fall,0.3639753758907318,0.14549283683300018,-0.05826059728860855,0.1014457494020462,0.22958555817604065,0.18411904573440552,0.13360679149627686,0.04836226999759674,0.17186371982097626,0.1966593861579895,0.26931828260421753,0.1673065423965454,-0.05826059728860855,0.06078965961933136,0.1656162142753601
2010,0.31722962856292725,0.14908835291862488,0.05135534703731537,0.12237498164176941,0.2692960798740387,0.24650084972381592,0.24019573628902435,0.27107229828834534,0.13809935748577118,0.3413967490196228,0.2741409242153168,0.22234414517879486,0.05135534703731537,0.14458730816841125,0.21232788264751434
",",0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1905742734670639,0.5201468467712402,0.26375576853752136,0.4691906273365021,0.2678719460964203,0.2665692865848541,0.44245919585227966,0.3087472915649414,0.27141863107681274,-0.0016132977325469255,0.2639807164669037,0.31091248989105225
the,1.0,0.263973206281662,-0.01540423184633255,0.29064592719078064,0.6662389636039734,0.2713945806026459,0.5823672413825989,0.407527357339859,0.35833123326301575,0.535392165184021,0.42745697498321533,0.22953221201896667,-0.01540423184633255,0.20087170600891113,0.22068053483963013
university,0.263973206281662,1.0,-0.007441582623869181,0.2763576805591583,0.3201795518398285,0.2903507947921753,0.20346471667289734,0.2719898521900177,0.1334010362625122,0.20192374289035797,0.20256435871124268,0.48676231503486633,-0.007441582623869181,0.557883620262146,0.11887256056070328
of,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.24526838958263397,0.5696388483047485,0.2152440845966339,0.4854315221309662,0.32520920038223267,0.2935165464878082,0.41548454761505127,0.33290785551071167,0.2391800880432129,-0.03817026689648628,0.22980211675167084,0.1826142966747284
chicago,0.27360326051712036,0.29005804657936096,-0.0033615175634622574,0.25957155227661133,0.23921214044094086,0.27448248863220215,0.12146236002445221,0.21737560629844666,0.16825443506240845,0.19278118014335632,0.1521448791027069,0.25633347034454346,-0.0033615175634622574,0.22775733470916748,0.16446958482265472
also,0.6021018624305725,0.2568899393081665,-0.0014726108638569713,0.2188228815793991,0.5073733329772949,0.19447709619998932,0.5012649297714233,0.25066080689430237,0.24146047234535217,0.5348826050758362,0.42747777700424194,0.2439606934785843,-0.0014726108638569713,0.17751994729042053,0.21848613023757935
opened,0.28544309735298157,0.24912703037261963,-0.006441329140216112,0.2500689625740051,0.2972770035266876,0.24863062798976898,0.15947836637496948,0.41504746675491333,0.2041931301355362,0.18903055787086487,0.14500318467617035,0.231169655919075,-0.006441329140216112,0.3229736089706421,0.1934700310230255
a,0.5829201340675354,0.20256656408309937,0.04866964742541313,0.2640431225299835,0.539380669593811,0.18541832268238068,0.658733606338501,0.2605401277542114,0.3054417371749878,0.45503583550453186,0.3320399522781372,0.2245093584060669,0.04866964742541313,0.17332303524017334,0.23916715383529663
center,0.29064592719078064,0.2763576805591583,-0.006294060964137316,0.9999999403953552,0.27253323793411255,0.21351145207881927,0.24782158434391022,0.33815571665763855,0.13676543533802032,0.17764393985271454,0.1908310204744339,0.23000440001487732,-0.006294060964137316,0.2788240909576416,0.12538520991802216
in,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.27253323793411255,1.0,0.2894909381866455,0.5394441485404968,0.35149815678596497,0.29307645559310913,0.45010748505592346,0.30808621644973755,0.26157811284065247,-0.037580832839012146,0.2525809109210968,0.20430970191955566
beijing,0.2713945806026459,0.2903507947921753,0.05236640200018883,0.21351145207881927,0.2894909381866455,1.0000001192092896,0.15637581050395966,0.11447545886039734,0.1772659718990326,0.18398214876651764,0.09482144564390182,0.19392643868923187,0.05236640200018883,0.19210360944271088,0.16358482837677002
