,most,imperialism,was,carried,out,using,which,method,of,transport,?
european,0.21084468066692352,0.29965823888778687,0.22463937103748322,0.16468895971775055,0.15037359297275543,0.14348112046718597,0.2234036773443222,0.13178832828998566,0.2507138252258301,0.16570144891738892,0.14560863375663757
empires,0.2425559014081955,0.42241477966308594,0.2665889263153076,0.1404476910829544,0.19576957821846008,0.17096944153308868,0.22796547412872314,0.11024464666843414,0.2870881259441376,0.14103971421718597,0.15503522753715515
in,0.41416558623313904,0.2081184834241867,0.45514053106307983,0.22688958048820496,0.3576207756996155,0.2717311978340149,0.4840516746044159,0.13883966207504272,0.5696388483047485,0.2746078073978424,0.20430970191955566
asia,0.25688427686691284,0.25942909717559814,0.17820896208286285,0.1506342738866806,0.16092705726623535,0.1096237450838089,0.24878287315368652,0.049822982400655746,0.2372564673423767,0.2083902806043625,0.1340748518705368
and,0.4309377074241638,0.19073538482189178,0.3740963041782379,0.2700822949409485,0.3881998062133789,0.33157408237457275,0.506277859210968,0.16907750070095062,0.5116966962814331,0.2537272870540619,0.20544172823429108
africa,0.24133837223052979,0.30433404445648193,0.1945687234401703,0.1908051073551178,0.2234078049659729,0.09971404820680618,0.23808510601520538,0.14310961961746216,0.2694264054298401,0.16077746450901031,0.12926554679870605
``,0.08567854017019272,0.050459738820791245,-0.012679691426455975,0.014941378496587276,0.024644849821925163,0.09494099766016006,0.05178012326359749,0.04582330584526062,0.06780257821083069,0.040857866406440735,0.0685480609536171
have,0.44364631175994873,0.1434110701084137,0.2863433063030243,0.2767758369445801,0.3612789809703827,0.3861018717288971,0.49652695655822754,0.17321377992630005,0.3802283704280853,0.196601003408432,0.32991164922714233
come,0.33947545289993286,0.144979789853096,0.1758924275636673,0.36976009607315063,0.35886871814727783,0.16741164028644562,0.3183249235153198,0.09228010475635529,0.3194141983985901,0.18865230679512024,0.22318024933338165
to,0.321603000164032,0.21685542166233063,0.3636345863342285,0.21867457032203674,0.42386990785598755,0.3678804934024811,0.5345056653022766,0.2593044936656952,0.41548454761505127,0.21968118846416473,0.29463258385658264
be,0.3381733000278473,0.15657790005207062,0.42228707671165466,0.3055807948112488,0.3626708686351776,0.4113650619983673,0.476310670375824,0.22966717183589935,0.33904364705085754,0.24198511242866516,0.3324260413646698
seen,0.3104226887226105,0.17087742686271667,0.2286430299282074,0.36852285265922546,0.22704845666885376,0.23463347554206848,0.29451611638069153,0.14306378364562988,0.28639769554138184,0.15769080817699432,0.2567344307899475
as,0.3548237979412079,0.2192956656217575,0.3677520453929901,0.2365865707397461,0.3124499022960663,0.31195345520973206,0.41006597876548767,0.2215547412633896,0.3886612355709076,0.19943572580814362,0.27043893933296204
the,0.47635307908058167,0.2716025412082672,0.48711544275283813,0.31854987144470215,0.39404502511024475,0.28364112973213196,0.6521818041801453,0.21624743938446045,0.733189046382904,0.2433847039937973,0.22068053483963013
classic,0.24526232481002808,0.217637300491333,0.20978301763534546,0.10408356040716171,0.18388968706130981,0.21660535037517548,0.2735642194747925,0.13707774877548218,0.21591906249523163,0.09518195688724518,0.2044331431388855
forms,0.2905651926994324,0.21253208816051483,0.1644451767206192,0.11415747553110123,0.16850154101848602,0.19266484677791595,0.4084344804286957,0.22200612723827362,0.33835989236831665,0.17098307609558105,0.1196754202246666
of,0.4178851246833801,0.29240643978118896,0.4069072902202606,0.3256259560585022,0.34176841378211975,0.24298200011253357,0.5011631846427917,0.22896558046340942,1.0,0.2811439633369446,0.1826142966747284
imperialism,0.16553835570812225,1.0,0.2349989414215088,0.09543327987194061,0.13073424994945526,0.15144625306129456,0.22499221563339233,0.16353504359722137,0.29240643978118896,0.1308150738477707,0.14998586475849152
:,0.01611955277621746,0.009878518991172314,0.002802103292196989,-0.11359021067619324,-0.0349646657705307,-0.16764646768569946,-0.11049769818782806,-0.1288418471813202,-0.08807745575904846,-0.10213630646467209,-0.07156077772378922
and,0.4309377074241638,0.19073538482189178,0.3740963041782379,0.2700822949409485,0.3881998062133789,0.33157408237457275,0.506277859210968,0.16907750070095062,0.5116966962814331,0.2537272870540619,0.20544172823429108
indeed,0.328849196434021,0.20056702196598053,0.23672863841056824,0.19522635638713837,0.3340238630771637,0.3129254877567291,0.403014600276947,0.24737918376922607,0.31494295597076416,0.15775354206562042,0.3642158806324005
most,1.0,0.16553835570812225,0.29933857917785645,0.23966245353221893,0.2959814965724945,0.25117412209510803,0.4637843072414398,0.23232249915599823,0.4178851246833801,0.22076688706874847,0.2107497900724411
books,0.18548615276813507,0.22364912927150726,0.18330562114715576,0.1520543098449707,0.18842212855815887,0.22761207818984985,0.22369812428951263,0.20318740606307983,0.18863578140735626,0.13375091552734375,0.1897611767053604
on,0.28303956985473633,0.09501302242279053,0.3909217119216919,0.26714009046554565,0.39060163497924805,0.29792529344558716,0.4245251417160034,0.17949727177619934,0.3966929316520691,0.15922781825065613,0.2714994251728058
the,0.47635307908058167,0.2716025412082672,0.48711544275283813,0.31854987144470215,0.39404502511024475,0.28364112973213196,0.6521818041801453,0.21624743938446045,0.733189046382904,0.2433847039937973,0.22068053483963013
subject,0.2587777078151703,0.22467024624347687,0.19509273767471313,0.202577143907547,0.23395554721355438,0.21956276893615723,0.3130331039428711,0.27130648493766785,0.21533280611038208,0.18286314606666565,0.33952999114990234
confine,0.20890547335147858,0.164997398853302,0.14856697618961334,0.19762568175792694,0.29177016019821167,0.21535813808441162,0.2816237807273865,0.12651333212852478,0.36752668023109436,0.25400498509407043,0.21635955572128296
themselves,0.30967894196510315,0.2702335715293884,0.1582118272781372,0.18077997863292694,0.2963913679122925,0.2999815046787262,0.3376573920249939,0.20052659511566162,0.2638634443283081,0.10459651798009872,0.20170879364013672
to,0.321603000164032,0.21685542166233063,0.3636345863342285,0.21867457032203674,0.42386990785598755,0.3678804934024811,0.5345056653022766,0.2593044936656952,0.41548454761505127,0.21968118846416473,0.29463258385658264
the,0.47635307908058167,0.2716025412082672,0.48711544275283813,0.31854987144470215,0.39404502511024475,0.28364112973213196,0.6521818041801453,0.21624743938446045,0.733189046382904,0.2433847039937973,0.22068053483963013
european,0.21084468066692352,0.29965823888778687,0.22463937103748322,0.16468895971775055,0.15037359297275543,0.14348112046718597,0.2234036773443222,0.13178832828998566,0.2507138252258301,0.16570144891738892,0.14560863375663757
seaborne,0.2423303872346878,0.1807035505771637,0.24138176441192627,0.24139118194580078,0.189609557390213,0.09051178395748138,0.2481112778186798,0.1139746829867363,0.3064841330051422,0.2411971241235733,0.10184196382761002
