,where,was,tesla,hoping,to,attend,classes,in,prague,?
unfortunately,0.3101537823677063,0.22921352088451385,0.24957704544067383,0.3173956871032715,0.36665233969688416,0.22714486718177795,0.19753539562225342,0.21860522031784058,0.1695680171251297,0.24936126172542572
",",0.3149496018886566,0.45456063747406006,0.20599327981472015,0.2312113642692566,0.44245919585227966,0.24214935302734375,0.26848307251930237,0.5201468467712402,0.28404903411865234,0.31091248989105225
he,0.3705328106880188,0.5410010814666748,0.12373391538858414,0.24347975850105286,0.385390967130661,0.3180970549583435,0.1812075972557068,0.41690486669540405,0.34071436524391174,0.2089974731206894
arrived,0.2620934545993805,0.363562673330307,0.10046279430389404,0.20706534385681152,0.3039925694465637,0.2837579548358917,0.1590666025876999,0.2573651373386383,0.18199101090431213,0.1681029200553894
too,0.2738337516784668,0.21435821056365967,0.114986352622509,0.30780237913131714,0.37087053060531616,0.152265727519989,0.19487620890140533,0.21702995896339417,0.1398417055606842,0.33757779002189636
late,0.16685417294502258,0.4393066465854645,0.12752972543239594,0.12832601368427277,0.25809016823768616,0.15542812645435333,0.15538397431373596,0.3439198434352875,0.14246754348278046,0.11339222639799118
to,0.47735077142715454,0.3636345863342285,0.17548894882202148,0.42858216166496277,1.0,0.3481958508491516,0.2503586411476135,0.45010748505592346,0.18364588916301727,0.29463258385658264
enroll,0.2109500616788864,0.21303975582122803,0.2087692767381668,0.15924739837646484,0.23693548142910004,0.5115607976913452,0.3857792615890503,0.23368561267852783,0.25589224696159363,0.1029084101319313
at,0.4402937591075897,0.36707764863967896,0.16552478075027466,0.22699391841888428,0.36524343490600586,0.3939802646636963,0.20188677310943604,0.4374977946281433,0.27975213527679443,0.21978627145290375
charles-ferdinand,0.16963842511177063,0.34976741671562195,0.23736223578453064,0.20281577110290527,0.24935610592365265,0.1906057596206665,0.20469245314598083,0.24249404668807983,0.33704042434692383,0.17771734297275543
university,0.26550742983818054,0.290752112865448,0.16136743128299713,0.1591206192970276,0.20192374289035797,0.34158438444137573,0.25311097502708435,0.3201795518398285,0.28499478101730347,0.11887256056070328
;,-0.020392686128616333,0.0754367932677269,-0.03835732489824295,-0.040561042726039886,0.0979827418923378,-0.029237153008580208,0.07329844683408737,0.092739537358284,-0.08223367482423782,0.10349778085947037
he,0.3705328106880188,0.5410010814666748,0.12373391538858414,0.24347975850105286,0.385390967130661,0.3180970549583435,0.1812075972557068,0.41690486669540405,0.34071436524391174,0.2089974731206894
never,0.3531428575515747,0.3237079679965973,0.09116636961698532,0.3635268807411194,0.386821448802948,0.23634260892868042,0.14887206256389618,0.3081892728805542,0.18353000283241272,0.24137508869171143
studied,0.2823164463043213,0.32208186388015747,0.0738445594906807,0.08202926814556122,0.2105901688337326,0.34268611669540405,0.286997526884079,0.3605947494506836,0.27585992217063904,0.12394175678491592
greek,0.19902768731117249,0.191945880651474,0.14860229194164276,0.11762762814760208,0.1887008547782898,0.07487253099679947,0.1589992642402649,0.17752651870250702,0.1680516004562378,0.11180876195430756
",",0.3149496018886566,0.45456063747406006,0.20599327981472015,0.2312113642692566,0.44245919585227966,0.24214935302734375,0.26848307251930237,0.5201468467712402,0.28404903411865234,0.31091248989105225
a,0.40997210144996643,0.4508470594882965,0.2211925983428955,0.2929884195327759,0.45503583550453186,0.18028175830841064,0.25567445158958435,0.539380669593811,0.19480393826961517,0.23916715383529663
required,0.2750108242034912,0.14378079771995544,0.2820647358894348,0.23078833520412445,0.3613971471786499,0.2659684121608734,0.2761121690273285,0.20162324607372284,0.11801637709140778,0.24962718784809113
subject,0.24747195839881897,0.19509273767471313,0.1335279643535614,0.21212853491306305,0.3198980987071991,0.2223723977804184,0.26206541061401367,0.21163184940814972,0.1756088137626648,0.33952999114990234
;,-0.020392686128616333,0.0754367932677269,-0.03835732489824295,-0.040561042726039886,0.0979827418923378,-0.029237153008580208,0.07329844683408737,0.092739537358284,-0.08223367482423782,0.10349778085947037
and,0.43859338760375977,0.3740963041782379,0.19560420513153076,0.28276050090789795,0.48971283435821533,0.26535022258758545,0.2892279624938965,0.4954058527946472,0.2562582492828369,0.20544172823429108
he,0.3705328106880188,0.5410010814666748,0.12373391538858414,0.24347975850105286,0.385390967130661,0.3180970549583435,0.1812075972557068,0.41690486669540405,0.34071436524391174,0.2089974731206894
was,0.20731619000434875,1.0000001192092896,0.16455206274986267,0.15183673799037933,0.3636345863342285,0.22958822548389435,0.15290966629981995,0.45514053106307983,0.2627091109752655,0.18412111699581146
illiterate,0.2350049763917923,0.1949472278356552,0.13481435179710388,0.21992938220500946,0.30521833896636963,0.24904267489910126,0.2636832892894745,0.2152044028043747,0.15573161840438843,0.2594151794910431
in,0.5344807505607605,0.45514053106307983,0.17097744345664978,0.21437610685825348,0.45010748505592346,0.2352246344089508,0.20728561282157898,1.0,0.2534162700176239,0.20430970191955566
czech,0.1321873962879181,0.17902952432632446,0.2884482145309448,0.13990606367588043,0.13359123468399048,0.10140489786863327,0.1409568190574646,0.2583255469799042,0.5952504277229309,0.2060156762599945
",",0.3149496018886566,0.45456063747406006,0.20599327981472015,0.2312113642692566,0.44245919585227966,0.24214935302734375,0.26848307251930237,0.5201468467712402,0.28404903411865234,0.31091248989105225
another,0.42079871892929077,0.34961897134780884,0.1668986827135086,0.33670613169670105,0.48769932985305786,0.08793088793754578,0.20119836926460266,0.3397690951824188,0.17220520973205566,0.295511931180954
