,when,was,the,last,time,san,francisco,hosted,a,super,bowl,?
the,0.5091903209686279,0.48711544275283813,1.0,0.3698786795139313,0.43061500787734985,0.2858080565929413,0.25086042284965515,0.2576315402984619,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
san,0.20252759754657745,0.2675222158432007,0.2858080565929413,0.15585462749004364,0.21043255925178528,0.9999999403953552,0.8108479976654053,0.1884586364030838,0.19931553304195404,0.15279507637023926,0.18508543074131012,0.10952327400445938
francisco,0.1998862773180008,0.24025709927082062,0.25086042284965515,0.16255201399326324,0.1803545206785202,0.8108479976654053,1.0,0.1864740401506424,0.1947603076696396,0.1658499836921692,0.20152677595615387,0.1020219698548317
bay,0.17318107187747955,0.18626409769058228,0.2441686987876892,0.1800021380186081,0.09150619804859161,0.38444605469703674,0.3707815408706665,0.17865930497646332,0.17936193943023682,0.12241406738758087,0.1972428411245346,0.10773546993732452
area,0.29334506392478943,0.24981513619422913,0.37834644317626953,0.1486259549856186,0.23011040687561035,0.22260162234306335,0.2213580310344696,0.13607744872570038,0.2782127559185028,0.09147491306066513,0.19680163264274597,0.12640461325645447
last,0.3294509947299957,0.32424551248550415,0.3698786795139313,1.0,0.3435760736465454,0.15585462749004364,0.16255201399326324,0.17835794389247894,0.2864423990249634,0.17231976985931396,0.20327796041965485,0.22371746599674225
hosted,0.14251498878002167,0.266493022441864,0.2576315402984619,0.17835794389247894,0.21148324012756348,0.1884586364030838,0.1864740401506424,1.0,0.14970986545085907,0.1794566810131073,0.17901405692100525,0.09810540825128555
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.3431483507156372,0.2617562413215637,0.21278683841228485,0.2707974314689636,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
1985,-0.00747395446524024,0.010012023150920868,0.02310241386294365,-0.07435119897127151,-0.021715426817536354,-0.04098391532897949,-0.018576398491859436,0.0833524614572525,-0.020555194467306137,-0.05335182696580887,-0.05126553773880005,-0.03005216084420681
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.290768563747406,0.28391751646995544,0.2069418579339981,0.16439630091190338,0.20727264881134033,0.3206180930137634,0.17553061246871948,0.15949074923992157,0.40561532974243164
super,0.20393483340740204,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.18677926063537598,0.15279507637023926,0.1658499836921692,0.1794566810131073,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.20419740676879883,0.18508543074131012,0.20152677595615387,0.17901405692100525,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xix,0.14765101671218872,0.2945404052734375,0.2647514343261719,0.27588436007499695,0.20017123222351074,0.22214902937412262,0.20420151948928833,0.1732555627822876,0.15890885889530182,0.36064285039901733,0.3306947350502014,0.1777612268924713
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.30915912985801697,0.2857224941253662,0.21815462410449982,0.17115181684494019,0.18757721781730652,0.3640355169773102,0.1971341073513031,0.16361013054847717,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3029961884021759,0.25561806559562683,0.22144022583961487,0.27969205379486084,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
held,0.1848648637533188,0.30231067538261414,0.32185450196266174,0.20021413266658783,0.2842716872692108,0.1226641833782196,0.12840238213539124,0.4446128308773041,0.22326228022575378,0.1602509617805481,0.1913566142320633,0.14103956520557404
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.2946198880672455,0.3956010341644287,0.21309925615787506,0.19574089348316193,0.2963753044605255,0.3095070421695709,0.11449114978313446,0.2709662914276123,0.21978627145290375
stanford,0.1846724897623062,0.249673992395401,0.2224142998456955,0.10149511694908142,0.16144858300685883,0.28815987706184387,0.29398536682128906,0.1508016735315323,0.2498321682214737,0.052280448377132416,0.18563611805438995,0.14956782758235931
stadium,0.1119866892695427,0.20318599045276642,0.21145665645599365,0.17526140809059143,0.15391530096530914,0.2035229355096817,0.21494066715240479,0.3499431312084198,0.14596018195152283,0.1715150624513626,0.25985562801361084,0.07579939067363739
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.3431483507156372,0.2617562413215637,0.21278683841228485,0.2707974314689636,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
stanford,0.1846724897623062,0.249673992395401,0.2224142998456955,0.10149511694908142,0.16144858300685883,0.28815987706184387,0.29398536682128906,0.1508016735315323,0.2498321682214737,0.052280448377132416,0.18563611805438995,0.14956782758235931
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3029961884021759,0.25561806559562683,0.22144022583961487,0.27969205379486084,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
