,what,was,the,name,of,the,launch,vehicle,for,nasa,",",which,north,american,aviation,designed,the,second,stage,of,?
north,0.18673177063465118,0.29020047187805176,0.36298373341560364,0.18302021920681,0.3604778051376343,0.36298373341560364,0.21437378227710724,0.2261333465576172,0.17560088634490967,0.09114213287830353,0.31834840774536133,0.2384447455406189,1.0,0.2107747346162796,0.22954769432544708,0.16862216591835022,0.36298373341560364,0.19426684081554413,0.1577473282814026,0.3604778051376343,0.11829731613397598
american,0.1909721940755844,0.31632548570632935,0.24562937021255493,0.14227524399757385,0.22180068492889404,0.24562937021255493,0.21677470207214355,0.14871586859226227,0.2306184321641922,0.16953717172145844,0.3048616647720337,0.16603466868400574,0.2107747346162796,1.0000001192092896,0.2378881871700287,0.14698347449302673,0.24562937021255493,0.20801790058612823,0.20961393415927887,0.22180068492889404,0.18877598643302917
aviation,0.1700924187898636,0.18023724853992462,0.2703816592693329,0.1398182362318039,0.2796842157840729,0.2703816592693329,0.26362133026123047,0.31294551491737366,0.1964137703180313,0.29732629656791687,0.24886073172092438,0.17364005744457245,0.22954769432544708,0.2378881871700287,1.0,0.2099919319152832,0.2703816592693329,0.10437315702438354,0.11157593876123428,0.2796842157840729,0.1517462134361267
won,0.14840687811374664,0.35383549332618713,0.29432493448257446,0.10979695618152618,0.20832067728042603,0.29432493448257446,0.11582678556442261,0.10139701515436172,0.3782569169998169,0.08397272974252701,0.35968565940856934,0.15727952122688293,0.1496783345937729,0.2515941262245178,0.09216222912073135,0.17229048907756805,0.29432493448257446,0.31950294971466064,0.19226625561714172,0.20832067728042603,0.17925700545310974
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2628649175167084,0.20434843003749847,0.4739971458911896,0.19786997139453888,0.4933079481124878,0.6521818041801453,0.36298373341560364,0.24562937021255493,0.2703816592693329,0.2559613883495331,1.0,0.4620301127433777,0.22652170062065125,0.733189046382904,0.22068053483963013
contract,0.2276902049779892,0.23490020632743835,0.23003633320331573,0.1907261610031128,0.13800480961799622,0.23003633320331573,0.2011175900697708,0.2210044413805008,0.23557060956954956,0.14112409949302673,0.20806868374347687,0.24838416278362274,0.13955770432949066,0.16504324972629547,0.11707083135843277,0.2140490859746933,0.23003633320331573,0.24232378602027893,0.14504000544548035,0.13800480961799622,0.12573233246803284
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.25276505947113037,0.26649773120880127,0.4451248347759247,0.21193136274814606,0.44245919585227966,0.5345056653022766,0.2743184268474579,0.16338081657886505,0.18106655776500702,0.3077097535133362,0.535392165184021,0.3098561465740204,0.1484832912683487,0.41548454761505127,0.29463258385658264
build,0.27055490016937256,0.20898228883743286,0.2602573335170746,0.16162869334220886,0.22630037367343903,0.2602573335170746,0.34182438254356384,0.20289365947246552,0.24264922738075256,0.20065312087535858,0.22204548120498657,0.3311580419540405,0.16699814796447754,0.10338618606328964,0.12362013012170792,0.418554425239563,0.2602573335170746,0.11763661354780197,0.09944562613964081,0.22630037367343903,0.1704305112361908
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2628649175167084,0.20434843003749847,0.4739971458911896,0.19786997139453888,0.4933079481124878,0.6521818041801453,0.36298373341560364,0.24562937021255493,0.2703816592693329,0.2559613883495331,1.0,0.4620301127433777,0.22652170062065125,0.733189046382904,0.22068053483963013
csm,0.16508343815803528,0.15221786499023438,0.15609420835971832,0.1429854780435562,0.15882812440395355,0.15609420835971832,0.3482094705104828,0.3703360855579376,0.235806405544281,0.4124281108379364,0.20636554062366486,0.1713857203722,0.1296147108078003,0.19526797533035278,0.3583998382091522,0.18946874141693115,0.15609420835971832,0.17501580715179443,0.18900631368160248,0.15882812440395355,0.19925744831562042
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.19433410465717316,0.12404345721006393,0.4464869201183319,0.18665438890457153,1.0000001192092896,0.3658004403114319,0.31834840774536133,0.3048616647720337,0.24886073172092438,0.201692596077919,0.4933079481124878,0.29927265644073486,0.2630990147590637,0.4946078956127167,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.18879936635494232,0.17821402847766876,0.5064792633056641,0.12810774147510529,0.6633074283599854,0.506277859210968,0.2776443064212799,0.32290002703666687,0.2400548756122589,0.2359010875225067,0.5171257257461548,0.2743909955024719,0.17654182016849518,0.5116966962814331,0.20544172823429108
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.19256803393363953,0.1873370110988617,0.5373267531394958,0.17920900881290436,0.4717654287815094,0.6566565632820129,0.24276778101921082,0.2794059216976166,0.20514903962612152,0.2500925362110138,0.6021018624305725,0.3509063720703125,0.2028486281633377,0.4924938678741455,0.21848613023757935
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2628649175167084,0.20434843003749847,0.4739971458911896,0.19786997139453888,0.4933079481124878,0.6521818041801453,0.36298373341560364,0.24562937021255493,0.2703816592693329,0.2559613883495331,1.0,0.4620301127433777,0.22652170062065125,0.733189046382904,0.22068053483963013
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.2563825845718384,0.353416383266449,0.4620301127433777,0.20037919282913208,0.15276466310024261,0.25438159704208374,0.15993647277355194,0.29927265644073486,0.336174339056015,0.19426684081554413,0.20801790058612823,0.10437315702438354,0.09117142856121063,0.4620301127433777,1.0,0.12515126168727875,0.353416383266449,0.17239587008953094
stage,0.15168409049510956,0.2081151008605957,0.22652170062065125,0.23362378776073456,0.1389172226190567,0.22652170062065125,0.1264169067144394,0.1285257637500763,0.2402065247297287,0.1464422047138214,0.2630990147590637,0.18646322190761566,0.1577473282814026,0.20961393415927887,0.11157593876123428,0.13793031871318817,0.22652170062065125,0.12515126168727875,1.0000001192092896,0.1389172226190567,0.14916576445102692
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.20697395503520966,0.19269394874572754,0.4185989499092102,0.17935146391391754,0.4946078956127167,0.5011631846427917,0.3604778051376343,0.22180068492889404,0.2796842157840729,0.2000347077846527,0.733189046382904,0.353416383266449,0.1389172226190567,1.0,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2628649175167084,0.20434843003749847,0.4739971458911896,0.19786997139453888,0.4933079481124878,0.6521818041801453,0.36298373341560364,0.24562937021255493,0.2703816592693329,0.2559613883495331,1.0,0.4620301127433777,0.22652170062065125,0.733189046382904,0.22068053483963013
saturn,0.12153393030166626,0.24932558834552765,0.24189656972885132,0.17793601751327515,0.19011574983596802,0.24189656972885132,0.3429482877254486,0.2912214398384094,0.30204665660858154,0.3775089681148529,0.22104106843471527,0.20647600293159485,0.19643534719944,0.16562460362911224,0.08876075595617294,0.16174112260341644,0.24189656972885132,0.13307109475135803,0.18939214944839478,0.19011574983596802,0.1619711071252823
v,0.16628342866897583,0.16128918528556824,0.18580520153045654,0.12605811655521393,0.1655031144618988,0.18580520153045654,0.20541608333587646,0.18904690444469452,0.13933385908603668,0.11336114257574081,0.22053663432598114,0.1653934270143509,0.15953503549098969,0.08172251284122467,0.0941566452383995,0.18692530691623688,0.18580520153045654,0.19126640260219574,0.1110387071967125,0.1655031144618988,0.28677162528038025
launch,0.22967466711997986,0.22367219626903534,0.2628649175167084,0.106385238468647,0.20697395503520966,0.2628649175167084,0.9999999403953552,0.3974509537220001,0.25149083137512207,0.38024699687957764,0.19433410465717316,0.2611256241798401,0.21437378227710724,0.21677470207214355,0.26362133026123047,0.21457387506961823,0.2628649175167084,0.20037919282913208,0.1264169067144394,0.20697395503520966,0.22009649872779846
vehicle,0.20767386257648468,0.18102683126926422,0.20434843003749847,0.09514009952545166,0.19269394874572754,0.20434843003749847,0.3974509537220001,1.0000001192092896,0.2334931641817093,0.23139142990112305,0.12404345721006393,0.26802441477775574,0.2261333465576172,0.14871586859226227,0.31294551491737366,0.3652191758155823,0.20434843003749847,0.15276466310024261,0.1285257637500763,0.19269394874572754,0.16397647559642792
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.25149083137512207,0.2334931641817093,0.9999999403953552,0.17481353878974915,0.4464869201183319,0.44095608592033386,0.17560088634490967,0.2306184321641922,0.1964137703180313,0.22817277908325195,0.4739971458911896,0.25438159704208374,0.2402065247297287,0.4185989499092102,0.264628142118454
nasa,0.21178755164146423,0.19417528808116913,0.19786997139453888,0.10214539617300034,0.17935146391391754,0.19786997139453888,0.38024699687957764,0.23139142990112305,0.17481353878974915,1.0000001192092896,0.18665438890457153,0.1350456178188324,0.09114213287830353,0.16953717172145844,0.29732629656791687,0.18946869671344757,0.19786997139453888,0.15993647277355194,0.1464422047138214,0.17935146391391754,0.1809994876384735
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.20541822910308838,0.19765201210975647,0.4726039469242096,0.22033250331878662,0.6812511086463928,0.45942068099975586,0.3171539604663849,0.29108086228370667,0.2238127440214157,0.24422594904899597,0.5934505462646484,0.346034437417984,0.19994208216667175,0.5352458953857422,0.4130953550338745
