,what,kind,of,region,can,be,found,inside,the,urban,area,of,southern,california,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.35020557045936584,0.312528520822525,0.4248143136501312,0.3452354073524475,0.35313180088996887,1.0,0.1482323557138443,0.37834644317626953,0.733189046382904,0.3282862603664398,0.2750805914402008,0.22068053483963013
urban,0.11040108650922775,0.09026043862104416,0.26017457246780396,0.2689564526081085,0.0802433043718338,0.09883581101894379,0.06998448818922043,0.13394847512245178,0.1482323557138443,1.0000001192092896,0.43595829606056213,0.26017457246780396,0.22287006676197052,0.11434049159288406,0.13119809329509735
area,0.21965408325195312,0.12041405588388443,0.3409860134124756,0.4801144301891327,0.1519843488931656,0.20397496223449707,0.17580051720142365,0.2946232557296753,0.37834644317626953,0.43595829606056213,1.0,0.3409860134124756,0.3466261029243469,0.18134087324142456,0.12640461325645447
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.3317503035068512,0.44256699085235596,0.4819129705429077,0.3526395261287689,0.2848464548587799,0.5823672413825989,0.21051234006881714,0.29283958673477173,0.4854315221309662,0.2419366091489792,0.20727038383483887,0.22961433231830597
also,0.42747777700424194,0.35271334648132324,0.4924938678741455,0.24685944616794586,0.4861826002597809,0.48342031240463257,0.30864807963371277,0.3369852304458618,0.6021018624305725,0.17848049104213715,0.3104795813560486,0.4924938678741455,0.28076234459877014,0.2569578289985657,0.21848613023757935
host,0.12779991328716278,0.11237586289644241,0.1709926575422287,0.11171635240316391,0.1460023820400238,0.15821070969104767,0.10719162970781326,0.28921034932136536,0.26909032464027405,0.12417439371347427,0.1311485767364502,0.1709926575422287,0.12222215533256531,0.1566806137561798,0.1021634042263031
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24118299782276154,0.4979398250579834,0.4972836375236511,0.25225648283958435,0.27900636196136475,0.535392165184021,0.16544534265995026,0.2797197997570038,0.41548454761505127,0.18284058570861816,0.20697450637817383,0.29463258385658264
an,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.13773460686206818,0.23671309649944305,0.33041056990623474,0.11655625700950623,0.1951468288898468,0.4207492768764496,0.14046555757522583,0.23076042532920837,0.32280945777893066,0.1620207577943802,0.15679968893527985,0.19793890416622162
international,0.10870302468538284,0.14458182454109192,0.23367412388324738,0.11764653772115707,0.15533532202243805,0.14453022181987762,0.09842969477176666,0.13783736526966095,0.23719607293605804,0.21247367560863495,0.1674005687236786,0.23367412388324738,0.24635693430900574,0.17338360846042633,0.15335838496685028
metropolitan,0.15624397993087769,0.11015647649765015,0.2863157391548157,0.326643168926239,0.05754788964986801,0.08534489572048187,0.06896300613880157,0.25414174795150757,0.24378018081188202,0.39261800050735474,0.4260755181312561,0.2863157391548157,0.280838280916214,0.14512869715690613,0.1861504763364792
region,0.2298986315727234,0.16578975319862366,0.2852717339992523,1.0,0.1472049504518509,0.18035776913166046,0.4615315794944763,0.1680280715227127,0.35020557045936584,0.2689564526081085,0.4801144301891327,0.2852717339992523,0.35965695977211,0.1643783003091812,0.13441751897335052
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.3524819314479828,0.26527702808380127,0.3481820821762085,0.39141854643821716,0.3260733187198639,0.6662389636039734,0.24264946579933167,0.33632898330688477,0.5696388483047485,0.3190481662750244,0.2772824168205261,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.35020557045936584,0.312528520822525,0.4248143136501312,0.3452354073524475,0.35313180088996887,1.0,0.1482323557138443,0.37834644317626953,0.733189046382904,0.3282862603664398,0.2750805914402008,0.22068053483963013
form,0.15868011116981506,0.37035372853279114,0.29600051045417786,0.1709326207637787,0.3206974267959595,0.3391776382923126,0.2106456607580185,0.23425507545471191,0.29286009073257446,0.04590220004320145,0.1687784045934677,0.29600051045417786,0.14772409200668335,0.10304515063762665,0.1463010311126709
of,0.33290785551071167,0.2285657674074173,1.0,0.2852717339992523,0.2603091299533844,0.33904364705085754,0.2982911467552185,0.2544495463371277,0.733189046382904,0.26017457246780396,0.3409860134124756,1.0,0.31933003664016724,0.24929828941822052,0.1826142966747284
san,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.13148866593837738,0.14339520037174225,0.10896842181682587,0.12973378598690033,0.1685817390680313,0.2858080565929413,0.096892349421978,0.22260162234306335,0.25237205624580383,0.2520903944969177,0.5170050263404846,0.10952327400445938
diego–tijuana,0.2144925743341446,0.1552666276693344,0.29972416162490845,0.1449996381998062,0.2061508744955063,0.19088295102119446,0.21737657487392426,0.11384260654449463,0.29905927181243896,0.1615278422832489,0.18641696870326996,0.29972416162490845,0.22160960733890533,0.5989352464675903,0.18951445817947388
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2119160145521164,0.3139454126358032,0.39254459738731384,0.27385151386260986,0.2100258767604828,0.4933079481124878,0.21443712711334229,0.2664283812046051,0.4946078956127167,0.2795628309249878,0.2704589068889618,0.31091248989105225
created,0.20714101195335388,0.20588818192481995,0.32043445110321045,0.17155863344669342,0.17894166707992554,0.22345785796642303,0.21118323504924774,0.21408146619796753,0.3539263904094696,0.15623150765895844,0.2216733992099762,0.32043445110321045,0.19515688717365265,0.12786422669887543,0.21177415549755096
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.15175513923168182,0.29642900824546814,0.43158695101737976,0.17248263955116272,0.261824369430542,0.4408751428127289,0.15369156002998352,0.22557134926319122,0.3646814823150635,0.16957597434520721,0.22481602430343628,0.17966607213020325
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.35020557045936584,0.312528520822525,0.4248143136501312,0.3452354073524475,0.35313180088996887,1.0,0.1482323557138443,0.37834644317626953,0.733189046382904,0.3282862603664398,0.2750805914402008,0.22068053483963013
urban,0.11040108650922775,0.09026043862104416,0.26017457246780396,0.2689564526081085,0.0802433043718338,0.09883581101894379,0.06998448818922043,0.13394847512245178,0.1482323557138443,1.0000001192092896,0.43595829606056213,0.26017457246780396,0.22287006676197052,0.11434049159288406,0.13119809329509735
area,0.21965408325195312,0.12041405588388443,0.3409860134124756,0.4801144301891327,0.1519843488931656,0.20397496223449707,0.17580051720142365,0.2946232557296753,0.37834644317626953,0.43595829606056213,1.0,0.3409860134124756,0.3466261029243469,0.18134087324142456,0.12640461325645447
spilling,0.2918001115322113,0.24321122467517853,0.27697765827178955,0.18016065657138824,0.3094653785228729,0.25859543681144714,0.2643674314022064,0.2804974317550659,0.30189064145088196,0.06542307138442993,0.18395023047924042,0.27697765827178955,0.2086206078529358,0.1761549562215805,0.21162335574626923
over,0.28007611632347107,0.1785270869731903,0.36136594414711,0.19301480054855347,0.3160167336463928,0.27136483788490295,0.21425367891788483,0.295675128698349,0.39856547117233276,0.15613806247711182,0.26123467087745667,0.36136594414711,0.22880154848098755,0.14631660282611847,0.25742942094802856
into,0.2180619090795517,0.20515212416648865,0.32255905866622925,0.14896553754806519,0.301788330078125,0.3462390601634979,0.1823275089263916,0.40276023745536804,0.39493247866630554,0.10701225697994232,0.26332640647888184,0.32255905866622925,0.1567976176738739,0.11373062431812286,0.15662476420402527
baja,0.18431825935840607,0.09685145318508148,0.21493282914161682,0.24213798344135284,0.20493170619010925,0.15069229900836945,0.25570249557495117,0.14996112883090973,0.25038865208625793,0.18764406442642212,0.22786779701709747,0.21493282914161682,0.3945222496986389,0.5095205307006836,0.15565253794193268
california,0.1811584085226059,0.14210517704486847,0.24929828941822052,0.1643783003091812,0.16841033101081848,0.17179958522319794,0.16289275884628296,0.12353261560201645,0.2750805914402008,0.11434049159288406,0.18134087324142456,0.24929828941822052,0.2983402609825134,1.0,0.1409905105829239
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2506107687950134,0.35783761739730835,0.4383580684661865,0.3618174195289612,0.3128161132335663,0.5934505462646484,0.1697636991739273,0.2760866582393646,0.5352458953857422,0.26629969477653503,0.2870451807975769,0.4130953550338745
