,some,non-british,works,in,the,british,galleries,were,imported,from,which,continent,?
not,0.564181387424469,0.3006223142147064,0.21809817850589752,0.3403114080429077,0.4310511648654938,0.16629528999328613,0.19913440942764282,0.33318549394607544,0.288737416267395,0.2567668557167053,0.46766895055770874,0.20193667709827423,0.41942933201789856
only,0.54151451587677,0.3037227392196655,0.2488624006509781,0.42992329597473145,0.5497692227363586,0.1663796454668045,0.26250261068344116,0.34466472268104553,0.28847387433052063,0.32145237922668457,0.5654799342155457,0.2413618117570877,0.2767370045185089
the,0.4566698372364044,0.31392958760261536,0.26337864995002747,0.6662389636039734,1.0,0.28973397612571716,0.27603694796562195,0.3906462490558624,0.2233143448829651,0.40150508284568787,0.6521818041801453,0.3139871060848236,0.22068053483963013
work,0.3953768014907837,0.26593610644340515,0.6060804724693298,0.2753349542617798,0.2704800069332123,0.1516800969839096,0.28761956095695496,0.23814889788627625,0.26787686347961426,0.20936714112758636,0.30331435799598694,0.14686070382595062,0.2621155381202698
of,0.4300730526447296,0.29898303747177124,0.1964656114578247,0.5696388483047485,0.733189046382904,0.23701532185077667,0.24172402918338776,0.34038281440734863,0.22139708697795868,0.4249346852302551,0.5011631846427917,0.2647381126880646,0.1826142966747284
british,0.20344354212284088,0.8916322588920593,0.12995171546936035,0.23084034025669098,0.28973397612571716,1.0,0.2164243906736374,0.27742838859558105,0.1281338483095169,0.21991202235221863,0.2002234309911728,0.2522932291030884,0.09711728990077972
artists,0.26724469661712646,0.17580339312553406,0.33690065145492554,0.1669624298810959,0.2150506228208542,0.10065519064664841,0.41732892394065857,0.2431362122297287,0.18882200121879578,0.19604091346263885,0.15925386548042297,0.16406188905239105,0.1482434719800949
and,0.5337774157524109,0.4026513993740082,0.33871909976005554,0.4954058527946472,0.5171257257461548,0.325880765914917,0.3095110058784485,0.42175528407096863,0.2833300530910492,0.3601827025413513,0.506277859210968,0.29214635491371155,0.20544172823429108
craftspeople,0.28113389015197754,0.29962611198425293,0.23426945507526398,0.2553604543209076,0.24489909410476685,0.2091687023639679,0.264509379863739,0.26393622159957886,0.26274383068084717,0.3121907711029053,0.206926628947258,0.17611728608608246,0.1777069866657257
is,0.3038453459739685,0.25896355509757996,0.30236580967903137,0.5394441485404968,0.5823672413825989,0.19484983384609222,0.16632306575775146,0.29386836290359497,0.14930416643619537,0.27355384826660156,0.4457404911518097,0.1915033459663391,0.22961433231830597
on,0.31474894285202026,0.23217833042144775,0.18736502528190613,0.46853652596473694,0.5107308030128479,0.19917237758636475,0.25138208270072937,0.2774328887462616,0.23725265264511108,0.36926645040512085,0.4245251417160034,0.2305159717798233,0.2714994251728058
display,0.2146603763103485,0.21399842202663422,0.24319924414157867,0.2005489468574524,0.2758708596229553,0.1326349526643753,0.3323049247264862,0.15256085991859436,0.20483621954917908,0.12173791974782944,0.28086164593696594,0.12880389392375946,0.17059175670146942
",",0.42400437593460083,0.3367854356765747,0.29211118817329407,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.36755475401878357,0.30712804198265076,0.39760664105415344,0.3658004403114319,0.22622181475162506,0.31091248989105225
but,0.5773703455924988,0.2895401418209076,0.2744482457637787,0.48674455285072327,0.4859698414802551,0.2076481580734253,0.2461196333169937,0.38291117548942566,0.32743000984191895,0.3133932948112488,0.55336993932724,0.24910783767700195,0.27921953797340393
also,0.6210381388664246,0.34152862429618835,0.32069799304008484,0.5073733329772949,0.6021018624305725,0.23564288020133972,0.24353668093681335,0.31877249479293823,0.2510692775249481,0.33783096075057983,0.6566565632820129,0.1748056411743164,0.21848613023757935
work,0.3953768014907837,0.26593610644340515,0.6060804724693298,0.2753349542617798,0.2704800069332123,0.1516800969839096,0.28761956095695496,0.23814889788627625,0.26787686347961426,0.20936714112758636,0.30331435799598694,0.14686070382595062,0.2621155381202698
produced,0.19782909750938416,0.21386487782001495,0.20043349266052246,0.2542861998081207,0.22045251727104187,0.18991915881633759,0.17166359722614288,0.23232540488243103,0.301199346780777,0.19831010699272156,0.36149924993515015,0.06848612427711487,0.1623450517654419
by,0.306446373462677,0.29759952425956726,0.2887086570262909,0.370934396982193,0.4408751428127289,0.26707085967063904,0.18073885142803192,0.4406847059726715,0.2074970304965973,0.3373257517814636,0.40543368458747864,0.2537881135940552,0.17966607213020325
european,0.23190714418888092,0.25141599774360657,0.14953401684761047,0.23319172859191895,0.3423081040382385,0.21545198559761047,0.15316061675548553,0.21272888779640198,0.14101195335388184,0.2091801017522812,0.2234036773443222,0.4386987090110779,0.14560863375663757
artists,0.26724469661712646,0.17580339312553406,0.33690065145492554,0.1669624298810959,0.2150506228208542,0.10065519064664841,0.41732892394065857,0.2431362122297287,0.18882200121879578,0.19604091346263885,0.15925386548042297,0.16406188905239105,0.1482434719800949
that,0.6049469113349915,0.29380086064338684,0.24413257837295532,0.435920387506485,0.5473989248275757,0.19530552625656128,0.25966814160346985,0.35517072677612305,0.31713998317718506,0.3477667272090912,0.6894589066505432,0.2703399956226349,0.32716336846351624
was,0.21528802812099457,0.3077569901943207,0.2401018887758255,0.45514053106307983,0.48711544275283813,0.31934812664985657,0.14833402633666992,0.590133786201477,0.18956387042999268,0.31171464920043945,0.2830964922904968,0.19089169800281525,0.18412111699581146
purchased,0.2211555540561676,0.21323134005069733,0.1783738136291504,0.18043512105941772,0.21101699769496918,0.18203456699848175,0.23226597905158997,0.243460014462471,0.36745187640190125,0.22290094196796417,0.22792038321495056,0.25251808762550354,0.04121813923120499
or,0.5009974837303162,0.297148197889328,0.23718111217021942,0.3586423695087433,0.4174870550632477,0.160093292593956,0.23554955422878265,0.3389680087566376,0.2563742697238922,0.31242018938064575,0.5105096101760864,0.22892864048480988,0.32389625906944275
commissioned,0.1908559650182724,0.28465086221694946,0.29921644926071167,0.2544098198413849,0.2864282727241516,0.2803803086280823,0.2850654423236847,0.3000352084636688,0.1777758002281189,0.17259134352207184,0.24747852981090546,0.1792399138212204,0.13426002860069275
by,0.306446373462677,0.29759952425956726,0.2887086570262909,0.370934396982193,0.4408751428127289,0.26707085967063904,0.18073885142803192,0.4406847059726715,0.2074970304965973,0.3373257517814636,0.40543368458747864,0.2537881135940552,0.17966607213020325
british,0.20344354212284088,0.8916322588920593,0.12995171546936035,0.23084034025669098,0.28973397612571716,1.0,0.2164243906736374,0.27742838859558105,0.1281338483095169,0.21991202235221863,0.2002234309911728,0.2522932291030884,0.09711728990077972
patrons,0.2603575885295868,0.20332391560077667,0.2753871977329254,0.16038291156291962,0.1851688176393509,0.13427960872650146,0.34495222568511963,0.23665174841880798,0.2064659148454666,0.14495731890201569,0.17234787344932556,0.1393977254629135,0.05111222341656685
",",0.42400437593460083,0.3367854356765747,0.29211118817329407,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.36755475401878357,0.30712804198265076,0.39760664105415344,0.3658004403114319,0.22622181475162506,0.31091248989105225
as,0.4293700158596039,0.3007124066352844,0.2642597258090973,0.3887844979763031,0.48381632566452026,0.23103800415992737,0.2699747681617737,0.3025437891483307,0.2356681227684021,0.3251767158508301,0.41006597876548767,0.17872028052806854,0.27043893933296204
well,0.549889862537384,0.301487535238266,0.3841768503189087,0.36612698435783386,0.42630070447921753,0.20337414741516113,0.2810317873954773,0.37577003240585327,0.3219418227672577,0.31084778904914856,0.42522135376930237,0.20497947931289673,0.24815571308135986
as,0.4293700158596039,0.3007124066352844,0.2642597258090973,0.3887844979763031,0.48381632566452026,0.23103800415992737,0.2699747681617737,0.3025437891483307,0.2356681227684021,0.3251767158508301,0.41006597876548767,0.17872028052806854,0.27043893933296204
imports,0.32105472683906555,0.17803466320037842,0.21145178377628326,0.21309122443199158,0.2575509548187256,0.1328774392604828,0.2102321833372116,0.18288935720920563,0.8306087255477905,0.24919354915618896,0.30669617652893066,0.26552802324295044,0.2849743068218231
from,0.35210713744163513,0.2673799693584442,0.16260115802288055,0.4274188280105591,0.40150508284568787,0.21991202235221863,0.16580337285995483,0.29991888999938965,0.24951055645942688,1.0,0.38755592703819275,0.2468966692686081,0.19969791173934937
asia,0.2780974209308624,0.2503650486469269,0.1605979949235916,0.26562291383743286,0.2838890850543976,0.20016829669475555,0.2073383778333664,0.19481784105300903,0.25239598751068115,0.16509604454040527,0.24878287315368652,0.5276310443878174,0.1340748518705368
",",0.42400437593460083,0.3367854356765747,0.29211118817329407,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.36755475401878357,0.30712804198265076,0.39760664105415344,0.3658004403114319,0.22622181475162506,0.31091248989105225
including,0.5296509861946106,0.3204372227191925,0.28958314657211304,0.35857823491096497,0.3738902807235718,0.24625439941883087,0.3550356924533844,0.41511550545692444,0.21497973799705505,0.3061726689338684,0.41826364398002625,0.2278015911579132,0.1633303165435791
porcelain,0.18265579640865326,0.1921335905790329,0.2299371212720871,0.24872156977653503,0.20922163128852844,0.13683739304542542,0.3041936159133911,0.20100420713424683,0.31248459219932556,0.1944098323583603,0.24137043952941895,0.12372735887765884,0.1138133779168129
",",0.42400437593460083,0.3367854356765747,0.29211118817329407,0.5201468467712402,0.4933079481124878,0.25734075903892517,0.2487238645553589,0.36755475401878357,0.30712804198265076,0.39760664105415344,0.3658004403114319,0.22622181475162506,0.31091248989105225
cloth,0.18169018626213074,0.1553790271282196,0.13926689326763153,0.19096699357032776,0.22276084125041962,0.11548200249671936,0.18632160127162933,0.24515992403030396,0.30914294719696045,0.18497627973556519,0.20007449388504028,0.13614414632320404,0.1170932874083519
and,0.5337774157524109,0.4026513993740082,0.33871909976005554,0.4954058527946472,0.5171257257461548,0.325880765914917,0.3095110058784485,0.42175528407096863,0.2833300530910492,0.3601827025413513,0.506277859210968,0.29214635491371155,0.20544172823429108
wallpaper,0.35007837414741516,0.2141077071428299,0.2516131103038788,0.2375161498785019,0.3065427541732788,0.11801934242248535,0.3768084943294525,0.20331451296806335,0.33141228556632996,0.23024943470954895,0.3126833736896515,0.11882436275482178,0.23328930139541626
.,0.40663889050483704,0.32244887948036194,0.28871041536331177,0.5591574311256409,0.5934505462646484,0.23159366846084595,0.2919006645679474,0.3378238379955292,0.29679930210113525,0.41536515951156616,0.45942068099975586,0.2553567588329315,0.4130953550338745
