,how,old,was,peyton,manning,in,2015,?
under,0.23006081581115723,0.12744542956352234,0.2672741413116455,0.15089628100395203,0.16125793755054474,0.2535393238067627,0.14021112024784088,0.18233340978622437
kubiak,0.06607796996831894,0.13098150491714478,0.2883514165878296,0.2869776487350464,0.3307993710041046,0.1927659809589386,0.10086428374052048,0.15975911915302277
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.5201468467712402,0.06568983197212219,0.31091248989105225
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.6662389636039734,0.1466771513223648,0.22068053483963013
broncos,0.11217407882213593,0.0845843181014061,0.23574475944042206,0.34262970089912415,0.4807402193546295,0.20316283404827118,-0.0028495145961642265,0.18377114832401276
planned,0.16940928995609283,0.1859440803527832,0.3590250015258789,0.15622061491012573,0.17176447808742523,0.2658644914627075,0.11439397931098938,0.16188396513462067
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.2003074735403061,0.24857525527477264,0.45010748505592346,-0.0031493064016103745,0.29463258385658264
install,0.19285143911838531,0.14956757426261902,0.14562483131885529,0.09669452160596848,0.1562677025794983,0.14673753082752228,0.0030894794035702944,0.2745343744754791
a,0.29312583804130554,0.2846200466156006,0.4508470594882965,0.298135370016098,0.2509649395942688,0.539380669593811,-0.008371892385184765,0.23916715383529663
run-oriented,0.28839951753616333,0.17910142242908478,0.17600296437740326,0.1626219004392624,0.1429678052663803,0.2356238216161728,-0.04774857312440872,0.10559862107038498
offense,0.18130072951316833,0.1371164470911026,0.23727211356163025,0.2102200835943222,0.2943726181983948,0.17413577437400818,-0.025582807138562202,0.28476977348327637
with,0.3525622487068176,0.20720098912715912,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.4080928862094879,-0.05818283185362816,0.2433311939239502
zone,0.1622122824192047,0.07174910604953766,0.161222442984581,0.14792273938655853,0.053107570856809616,0.2229810357093811,0.011973454616963863,0.1173049733042717
blocking,0.3367662727832794,0.1134142279624939,0.16013281047344208,0.21790435910224915,0.24728354811668396,0.19737356901168823,-0.13950636982917786,0.3374691307544708
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.2003074735403061,0.24857525527477264,0.45010748505592346,-0.0031493064016103745,0.29463258385658264
blend,0.22215436398983002,0.1087200790643692,0.11487415432929993,0.1188042089343071,0.057108473032712936,0.1656091809272766,-0.10274520516395569,0.09344823658466339
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.25605714321136475,0.22345924377441406,1.0,0.0891268327832222,0.20430970191955566
with,0.3525622487068176,0.20720098912715912,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.4080928862094879,-0.05818283185362816,0.2433311939239502
quarterback,0.10935026407241821,0.13743433356285095,0.24103644490242004,0.4457186758518219,0.5449647903442383,0.17283181846141815,-0.07722106575965881,0.13221268355846405
peyton,0.22435155510902405,0.10176752507686615,0.30385082960128784,1.0,0.5102329254150391,0.25605714321136475,-0.043914761394262314,0.17519715428352356
manning,0.2318497896194458,0.18892280757427216,0.2607507109642029,0.5102329254150391,0.9999998807907104,0.22345924377441406,-0.010276862420141697,0.15856626629829407
's,-0.026164190843701363,0.14042171835899353,0.008974763564765453,0.09018818289041519,0.021839646622538567,-0.037580832839012146,0.023902352899312973,-0.023395681753754616
shotgun,0.1162370890378952,0.11845552921295166,0.18019628524780273,0.1468648612499237,0.24297918379306793,0.17051848769187927,-0.035617195069789886,0.22133255004882812
passing,0.24499450623989105,0.15470406413078308,0.13813647627830505,0.3034971356391907,0.3786384165287018,0.1942625194787979,0.00843111239373684,0.10353918373584747
skills,0.3687170147895813,0.17825831472873688,0.1470251828432083,0.11838818341493607,0.31806865334510803,0.17281371355056763,-0.14730477333068848,0.1864275485277176
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.5201468467712402,0.06568983197212219,0.31091248989105225
but,0.43101516366004944,0.21863391995429993,0.36023372411727905,0.22605301439762115,0.1814679205417633,0.48674455285072327,-0.019786110147833824,0.27921953797340393
struggled,0.22700917720794678,0.1986733376979828,0.30934348702430725,0.2460596263408661,0.32621222734451294,0.2576236128807068,0.020336875692009926,0.11264374107122421
with,0.3525622487068176,0.20720098912715912,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.4080928862094879,-0.05818283185362816,0.2433311939239502
numerous,0.18753044307231903,0.1518380045890808,0.19624626636505127,0.07582420855760574,0.1411495804786682,0.30740252137184143,0.005049271509051323,0.0875130444765091
changes,0.3518966734409332,0.15304630994796753,0.17310309410095215,0.12421796470880508,0.13276906311511993,0.226434126496315,-0.05100260674953461,0.21264225244522095
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.27112144231796265,0.2638654112815857,0.4954058527946472,0.015077123418450356,0.20544172823429108
injuries,0.15644334256649017,0.17857827246189117,0.22380153834819794,0.1686098426580429,0.21293193101882935,0.2401004433631897,-0.012967431917786598,0.14870837330818176
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.2003074735403061,0.24857525527477264,0.45010748505592346,-0.0031493064016103745,0.29463258385658264
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.6662389636039734,0.1466771513223648,0.22068053483963013
offensive,0.11074206978082657,0.12645137310028076,0.2074536383152008,0.206356942653656,0.3746066689491272,0.20140975713729858,0.016692671924829483,0.20278584957122803
line,0.15736231207847595,0.10467492789030075,0.1765366792678833,0.11005013436079025,0.16799555718898773,0.2258777767419815,0.05625174567103386,0.16271452605724335
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.5201468467712402,0.06568983197212219,0.31091248989105225
as,0.33782753348350525,0.24722114205360413,0.3677520453929901,0.2639015316963196,0.27189740538597107,0.3887844979763031,0.04859122261404991,0.27043893933296204
well,0.410734087228775,0.2309248447418213,0.3130364418029785,0.2668089270591736,0.2037324160337448,0.36612698435783386,-0.05991091951727867,0.24815571308135986
as,0.33782753348350525,0.24722114205360413,0.3677520453929901,0.2639015316963196,0.27189740538597107,0.3887844979763031,0.04859122261404991,0.27043893933296204
manning,0.2318497896194458,0.18892280757427216,0.2607507109642029,0.5102329254150391,0.9999998807907104,0.22345924377441406,-0.010276862420141697,0.15856626629829407
having,0.3231181800365448,0.17403291165828705,0.2792723774909973,0.1779460459947586,0.21502387523651123,0.32022708654403687,-0.048095859587192535,0.22418256103992462
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.2884127199649811,0.33460527658462524,0.3598145842552185,0.0642445981502533,0.18075084686279297
worst,0.16188359260559082,0.09560433030128479,0.15066909790039062,0.2510753571987152,0.17082956433296204,0.19013282656669617,-0.0934971421957016,0.21551604568958282
statistical,0.27593111991882324,0.10116250813007355,0.1408015340566635,0.1878281682729721,0.19371788203716278,0.27423131465911865,0.00584452785551548,0.1697750836610794
season,0.13036081194877625,0.15347151458263397,0.24797968566417694,0.37801364064216614,0.33529460430145264,0.2184021919965744,-0.03830436244606972,0.16793298721313477
since,0.2347431182861328,0.2935742735862732,0.4384658932685852,0.13916508853435516,0.13168372213840485,0.4325680434703827,0.04247409105300903,0.2876587212085724
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.2884127199649811,0.33460527658462524,0.3598145842552185,0.0642445981502533,0.18075084686279297
rookie,0.11874968558549881,0.1465418040752411,0.2457139939069748,0.43274959921836853,0.38728052377700806,0.19899246096611023,-0.03128734603524208,0.14955708384513855
year,0.19631797075271606,0.3157127797603607,0.3209837079048157,0.23666128516197205,0.2521476149559021,0.3359307050704956,0.10588137805461884,0.18315006792545319
with,0.3525622487068176,0.20720098912715912,0.27411898970603943,0.23540177941322327,0.18539859354496002,0.4080928862094879,-0.05818283185362816,0.2433311939239502
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.6662389636039734,0.1466771513223648,0.22068053483963013
indianapolis,0.12304453551769257,0.18322519958019257,0.252520889043808,0.4620194733142853,0.4084772765636444,0.24237291514873505,0.012573005631566048,0.10281907767057419
colts,0.1490238457918167,0.11269018054008484,0.2654520571231842,0.45572564005851746,0.49054357409477234,0.2244146466255188,-0.06373267620801926,0.1482221484184265
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.25605714321136475,0.22345924377441406,1.0,0.0891268327832222,0.20430970191955566
1998,0.03995569795370102,-0.06873023509979248,0.04920116811990738,-0.14092408120632172,-0.04177447780966759,-0.07160314172506332,0.15614943206310272,0.11714459210634232
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.5201468467712402,0.06568983197212219,0.31091248989105225
due,0.19407185912132263,0.11573848128318787,0.29011407494544983,0.07436471432447433,0.026995275169610977,0.2516716718673706,-0.0008425026899203658,0.10954997688531876
to,0.44169697165489197,0.2412436157464981,0.3636345863342285,0.2003074735403061,0.24857525527477264,0.45010748505592346,-0.0031493064016103745,0.29463258385658264
a,0.29312583804130554,0.2846200466156006,0.4508470594882965,0.298135370016098,0.2509649395942688,0.539380669593811,-0.008371892385184765,0.23916715383529663
plantar,0.13256770372390747,0.17171239852905273,0.26657116413116455,0.2809133231639862,0.1979699432849884,0.21501214802265167,0.18467876315116882,0.12419132888317108
fasciitis,0.20105774700641632,0.15511244535446167,0.21122834086418152,0.1900032013654709,0.15173548460006714,0.18562792241573334,-0.04074975103139877,0.23458775877952576
injury,0.16017422080039978,0.12029138207435608,0.21684524416923523,0.20174355804920197,0.28924453258514404,0.25140535831451416,-0.03836541622877121,0.1309780478477478
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.25605714321136475,0.22345924377441406,1.0,0.0891268327832222,0.20430970191955566
his,0.24614305794239044,0.2539081573486328,0.4405253231525421,0.2884127199649811,0.33460527658462524,0.3598145842552185,0.0642445981502533,0.18075084686279297
heel,0.17174385488033295,0.10298512876033783,0.18557390570640564,0.14465029537677765,0.21662558615207672,0.1293310523033142,0.015111960470676422,0.13895626366138458
that,0.557814359664917,0.2827931344509125,0.33670201897621155,0.22174818813800812,0.17001231014728546,0.435920387506485,-0.05786290019750595,0.32716336846351624
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.24978399276733398,0.33812835812568665,0.41690486669540405,0.0005476312362588942,0.2089974731206894
had,0.2549138069152832,0.23504669964313507,0.5927209258079529,0.20469027757644653,0.19614505767822266,0.385026752948761,0.0605347566306591,0.20728366076946259
suffered,0.10068628937005997,0.1750028282403946,0.3911045491695404,0.1695941984653473,0.18022605776786804,0.277639776468277,0.08852661401033401,0.08963493257761002
since,0.2347431182861328,0.2935742735862732,0.4384658932685852,0.13916508853435516,0.13168372213840485,0.4325680434703827,0.04247409105300903,0.2876587212085724
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.6662389636039734,0.1466771513223648,0.22068053483963013
summer,0.1146422028541565,0.09309462457895279,0.22632931172847748,0.15865932404994965,0.14167994260787964,0.31081318855285645,0.10762901604175568,0.11625723540782928
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.5201468467712402,0.06568983197212219,0.31091248989105225
and,0.33647966384887695,0.29022282361984253,0.3740963041782379,0.27112144231796265,0.2638654112815857,0.4954058527946472,0.015077123418450356,0.20544172823429108
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2709864377975464,0.27058160305023193,0.6662389636039734,0.1466771513223648,0.22068053483963013
simple,0.40932103991508484,0.20797783136367798,0.14933012425899506,0.21424145996570587,0.16234195232391357,0.18105459213256836,-0.11943268030881882,0.4614735543727875
fact,0.35078367590904236,0.23413869738578796,0.24826835095882416,0.1378084272146225,0.06402759253978729,0.25253036618232727,-0.047187209129333496,0.2798655927181244
that,0.557814359664917,0.2827931344509125,0.33670201897621155,0.22174818813800812,0.17001231014728546,0.435920387506485,-0.05786290019750595,0.32716336846351624
manning,0.2318497896194458,0.18892280757427216,0.2607507109642029,0.5102329254150391,0.9999998807907104,0.22345924377441406,-0.010276862420141697,0.15856626629829407
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.30385082960128784,0.2607507109642029,0.45514053106307983,0.14799827337265015,0.18412111699581146
getting,0.3343828320503235,0.1427081823348999,0.2391812801361084,0.17614175379276276,0.2668822705745697,0.2387998104095459,-0.12157689779996872,0.28468504548072815
old,0.1789429783821106,1.0000001192092896,0.2867572605609894,0.10176752507686615,0.18892280757427216,0.2865324318408966,0.030092759057879448,0.20577076077461243
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.2979121208190918,0.30921146273612976,0.5201468467712402,0.06568983197212219,0.31091248989105225
as,0.33782753348350525,0.24722114205360413,0.3677520453929901,0.2639015316963196,0.27189740538597107,0.3887844979763031,0.04859122261404991,0.27043893933296204
he,0.2594625651836395,0.29039672017097473,0.5410010814666748,0.24978399276733398,0.33812835812568665,0.41690486669540405,0.0005476312362588942,0.2089974731206894
turned,0.2075119912624359,0.15447019040584564,0.3994938135147095,0.20418427884578705,0.14148861169815063,0.2571444809436798,0.01912897825241089,0.130948007106781
39,0.07569380104541779,0.051313381642103195,0.0029520741663873196,0.08970042318105698,0.0860123261809349,0.13778941333293915,0.03233209624886513,0.04514012485742569
in,0.2601168751716614,0.2865324318408966,0.45514053106307983,0.25605714321136475,0.22345924377441406,1.0,0.0891268327832222,0.20430970191955566
