,in,what,episode,is,it,brought,up,that,the,first,doctor,might,not,actually,be,the,first,doctor,?
in,1.0,0.30808621644973755,0.19184806942939758,0.5394441485404968,0.5130809545516968,0.25879573822021484,0.3120773434638977,0.435920387506485,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.26443570852279663,0.3403114080429077,0.3058476448059082,0.3481820821762085,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
brain,0.21897459030151367,0.26156795024871826,0.14222179353237152,0.21082638204097748,0.21432286500930786,0.12581771612167358,0.13220325112342834,0.24878709018230438,0.25109198689460754,0.1746252179145813,0.2538541257381439,0.2129233032464981,0.22815467417240143,0.20559117197990417,0.17478765547275543,0.25109198689460754,0.1746252179145813,0.2538541257381439,0.17415454983711243
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.4854315221309662,0.38761502504348755,0.3339962065219879,0.32945773005485535,0.41498205065727234,0.733189046382904,0.3536086082458496,0.16895952820777893,0.2900311052799225,0.3307090103626251,0.3496170938014984,0.33904364705085754,0.733189046382904,0.3536086082458496,0.16895952820777893,0.1826142966747284
morbius,0.21436914801597595,0.19900941848754883,0.1732000857591629,0.19220268726348877,0.1825723946094513,0.16924729943275452,0.08905032277107239,0.19452731311321259,0.20284093916416168,0.15422967076301575,0.2457854300737381,0.16913647949695587,0.1620897501707077,0.23965562880039215,0.17470642924308777,0.20284093916416168,0.15422967076301575,0.2457854300737381,0.17670485377311707
(,0.3087427020072937,0.2411840260028839,0.19250941276550293,0.35393038392066956,0.2745298147201538,0.19757404923439026,0.2525939643383026,0.2264307141304016,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.22855740785598755,0.2710699737071991,0.24531684815883636,0.2349044382572174,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.40561532974243164
1976,0.05630391836166382,0.1609642058610916,0.14010338485240936,-0.015275335870683193,0.05265837907791138,0.16340933740139008,0.16925042867660522,0.13972251117229462,0.05905425176024437,0.09694885462522507,0.16571776568889618,0.12087441235780716,0.12300732731819153,0.10411464422941208,0.08016402274370193,0.05905425176024437,0.09694885462522507,0.16571776568889618,0.08586528897285461
),0.3326910734176636,0.26259949803352356,0.1890215277671814,0.37732169032096863,0.28560304641723633,0.20007632672786713,0.25800976157188416,0.23478686809539795,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.22772328555583954,0.2718011736869812,0.240622416138649,0.24578070640563965,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.4691906273365021,0.48329564929008484,0.30810219049453735,0.34193792939186096,0.4137537479400635,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.2533247768878937,0.3769696354866028,0.34130755066871643,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.31091248989105225
it,0.5130809545516968,0.45803478360176086,0.1822436898946762,0.6328473687171936,0.9999999403953552,0.21531027555465698,0.36426842212677,0.5921133160591125,0.6251175999641418,0.3491429388523102,0.24568085372447968,0.3184061646461487,0.4651523232460022,0.47037187218666077,0.5203388929367065,0.6251175999641418,0.3491429388523102,0.24568085372447968,0.25732165575027466
was,0.45514053106307983,0.22111038863658905,0.1706574261188507,0.5810302495956421,0.4577186405658722,0.35886916518211365,0.24070115387439728,0.33670201897621155,0.48711544275283813,0.5022147297859192,0.19672659039497375,0.25552675127983093,0.2888734042644501,0.29136961698532104,0.42228707671165466,0.48711544275283813,0.5022147297859192,0.19672659039497375,0.18412111699581146
hinted,0.20803789794445038,0.2922843396663666,0.21061971783638,0.21135172247886658,0.1837741732597351,0.3407166004180908,0.22736936807632446,0.3801816403865814,0.26711905002593994,0.20218294858932495,0.11265571415424347,0.30071789026260376,0.28491583466529846,0.34986644983291626,0.22752173244953156,0.26711905002593994,0.20218294858932495,0.11265571415424347,0.23961445689201355
that,0.435920387506485,0.6297725439071655,0.27973806858062744,0.3995479643344879,0.5921133160591125,0.32102081179618835,0.35427621006965637,1.0,0.5473989248275757,0.3482176661491394,0.2390732765197754,0.5377011895179749,0.6600887179374695,0.6371707320213318,0.6036020517349243,0.5473989248275757,0.3482176661491394,0.2390732765197754,0.32716336846351624
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.24243572354316711,0.30889374017715454,0.3491429388523102,0.24328720569610596,0.2506323456764221,0.3482176661491394,0.49448907375335693,1.0,0.27244147658348083,0.21491271257400513,0.2955942749977112,0.30983999371528625,0.29818081855773926,0.49448907375335693,1.0,0.27244147658348083,0.18701928853988647
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.19875872135162354,0.24568085372447968,0.11633642762899399,0.15522944927215576,0.2390732765197754,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.20740891993045807,0.18341001868247986,0.23826181888580322,0.1729569286108017,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.1462511420249939
may,0.3424151837825775,0.25739946961402893,0.17999689280986786,0.322792649269104,0.30672433972358704,0.20093299448490143,0.2067306935787201,0.4234136641025543,0.2694292366504669,0.24023057520389557,0.20663368701934814,0.5044193863868713,0.39885732531547546,0.2601991593837738,0.45514434576034546,0.2694292366504669,0.24023057520389557,0.20663368701934814,0.2768254578113556
not,0.3403114080429077,0.5449194312095642,0.2026968151330948,0.3776007890701294,0.4651523232460022,0.20921888947486877,0.27779421210289,0.6600887179374695,0.4310511648654938,0.2955942749977112,0.18341001868247986,0.5709217190742493,0.9999999403953552,0.5074813365936279,0.5788898468017578,0.4310511648654938,0.2955942749977112,0.18341001868247986,0.41942933201789856
have,0.36843645572662354,0.39808809757232666,0.20087476074695587,0.3613572418689728,0.40974161028862,0.32661235332489014,0.34569859504699707,0.6182622313499451,0.40389683842658997,0.3030114769935608,0.17649078369140625,0.5161747932434082,0.5619372129440308,0.497354120016098,0.5760743618011475,0.40389683842658997,0.3030114769935608,0.17649078369140625,0.32991164922714233
been,0.3515113592147827,0.2567804455757141,0.17838650941848755,0.39566612243652344,0.35515493154525757,0.41170039772987366,0.22395798563957214,0.4152003228664398,0.3563927710056305,0.32745984196662903,0.12184444069862366,0.3649062514305115,0.39571741223335266,0.37936678528785706,0.5304332375526428,0.3563927710056305,0.32745984196662903,0.12184444069862366,0.24354910850524902
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.24243572354316711,0.30889374017715454,0.3491429388523102,0.24328720569610596,0.2506323456764221,0.3482176661491394,0.49448907375335693,1.0,0.27244147658348083,0.21491271257400513,0.2955942749977112,0.30983999371528625,0.29818081855773926,0.49448907375335693,1.0,0.27244147658348083,0.18701928853988647
incarnation,0.2213584929704666,0.2737259864807129,0.306388258934021,0.3046400249004364,0.26327744126319885,0.23156236112117767,0.11869928985834122,0.30119696259498596,0.3089248239994049,0.24328671395778656,0.3371219038963318,0.2348676472902298,0.25349828600883484,0.2782653272151947,0.24981971085071564,0.3089248239994049,0.24328671395778656,0.3371219038963318,0.20495687425136566
(,0.3087427020072937,0.2411840260028839,0.19250941276550293,0.35393038392066956,0.2745298147201538,0.19757404923439026,0.2525939643383026,0.2264307141304016,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.22855740785598755,0.2710699737071991,0.24531684815883636,0.2349044382572174,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.40561532974243164
although,0.28763338923454285,0.24844598770141602,0.24860282242298126,0.301360160112381,0.4662907123565674,0.21064741909503937,0.20780891180038452,0.4722958207130432,0.3265823423862457,0.2336360067129135,0.15578992664813995,0.3488656282424927,0.4415263533592224,0.43681710958480835,0.4922443926334381,0.3265823423862457,0.2336360067129135,0.15578992664813995,0.15541206300258636
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
other,0.39989137649536133,0.341873437166214,0.1582825481891632,0.25895947217941284,0.36282607913017273,0.2527067959308624,0.30423301458358765,0.5570666193962097,0.44152235984802246,0.23885147273540497,0.21788395941257477,0.4252184331417084,0.4341118037700653,0.3731442093849182,0.4629868268966675,0.44152235984802246,0.23885147273540497,0.21788395941257477,0.24682199954986572
faces,0.18694204092025757,0.20049548149108887,0.19089703261852264,0.2527505159378052,0.19492271542549133,0.17711690068244934,0.16383212804794312,0.22486554086208344,0.2758534848690033,0.12006841599941254,0.1250607669353485,0.20516632497310638,0.18953774869441986,0.1620875597000122,0.15957099199295044,0.2758534848690033,0.12006841599941254,0.1250607669353485,0.147568017244339
depicted,0.19601459801197052,0.1615755707025528,0.17952674627304077,0.19120530784130096,0.17258226871490479,0.19563227891921997,0.11850035935640335,0.23812539875507355,0.21407261490821838,0.1342909336090088,0.09615252912044525,0.18926134705543518,0.2146896868944168,0.2790602445602417,0.15975655615329742,0.21407261490821838,0.1342909336090088,0.09615252912044525,0.11621485650539398
may,0.3424151837825775,0.25739946961402893,0.17999689280986786,0.322792649269104,0.30672433972358704,0.20093299448490143,0.2067306935787201,0.4234136641025543,0.2694292366504669,0.24023057520389557,0.20663368701934814,0.5044193863868713,0.39885732531547546,0.2601991593837738,0.45514434576034546,0.2694292366504669,0.24023057520389557,0.20663368701934814,0.2768254578113556
have,0.36843645572662354,0.39808809757232666,0.20087476074695587,0.3613572418689728,0.40974161028862,0.32661235332489014,0.34569859504699707,0.6182622313499451,0.40389683842658997,0.3030114769935608,0.17649078369140625,0.5161747932434082,0.5619372129440308,0.497354120016098,0.5760743618011475,0.40389683842658997,0.3030114769935608,0.17649078369140625,0.32991164922714233
been,0.3515113592147827,0.2567804455757141,0.17838650941848755,0.39566612243652344,0.35515493154525757,0.41170039772987366,0.22395798563957214,0.4152003228664398,0.3563927710056305,0.32745984196662903,0.12184444069862366,0.3649062514305115,0.39571741223335266,0.37936678528785706,0.5304332375526428,0.3563927710056305,0.32745984196662903,0.12184444069862366,0.24354910850524902
incarnations,0.22985757887363434,0.25827986001968384,0.28676286339759827,0.2751164436340332,0.24211522936820984,0.24637266993522644,0.14638745784759521,0.31235742568969727,0.2946679890155792,0.22457797825336456,0.3144519329071045,0.27838820219039917,0.27517595887184143,0.27617835998535156,0.27650636434555054,0.2946679890155792,0.22457797825336456,0.3144519329071045,0.21271158754825592
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.4854315221309662,0.38761502504348755,0.3339962065219879,0.32945773005485535,0.41498205065727234,0.733189046382904,0.3536086082458496,0.16895952820777893,0.2900311052799225,0.3307090103626251,0.3496170938014984,0.33904364705085754,0.733189046382904,0.3536086082458496,0.16895952820777893,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
time,0.3431483507156372,0.36319252848625183,0.28294599056243896,0.25187405943870544,0.3375589847564697,0.28161874413490295,0.29631155729293823,0.388528436422348,0.43061500787734985,0.4013477563858032,0.22827142477035522,0.29128819704055786,0.3786478340625763,0.3425532579421997,0.3473503291606903,0.43061500787734985,0.4013477563858032,0.22827142477035522,0.27391523122787476
lord,0.18930333852767944,0.15077504515647888,0.12815561890602112,0.14423592388629913,0.16347581148147583,0.157906636595726,0.1685313582420349,0.16890279948711395,0.2489406019449234,0.22101667523384094,0.18648956716060638,0.1389143466949463,0.14653563499450684,0.21045516431331635,0.0836508646607399,0.2489406019449234,0.22101667523384094,0.18648956716060638,0.09544310718774796
morbius,0.21436914801597595,0.19900941848754883,0.1732000857591629,0.19220268726348877,0.1825723946094513,0.16924729943275452,0.08905032277107239,0.19452731311321259,0.20284093916416168,0.15422967076301575,0.2457854300737381,0.16913647949695587,0.1620897501707077,0.23965562880039215,0.17470642924308777,0.20284093916416168,0.15422967076301575,0.2457854300737381,0.17670485377311707
),0.3326910734176636,0.26259949803352356,0.1890215277671814,0.37732169032096863,0.28560304641723633,0.20007632672786713,0.25800976157188416,0.23478686809539795,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.22772328555583954,0.2718011736869812,0.240622416138649,0.24578070640563965,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.23102888464927673,0.4569662809371948,0.5593622326850891,0.31484454870224,0.351434588432312,0.4460422694683075,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.27493223547935486,0.4824007451534271,0.31523430347442627,0.4383580684661865,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.4130953550338745
,in,what,episode,is,it,brought,up,that,the,first,doctor,might,not,actually,be,the,first,doctor,?
later,0.40857815742492676,0.2517229914665222,0.24894660711288452,0.21527644991874695,0.3362252712249756,0.33335745334625244,0.21218731999397278,0.42443475127220154,0.4060266613960266,0.48412203788757324,0.21110832691192627,0.24497027695178986,0.263156533241272,0.3347829282283783,0.3267292380332947,0.4060266613960266,0.48412203788757324,0.21110832691192627,0.1417175978422165
that,0.435920387506485,0.6297725439071655,0.27973806858062744,0.3995479643344879,0.5921133160591125,0.32102081179618835,0.35427621006965637,1.0,0.5473989248275757,0.3482176661491394,0.2390732765197754,0.5377011895179749,0.6600887179374695,0.6371707320213318,0.6036020517349243,0.5473989248275757,0.3482176661491394,0.2390732765197754,0.32716336846351624
