,in,which,year,did,a,toxic,waste,spill,from,a,european,ship,prompt,the,commission,to,look,into,legislation,against,waste,?
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.539380669593811,0.19547370076179504,0.1575256586074829,0.22082042694091797,0.4274188280105591,0.539380669593811,0.23319172859191895,0.21587909758090973,0.14800584316253662,0.6662389636039734,0.21326816082000732,0.45010748505592346,0.16591975092887878,0.38021373748779297,0.2219952940940857,0.27273955941200256,0.1575256586074829,0.20430970191955566
2006,-0.04600946605205536,0.19065003097057343,0.007006329949945211,-0.07636451721191406,0.09566660970449448,0.01016891747713089,0.06333387643098831,0.013039639219641685,0.08338478952646255,0.09566660970449448,-0.05808745324611664,0.0018906837794929743,0.05505110323429108,0.11294147372245789,-0.05391628295183182,0.012056082487106323,0.03882627934217453,0.08349353075027466,0.07901916652917862,-0.022370921447873116,0.06333387643098831,-0.1194092258810997
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.427140474319458,0.22269773483276367,0.2730517089366913,0.27338165044784546,0.39760664105415344,0.427140474319458,0.19684812426567078,0.2015654593706131,0.22843270003795624,0.4933079481124878,0.19528092443943024,0.44245919585227966,0.3016788363456726,0.2826121151447296,0.221862331032753,0.31168749928474426,0.2730517089366913,0.31091248989105225
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,1.0,0.24144628643989563,0.1976010948419571,0.2149265706539154,0.322764128446579,1.0,0.2254103124141693,0.20629847049713135,0.236772358417511,0.5829201340675354,0.18981990218162537,0.45503583550453186,0.23710425198078156,0.3461161255836487,0.23395681381225586,0.2227657586336136,0.1976010948419571,0.23916715383529663
toxic,0.19547370076179504,0.247298464179039,0.06570615619421005,0.18646468222141266,0.24144628643989563,1.0,0.41693949699401855,0.3725813925266266,0.21572574973106384,0.24144628643989563,0.13401272892951965,0.15095582604408264,0.15517757833003998,0.15216471254825592,0.10250970721244812,0.17271585762500763,0.22232608497142792,0.1487521082162857,0.14088037610054016,0.15393003821372986,0.41693949699401855,0.2523139715194702
waste,0.1575256586074829,0.29009556770324707,0.11725358664989471,0.17621275782585144,0.1976010948419571,0.41693949699401855,1.0,0.3557644784450531,0.20665192604064941,0.1976010948419571,0.13963188230991364,0.2117137312889099,0.25826457142829895,0.1971915364265442,0.2769458591938019,0.23860110342502594,0.2607539892196655,0.2805028557777405,0.26108402013778687,0.15961624681949615,1.0,0.299444317817688
spill,0.22082042694091797,0.2755589485168457,0.10515550523996353,0.14306539297103882,0.2149265706539154,0.3725813925266266,0.3557644784450531,1.0000001192092896,0.2229333370923996,0.2149265706539154,0.1352739781141281,0.31657102704048157,0.18004438281059265,0.26029515266418457,0.21273469924926758,0.2439536303281784,0.20447444915771484,0.2643388509750366,0.24299249053001404,0.1663244664669037,0.3557644784450531,0.21355627477169037
off,0.25627145171165466,0.3206881284713745,0.15357206761837006,0.17696987092494965,0.2788178026676178,0.15644830465316772,0.2518036961555481,0.3264714479446411,0.2782316207885742,0.2788178026676178,0.08165036141872406,0.29637807607650757,0.23100638389587402,0.2773582935333252,0.14559713006019592,0.3533020317554474,0.2379538118839264,0.3122623562812805,0.12236043810844421,0.25061795115470886,0.2518036961555481,0.12937544286251068
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,0.5829201340675354,0.15216471254825592,0.1971915364265442,0.26029515266418457,0.40150508284568787,0.5829201340675354,0.3423081040382385,0.24414241313934326,0.25219371914863586,1.0,0.24418850243091583,0.535392165184021,0.2806221544742584,0.39493247866630554,0.2839483618736267,0.3090755045413971,0.1971915364265442,0.22068053483963013
coast,0.2620964050292969,0.2259337306022644,0.17328213155269623,0.14056022465229034,0.24027055501937866,0.12011709064245224,0.11892027407884598,0.2686149477958679,0.2436395138502121,0.24027055501937866,0.19124744832515717,0.346701055765152,0.08020462095737457,0.28366661071777344,0.14764542877674103,0.23308983445167542,0.12001384794712067,0.147263303399086,0.12476350367069244,0.18750648200511932,0.11892027407884598,0.15869849920272827
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.5052502155303955,0.1954609453678131,0.256231427192688,0.222171813249588,0.4249346852302551,0.5052502155303955,0.2507138252258301,0.23378267884254456,0.1531810164451599,0.733189046382904,0.2698368728160858,0.41548454761505127,0.21060073375701904,0.32255905866622925,0.3114430606365204,0.2669808566570282,0.256231427192688,0.1826142966747284
côte,0.2688560485839844,0.18861261010169983,0.16653944551944733,0.12491747736930847,0.24562495946884155,0.1664138287305832,0.20272715389728546,0.19486132264137268,0.20244695246219635,0.24562495946884155,0.16363991796970367,0.15575489401817322,0.16676545143127441,0.23032881319522858,0.18278340995311737,0.1992388218641281,0.1890200823545456,0.13491888344287872,0.1408400535583496,0.12177310138940811,0.20272715389728546,0.18000364303588867
d'ivoire,0.21707101166248322,0.18773120641708374,0.14485743641853333,0.1297413557767868,0.21082361042499542,0.17642195522785187,0.20810756087303162,0.19136548042297363,0.18573696911334991,0.21082361042499542,0.23992064595222473,0.11945125460624695,0.15227077901363373,0.21359528601169586,0.19867223501205444,0.2306041419506073,0.18209025263786316,0.1359216421842575,0.16648244857788086,0.13789284229278564,0.20810756087303162,0.19584167003631592
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.427140474319458,0.22269773483276367,0.2730517089366913,0.27338165044784546,0.39760664105415344,0.427140474319458,0.19684812426567078,0.2015654593706131,0.22843270003795624,0.4933079481124878,0.19528092443943024,0.44245919585227966,0.3016788363456726,0.2826121151447296,0.221862331032753,0.31168749928474426,0.2730517089366913,0.31091248989105225
from,0.4274188280105591,0.38755592703819275,0.2101740688085556,0.20248863101005554,0.322764128446579,0.21572574973106384,0.20665192604064941,0.2229333370923996,1.0,0.322764128446579,0.2091801017522812,0.1733790934085846,0.11866538226604462,0.40150508284568787,0.17546877264976501,0.4069952368736267,0.18875886499881744,0.3410196900367737,0.18460330367088318,0.2447778731584549,0.20665192604064941,0.19969791173934937
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,1.0,0.24144628643989563,0.1976010948419571,0.2149265706539154,0.322764128446579,1.0,0.2254103124141693,0.20629847049713135,0.236772358417511,0.5829201340675354,0.18981990218162537,0.45503583550453186,0.23710425198078156,0.3461161255836487,0.23395681381225586,0.2227657586336136,0.1976010948419571,0.23916715383529663
european,0.23319172859191895,0.2234036773443222,0.18094593286514282,0.2440035194158554,0.2254103124141693,0.13401272892951965,0.13963188230991364,0.1352739781141281,0.2091801017522812,0.2254103124141693,0.9999998807907104,0.19298942387104034,0.0847931057214737,0.3423081040382385,0.32984089851379395,0.21011990308761597,0.15206559002399445,0.09915032237768173,0.18848587572574615,0.19689327478408813,0.13963188230991364,0.14560863375663757
ship,0.21587909758090973,0.22077801823616028,0.1252240240573883,0.16892459988594055,0.20629847049713135,0.15095582604408264,0.2117137312889099,0.31657102704048157,0.1733790934085846,0.20629847049713135,0.19298942387104034,1.0000001192092896,0.08473268896341324,0.24414241313934326,0.19833335280418396,0.25755465030670166,0.13518419861793518,0.17813557386398315,0.18796420097351074,0.14634452760219574,0.2117137312889099,0.14488010108470917
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.427140474319458,0.22269773483276367,0.2730517089366913,0.27338165044784546,0.39760664105415344,0.427140474319458,0.19684812426567078,0.2015654593706131,0.22843270003795624,0.4933079481124878,0.19528092443943024,0.44245919585227966,0.3016788363456726,0.2826121151447296,0.221862331032753,0.31168749928474426,0.2730517089366913,0.31091248989105225
prompted,0.2340080887079239,0.2650946080684662,0.1861746460199356,0.33951452374458313,0.23719322681427002,0.12838886678218842,0.2378501445055008,0.16271696984767914,0.21217080950737,0.23719322681427002,0.19433985650539398,0.08061564713716507,0.7643234133720398,0.3065200448036194,0.2030632346868515,0.30564406514167786,0.12263531237840652,0.25536006689071655,0.2622608542442322,0.28867992758750916,0.2378501445055008,0.13139130175113678
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,0.5829201340675354,0.15216471254825592,0.1971915364265442,0.26029515266418457,0.40150508284568787,0.5829201340675354,0.3423081040382385,0.24414241313934326,0.25219371914863586,1.0,0.24418850243091583,0.535392165184021,0.2806221544742584,0.39493247866630554,0.2839483618736267,0.3090755045413971,0.1971915364265442,0.22068053483963013
commission,0.21326816082000732,0.25648555159568787,0.1448410153388977,0.18697425723075867,0.18981990218162537,0.10250970721244812,0.2769458591938019,0.21273469924926758,0.17546877264976501,0.18981990218162537,0.32984089851379395,0.19833335280418396,0.16940400004386902,0.24418850243091583,0.9999998807907104,0.24674905836582184,0.12456870824098587,0.11390335857868195,0.4362846910953522,0.22691772878170013,0.2769458591938019,0.16231559216976166
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.45503583550453186,0.17271585762500763,0.23860110342502594,0.2439536303281784,0.4069952368736267,0.45503583550453186,0.21011990308761597,0.25755465030670166,0.27900853753089905,0.535392165184021,0.24674905836582184,1.0,0.3370966613292694,0.38810545206069946,0.25758448243141174,0.310872346162796,0.23860110342502594,0.29463258385658264
look,0.16591975092887878,0.28522661328315735,0.14174571633338928,0.2795056700706482,0.23710425198078156,0.22232608497142792,0.2607539892196655,0.20447444915771484,0.18875886499881744,0.23710425198078156,0.15206559002399445,0.13518419861793518,0.2322300523519516,0.2806221544742584,0.12456870824098587,0.3370966613292694,0.9999999403953552,0.2204439342021942,0.11788837611675262,0.1567859798669815,0.2607539892196655,0.3596472144126892
into,0.38021373748779297,0.4405161738395691,0.08657927066087723,0.14888085424900055,0.3461161255836487,0.1487521082162857,0.2805028557777405,0.2643388509750366,0.3410196900367737,0.3461161255836487,0.09915032237768173,0.17813557386398315,0.17000669240951538,0.39493247866630554,0.11390335857868195,0.38810545206069946,0.2204439342021942,1.0,0.16338089108467102,0.20955826342105865,0.2805028557777405,0.15662476420402527
legislation,0.2219952940940857,0.3041580617427826,0.17710304260253906,0.1931830793619156,0.23395681381225586,0.14088037610054016,0.26108402013778687,0.24299249053001404,0.18460330367088318,0.23395681381225586,0.18848587572574615,0.18796420097351074,0.2349545806646347,0.2839483618736267,0.4362846910953522,0.25758448243141174,0.11788837611675262,0.16338089108467102,0.9999998807907104,0.22596509754657745,0.26108402013778687,0.21123437583446503
against,0.27273955941200256,0.27554041147232056,0.1510327309370041,0.22514554858207703,0.2227657586336136,0.15393003821372986,0.15961624681949615,0.1663244664669037,0.2447778731584549,0.2227657586336136,0.19689327478408813,0.14634452760219574,0.22257182002067566,0.3090755045413971,0.22691772878170013,0.310872346162796,0.1567859798669815,0.20955826342105865,0.22596509754657745,1.0,0.15961624681949615,0.18095137178897858
toxic,0.19547370076179504,0.247298464179039,0.06570615619421005,0.18646468222141266,0.24144628643989563,1.0,0.41693949699401855,0.3725813925266266,0.21572574973106384,0.24144628643989563,0.13401272892951965,0.15095582604408264,0.15517757833003998,0.15216471254825592,0.10250970721244812,0.17271585762500763,0.22232608497142792,0.1487521082162857,0.14088037610054016,0.15393003821372986,0.41693949699401855,0.2523139715194702
waste,0.1575256586074829,0.29009556770324707,0.11725358664989471,0.17621275782585144,0.1976010948419571,0.41693949699401855,1.0,0.3557644784450531,0.20665192604064941,0.1976010948419571,0.13963188230991364,0.2117137312889099,0.25826457142829895,0.1971915364265442,0.2769458591938019,0.23860110342502594,0.2607539892196655,0.2805028557777405,0.26108402013778687,0.15961624681949615,1.0,0.299444317817688
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.50484299659729,0.27641135454177856,0.2470894604921341,0.25110968947410583,0.41536515951156616,0.50484299659729,0.2095622420310974,0.2356855869293213,0.23416487872600555,0.5934505462646484,0.20309296250343323,0.4645031690597534,0.3426704406738281,0.26250120997428894,0.23787342011928558,0.28705209493637085,0.2470894604921341,0.4130953550338745
