,how,many,bits,are,typically,used,in,the,primes,for,the,diffie–hellman,key,exchange,?
several,0.28568220138549805,0.7239733338356018,0.22184982895851135,0.4241659343242645,0.3383626937866211,0.3182496428489685,0.39405709505081177,0.40559855103492737,0.14210693538188934,0.3891045153141022,0.40559855103492737,0.2527582049369812,0.20785662531852722,0.1175631508231163,0.15595775842666626
public-key,0.1997671276330948,0.19548504054546356,0.18105070292949677,0.15688703954219818,0.13914890587329865,0.16037426888942719,0.2214099019765854,0.206658735871315,0.1677933633327484,0.28692826628685,0.206658735871315,0.38943034410476685,0.37470465898513794,0.23716001212596893,0.2988153398036957
cryptography,0.19532489776611328,0.1945059597492218,0.39514973759651184,0.2141665369272232,0.25879302620887756,0.2809755802154541,0.14669755101203918,0.15003959834575653,0.3143845498561859,0.25359827280044556,0.15003959834575653,0.5496421456336975,0.5296820402145386,0.2809910178184509,0.16897879540920258
algorithms,0.26876819133758545,0.20716683566570282,0.4442308247089386,0.2718161344528198,0.2715005576610565,0.28042757511138916,0.19189399480819702,0.167828768491745,0.4177032709121704,0.25604015588760376,0.167828768491745,0.4570735692977905,0.44287964701652527,0.19715681672096252,0.186949223279953
",",0.22659391164779663,0.40610817074775696,0.2353145182132721,0.4062570035457611,0.18964512646198273,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.29003697633743286,0.4464869201183319,0.4933079481124878,0.27653104066848755,0.20467913150787354,0.2447657436132431,0.31091248989105225
such,0.307365357875824,0.5649948120117188,0.22943195700645447,0.4654397666454315,0.4289718568325043,0.4262988865375519,0.2704046070575714,0.3575236201286316,0.22065632045269012,0.36098620295524597,0.3575236201286316,0.2749361991882324,0.22554749250411987,0.15966379642486572,0.17851735651493073
as,0.33782753348350525,0.4070141911506653,0.18109476566314697,0.3826591968536377,0.31947922706604004,0.35160550475120544,0.3887844979763031,0.48381632566452026,0.23833559453487396,0.44774648547172546,0.48381632566452026,0.2617968022823334,0.1981334537267685,0.1604461967945099,0.27043893933296204
rsa,0.18883496522903442,0.16782987117767334,0.21113906800746918,0.18413212895393372,0.2168693095445633,0.25175875425338745,0.16345453262329102,0.18751341104507446,0.21858444809913635,0.2253197580575943,0.18751341104507446,0.45865193009376526,0.36462634801864624,0.2324502170085907,0.1906125843524933
and,0.33647966384887695,0.5296266674995422,0.2434743493795395,0.48576638102531433,0.3137528598308563,0.3150506615638733,0.4954058527946472,0.5171257257461548,0.24551862478256226,0.5064792633056641,0.5171257257461548,0.2909542918205261,0.21098192036151886,0.23130671679973602,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.18586325645446777,0.40399202704429626,0.33345210552215576,0.3718377649784088,0.6662389636039734,1.0,0.22359657287597656,0.4739971458911896,1.0,0.2675749659538269,0.2260027974843979,0.2543705105781555,0.22068053483963013
diffie–hellman,0.30802300572395325,0.25539538264274597,0.2850218713283539,0.2309054434299469,0.2833048701286316,0.24684695899486542,0.23025526106357574,0.2675749659538269,0.2532923221588135,0.3143383264541626,0.2675749659538269,1.0000001192092896,0.49888813495635986,0.4412726163864136,0.2117975354194641
key,0.1603579819202423,0.178392693400383,0.3180822730064392,0.18694549798965454,0.23171842098236084,0.2001657783985138,0.21450091898441315,0.2260027974843979,0.19834928214550018,0.23655444383621216,0.2260027974843979,0.49888813495635986,1.0000001192092896,0.23549538850784302,0.18782930076122284
exchange,0.19227394461631775,0.1653306484222412,0.19037467241287231,0.18657633662223816,0.13206657767295837,0.10964935272932053,0.21970009803771973,0.2543705105781555,0.12698104977607727,0.22285395860671997,0.2543705105781555,0.4412726163864136,0.23549538850784302,1.0000001192092896,0.048212938010692596
",",0.22659391164779663,0.40610817074775696,0.2353145182132721,0.4062570035457611,0.18964512646198273,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.29003697633743286,0.4464869201183319,0.4933079481124878,0.27653104066848755,0.20467913150787354,0.2447657436132431,0.31091248989105225
are,0.311818927526474,0.5655534863471985,0.32704514265060425,1.0,0.4610564708709717,0.3322218656539917,0.3841303884983063,0.40399202704429626,0.2606703042984009,0.3895993232727051,0.40399202704429626,0.2309054434299469,0.18694549798965454,0.18657633662223816,0.24591213464736938
based,0.29692843556404114,0.29395660758018494,0.21070627868175507,0.3002447783946991,0.2284831553697586,0.3212050795555115,0.3070422410964966,0.29860720038414,0.11321622878313065,0.2761107087135315,0.29860720038414,0.3233376145362854,0.17800477147102356,0.1453133225440979,0.134929820895195
on,0.32655060291290283,0.32520127296447754,0.2229526787996292,0.268924742937088,0.22215910255908966,0.24785758554935455,0.46853652596473694,0.5107308030128479,0.16345685720443726,0.36199691891670227,0.5107308030128479,0.2301255762577057,0.18956105411052704,0.18436235189437866,0.2714994251728058
large,0.21342547237873077,0.42789679765701294,0.2479989230632782,0.3467932939529419,0.41437748074531555,0.3057393729686737,0.2841601073741913,0.3828733265399933,0.17346440255641937,0.22967137396335602,0.3828733265399933,0.2057536542415619,0.19160804152488708,0.15507490932941437,0.1355665624141693
prime,0.0754077360033989,0.12904198467731476,0.12376495450735092,0.12279369682073593,0.05286642163991928,0.1468653529882431,0.18097394704818726,0.19960100948810577,0.7104739546775818,0.17833133041858673,0.19960100948810577,0.13552460074424744,0.16455316543579102,0.15850375592708588,0.11276303976774216
numbers,0.26623308658599854,0.3370567262172699,0.2889682948589325,0.37760815024375916,0.3223409056663513,0.30476072430610657,0.23087690770626068,0.293011337518692,0.47689586877822876,0.2885598838329315,0.293011337518692,0.2893592119216919,0.22910012304782867,0.13224488496780396,0.19297972321510315
(,0.1676948219537735,0.1455259770154953,0.15325927734375,0.23263892531394958,0.11914245039224625,0.19005385041236877,0.3087427020072937,0.33289089798927307,0.210494726896286,0.3357032239437103,0.33289089798927307,0.22392627596855164,0.17496483027935028,0.139578714966774,0.40561532974243164
for,0.3308170735836029,0.40972793102264404,0.2355286031961441,0.3895993232727051,0.3479194939136505,0.4236139953136444,0.4322226941585541,0.4739971458911896,0.23085950314998627,0.9999999403953552,0.4739971458911896,0.3143383264541626,0.23655444383621216,0.22285395860671997,0.264628142118454
example,0.39914554357528687,0.43096116185188293,0.3283472955226898,0.4108889698982239,0.43578270077705383,0.48354339599609375,0.30483278632164,0.3755223751068115,0.2566288113594055,0.45665353536605835,0.3755223751068115,0.3198777139186859,0.24724151194095612,0.2594684958457947,0.30374911427497864
",",0.22659391164779663,0.40610817074775696,0.2353145182132721,0.4062570035457611,0.18964512646198273,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.29003697633743286,0.4464869201183319,0.4933079481124878,0.27653104066848755,0.20467913150787354,0.2447657436132431,0.31091248989105225
512-bit,0.23619356751441956,0.10145978629589081,0.4352492690086365,0.21587063372135162,0.29961639642715454,0.1593950241804123,0.18029308319091797,0.23123489320278168,0.2151934653520584,0.2868896424770355,0.23123489320278168,0.3740554749965668,0.26011672616004944,0.25308430194854736,0.281229168176651
primes,0.1886630654335022,0.2377949059009552,0.24834232032299042,0.2606703042984009,0.16415616869926453,0.2170487493276596,0.20882321894168854,0.22359657287597656,1.0,0.23085950314998627,0.22359657287597656,0.2532923221588135,0.19834928214550018,0.12698104977607727,0.18851876258850098
are,0.311818927526474,0.5655534863471985,0.32704514265060425,1.0,0.4610564708709717,0.3322218656539917,0.3841303884983063,0.40399202704429626,0.2606703042984009,0.3895993232727051,0.40399202704429626,0.2309054434299469,0.18694549798965454,0.18657633662223816,0.24591213464736938
frequently,0.2850501835346222,0.38650545477867126,0.25657331943511963,0.36301812529563904,0.4837149381637573,0.3594604432582855,0.259593665599823,0.2643548250198364,0.2262384295463562,0.26217588782310486,0.2643548250198364,0.28960126638412476,0.17122605443000793,0.10078378021717072,0.21401989459991455
used,0.34819337725639343,0.38759201765060425,0.2974990904331207,0.3322218656539917,0.4492659866809845,0.9999998807907104,0.3090210556983948,0.3718377649784088,0.2170487493276596,0.4236139953136444,0.3718377649784088,0.24684695899486542,0.2001657783985138,0.10964935272932053,0.22430120408535004
