,which,city,is,the,most,populous,in,california,?
with,0.46403205394744873,0.19554263353347778,0.3250955045223236,0.4223487675189972,0.336320698261261,0.17408040165901184,0.4080928862094879,0.1391957849264145,0.2433311939239502
a,0.56894451379776,0.2349124401807785,0.658733606338501,0.5829201340675354,0.3508910834789276,0.20130963623523712,0.539380669593811,0.2426064908504486,0.23916715383529663
population,0.2151837795972824,0.4607829749584198,0.2727566361427307,0.32044094800949097,0.21684317290782928,0.6115639805793762,0.3268454372882843,0.19116398692131042,0.14449454843997955
of,0.5011631846427917,0.32503411173820496,0.4854315221309662,0.733189046382904,0.4178851246833801,0.3670322299003601,0.5696388483047485,0.24929828941822052,0.1826142966747284
"3,792,621",-0.01020742580294609,0.2060733437538147,0.1458883136510849,0.10936446487903595,0.00608022278174758,0.20245049893856049,0.10417118668556213,0.08845944702625275,0.09032144397497177
",",0.3658004403114319,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.3247142732143402,0.5201468467712402,0.2704589068889618,0.31091248989105225
los,0.15805238485336304,0.3013180196285248,0.17008589208126068,0.2502395510673523,0.20435473322868347,0.15872564911842346,0.2795681953430176,0.641045331954956,0.15495611727237701
angeles,0.15751682221889496,0.2831977605819702,0.1558004766702652,0.24588194489479065,0.20661821961402893,0.15873296558856964,0.23927895724773407,0.6717669367790222,0.16139166057109833
is,0.4457404911518097,0.3186660706996918,1.0,0.5823672413825989,0.41165053844451904,0.3188974857330322,0.5394441485404968,0.20727038383483887,0.22961433231830597
the,0.6521818041801453,0.35769423842430115,0.5823672413825989,1.0,0.47635307908058167,0.3307441174983978,0.6662389636039734,0.2750805914402008,0.22068053483963013
most,0.4637843072414398,0.24853192269802094,0.41165053844451904,0.47635307908058167,1.0,0.3985730707645416,0.41416558623313904,0.206544429063797,0.2107497900724411
populous,0.21441498398780823,0.5098537802696228,0.3188974857330322,0.3307441174983978,0.3985730707645416,1.0000001192092896,0.35825732350349426,0.15373769402503967,0.1949436515569687
city,0.22264601290225983,1.0,0.3186660706996918,0.35769423842430115,0.24853192269802094,0.5098537802696228,0.3911624252796173,0.2801341712474823,0.13423943519592285
in,0.4840516746044159,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.35825732350349426,1.0,0.2772824168205261,0.20430970191955566
california,0.17128102481365204,0.2801341712474823,0.20727038383483887,0.2750805914402008,0.206544429063797,0.15373769402503967,0.2772824168205261,1.0,0.1409905105829239
and,0.506277859210968,0.2827445864677429,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.2610417604446411,0.4954058527946472,0.2441616654396057,0.20544172823429108
the,0.6521818041801453,0.35769423842430115,0.5823672413825989,1.0,0.47635307908058167,0.3307441174983978,0.6662389636039734,0.2750805914402008,0.22068053483963013
second,0.336174339056015,0.22979044914245605,0.3161451518535614,0.4620301127433777,0.2877694070339203,0.2684277296066284,0.34510284662246704,0.17182625830173492,0.17239587008953094
most,0.4637843072414398,0.24853192269802094,0.41165053844451904,0.47635307908058167,1.0,0.3985730707645416,0.41416558623313904,0.206544429063797,0.2107497900724411
populous,0.21441498398780823,0.5098537802696228,0.3188974857330322,0.3307441174983978,0.3985730707645416,1.0000001192092896,0.35825732350349426,0.15373769402503967,0.1949436515569687
in,0.4840516746044159,0.3911624252796173,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.35825732350349426,1.0,0.2772824168205261,0.20430970191955566
the,0.6521818041801453,0.35769423842430115,0.5823672413825989,1.0,0.47635307908058167,0.3307441174983978,0.6662389636039734,0.2750805914402008,0.22068053483963013
united,0.2821946144104004,0.3402864933013916,0.22408509254455566,0.34367692470550537,0.24793334305286407,0.29778409004211426,0.3938477039337158,0.33969607949256897,0.17266890406608582
states,0.27476921677589417,0.33636292815208435,0.21939043700695038,0.3463578522205353,0.286347895860672,0.32262998819351196,0.3977442979812622,0.3858724534511566,0.16272737085819244
.,0.45942068099975586,0.29856356978416443,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.235090434551239,0.5591574311256409,0.2870451807975769,0.4130953550338745
,which,city,is,the,most,populous,in,california,?
within,0.43539655208587646,0.1794440597295761,0.30135563015937805,0.39827480912208557,0.2788230776786804,0.2446192055940628,0.40576374530792236,0.15617825090885162,0.1870293766260147
southern,0.2648681700229645,0.31186121702194214,0.2419366091489792,0.3282862603664398,0.21031956374645233,0.3126555383205414,0.3190481662750244,0.2983402609825134,0.11225555837154388
california,0.17128102481365204,0.2801341712474823,0.20727038383483887,0.2750805914402008,0.206544429063797,0.15373769402503967,0.2772824168205261,1.0,0.1409905105829239
are,0.42922598123550415,0.19493703544139862,0.5330929756164551,0.40399202704429626,0.48698675632476807,0.22572074830532074,0.3841303884983063,0.17678135633468628,0.24591213464736938
two,0.4674137234687805,0.17386646568775177,0.2315155267715454,0.43858039379119873,0.3709908723831177,0.19160279631614685,0.36463531851768494,0.21899013221263885,0.19645625352859497
major,0.31470122933387756,0.259122371673584,0.19079607725143433,0.31775903701782227,0.28731590509414673,0.25073784589767456,0.3249945342540741,0.1549016237258911,0.19788557291030884
cities,0.21391116082668304,0.5864919424057007,0.21770904958248138,0.2621172070503235,0.20601113140583038,0.47023212909698486,0.32293570041656494,0.10079557448625565,0.13339310884475708
",",0.3658004403114319,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.3247142732143402,0.5201468467712402,0.2704589068889618,0.31091248989105225
los,0.15805238485336304,0.3013180196285248,0.17008589208126068,0.2502395510673523,0.20435473322868347,0.15872564911842346,0.2795681953430176,0.641045331954956,0.15495611727237701
angeles,0.15751682221889496,0.2831977605819702,0.1558004766702652,0.24588194489479065,0.20661821961402893,0.15873296558856964,0.23927895724773407,0.6717669367790222,0.16139166057109833
and,0.506277859210968,0.2827445864677429,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.2610417604446411,0.4954058527946472,0.2441616654396057,0.20544172823429108
san,0.190042182803154,0.32193511724472046,0.1594623327255249,0.2858080565929413,0.19508418440818787,0.1893279254436493,0.2617562413215637,0.5170050263404846,0.10952327400445938
diego,0.12495049089193344,0.2495635747909546,0.1608497053384781,0.20885010063648224,0.1866137683391571,0.13782332837581635,0.2255222201347351,0.5714370608329773,0.11438121646642685
",",0.3658004403114319,0.35839709639549255,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.3247142732143402,0.5201468467712402,0.2704589068889618,0.31091248989105225
as,0.41006597876548767,0.21195319294929504,0.43216490745544434,0.48381632566452026,0.3548237979412079,0.18443138897418976,0.3887844979763031,0.1933012157678604,0.27043893933296204
well,0.42522135376930237,0.19998078048229218,0.33406564593315125,0.42630070447921753,0.4756048619747162,0.22304993867874146,0.36612698435783386,0.15319085121154785,0.24815571308135986
as,0.41006597876548767,0.21195319294929504,0.43216490745544434,0.48381632566452026,0.3548237979412079,0.18443138897418976,0.3887844979763031,0.1933012157678604,0.27043893933296204
three,0.40919098258018494,0.21737682819366455,0.23072560131549835,0.43452659249305725,0.33429425954818726,0.2181999832391739,0.34828072786331177,0.20943903923034668,0.20928427577018738
of,0.5011631846427917,0.32503411173820496,0.4854315221309662,0.733189046382904,0.4178851246833801,0.3670322299003601,0.5696388483047485,0.24929828941822052,0.1826142966747284
the,0.6521818041801453,0.35769423842430115,0.5823672413825989,1.0,0.47635307908058167,0.3307441174983978,0.6662389636039734,0.2750805914402008,0.22068053483963013
country,0.2308337539434433,0.39262884855270386,0.24409033358097076,0.30432501435279846,0.2174985557794571,0.3707919418811798,0.3040012717247009,0.1743260771036148,0.12647280097007751
's,0.03856118768453598,0.004406440537422895,0.02396530658006668,-0.01540423184633255,0.024445664137601852,0.05851517990231514,-0.037580832839012146,-0.0475497767329216,-0.023395681753754616
largest,0.29749369621276855,0.3647192716598511,0.3413417339324951,0.3757036626338959,0.3954915702342987,0.5155612230300903,0.3017216920852661,0.1669350564479828,0.12401245534420013
metropolitan,0.24593842029571533,0.45149746537208557,0.20138509571552277,0.24378018081188202,0.16923803091049194,0.4268394410610199,0.27762067317962646,0.14512869715690613,0.1861504763364792
areas,0.34350457787513733,0.294951468706131,0.28282591700553894,0.3311663568019867,0.32060956954956055,0.35196033120155334,0.33029478788375854,0.1730828881263733,0.1273590475320816
.,0.45942068099975586,0.29856356978416443,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.235090434551239,0.5591574311256409,0.2870451807975769,0.4130953550338745
