,what,colors,was,the,2001,abc,logo,?
the,0.42745697498321533,0.23534470796585083,0.48711544275283813,1.0,-0.07246288657188416,0.2068762183189392,0.2806010842323303,0.22068053483963013
network,0.16917307674884796,0.10427595674991608,0.1994880586862564,0.27187061309814453,-0.07259119302034378,0.4295894205570221,0.2670271396636963,0.17853789031505585
hired,0.12430620938539505,0.08724682778120041,0.3013991713523865,0.20523042976856232,-0.04195336997509003,0.1669238954782486,0.2565077543258667,0.1434362679719925
the,0.42745697498321533,0.23534470796585083,0.48711544275283813,1.0,-0.07246288657188416,0.2068762183189392,0.2806010842323303,0.22068053483963013
troika,0.1651511788368225,0.12583492696285248,0.24794822931289673,0.19809454679489136,-0.14616863429546356,0.14733187854290009,0.1191985011100769,0.1416107714176178
design,0.23893405497074127,0.28223884105682373,0.2780803442001343,0.27913451194763184,-0.05239255353808403,0.131185382604599,0.3563442528247833,0.16351860761642456
group,0.2114069163799286,0.11851593852043152,0.1789962202310562,0.30795547366142273,0.007948498241603374,0.11665991693735123,0.1801726222038269,0.13827809691429138
to,0.455847829580307,0.25721079111099243,0.3636345863342285,0.535392165184021,-0.1482970118522644,0.1762417107820511,0.2215760052204132,0.29463258385658264
design,0.23893405497074127,0.28223884105682373,0.2780803442001343,0.27913451194763184,-0.05239255353808403,0.131185382604599,0.3563442528247833,0.16351860761642456
and,0.31309178471565247,0.2202918976545334,0.3740963041782379,0.5171257257461548,-0.1767612248659134,0.16453155875205994,0.146534726023674,0.20544172823429108
produce,0.1685742735862732,0.2499723881483078,0.1402507871389389,0.23457570374011993,-0.035702917724847794,0.20918875932693481,0.19266578555107117,0.19229066371917725
its,0.30393704771995544,0.1960216760635376,0.3518870174884796,0.559237003326416,-0.08152724802494049,0.19045390188694,0.3177327811717987,0.15103481709957123
2001–02,0.23022545874118805,0.18702605366706848,0.12702926993370056,0.2650247812271118,0.30410751700401306,0.07614441215991974,0.12220968306064606,0.12574850022792816
identity,0.24968291819095612,0.15743164718151093,0.16594535112380981,0.22824928164482117,-0.16218912601470947,0.11982347816228867,0.2468387335538864,0.1520950198173523
",",0.3087472915649414,0.23135580122470856,0.45456063747406006,0.4933079481124878,-0.19191312789916992,0.2097204476594925,0.20034073293209076,0.31091248989105225
which,0.5261979103088379,0.2614838778972626,0.2830964922904968,0.6521818041801453,-0.08616556972265244,0.1991286277770996,0.25611594319343567,0.25814583897590637
continued,0.17878234386444092,0.21134507656097412,0.40578481554985046,0.29953038692474365,-0.09056437760591507,0.18273437023162842,0.07966399192810059,0.10404038429260254
using,0.27984681725502014,0.24919916689395905,0.18766598403453827,0.28364112973213196,-0.0937182679772377,0.1571076661348343,0.2241816222667694,0.2804589569568634
the,0.42745697498321533,0.23534470796585083,0.48711544275283813,1.0,-0.07246288657188416,0.2068762183189392,0.2806010842323303,0.22068053483963013
black-and-yellow,0.2788742482662201,0.4307263195514679,0.25172480940818787,0.33915528655052185,-0.12556365132331848,0.28124621510505676,0.2987610101699829,0.23597440123558044
coloring,0.3164331018924713,0.6258074641227722,0.15845875442028046,0.26613783836364746,-0.04220041260123253,0.16268689930438995,0.31587913632392883,0.22803331911563873
of,0.33290785551071167,0.21877843141555786,0.4069072902202606,0.733189046382904,-0.08535187691450119,0.14607268571853638,0.1528109908103943,0.1826142966747284
the,0.42745697498321533,0.23534470796585083,0.48711544275283813,1.0,-0.07246288657188416,0.2068762183189392,0.2806010842323303,0.22068053483963013
logo,0.21781428158283234,0.35441938042640686,0.17813098430633545,0.2806010842323303,-0.006962922867387533,0.23574566841125488,1.0000001192092896,0.23347119987010956
and,0.31309178471565247,0.2202918976545334,0.3740963041782379,0.5171257257461548,-0.1767612248659134,0.16453155875205994,0.146534726023674,0.20544172823429108
featured,0.20330384373664856,0.1541721671819687,0.3064519464969635,0.28660184144973755,-0.05111930891871452,0.3030971884727478,0.26263970136642456,0.2944096624851227
dots,0.18291763961315155,0.4134100675582886,0.11328127235174179,0.2515491247177124,-0.034065790474414825,0.1579815298318863,0.24655939638614655,0.1364283561706543
and,0.31309178471565247,0.2202918976545334,0.3740963041782379,0.5171257257461548,-0.1767612248659134,0.16453155875205994,0.146534726023674,0.20544172823429108
stripes,0.1333545595407486,0.519210934638977,0.12951594591140747,0.2663170099258423,-0.05859506130218506,0.19841250777244568,0.36530157923698425,0.10615219175815582
in,0.30808621644973755,0.1231844574213028,0.45514053106307983,0.6662389636039734,-0.10387769341468811,0.1697147786617279,0.1848117560148239,0.20430970191955566
various,0.26045072078704834,0.2523368299007416,0.14120686054229736,0.3235042691230774,-0.06171895191073418,0.12460041046142578,0.16443997621536255,0.12823495268821716
promotional,0.25090187788009644,0.14102387428283691,0.2403564751148224,0.23281992971897125,-0.05032067745923996,0.2290448695421219,0.28261929750442505,0.30985286831855774
and,0.31309178471565247,0.2202918976545334,0.3740963041782379,0.5171257257461548,-0.1767612248659134,0.16453155875205994,0.146534726023674,0.20544172823429108
identification,0.21125653386116028,0.2496609389781952,0.15994779765605927,0.3052813708782196,0.019599955528974533,0.12506003677845,0.2779700458049774,0.2123335301876068
spots,0.17016397416591644,0.3549097180366516,0.13440993428230286,0.3041059970855713,-0.013659081421792507,0.13742437958717346,0.19856396317481995,0.11847157776355743
.,0.3567904531955719,0.2677696943283081,0.40146201848983765,0.5934505462646484,-0.17065654695034027,0.2567209303379059,0.2531629800796509,0.4130953550338745
