,when,a,pathogen,has,been,eaten,by,a,phagocyte,it,becomes,trapped,in,what,vesicle,?
once,0.6055812835693359,0.4225178360939026,0.24536444246768951,0.40599149465560913,0.48635080456733704,0.2590303122997284,0.31361207365989685,0.4225178360939026,0.2413109540939331,0.4097593128681183,0.2655247151851654,0.3022284507751465,0.33631399273872375,0.38428619503974915,0.19465290009975433,0.17750471830368042
a,0.44397395849227905,1.0,0.22937901318073273,0.4670248031616211,0.3315402865409851,0.1947222501039505,0.32094135880470276,1.0,0.25194284319877625,0.5452592968940735,0.21742002665996552,0.24920257925987244,0.539380669593811,0.3320399522781372,0.23773923516273499,0.23916715383529663
pathogen,0.22033041715621948,0.22937901318073273,0.9999999403953552,0.12431754916906357,0.22603751718997955,0.379821240901947,0.1839202344417572,0.22937901318073273,0.7038881778717041,0.2274223119020462,0.14177127182483673,0.25400206446647644,0.1709301620721817,0.2550991475582123,0.5217933654785156,0.1893778294324875
has,0.34538573026657104,0.4670248031616211,0.12431754916906357,1.0,0.6162750124931335,0.18819758296012878,0.3254803419113159,0.4670248031616211,0.16488471627235413,0.41962623596191406,0.20562003552913666,0.15620073676109314,0.4173259735107422,0.20338068902492523,0.20689691603183746,0.15994466841220856
been,0.3339833617210388,0.3315402865409851,0.22603751718997955,0.6162750124931335,0.9999998807907104,0.28815141320228577,0.39107078313827515,0.3315402865409851,0.19891145825386047,0.35515493154525757,0.15059919655323029,0.226581409573555,0.3515113592147827,0.2567804455757141,0.13840214908123016,0.24354910850524902
engulfed,0.30502673983573914,0.23796455562114716,0.43682658672332764,0.19933253526687622,0.2616626024246216,0.3359687924385071,0.26371026039123535,0.23796455562114716,0.4256627559661865,0.22537335753440857,0.11230424046516418,0.40418073534965515,0.2960037589073181,0.2526431679725647,0.3600304424762726,0.1501116305589676
by,0.4376842677593231,0.32094135880470276,0.1839202344417572,0.3254803419113159,0.39107078313827515,0.23279787600040436,1.0000001192092896,0.32094135880470276,0.21951596438884735,0.40926623344421387,0.17160987854003906,0.2628565728664398,0.370934396982193,0.2455483376979828,0.11517291516065598,0.17966607213020325
a,0.44397395849227905,1.0,0.22937901318073273,0.4670248031616211,0.3315402865409851,0.1947222501039505,0.32094135880470276,1.0,0.25194284319877625,0.5452592968940735,0.21742002665996552,0.24920257925987244,0.539380669593811,0.3320399522781372,0.23773923516273499,0.23916715383529663
phagocyte,0.278452068567276,0.25194284319877625,0.7038881778717041,0.16488471627235413,0.19891145825386047,0.35226038098335266,0.21951596438884735,0.25194284319877625,0.9999999403953552,0.22743645310401917,0.11336396634578705,0.25655779242515564,0.19570747017860413,0.2344105839729309,0.5599715113639832,0.22538402676582336
",",0.36674630641937256,0.427140474319458,0.16548964381217957,0.3734780251979828,0.34873589873313904,0.2925916910171509,0.3680937886238098,0.427140474319458,0.22127430140972137,0.48329564929008484,0.24547576904296875,0.2314702272415161,0.5201468467712402,0.3087472915649414,0.17336969077587128,0.31091248989105225
it,0.4775012135505676,0.5452592968940735,0.2274223119020462,0.41962623596191406,0.35515493154525757,0.29093506932258606,0.40926623344421387,0.5452592968940735,0.22743645310401917,0.9999999403953552,0.21611115336418152,0.23913316428661346,0.5130809545516968,0.45803478360176086,0.26410844922065735,0.25732165575027466
becomes,0.35722270607948303,0.21742002665996552,0.14177127182483673,0.20562003552913666,0.15059919655323029,0.16484948992729187,0.17160987854003906,0.21742002665996552,0.11336396634578705,0.21611115336418152,1.0,0.2216922640800476,0.1670430302619934,0.15717560052871704,0.19329294562339783,0.1751440465450287
trapped,0.3460756540298462,0.24920257925987244,0.25400206446647644,0.15620073676109314,0.226581409573555,0.3519521951675415,0.2628565728664398,0.24920257925987244,0.25655779242515564,0.23913316428661346,0.2216922640800476,1.0,0.2889191806316376,0.18398331105709076,0.24888400733470917,0.06985846906900406
in,0.4431333839893341,0.539380669593811,0.1709301620721817,0.4173259735107422,0.3515113592147827,0.19920900464057922,0.370934396982193,0.539380669593811,0.19570747017860413,0.5130809545516968,0.1670430302619934,0.2889191806316376,1.0,0.30808621644973755,0.19841837882995605,0.20430970191955566
an,0.33026179671287537,0.44552403688430786,0.1627405285835266,0.2991473078727722,0.24947525560855865,0.1231832355260849,0.2719563841819763,0.44552403688430786,0.16647176444530487,0.39472338557243347,0.16524666547775269,0.2024203985929489,0.2605783939361572,0.2821882665157318,0.192268967628479,0.19793890416622162
intracellular,0.28255200386047363,0.2571257948875427,0.6165299415588379,0.18863773345947266,0.22292916476726532,0.3062758445739746,0.17292337119579315,0.2571257948875427,0.6446744203567505,0.22960428893566132,0.14546753466129303,0.23803605139255524,0.2778654396533966,0.22688700258731842,0.6132649183273315,0.18181154131889343
vesicle,0.24962320923805237,0.23773923516273499,0.5217933654785156,0.20689691603183746,0.13840214908123016,0.27129969000816345,0.11517291516065598,0.23773923516273499,0.5599715113639832,0.26410844922065735,0.19329294562339783,0.24888400733470917,0.19841837882995605,0.19578322768211365,1.0000001192092896,0.1686500906944275
called,0.39188069105148315,0.4868806302547455,0.18819138407707214,0.30485156178474426,0.21922262012958527,0.28313565254211426,0.3092815577983856,0.4868806302547455,0.2749384939670563,0.3402029573917389,0.21993786096572876,0.28624463081359863,0.40847352147102356,0.3235960602760315,0.3305635452270508,0.18963319063186646
a,0.44397395849227905,1.0,0.22937901318073273,0.4670248031616211,0.3315402865409851,0.1947222501039505,0.32094135880470276,1.0,0.25194284319877625,0.5452592968940735,0.21742002665996552,0.24920257925987244,0.539380669593811,0.3320399522781372,0.23773923516273499,0.23916715383529663
phagosome,0.2961186468601227,0.3026392459869385,0.6352987289428711,0.24135972559452057,0.26528626680374146,0.36869266629219055,0.2333115190267563,0.3026392459869385,0.7554908990859985,0.26591062545776367,0.16329865157604218,0.23881782591342926,0.2167549431324005,0.25986677408218384,0.5766709446907043,0.23669423162937164
",",0.36674630641937256,0.427140474319458,0.16548964381217957,0.3734780251979828,0.34873589873313904,0.2925916910171509,0.3680937886238098,0.427140474319458,0.22127430140972137,0.48329564929008484,0.24547576904296875,0.2314702272415161,0.5201468467712402,0.3087472915649414,0.17336969077587128,0.31091248989105225
which,0.572554349899292,0.56894451379776,0.34360402822494507,0.4350704550743103,0.36993977427482605,0.2544604539871216,0.40543368458747864,0.56894451379776,0.34922876954078674,0.616637647151947,0.16068753600120544,0.28048211336135864,0.4840516746044159,0.5261979103088379,0.34168463945388794,0.25814583897590637
subsequently,0.28473159670829773,0.1586967557668686,0.16402371227741241,0.19973891973495483,0.3248901069164276,0.1076260581612587,0.31869783997535706,0.1586967557668686,0.13607217371463776,0.18967632949352264,0.04720373824238777,0.15906554460525513,0.21820683777332306,0.10897690057754517,0.06964864581823349,0.005594457965344191
