,how,was,the,rhine,gorge,formed,?
between,0.2747800648212433,0.24048170447349548,0.39067012071609497,0.17755062878131866,0.22134362161159515,0.3197457194328308,0.12887074053287506
bingen,0.11233209073543549,0.14842990040779114,0.17240707576274872,0.5156323313713074,0.19664783775806427,0.12049658596515656,0.1580134928226471
and,0.33647966384887695,0.3740963041782379,0.5171257257461548,0.22029656171798706,0.2490140050649643,0.27619341015815735,0.20544172823429108
bonn,0.1394408494234085,0.2483256757259369,0.25680050253868103,0.5227794647216797,0.19019845128059387,0.09179425984621048,0.16948336362838745
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.167837992310524,0.22401252388954163,0.2636634409427643,0.31091248989105225
the,0.33890387415885925,0.48711544275283813,1.0,0.30735138058662415,0.26357370615005493,0.28813210129737854,0.22068053483963013
middle,0.1679641306400299,0.21038298308849335,0.3405749201774597,0.23721498250961304,0.13838762044906616,0.18009744584560394,0.13139553368091583
rhine,0.09285783767700195,0.18681856989860535,0.30735138058662415,1.0,0.25667303800582886,0.12505698204040527,0.13754533231258392
flows,0.12961691617965698,0.16089467704296112,0.32405155897140503,0.2871347963809967,0.4161994457244873,0.286482572555542,0.11636040359735489
through,0.2704794108867645,0.21752823889255524,0.44071322679519653,0.23343999683856964,0.30385011434555054,0.24054740369319916,0.16913433372974396
the,0.33890387415885925,0.48711544275283813,1.0,0.30735138058662415,0.26357370615005493,0.28813210129737854,0.22068053483963013
rhine,0.09285783767700195,0.18681856989860535,0.30735138058662415,1.0,0.25667303800582886,0.12505698204040527,0.13754533231258392
gorge,0.1651999056339264,0.14294973015785217,0.26357370615005493,0.25667303800582886,1.0,0.25257402658462524,0.1263076812028885
",",0.22659391164779663,0.45456063747406006,0.4933079481124878,0.167837992310524,0.22401252388954163,0.2636634409427643,0.31091248989105225
a,0.29312583804130554,0.4508470594882965,0.5829201340675354,0.1823403388261795,0.1566632091999054,0.21948496997356415,0.23916715383529663
formation,0.14995892345905304,0.19543607532978058,0.33687281608581543,0.13757474720478058,0.28269389271736145,0.46854957938194275,0.09831923991441727
which,0.4852597713470459,0.2830964922904968,0.6521818041801453,0.18744276463985443,0.2988351881504059,0.3024848401546478,0.25814583897590637
was,0.16678167879581451,1.0000001192092896,0.48711544275283813,0.18681856989860535,0.14294973015785217,0.3009849190711975,0.18412111699581146
created,0.22527079284191132,0.3592788577079773,0.3539263904094696,0.11115767806768417,0.1010858416557312,0.4244779050350189,0.21177415549755096
by,0.34370526671409607,0.4752357602119446,0.4408751428127289,0.18456800282001495,0.18025606870651245,0.2924628257751465,0.17966607213020325
erosion,0.1975981891155243,0.14635248482227325,0.2848348915576935,0.2159864902496338,0.3988373279571533,0.3158344328403473,0.14646314084529877
.,0.3287222981452942,0.40146201848983765,0.5934505462646484,0.2089352011680603,0.21320518851280212,0.2737641930580139,0.4130953550338745
