,when,did,great,britain,colonize,australia,?
the,0.5091903209686279,0.34736719727516174,0.2822027802467346,0.29784059524536133,0.31258752942085266,0.26828548312187195,0.22068053483963013
country,0.21558639407157898,0.24348343908786774,0.1370573192834854,0.32054251432418823,0.24174603819847107,0.33911964297294617,0.12647280097007751
of,0.3757161796092987,0.2513895630836487,0.3168134391307831,0.28899943828582764,0.2946259081363678,0.2669609785079956,0.1826142966747284
australia,0.1958855390548706,0.1948947310447693,0.19248181581497192,0.4283146560192108,0.2072688639163971,1.0,0.15702682733535767
serves,0.20587390661239624,0.09215100854635239,0.11237268894910812,0.05546756088733673,0.1531621813774109,0.0946560874581337,0.11498242616653442
as,0.4437963366508484,0.3596470057964325,0.18627990782260895,0.27051201462745667,0.19142666459083557,0.21074992418289185,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.21836373209953308,0.18575294315814972,0.19254443049430847,0.17524918913841248,0.23916715383529663
case,0.3450794816017151,0.21228672564029694,0.09620324522256851,0.1783537119626999,0.14489586651325226,0.17193958163261414,0.33232852816581726
study,0.2670287787914276,0.21215762197971344,0.1692035049200058,0.23641884326934814,0.2963082194328308,0.15910422801971436,0.15902167558670044
in,0.4431333839893341,0.2593238651752472,0.23348836600780487,0.26246872544288635,0.2625111937522888,0.2697675824165344,0.20430970191955566
relation,0.26666557788848877,0.1932600736618042,0.16165733337402344,0.14665469527244568,0.25394776463508606,0.17568817734718323,0.1898830384016037
to,0.5423505902290344,0.4452643394470215,0.1880372017621994,0.25324371457099915,0.36184147000312805,0.24799345433712006,0.29463258385658264
british,0.1642608791589737,0.2039594054222107,0.16939672827720642,0.4846838712692261,0.27068424224853516,0.2987233102321625,0.09711728990077972
settlement,0.20788389444351196,0.11278556287288666,0.10936087369918823,0.23470352590084076,0.487770140171051,0.23457005620002747,0.12535437941551208
and,0.4716290831565857,0.34479495882987976,0.2591964602470398,0.3187123239040375,0.26045313477516174,0.2804507613182068,0.20544172823429108
colonial,0.2143167406320572,0.17575712502002716,0.1409463733434677,0.29980775713920593,0.6287145018577576,0.1657666116952896,0.10191229730844498
rule,0.28752797842025757,0.2618204951286316,0.13194234669208527,0.25761282444000244,0.27144157886505127,0.08798075467348099,0.1955260932445526
of,0.3757161796092987,0.2513895630836487,0.3168134391307831,0.28899943828582764,0.2946259081363678,0.2669609785079956,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2822027802467346,0.29784059524536133,0.31258752942085266,0.26828548312187195,0.22068053483963013
continent,0.21343471109867096,0.13197697699069977,0.22570465505123138,0.353067547082901,0.44374212622642517,0.32225003838539124,0.17592057585716248
in,0.4431333839893341,0.2593238651752472,0.23348836600780487,0.26246872544288635,0.2625111937522888,0.2697675824165344,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2822027802467346,0.29784059524536133,0.31258752942085266,0.26828548312187195,0.22068053483963013
eighteenth,0.23226924240589142,0.21642346680164337,0.2002301812171936,0.23234514892101288,0.22043614089488983,0.18762511014938354,0.07201214134693146
century,0.22992412745952606,0.2333737462759018,0.24468043446540833,0.2561532258987427,0.2968783676624298,0.1680995523929596,0.1026201918721199
",",0.36674630641937256,0.3015086054801941,0.29579275846481323,0.26227492094039917,0.23593486845493317,0.22314006090164185,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.18627990782260895,0.27051201462745667,0.19142666459083557,0.21074992418289185,0.27043893933296204
it,0.4775012135505676,0.2993364930152893,0.21287621557712555,0.24028480052947998,0.2720193862915039,0.2386748343706131,0.25732165575027466
was,0.37326499819755554,0.41399896144866943,0.19652196764945984,0.27792006731033325,0.1673363894224167,0.2358046919107437,0.18412111699581146
premised,0.20709392428398132,0.31001976132392883,0.11620426923036575,0.18741127848625183,0.14962582290172577,0.21950896084308624,0.2098008692264557
on,0.37706470489501953,0.2670976221561432,0.15918688476085663,0.22706609964370728,0.17858505249023438,0.2309362292289734,0.2714994251728058
terra,0.1324436217546463,0.12053600698709488,0.048711057752370834,0.11693283170461655,0.2397972047328949,0.22837860882282257,0.15037380158901215
nullius,0.2158595323562622,0.18672047555446625,0.15230433642864227,0.22603961825370789,0.2317609190940857,0.2097717672586441,0.23118853569030762
",",0.36674630641937256,0.3015086054801941,0.29579275846481323,0.26227492094039917,0.23593486845493317,0.22314006090164185,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.2591964602470398,0.3187123239040375,0.26045313477516174,0.2804507613182068,0.20544172823429108
its,0.34032323956489563,0.19922670722007751,0.16369754076004028,0.2206818163394928,0.22949407994747162,0.17897310853004456,0.15103481709957123
settlers,0.2228946089744568,0.23855452239513397,0.16136638820171356,0.29615792632102966,0.6154668927192688,0.24792101979255676,0.1296290010213852
considered,0.2322070151567459,0.2623664438724518,0.18016541004180908,0.20523041486740112,0.1982107013463974,0.14247746765613556,0.19909770786762238
it,0.4775012135505676,0.2993364930152893,0.21287621557712555,0.24028480052947998,0.2720193862915039,0.2386748343706131,0.25732165575027466
unused,0.26031050086021423,0.20871159434318542,0.040243782103061676,0.09109509736299515,0.14942321181297302,0.14770099520683289,0.2728317081928253
by,0.4376842677593231,0.18574509024620056,0.1775381863117218,0.20873384177684784,0.16172046959400177,0.18577095866203308,0.17966607213020325
its,0.34032323956489563,0.19922670722007751,0.16369754076004028,0.2206818163394928,0.22949407994747162,0.17897310853004456,0.15103481709957123
sparse,0.18642713129520416,0.18604135513305664,0.12402158975601196,0.17544853687286377,0.31866371631622314,0.18414047360420227,0.26019784808158875
aboriginal,0.16165418922901154,0.20494361221790314,0.17014196515083313,0.20454128086566925,0.22083832323551178,0.5570717453956604,0.1477614790201187
inhabitants,0.13606256246566772,0.04312184080481529,0.06876268237829208,0.1774512380361557,0.27223166823387146,0.118925079703331,0.1312350630760193
.,0.475719153881073,0.35288307070732117,0.2178412526845932,0.25750598311424255,0.2596159875392914,0.2899940609931946,0.4130953550338745
