,cristian,bay,'s,encyclopedia,concludes,that,civil,disobedience,does,not,only,include,what,behavior,?
black,0.15076977014541626,0.10854137688875198,0.07187972962856293,0.04014239460229874,0.04121062159538269,0.22347763180732727,0.12861737608909607,0.12741711735725403,0.1539068967103958,0.17841291427612305,0.22690407931804657,0.13864131271839142,0.12054000794887543,0.09827306866645813,0.15159966051578522
's,0.05956527963280678,0.04795898124575615,0.9999999403953552,0.03686247020959854,-0.0037846630439162254,0.04397977516055107,-0.06354409456253052,0.027719656005501747,-0.02895052544772625,0.002583299996331334,0.08984304964542389,-0.07849370688199997,0.02692362666130066,-0.0314609557390213,-0.023395681753754616
law,0.12958085536956787,0.057540539652109146,-0.06109188124537468,0.18327973783016205,0.15549977123737335,0.23277728259563446,0.31305259466171265,0.3980846405029297,0.22011858224868774,0.2588513493537903,0.23021554946899414,0.1344868391752243,0.2145031988620758,0.19540351629257202,0.1528988480567932
dictionary,0.1567751169204712,0.09833089262247086,-0.06776972860097885,0.4622969925403595,0.1947023868560791,0.22577300667762756,0.15444257855415344,0.21349599957466125,0.19288410246372223,0.21943432092666626,0.1610567420721054,0.1621505469083786,0.2296953797340393,0.18627451360225677,0.229842871427536
includes,0.05000307038426399,0.18206840753555298,-0.0293574221432209,0.18932321667671204,0.5020259022712708,0.21996237337589264,0.0961572527885437,0.13169167935848236,0.2753782868385315,0.20447155833244324,0.30144262313842773,0.6689316630363464,0.17138352990150452,0.06948093324899673,0.14011523127555847
non-violence,0.18802061676979065,0.18681417405605316,0.07720711082220078,0.2840363383293152,0.2537160813808441,0.32268497347831726,0.2934845983982086,0.5520256161689758,0.25248125195503235,0.3308666944503784,0.3242802321910858,0.19950023293495178,0.2920989394187927,0.34398534893989563,0.24621649086475372
in,0.15089988708496094,0.1926257163286209,-0.037580832839012146,0.14409320056438446,0.2912607789039612,0.435920387506485,0.26466667652130127,0.3054615259170532,0.214483380317688,0.3403114080429077,0.42992329597473145,0.28694382309913635,0.30808621644973755,0.13157719373703003,0.20430970191955566
its,0.1436144858598709,0.1937410533428192,0.03202139586210251,0.08341611921787262,0.23170405626296997,0.416561484336853,0.15427452325820923,0.15781542658805847,0.33437713980674744,0.29187723994255066,0.3620542287826538,0.18682555854320526,0.30393704771995544,0.1548415720462799,0.15103481709957123
definition,0.10350096225738525,0.06656239181756973,-0.07552970945835114,0.3231252133846283,0.31436440348625183,0.36495500802993774,0.11440393328666687,0.20017720758914948,0.3219144642353058,0.35584738850593567,0.27291393280029297,0.2089603990316391,0.330344021320343,0.2572367489337921,0.2796523869037628
of,0.2007083296775818,0.20480380952358246,-0.03817026689648628,0.21112416684627533,0.3224075734615326,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.3119818866252899,0.3307090103626251,0.49632513523101807,0.37431180477142334,0.33290785551071167,0.1818811446428299,0.1826142966747284
civil,0.12862610816955566,0.1300460398197174,-0.06354409456253052,0.1173190101981163,0.1948457956314087,0.16867391765117645,1.0,0.5442691445350647,0.09171415865421295,0.18740713596343994,0.1800847351551056,0.09042375534772873,0.15091551840305328,0.2168872058391571,0.1494513899087906
disobedience,0.17981617152690887,0.16245011985301971,0.027719656005501747,0.25380024313926697,0.3103841245174408,0.3551425039768219,0.5442691445350647,1.0,0.2508189380168915,0.38157403469085693,0.22540675103664398,0.1436312347650528,0.3298627436161041,0.36923566460609436,0.19890835881233215
.,0.18083754181861877,0.18397286534309387,-0.003708066651597619,0.21656513214111328,0.16753333806991577,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.3022993505001068,0.4824007451534271,0.49507418274879456,0.21809983253479004,0.3567904531955719,0.262289822101593,0.4130953550338745
,cristian,bay,'s,encyclopedia,concludes,that,civil,disobedience,does,not,only,include,what,behavior,?
there,0.14921961724758148,0.12026534229516983,-0.04860968142747879,0.2043502926826477,0.2714976370334625,0.6006520986557007,0.2768925428390503,0.23306922614574432,0.2930194139480591,0.43214359879493713,0.5042840242385864,0.33553990721702576,0.35085538029670715,0.14234499633312225,0.29405656456947327
have,0.10216960310935974,0.15422046184539795,-0.02807004563510418,0.18086403608322144,0.2410735934972763,0.6182622313499451,0.16153892874717712,0.22560594975948334,0.3709583580493927,0.5619372129440308,0.5199421048164368,0.4281085729598999,0.39808809757232666,0.3061774671077728,0.32991164922714233
been,0.12329154461622238,0.1511116772890091,-0.10734795778989792,0.13705845177173615,0.16558361053466797,0.4152003228664398,0.16754008829593658,0.20087917149066925,0.22925697267055511,0.39571741223335266,0.41269755363464355,0.24614082276821136,0.2567804455757141,0.2564385235309601,0.24354910850524902
debates,0.18506525456905365,0.08806587755680084,-0.015364437364041805,0.22854897379875183,0.2775687873363495,0.3476875126361847,0.268066942691803,0.3380615711212158,0.27379634976387024,0.3045099377632141,0.2554444372653961,0.15799765288829803,0.2959657907485962,0.25095582008361816,0.23877738416194916
as,0.18908564746379852,0.13162893056869507,-0.05775856226682663,0.18748849630355835,0.1848476678133011,0.4735107421875,0.18100082874298096,0.25773370265960693,0.31202155351638794,0.5105602741241455,0.41781148314476013,0.3469957113265991,0.31749409437179565,0.280183345079422,0.27043893933296204
to,0.12329500913619995,0.15862606465816498,0.03782717138528824,0.21327286958694458,0.25151991844177246,0.5436353087425232,0.2019355595111847,0.30665844678878784,0.4391997456550598,0.5149973034858704,0.5096819996833801,0.1820748895406723,0.455847829580307,0.23964552581310272,0.29463258385658264
whether,0.12850703299045563,0.12345978617668152,0.03314889967441559,0.1795906275510788,0.20853908360004425,0.5139055848121643,0.11485010385513306,0.2514246106147766,0.39905500411987305,0.5590019822120667,0.43543413281440735,0.1714242398738861,0.5516265630722046,0.26925668120384216,0.3150278329849243
civil,0.12862610816955566,0.1300460398197174,-0.06354409456253052,0.1173190101981163,0.1948457956314087,0.16867391765117645,1.0,0.5442691445350647,0.09171415865421295,0.18740713596343994,0.1800847351551056,0.09042375534772873,0.15091551840305328,0.2168872058391571,0.1494513899087906
disobedience,0.17981617152690887,0.16245011985301971,0.027719656005501747,0.25380024313926697,0.3103841245174408,0.3551425039768219,0.5442691445350647,1.0,0.2508189380168915,0.38157403469085693,0.22540675103664398,0.1436312347650528,0.3298627436161041,0.36923566460609436,0.19890835881233215
must,0.0806683823466301,0.10155824571847916,-0.018240178003907204,0.0954023152589798,0.1748141199350357,0.42000943422317505,0.12366364151239395,0.2450776845216751,0.5070070028305054,0.48002883791923523,0.37705567479133606,0.14696872234344482,0.30362528562545776,0.31002387404441833,0.23707495629787445
necessarily,0.08911139518022537,0.052415940910577774,-0.03698169067502022,0.2652381956577301,0.22745540738105774,0.4738059341907501,0.09858056157827377,0.26579535007476807,0.5374276638031006,0.6164478063583374,0.39405012130737305,0.2476443350315094,0.4277169704437256,0.36699825525283813,0.32468926906585693
be,0.09510213881731033,0.13600406050682068,0.025217169895768166,0.21453945338726044,0.18165616691112518,0.6036020517349243,0.18061059713363647,0.2944406270980835,0.28696945309638977,0.5788898468017578,0.46042704582214355,0.29535481333732605,0.3929833769798279,0.316130131483078,0.3324260413646698
