,what,element,is,used,as,a,coolant,in,the,process,of,making,liquid,oxygen,?
liquid,0.24017377197742462,0.3156598210334778,0.2801579535007477,0.33176282048225403,0.19334743916988373,0.2669180929660797,0.5015864968299866,0.19967526197433472,0.25047987699508667,0.342915803194046,0.2296105921268463,0.2855716049671173,1.0,0.4322830140590668,0.18412289023399353
oxygen,0.16781960427761078,0.35867807269096375,0.21825239062309265,0.21276918053627014,0.16691245138645172,0.21662019193172455,0.4200460910797119,0.1672476977109909,0.20428593456745148,0.3080802857875824,0.16848602890968323,0.17077843844890594,0.4322830140590668,0.9999999403953552,0.16786395013332367
may,0.25739946961402893,0.1370357722043991,0.322792649269104,0.29261529445648193,0.32133710384368896,0.29255667328834534,0.16193601489067078,0.3424151837825775,0.2694292366504669,0.16361874341964722,0.26447007060050964,0.20212213695049286,0.18314529955387115,0.21239425241947174,0.2768254578113556
also,0.42747777700424194,0.22614388167858124,0.5012649297714233,0.45273035764694214,0.5774298906326294,0.5149940252304077,0.22591185569763184,0.5073733329772949,0.6021018624305725,0.23756733536720276,0.4924938678741455,0.3745136260986328,0.279923677444458,0.22828444838523865,0.21848613023757935
be,0.3929833769798279,0.25885871052742004,0.4819129705429077,0.3731876611709595,0.5230465531349182,0.39883795380592346,0.2869729697704315,0.3481820821762085,0.4248143136501312,0.34692826867103577,0.33904364705085754,0.3568275570869446,0.34251296520233154,0.28851351141929626,0.3324260413646698
produced,0.1393624097108841,0.13518711924552917,0.25678005814552307,0.30167680978775024,0.2437988519668579,0.21993228793144226,0.24758510291576385,0.2542861998081207,0.22045251727104187,0.2055693417787552,0.18961067497730255,0.2856505215167999,0.17657820880413055,0.1870262175798416,0.1623450517654419
by,0.2455483376979828,0.1585245132446289,0.3899846076965332,0.27705541253089905,0.3815547823905945,0.32094135880470276,0.18694691359996796,0.370934396982193,0.4408751428127289,0.2115318775177002,0.3646814823150635,0.2781944274902344,0.1749679148197174,0.1292176991701126,0.17966607213020325
condensation,0.35199809074401855,0.37847816944122314,0.27936530113220215,0.2091352641582489,0.20311540365219116,0.24894307553768158,0.4802362024784088,0.2134447544813156,0.2406906932592392,0.40342673659324646,0.2560015618801117,0.22434301674365997,0.5337449908256531,0.41340580582618713,0.23542380332946777
out,0.3633197546005249,0.1483047902584076,0.2817855477333069,0.2197798490524292,0.3124499022960663,0.34264278411865234,0.19621305167675018,0.3576207756996155,0.39404502511024475,0.2292652726173401,0.34176841378211975,0.3186756372451782,0.3058381974697113,0.261786550283432,0.22020699083805084
of,0.33290785551071167,0.21102571487426758,0.4854315221309662,0.3075267970561981,0.3886612355709076,0.5052502155303955,0.2576410174369812,0.5696388483047485,0.733189046382904,0.23962904512882233,1.0,0.3250596821308136,0.2296105921268463,0.16848602890968323,0.1826142966747284
air,0.10361403971910477,0.22001029551029205,0.2280944287776947,0.22700221836566925,0.17459522187709808,0.23199330270290375,0.3606865108013153,0.22172939777374268,0.2877824306488037,0.12655074894428253,0.24196814000606537,0.1436731517314911,0.33134424686431885,0.3506372570991516,0.1491677612066269
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.3120402991771698,0.48816442489624023,0.427140474319458,0.25671273469924927,0.5201468467712402,0.4933079481124878,0.2061346471309662,0.4946078956127167,0.3254455029964447,0.18898124992847443,0.21812842786312103,0.31091248989105225
using,0.27984681725502014,0.28594738245010376,0.26543745398521423,0.6102309226989746,0.31195345520973206,0.32226553559303284,0.18127185106277466,0.2717311978340149,0.28364112973213196,0.3079608380794525,0.24298200011253357,0.4134748578071594,0.2780543267726898,0.20990879833698273,0.2804589569568634
liquid,0.24017377197742462,0.3156598210334778,0.2801579535007477,0.33176282048225403,0.19334743916988373,0.2669180929660797,0.5015864968299866,0.19967526197433472,0.25047987699508667,0.342915803194046,0.2296105921268463,0.2855716049671173,1.0,0.4322830140590668,0.18412289023399353
nitrogen,0.1626630574464798,0.3986946940422058,0.2140740305185318,0.2434338480234146,0.20297589898109436,0.20339743793010712,0.46620887517929077,0.20163631439208984,0.21923665702342987,0.29953768849372864,0.2008858025074005,0.19334329664707184,0.4986279010772705,0.680616557598114,0.10228226333856583
as,0.31749409437179565,0.24363625049591064,0.43216490745544434,0.35160550475120544,1.0,0.39550232887268066,0.21532635390758514,0.3887844979763031,0.48381632566452026,0.22885268926620483,0.3886612355709076,0.32462048530578613,0.19334743916988373,0.16691245138645172,0.27043893933296204
a,0.3320399522781372,0.3271445333957672,0.658733606338501,0.3864384889602661,0.39550232887268066,1.0,0.28549355268478394,0.539380669593811,0.5829201340675354,0.2601566016674042,0.5052502155303955,0.3237393796443939,0.2669180929660797,0.21662019193172455,0.23916715383529663
coolant,0.23071570694446564,0.3411511182785034,0.24831785261631012,0.24865154922008514,0.21532635390758514,0.28549355268478394,1.0,0.23576384782791138,0.2582189738750458,0.3109094500541687,0.2576410174369812,0.21985214948654175,0.5015864968299866,0.4200460910797119,0.19370877742767334
.,0.3567904531955719,0.24230757355690002,0.4569662809371948,0.33111312985420227,0.515582263469696,0.50484299659729,0.297296941280365,0.5591574311256409,0.5934505462646484,0.23766504228115082,0.5352458953857422,0.3708619773387909,0.2470431923866272,0.2554275095462799,0.4130953550338745
