,what,increases,rapidly,as,per,capita,income,increases,?
this,0.5489566326141357,0.38862746953964233,0.3095695376396179,0.43993282318115234,0.3059895932674408,0.20561426877975464,0.26293206214904785,0.38862746953964233,0.3155723512172699
pattern,0.2522786855697632,0.27769163250923157,0.31157737970352173,0.13999967277050018,0.12423436343669891,0.0981990322470665,0.11473938822746277,0.27769163250923157,0.20064511895179749
of,0.33290785551071167,0.3793904483318329,0.18131932616233826,0.3886612355709076,0.17468707263469696,0.21292807161808014,0.2581324577331543,0.3793904483318329,0.1826142966747284
higher,0.2538340389728546,0.507759690284729,0.26830029487609863,0.2691084146499634,0.21469023823738098,0.3133532702922821,0.2679516673088074,0.507759690284729,0.15679465234279633
incomes-longer,0.3778732120990753,0.465600848197937,0.33332133293151855,0.31344351172447205,0.33769190311431885,0.5362716913223267,0.7925778031349182,0.465600848197937,0.29923033714294434
lives,0.19772474467754364,0.08700290322303772,0.18376606702804565,0.17050504684448242,0.11308730393648148,0.1273077428340912,0.15556225180625916,0.08700290322303772,0.15810374915599823
still,0.4548931419849396,0.21174383163452148,0.26270267367362976,0.383881539106369,0.13977132737636566,0.16006484627723694,0.20433074235916138,0.21174383163452148,0.3039587736129761
holds,0.08176258951425552,0.2040053904056549,0.12939663231372833,0.1318790763616562,0.10271238535642624,0.11073347926139832,0.16868340969085693,0.2040053904056549,0.11379207670688629
among,0.21154822409152985,0.255890816450119,0.18715694546699524,0.3329014778137207,0.17061084508895874,0.24543821811676025,0.2684326171875,0.255890816450119,0.14343059062957764
poorer,0.21893715858459473,0.34784460067749023,0.31470414996147156,0.240081787109375,0.23244495689868927,0.35348808765411377,0.44131019711494446,0.34784460067749023,0.14399310946464539
countries,0.22319257259368896,0.21106921136379242,0.21587027609348297,0.2406298965215683,0.1625177562236786,0.2619713246822357,0.2989959716796875,0.21106921136379242,0.15128466486930847
",",0.3087472915649414,0.17835964262485504,0.19603270292282104,0.48816442489624023,0.26711323857307434,0.2819269299507141,0.19703416526317596,0.17835964262485504,0.31091248989105225
where,0.4457937180995941,0.23101596534252167,0.2290879338979721,0.35409465432167053,0.17782405018806458,0.13423053920269012,0.17280876636505127,0.23101596534252167,0.24793872237205505
life,0.24693015217781067,0.1587619185447693,0.1373865008354187,0.23248597979545593,0.10651421546936035,0.1359635591506958,0.22996409237384796,0.1587619185447693,0.21677987277507782
expectancy,0.2736549377441406,0.5016212463378906,0.27697935700416565,0.25937268137931824,0.2723170816898346,0.40378937125205994,0.487785279750824,0.5016212463378906,0.1959744244813919
increases,0.23849372565746307,1.0000001192092896,0.3965020179748535,0.24451245367527008,0.3106730580329895,0.2854897677898407,0.3327620327472687,1.0000001192092896,0.10270863026380539
rapidly,0.20276354253292084,0.3965020179748535,1.0,0.27403390407562256,0.1823650747537613,0.17241546511650085,0.2090952843427658,0.3965020179748535,0.11245343834161758
as,0.31749409437179565,0.24451245367527008,0.27403390407562256,1.0,0.24272821843624115,0.21674025058746338,0.1530616581439972,0.24451245367527008,0.27043893933296204
per,0.21384303271770477,0.3106730580329895,0.1823650747537613,0.24272821843624115,0.9999999403953552,0.49550196528434753,0.3292527496814728,0.3106730580329895,0.22323818504810333
capita,0.20979470014572144,0.2854897677898407,0.17241546511650085,0.21674025058746338,0.49550196528434753,0.9999998807907104,0.5916540622711182,0.2854897677898407,0.21739831566810608
income,0.21837803721427917,0.3327620327472687,0.2090952843427658,0.1530616581439972,0.3292527496814728,0.5916540622711182,1.0,0.3327620327472687,0.14935168623924255
increases,0.23849372565746307,1.0000001192092896,0.3965020179748535,0.24451245367527008,0.3106730580329895,0.2854897677898407,0.3327620327472687,1.0000001192092896,0.10270863026380539
",",0.3087472915649414,0.17835964262485504,0.19603270292282104,0.48816442489624023,0.26711323857307434,0.2819269299507141,0.19703416526317596,0.17835964262485504,0.31091248989105225
