,what,is,the,name,of,the,student,improvisational,theater,troupe,?
among,0.21154822409152985,0.21956473588943481,0.3507058024406433,0.11765395849943161,0.3679063022136688,0.3507058024406433,0.22751973569393158,0.14413514733314514,0.08434483408927917,0.16081973910331726,0.14343059062957764
notable,0.31026893854141235,0.20672309398651123,0.20948168635368347,0.23603951930999756,0.1985267549753189,0.20948168635368347,0.1773979514837265,0.26117366552352905,0.1525709629058838,0.21011903882026672,0.31928157806396484
rsos,0.13808974623680115,0.13123655319213867,0.18950283527374268,0.10818254202604294,0.16024649143218994,0.18950283527374268,0.11071557551622391,0.20333608984947205,0.1677967607975006,0.13988520205020905,0.18762946128845215
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.1161111518740654,0.2327166348695755,0.11086813360452652,0.1603703647851944,0.24591213464736938
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21259291470050812,0.21996822953224182,0.2354130744934082,0.2644887864589691,0.22068053483963013
nation,0.21990635991096497,0.2303507775068283,0.39486879110336304,0.19457928836345673,0.3102196156978607,0.39486879110336304,0.17340703308582306,0.1685100495815277,0.2100667804479599,0.21078108251094818,0.17865248024463654
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.018150636926293373,0.031771764159202576,0.10415638238191605,0.10436645895242691,-0.023395681753754616
longest,0.13152959942817688,0.28321096301078796,0.36807993054389954,0.15935303270816803,0.32879963517189026,0.36807993054389954,0.05799374356865883,0.1520681083202362,0.11549430340528488,0.06475478410720825,0.1404971331357956
continuously,0.2850121855735779,0.26402992010116577,0.3446447253227234,0.06410463154315948,0.27010056376457214,0.3446447253227234,0.20511572062969208,0.25891152024269104,0.165314719080925,0.17463386058807373,0.12734593451023102
running,0.2357972115278244,0.23768527805805206,0.28883472084999084,0.07677140086889267,0.2329012006521225,0.28883472084999084,0.09556221961975098,0.2474735826253891,0.11475826054811478,0.19444486498832703,0.15679655969142914
student,0.20548318326473236,0.18911804258823395,0.21259291470050812,0.07360304892063141,0.20310284197330475,0.21259291470050812,1.0000001192092896,0.2871228754520416,0.3214131295681,0.27491486072540283,0.13282090425491333
film,0.17437689006328583,0.21704672276973724,0.2824619710445404,0.12912005186080933,0.22166931629180908,0.2824619710445404,0.1978967785835266,0.26293104887008667,0.3663179576396942,0.29215750098228455,0.16369038820266724
society,0.23231269419193268,0.15995073318481445,0.2789285480976105,0.12767525017261505,0.23646748065948486,0.2789285480976105,0.25657913088798523,0.2720794081687927,0.19349654018878937,0.216083362698555,0.1373005360364914
doc,0.21350088715553284,0.1359642893075943,0.22223278880119324,0.25369811058044434,0.09344803541898727,0.22223278880119324,0.05979698896408081,0.11378325521945953,0.06540029495954514,0.15272469818592072,0.30210837721824646
films,0.19852851331233978,0.16306833922863007,0.23072484135627747,0.1187257170677185,0.2151229828596115,0.23072484135627747,0.20959071815013885,0.33042046427726746,0.3187016248703003,0.29640746116638184,0.20618696510791779
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2261858433485031,0.2520679533481598,0.27069878578186035,0.26151782274246216,0.31091248989105225
organizing,0.25591719150543213,0.1200474351644516,0.31940990686416626,0.013832316733896732,0.33243584632873535,0.31940990686416626,0.3167811930179596,0.3182523548603058,0.18031065165996552,0.21389172971248627,0.14538010954856873
committee,0.18195343017578125,0.1410297304391861,0.24322165548801422,0.14093075692653656,0.2920650243759155,0.24322165548801422,0.24287372827529907,0.20943543314933777,0.15170258283615112,0.189228817820549,0.12144632637500763
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.20500831305980682,0.38895800709724426,0.20638883113861084,0.20217011868953705,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21259291470050812,0.21996822953224182,0.2354130744934082,0.2644887864589691,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.46536099910736084,0.1887953132390976,0.29715240001678467,0.24617619812488556,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.20310284197330475,0.20668554306030273,0.19138707220554352,0.20661896467208862,0.1826142966747284
chicago,0.1521448791027069,0.12146236002445221,0.27360326051712036,0.1020326316356659,0.18391016125679016,0.27360326051712036,0.1830252707004547,0.29775795340538025,0.26376187801361084,0.24983638525009155,0.16446958482265472
scavenger,0.22387753427028656,0.21393181383609772,0.28621864318847656,0.11882755905389786,0.2134436070919037,0.28621864318847656,0.10838641971349716,0.17803801596164703,0.21763451397418976,0.1626567393541336,0.13486094772815704
hunt,0.1074647307395935,0.12162098288536072,0.2538548409938812,0.1047978401184082,0.18847715854644775,0.2538548409938812,0.10179764777421951,0.11943594366312027,0.12116193771362305,0.16401125490665436,0.13092587888240814
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2261858433485031,0.2520679533481598,0.27069878578186035,0.26151782274246216,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21259291470050812,0.21996822953224182,0.2354130744934082,0.2644887864589691,0.22068053483963013
twice-weekly,0.2757934629917145,0.2611245810985565,0.3362799882888794,0.19047299027442932,0.25350236892700195,0.3362799882888794,0.2268240749835968,0.26836097240448,0.18766500055789948,0.27700719237327576,0.20728027820587158
student,0.20548318326473236,0.18911804258823395,0.21259291470050812,0.07360304892063141,0.20310284197330475,0.21259291470050812,1.0000001192092896,0.2871228754520416,0.3214131295681,0.27491486072540283,0.13282090425491333
newspaper,0.19692619144916534,0.18900582194328308,0.228145033121109,0.14488136768341064,0.1885620355606079,0.228145033121109,0.2567587196826935,0.21982021629810333,0.19214026629924774,0.2198542058467865,0.12645277380943298
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21259291470050812,0.21996822953224182,0.2354130744934082,0.2644887864589691,0.22068053483963013
chicago,0.1521448791027069,0.12146236002445221,0.27360326051712036,0.1020326316356659,0.18391016125679016,0.27360326051712036,0.1830252707004547,0.29775795340538025,0.26376187801361084,0.24983638525009155,0.16446958482265472
maroon,0.19303084909915924,0.155816912651062,0.28793010115623474,0.14362883567810059,0.16437795758247375,0.28793010115623474,0.15417519211769104,0.1679975837469101,0.20685431361198425,0.37207743525505066,0.153331458568573
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2261858433485031,0.2520679533481598,0.27069878578186035,0.26151782274246216,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21259291470050812,0.21996822953224182,0.2354130744934082,0.2644887864589691,0.22068053483963013
alternative,0.1948106437921524,0.2824205458164215,0.24553248286247253,0.18792422115802765,0.2218208760023117,0.24553248286247253,0.12525688111782074,0.33958035707473755,0.15026894211769104,0.2541143000125885,0.22607778012752533
weekly,0.1908067911863327,0.15399500727653503,0.21414050459861755,0.13323459029197693,0.1427893489599228,0.21414050459861755,0.23030811548233032,0.2636498510837555,0.2122262716293335,0.26426956057548523,0.12748977541923523
student,0.20548318326473236,0.18911804258823395,0.21259291470050812,0.07360304892063141,0.20310284197330475,0.21259291470050812,1.0000001192092896,0.2871228754520416,0.3214131295681,0.27491486072540283,0.13282090425491333
