,how,did,the,united,states,plan,to,subdue,imperialistic,tendencies,?
the,0.33890387415885925,0.34736719727516174,1.0,0.34367692470550537,0.3463578522205353,0.2852855324745178,0.535392165184021,0.252023845911026,0.2731722891330719,0.1888170838356018,0.22068053483963013
early,0.2415190190076828,0.32047218084335327,0.34442198276519775,0.2559662461280823,0.24283362925052643,0.1446743607521057,0.24557004868984222,0.1704023778438568,0.26214954257011414,0.1334340125322342,0.15272949635982513
united,0.19034643471240997,0.21137088537216187,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.2025967687368393,0.2715383470058441,0.14586125314235687,0.1779085397720337,0.1559462994337082,0.17266890406608582
states,0.20841296017169952,0.21754568815231323,0.3463578522205353,0.8952266573905945,1.0,0.21800750494003296,0.2828785181045532,0.1450900435447693,0.22053423523902893,0.18294137716293335,0.16272737085819244
expressed,0.23097211122512817,0.17606444656848907,0.25207287073135376,0.21259361505508423,0.21995969116687775,0.16472168266773224,0.2824164628982544,0.18035902082920074,0.35964593291282654,0.21272139251232147,0.17175263166427612
its,0.22449488937854767,0.19922670722007751,0.559237003326416,0.25747814774513245,0.2691997289657593,0.17852157354354858,0.3691340684890747,0.18009261786937714,0.21353822946548462,0.19950225949287415,0.15103481709957123
opposition,0.23877081274986267,0.21891070902347565,0.26783087849617004,0.185051828622818,0.19485753774642944,0.19225755333900452,0.2251589596271515,0.18816445767879486,0.31066155433654785,0.21005842089653015,0.15647298097610474
to,0.44169697165489197,0.4452643394470215,0.535392165184021,0.2715383470058441,0.2828785181045532,0.36421895027160645,1.0,0.2859358787536621,0.2331068515777588,0.26602599024772644,0.29463258385658264
imperialism,0.19419045746326447,0.23293417692184448,0.2716025412082672,0.21189694106578827,0.24396070837974548,0.23490050435066223,0.21685542166233063,0.17448613047599792,0.8656792044639587,0.24936828017234802,0.14998586475849152
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.21265573799610138,0.44245919585227966,0.19693702459335327,0.21712644398212433,0.16214631497859955,0.31091248989105225
at,0.2154216170310974,0.28390252590179443,0.457212895154953,0.2064037322998047,0.19903600215911865,0.19810442626476288,0.36524343490600586,0.11806955188512802,0.14871624112129211,0.027487294748425484,0.21978627145290375
least,0.2839330732822418,0.2185145616531372,0.3428877890110016,0.18746869266033173,0.2240493893623352,0.16987459361553192,0.35133054852485657,0.24296784400939941,0.18571986258029938,0.2126905471086502,0.28866854310035706
in,0.2601168751716614,0.2593238651752472,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.23924663662910461,0.45010748505592346,0.16904217004776,0.18513795733451843,0.1362723410129547,0.20430970191955566
a,0.29312583804130554,0.2552328109741211,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.27156999707221985,0.45503583550453186,0.20701436698436737,0.21167249977588654,0.17325319349765778,0.23916715383529663
form,0.1948026418685913,0.18086659908294678,0.29286009073257446,0.1789586991071701,0.19229869544506073,0.1693628877401352,0.2772196829319,0.17356359958648682,0.18204598128795624,0.2204269915819168,0.1463010311126709
distinct,0.18495796620845795,0.1403018832206726,0.28305986523628235,0.15783990919589996,0.20640148222446442,0.11739103496074677,0.20252932608127594,0.17921657860279083,0.2230340540409088,0.2567538619041443,0.09523114562034607
from,0.22939439117908478,0.20248863101005554,0.40150508284568787,0.27339106798171997,0.24283263087272644,0.167610764503479,0.4069952368736267,0.17253345251083374,0.14301635324954987,0.1069275513291359,0.19969791173934937
its,0.22449488937854767,0.19922670722007751,0.559237003326416,0.25747814774513245,0.2691997289657593,0.17852157354354858,0.3691340684890747,0.18009261786937714,0.21353822946548462,0.19950225949287415,0.15103481709957123
own,0.3035697042942047,0.34475913643836975,0.334675133228302,0.1774989366531372,0.21296395361423492,0.2620721161365509,0.35879063606262207,0.18154561519622803,0.2538128197193146,0.2957463562488556,0.1937696635723114
manifest,0.24109628796577454,0.1406760960817337,0.24379371106624603,0.19768446683883667,0.2544395327568054,0.17282140254974365,0.21002426743507385,0.14023905992507935,0.3443968892097473,0.25832879543304443,0.1783103048801422
destiny,0.2041873335838318,0.21247747540473938,0.28041332960128784,0.234615758061409,0.2038480043411255,0.24612948298454285,0.23600167036056519,0.11020148545503616,0.26207688450813293,0.23408180475234985,0.12272091209888458
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.21265573799610138,0.44245919585227966,0.19693702459335327,0.21712644398212433,0.16214631497859955,0.31091248989105225
through,0.2704794108867645,0.14190755784511566,0.44071322679519653,0.17416222393512726,0.17472834885120392,0.20636478066444397,0.4062686562538147,0.15105418860912323,0.15092702209949493,0.12576726078987122,0.16913433372974396
policies,0.37921208143234253,0.28301122784614563,0.22566401958465576,0.15309672057628632,0.18440978229045868,0.32935747504234314,0.31011244654655457,0.18508945405483246,0.3627118766307831,0.3933697044849396,0.2969106435775757
such,0.307365357875824,0.24497397243976593,0.3575236201286316,0.18984757363796234,0.20258460938930511,0.07751262933015823,0.2871878743171692,0.1669188290834427,0.2360372245311737,0.28619956970214844,0.17851735651493073
as,0.33782753348350525,0.3596470057964325,0.48381632566452026,0.27979812026023865,0.26192235946655273,0.22160357236862183,0.42092081904411316,0.20098909735679626,0.24923013150691986,0.23151785135269165,0.27043893933296204
the,0.33890387415885925,0.34736719727516174,1.0,0.34367692470550537,0.3463578522205353,0.2852855324745178,0.535392165184021,0.252023845911026,0.2731722891330719,0.1888170838356018,0.22068053483963013
monroe,0.14420881867408752,0.17637228965759277,0.20551975071430206,0.3464515209197998,0.3394767642021179,0.21465106308460236,0.23519077897071838,0.07516685873270035,0.13191980123519897,0.2312835305929184,0.15612483024597168
doctrine,0.22988642752170563,0.1904553771018982,0.23041051626205444,0.26745450496673584,0.291447252035141,0.21638888120651245,0.18971149623394012,0.11664707958698273,0.35438019037246704,0.25386878848075867,0.21789313852787018
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.2966235876083374,0.4645031690597534,0.159383624792099,0.23863494396209717,0.11993549019098282,0.4130953550338745
