,which,comedian,did,a,parody,where,a,dalek,appears,?
doctor,0.19030126929283142,0.21335017681121826,0.18673314154148102,0.22883038222789764,0.21061263978481293,0.2602384388446808,0.22883038222789764,0.3300686180591583,0.22865623235702515,0.1462511420249939
who,0.3688730001449585,0.2114989459514618,0.34038686752319336,0.36608949303627014,0.19008472561836243,0.41804537177085876,0.36608949303627014,0.26398393511772156,0.23125708103179932,0.26220351457595825
has,0.4350704550743103,0.16632214188575745,0.2124989777803421,0.4670248031616211,0.20256423950195312,0.32190436124801636,0.4670248031616211,0.16414664685726166,0.3776726722717285,0.15994466841220856
been,0.36993977427482605,0.1499936431646347,0.2835664749145508,0.3315402865409851,0.17817553877830505,0.24669882655143738,0.3315402865409851,0.2411154806613922,0.3113202452659607,0.24354910850524902
satirised,0.2071220576763153,0.41419118642807007,0.2436371147632599,0.23256850242614746,0.4012925922870636,0.1149773895740509,0.23256850242614746,0.21124829351902008,0.22888942062854767,0.13476912677288055
and,0.506277859210968,0.27547311782836914,0.34479495882987976,0.3739250600337982,0.1927061676979065,0.43859338760375977,0.3739250600337982,0.19318579137325287,0.24003387987613678,0.20544172823429108
spoofed,0.30754798650741577,0.3415074944496155,0.2888474762439728,0.2645852565765381,0.3682948350906372,0.24601510167121887,0.2645852565765381,0.33113735914230347,0.3747406601905823,0.2809530794620514
on,0.4245251417160034,0.21753524243831635,0.2670976221561432,0.3848365545272827,0.23436282575130463,0.37630224227905273,0.3848365545272827,0.2356066107749939,0.2660657465457916,0.2714994251728058
many,0.5168171525001526,0.17158086597919464,0.375588983297348,0.2872205972671509,0.20653313398361206,0.4338301420211792,0.2872205972671509,0.15523667633533478,0.192185640335083,0.2124512493610382
occasions,0.26669439673423767,0.18519993126392365,0.2682984471321106,0.20875661075115204,0.22499920427799225,0.29423531889915466,0.20875661075115204,0.19533470273017883,0.27049797773361206,0.1868991255760193
by,0.40543368458747864,0.158909410238266,0.18574509024620056,0.32094135880470276,0.22379747033119202,0.2641284465789795,0.32094135880470276,0.15671803057193756,0.19730228185653687,0.17966607213020325
comedians,0.16641154885292053,0.7761226892471313,0.14596502482891083,0.18864963948726654,0.28896835446357727,0.23133859038352966,0.18864963948726654,0.10459347069263458,0.1545310616493225,0.2173743098974228
including,0.41826364398002625,0.17240260541439056,0.26678287982940674,0.21045410633087158,0.2640022933483124,0.33177727460861206,0.21045410633087158,0.09654320031404495,0.24735845625400543,0.1633303165435791
spike,0.21252155303955078,0.29220303893089294,0.12886004149913788,0.2599281966686249,0.21415455639362335,0.14781290292739868,0.2599281966686249,0.2281467467546463,0.22570744156837463,0.16857340931892395
milligan,0.1847517341375351,0.3847188651561737,0.1332976520061493,0.2460816353559494,0.3039344549179077,0.11013655364513397,0.2460816353559494,0.26746541261672974,0.1808319240808487,0.12240193039178848
(,0.2589828372001648,0.21924033761024475,0.18979617953300476,0.3206180930137634,0.16206631064414978,0.1970011591911316,0.3206180930137634,0.08495833724737167,0.22700390219688416,0.40561532974243164
a,0.56894451379776,0.17916075885295868,0.2552328109741211,1.0,0.27441519498825073,0.40997210144996643,1.0,0.2607367932796478,0.34673067927360535,0.23916715383529663
dalek,0.24532108008861542,0.13481642305850983,0.19353525340557098,0.2607367932796478,0.24044251441955566,0.18538187444210052,0.2607367932796478,1.0000001192092896,0.23771511018276215,0.17070545256137848
invades,0.2186964899301529,0.25817906856536865,0.14983467757701874,0.13874895870685577,0.07835683226585388,0.17282746732234955,0.13874895870685577,0.11976989358663559,0.21440841257572174,0.16787861287593842
his,0.32283493876457214,0.27112987637519836,0.3546801507472992,0.3497250974178314,0.20546437799930573,0.29880598187446594,0.3497250974178314,0.2740059196949005,0.22810479998588562,0.18075084686279297
bathroom,0.20619352161884308,0.16020925343036652,0.19541308283805847,0.24208641052246094,0.18483304977416992,0.2501455545425415,0.24208641052246094,0.20941033959388733,0.186208575963974,0.21474428474903107
—,0.14832523465156555,0.10959518700838089,0.11271154880523682,0.17566944658756256,0.12079668790102005,0.11846062541007996,0.17566944658756256,0.08023963123559952,0.14188048243522644,0.23527392745018005
milligan,0.1847517341375351,0.3847188651561737,0.1332976520061493,0.2460816353559494,0.3039344549179077,0.11013655364513397,0.2460816353559494,0.26746541261672974,0.1808319240808487,0.12240193039178848
",",0.3658004403114319,0.2786799371242523,0.3015086054801941,0.427140474319458,0.2089918851852417,0.3149496018886566,0.427140474319458,0.17106570303440094,0.27400943636894226,0.31091248989105225
naked,0.20638388395309448,0.1782391369342804,0.20233549177646637,0.20882177352905273,0.25210320949554443,0.18934252858161926,0.20882177352905273,0.23759394884109497,0.2758801579475403,0.13051725924015045
",",0.3658004403114319,0.2786799371242523,0.3015086054801941,0.427140474319458,0.2089918851852417,0.3149496018886566,0.427140474319458,0.17106570303440094,0.27400943636894226,0.31091248989105225
hurls,0.3217281699180603,0.21808116137981415,0.1541561633348465,0.24771597981452942,0.22728702425956726,0.24383938312530518,0.24771597981452942,0.22938285768032074,0.2547435462474823,0.2915002405643463
a,0.56894451379776,0.17916075885295868,0.2552328109741211,1.0,0.27441519498825073,0.40997210144996643,1.0,0.2607367932796478,0.34673067927360535,0.23916715383529663
soap,0.20322954654693604,0.23571443557739258,0.12407860159873962,0.12983538210391998,0.19665007293224335,0.1997639387845993,0.12983538210391998,0.19752661883831024,0.1443099081516266,0.1800997406244278
sponge,0.281025767326355,0.1855364441871643,0.1604417860507965,0.23135152459144592,0.26170915365219116,0.21549144387245178,0.23135152459144592,0.20764678716659546,0.14174549281597137,0.19850358366966248
at,0.3286694884300232,0.14799442887306213,0.28390252590179443,0.3095070421695709,0.13368752598762512,0.4402937591075897,0.3095070421695709,0.1278163641691208,0.2297767698764801,0.21978627145290375
it,0.616637647151947,0.13665030896663666,0.2993364930152893,0.5452592968940735,0.2800721824169159,0.36972272396087646,0.5452592968940735,0.15662623941898346,0.28254151344299316,0.25732165575027466
),0.2758678197860718,0.2309807687997818,0.18584993481636047,0.3640355169773102,0.1541386842727661,0.20711064338684082,0.3640355169773102,0.08778118342161179,0.20147185027599335,0.42300865054130554
and,0.506277859210968,0.27547311782836914,0.34479495882987976,0.3739250600337982,0.1927061676979065,0.43859338760375977,0.3739250600337982,0.19318579137325287,0.24003387987613678,0.20544172823429108
lenny,0.1050284132361412,0.38619616627693176,0.17055875062942505,0.2093028873205185,0.29298412799835205,0.07185844331979752,0.2093028873205185,0.2409202605485916,0.2566211223602295,0.09067697823047638
henry,0.16498084366321564,0.1933295875787735,0.22827239334583282,0.24300003051757812,0.12858814001083374,0.1522851437330246,0.24300003051757812,0.12455718219280243,0.12758107483386993,0.16836383938789368
.,0.45942068099975586,0.17870040237903595,0.35288307070732117,0.50484299659729,0.2291639745235443,0.41390106081962585,0.50484299659729,0.2473905086517334,0.2625799775123596,0.4130953550338745
