,what,followed,the,late,show,with,stephen,colbert,?
following,0.2506418824195862,0.5081803798675537,0.39779382944107056,0.2062212973833084,0.16061565279960632,0.30096235871315,0.09302666038274765,0.2093963921070099,0.1555173695087433
a,0.3320399522781372,0.2840714454650879,0.5829201340675354,0.22989967465400696,0.24886544048786163,0.3783375024795532,0.18099015951156616,0.2419835925102234,0.23916715383529663
break,0.2858539819717407,0.3319281339645386,0.28229501843452454,0.2282770723104477,0.25112879276275635,0.2797669470310211,0.12075159698724747,0.1714671403169632,0.19753244519233704
for,0.3017193675041199,0.2623760402202606,0.4739971458911896,0.2018979787826538,0.3141973614692688,0.39140474796295166,0.150354266166687,0.24143357574939728,0.264628142118454
late,0.1576872020959854,0.3148308992385864,0.31481194496154785,1.0,0.296935498714447,0.2326577752828598,0.14242064952850342,0.28246989846229553,0.11339222639799118
local,0.18981902301311493,0.15088288486003876,0.2130540907382965,0.12034059315919876,0.20184364914894104,0.16601361334323883,0.05461673438549042,0.16543959081172943,0.15022775530815125
programming,0.22725710272789001,0.158406063914299,0.17869283258914948,0.18134087324142456,0.2944575250148773,0.17035330832004547,0.08409024029970169,0.18610969185829163,0.22249025106430054
",",0.3087472915649414,0.3097211718559265,0.4933079481124878,0.3051932752132416,0.31928569078445435,0.4120737314224243,0.21708473563194275,0.27470505237579346,0.31091248989105225
cbs,0.1950361132621765,0.18501600623130798,0.2283918708562851,0.2876780033111572,0.4361982047557831,0.20131054520606995,0.21969963610172272,0.395621120929718,0.14594407379627228
also,0.42747777700424194,0.23531989753246307,0.6021018624305725,0.296752393245697,0.32992470264434814,0.44397303462028503,0.1832636594772339,0.26106956601142883,0.21848613023757935
aired,0.1692323386669159,0.22748471796512604,0.2525516450405121,0.2827969789505005,0.5127021670341492,0.18900629878044128,0.1339360624551773,0.2675609290599823,0.22283338010311127
a,0.3320399522781372,0.2840714454650879,0.5829201340675354,0.22989967465400696,0.24886544048786163,0.3783375024795532,0.18099015951156616,0.2419835925102234,0.23916715383529663
special,0.24134232103824615,0.09626791626214981,0.3027077615261078,0.10394775867462158,0.2602277398109436,0.21461334824562073,0.1350952386856079,0.22236669063568115,0.29623302817344666
episode,0.1919318586587906,0.20162226259708405,0.25342556834220886,0.22552569210529327,0.49653249979019165,0.2304430603981018,0.16452334821224213,0.2884901463985443,0.23978739976882935
of,0.33290785551071167,0.3060508966445923,0.733189046382904,0.21690747141838074,0.21383242309093475,0.41827285289764404,0.19313211739063263,0.20714221894741058,0.1826142966747284
the,0.42745697498321533,0.3567860722541809,1.0,0.31481194496154785,0.319829523563385,0.4223487675189972,0.16396762430667877,0.24406598508358002,0.22068053483963013
late,0.1576872020959854,0.3148308992385864,0.31481194496154785,1.0,0.296935498714447,0.2326577752828598,0.14242064952850342,0.28246989846229553,0.11339222639799118
late,0.1576872020959854,0.3148308992385864,0.31481194496154785,1.0,0.296935498714447,0.2326577752828598,0.14242064952850342,0.28246989846229553,0.11339222639799118
show,0.29653704166412354,0.26399073004722595,0.319829523563385,0.296935498714447,0.9999999403953552,0.3004990220069885,0.13536235690116882,0.32718732953071594,0.2520138621330261
with,0.2464839518070221,0.35106009244918823,0.4223487675189972,0.2326577752828598,0.3004990220069885,0.9999999403953552,0.12253233045339584,0.23217220604419708,0.2433311939239502
james,0.20536290109157562,0.11337833106517792,0.22481533885002136,0.18667662143707275,0.16689370572566986,0.19248859584331512,0.38525640964508057,0.33659881353378296,0.12139993160963058
corden,0.09480065107345581,0.11546076089143753,0.19905635714530945,0.16196192800998688,0.21721796691417694,0.223780557513237,0.22036387026309967,0.34405460953712463,0.150565043091774
.,0.3567904531955719,0.3200787305831909,0.5934505462646484,0.3287466764450073,0.3016606271266937,0.4446153938770294,0.23956622183322906,0.3139163851737976,0.4130953550338745
