,what,is,needed,to,make,combustion,happen,?
fire,0.19359004497528076,0.20205499231815338,0.2195037305355072,0.2020210474729538,0.18221402168273926,0.2860585153102875,0.17006318271160126,0.14396874606609344
and,0.31309178471565247,0.3859752118587494,0.32021039724349976,0.48971283435821533,0.4160483181476593,0.21818570792675018,0.23779208958148956,0.20544172823429108
explosion,0.1955919712781906,0.24345266819000244,0.13576748967170715,0.15860986709594727,0.1410384476184845,0.3941623568534851,0.3206542730331421,0.14159642159938812
hazards,0.24034540355205536,0.21223413944244385,0.2323823869228363,0.2605954110622406,0.2537567913532257,0.30838117003440857,0.28735965490341187,0.22479578852653503
exist,0.3340267241001129,0.24373944103717804,0.3087710738182068,0.2506487965583801,0.2873593866825104,0.21047541499137878,0.38083118200302124,0.28923845291137695
when,0.4700249433517456,0.3471449911594391,0.3670521080493927,0.5423505902290344,0.4273611307144165,0.3128659725189209,0.3770412802696228,0.22841128706932068
concentrated,0.20476274192333221,0.25344735383987427,0.25430989265441895,0.2865214943885803,0.30341169238090515,0.25924617052078247,0.1889670342206955,0.11501483619213104
oxidants,0.17175498604774475,0.20412951707839966,0.2054116576910019,0.18326568603515625,0.2912999391555786,0.4449343979358673,0.18166205286979675,0.14465956389904022
and,0.31309178471565247,0.3859752118587494,0.32021039724349976,0.48971283435821533,0.4160483181476593,0.21818570792675018,0.23779208958148956,0.20544172823429108
fuels,0.2505243420600891,0.21151012182235718,0.29447659850120544,0.28209415078163147,0.35323819518089294,0.6321029663085938,0.2542443573474884,0.22506318986415863
are,0.29724663496017456,0.5330929756164551,0.3141024708747864,0.3504326641559601,0.4522273540496826,0.25038084387779236,0.39283937215805054,0.24591213464736938
brought,0.26212388277053833,0.1763010025024414,0.29975029826164246,0.35361579060554504,0.3006964921951294,0.1861857771873474,0.20109406113624573,0.2339296191930771
into,0.2180619090795517,0.2619607150554657,0.22067104279994965,0.38810545206069946,0.3341430723667145,0.23633511364459991,0.22109363973140717,0.15662476420402527
close,0.23424343764781952,0.26769399642944336,0.2700977325439453,0.33802270889282227,0.23117806017398834,0.1396368443965912,0.24046458303928375,0.1908312737941742
proximity,0.20552685856819153,0.23200470209121704,0.21443027257919312,0.24908709526062012,0.18025115132331848,0.18326571583747864,0.15672975778579712,0.046892885118722916
;,0.10986888408660889,0.05324986204504967,0.041626669466495514,0.0979827418923378,0.04446669667959213,-0.016691407188773155,0.024026740342378616,0.10349778085947037
an,0.2821882665157318,0.4654068350791931,0.27356213331222534,0.3138085603713989,0.17815372347831726,0.2821415066719055,0.2145266830921173,0.19793890416622162
ignition,0.22602982819080353,0.194061741232872,0.2881883978843689,0.2636983394622803,0.2909817099571228,0.5514559745788574,0.20523180067539215,0.17905962467193604
event,0.26981404423713684,0.2078172266483307,0.24729032814502716,0.2585321366786957,0.12544697523117065,0.18331758677959442,0.3302316963672638,0.16076280176639557
",",0.3087472915649414,0.4691906273365021,0.29017356038093567,0.44245919585227966,0.324553906917572,0.2079315334558487,0.25441640615463257,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3388327658176422,0.2871878743171692,0.3655013144016266,0.27440348267555237,0.28402069211006165,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.2788996696472168,0.42092081904411316,0.3324085772037506,0.20783719420433044,0.17092487215995789,0.27043893933296204
heat,0.1933984011411667,0.20543494820594788,0.23864814639091492,0.2773711681365967,0.26071277260780334,0.5117379426956177,0.29373103380203247,0.16343188285827637
or,0.33867141604423523,0.41870999336242676,0.38756439089775085,0.38921234011650085,0.41506800055503845,0.3234851062297821,0.40203189849853516,0.32389625906944275
