,how,much,has,a,lama,agreed,to,be,reborn,?
a,0.29312583804130554,0.2958075702190399,0.4670248031616211,1.0,0.20858566462993622,0.17516115307807922,0.45503583550453186,0.39883795380592346,0.21887549757957458,0.23916715383529663
lama,0.11364766210317612,0.05189592018723488,0.17976592481136322,0.20858566462993622,0.9999998807907104,0.18228033185005188,0.21757736802101135,0.14560893177986145,0.259982705116272,0.16422642767429352
who,0.4070430099964142,0.2998695373535156,0.2558172643184662,0.36608949303627014,0.21235448122024536,0.3223225474357605,0.42656609416007996,0.3371641933917999,0.24752824008464813,0.26220351457595825
has,0.26820555329322815,0.31650421023368835,1.0,0.4670248031616211,0.17976592481136322,0.15210369229316711,0.3619994819164276,0.3863394856452942,0.14120788872241974,0.15994466841220856
through,0.2704794108867645,0.2705850303173065,0.3215855658054352,0.3399752974510193,0.12284461408853531,0.0843048021197319,0.4062686562538147,0.290402352809906,0.24598941206932068,0.16913433372974396
phowa,0.27368995547294617,0.2015848159790039,0.1907341033220291,0.2549610733985901,0.2667357325553894,0.24934953451156616,0.21681104600429535,0.2102453112602234,0.2033909112215042,0.22585579752922058
and,0.33647966384887695,0.38395699858665466,0.43716782331466675,0.3739250600337982,0.18979990482330322,0.2597125470638275,0.48971283435821533,0.41766801476478577,0.19089490175247192,0.20544172823429108
siddhi,0.19339793920516968,0.17926013469696045,0.1912732571363449,0.24173524975776672,0.5481589436531067,0.06314010918140411,0.184240460395813,0.22070550918579102,0.29442334175109863,0.1849033385515213
consciously,0.28927692770957947,0.20559373497962952,0.1591312140226364,0.24308301508426666,0.26702216267585754,0.2287188321352005,0.2933062016963959,0.29973357915878296,0.2976837158203125,0.18531851470470428
determined,0.3332277834415436,0.2158896028995514,0.20813414454460144,0.3001842796802521,0.05703049525618553,0.2907557189464569,0.3210490345954895,0.359021931886673,0.2357984036207199,0.19379007816314697
to,0.44169697165489197,0.40610215067863464,0.3619994819164276,0.45503583550453186,0.21757736802101135,0.35596710443496704,1.0,0.4972836375236511,0.21960826218128204,0.29463258385658264
be,0.4158933162689209,0.3977218568325043,0.3863394856452942,0.39883795380592346,0.14560893177986145,0.2181471586227417,0.4972836375236511,1.0,0.18116900324821472,0.3324260413646698
reborn,0.20240314304828644,0.1940108984708786,0.14120788872241974,0.21887549757957458,0.259982705116272,0.1723942905664444,0.21960826218128204,0.18116900324821472,1.0,0.15652845799922943
",",0.22659391164779663,0.36182254552841187,0.3734780251979828,0.427140474319458,0.2287054806947708,0.27350708842277527,0.44245919585227966,0.39254459738731384,0.22024935483932495,0.31091248989105225
often,0.41107481718063354,0.436014324426651,0.32416751980781555,0.3930865228176117,0.1355188637971878,0.13997581601142883,0.4351843297481537,0.463177889585495,0.16460539400577545,0.23748154938220978
many,0.4425291419029236,0.4752063453197479,0.4266262650489807,0.2872205972671509,0.17866073548793793,0.20639291405677795,0.40243685245513916,0.3961109519004822,0.1620844602584839,0.2124512493610382
times,0.2685738503932953,0.3250696063041687,0.37720999121665955,0.2745400369167328,0.06276162713766098,0.19030629098415375,0.32875269651412964,0.26316767930984497,0.16382984817028046,0.18880689144134521
",",0.22659391164779663,0.36182254552841187,0.3734780251979828,0.427140474319458,0.2287054806947708,0.27350708842277527,0.44245919585227966,0.39254459738731384,0.22024935483932495,0.31091248989105225
in,0.2601168751716614,0.2725222110748291,0.4173259735107422,0.539380669593811,0.19965314865112305,0.18135444819927216,0.45010748505592346,0.3481820821762085,0.21463453769683838,0.20430970191955566
order,0.22134430706501007,0.13163690268993378,0.14991246163845062,0.24138490855693817,0.2812924087047577,0.19601096212863922,0.35544881224632263,0.23933173716068268,0.15881888568401337,0.13725648820400238
to,0.44169697165489197,0.40610215067863464,0.3619994819164276,0.45503583550453186,0.21757736802101135,0.35596710443496704,1.0,0.4972836375236511,0.21960826218128204,0.29463258385658264
continue,0.3478761613368988,0.3389692008495331,0.18976029753684998,0.21998350322246552,0.1600334197282791,0.29381850361824036,0.4441169500350952,0.3588188588619232,0.25515735149383545,0.23903685808181763
their,0.3316696584224701,0.280311644077301,0.2814009487628937,0.29698723554611206,0.16326285898685455,0.28174999356269836,0.44619059562683105,0.3200586438179016,0.18927974998950958,0.1898253709077835
bodhisattva,0.25765103101730347,0.15834566950798035,0.20625516772270203,0.27920153737068176,0.4782675504684448,0.09776084125041962,0.2636365592479706,0.2911364734172821,0.4311319589614868,0.20698724687099457
vow,0.21816611289978027,0.1270560920238495,0.11046142131090164,0.2619393765926361,0.3211057782173157,0.2201901078224182,0.29791751503944397,0.1882219761610031,0.3097831904888153,0.16463518142700195
is,0.22544461488723755,0.3156087100505829,0.5668748617172241,0.658733606338501,0.17610245943069458,0.11099598556756973,0.42745086550712585,0.4819129705429077,0.19375185668468475,0.22961433231830597
called,0.2869613468647003,0.26014256477355957,0.30485156178474426,0.4868806302547455,0.1513001173734665,0.21042343974113464,0.2987143397331238,0.2761072516441345,0.277566522359848,0.18963319063186646
a,0.29312583804130554,0.2958075702190399,0.4670248031616211,1.0,0.20858566462993622,0.17516115307807922,0.45503583550453186,0.39883795380592346,0.21887549757957458,0.23916715383529663
tulku,0.19895543158054352,0.1339159607887268,0.1704968512058258,0.22713465988636017,0.46191778779029846,0.20284360647201538,0.22456157207489014,0.19557200372219086,0.30001911520957947,0.20201897621154785
.,0.3287222981452942,0.3374604284763336,0.4105546176433563,0.50484299659729,0.16730062663555145,0.2463553100824356,0.4645031690597534,0.4383580684661865,0.19837509095668793,0.4130953550338745
